Address1,City,original_index,unique_index,count
201 pine sxreex norxhwesx,hartselle,161,18,1
201 pine street northwest,hartselle,162,17,24
201 pine street northwest,hartselle,163,17,24
201 pine street northwest,hartselle,164,17,24
201 pine street northwest,hartselle,165,17,24
201 pine street northwest,hartselle,166,17,24
201 pine street northwest,hartselle,167,17,24
201 pine street northwest,hartselle,168,17,24
8000 alabama highway 69,guntersville,169,19,23
8000 alabama highway 69,guntersville,170,19,23
8000 alabama highway 69,guntersville,171,19,23
8000 alabama highway 69,guntersville,172,19,23
8000 alabama highway 69,guntersville,173,19,23
8000 alabama highway 69,guntersville,174,19,23
8000 alabama xigxway 69,guntersville,175,20,1
8000 alabama highway 69,guntersville,176,19,23
8000 alabama highway 69,guntersville,177,19,23
8000 alabama highway 69,guntersville,178,19,23
8000 alabama highway 69,guntersville,179,19,23
8000 alabama highway 69,guntxrsvillx,180,21,1
8000 alabama highway 69,guntersville,181,19,23
8000 alabama highway 69,guntersville,182,19,23
8000 alabama highway 69,guntersville,183,19,23
8000 alabama highway 69,guntersville,184,19,23
8000 alabama highway 69,guntersville,185,19,23
8000 alabama highway 69,guntersville,186,19,23
8000 alabama highway 69,guntersville,187,19,23
8000 alabama highway 69,guntersville,188,19,23
8000 alabama highway 69,guntersville,189,19,23
8000 alabama highway 69,guntersville,190,19,23
8000 alabama highway 69,guntersville,191,19,23
8000 alabama highway 69,guntersville,192,19,23
8000 alabama highway 69,guntersville,193,19,23
50 medical park east drive,birmingham,194,22,23
50 medical park east drive,birmingham,195,22,23
50 medical park east drive,birmingham,196,22,23
50 medical park east drive,birmingham,197,22,23
50 medical park east drive,birmingham,198,22,23
50 medical park east drive,birmingham,199,22,23
50 medical park east drive,birmingham,200,22,23
50 medical park east drive,birmingham,201,22,23
50 medical park east drive,birmingham,202,22,23
50 medical park east drive,birmingham,203,22,23
50 medical park east drive,birmingham,204,22,23
50 medical park east drive,birmingham,205,22,23
50 medical park east drive,birmingham,206,22,23
50 medical park east drive,birmixgham,207,23,1
50 medical park east drive,birmingham,208,22,23
50 medical park east drive,birmingham,209,22,23
50 medical park east drive,birmingham,210,22,23
50 medical park east drive,birmingham,211,22,23
50 medical park east drive,bxrmxngham,212,24,1
50 medical park east drive,birmingham,213,22,23
50 medical park east drive,birmingham,214,22,23
50 medical park east drive,birmingham,215,22,23
50 medical park east drive,birmingham,216,22,23
50 medical park east drive,birmingham,217,22,23
50 medical park east drive,birmingham,218,22,23
200 med center drive,fort payne,219,25,24
200 med center drive,fort payne,220,25,24
200 med center drive,fort payne,221,25,24
200 med center drive,fort payne,222,25,24
200 med center drive,fort payne,223,25,24
200 med center drive,fort payne,224,25,24
200 med center drive,fort payne,225,25,24
200 med center drive,fort payne,226,25,24
200 med center drive,fort payne,227,25,24
200 med center drive,fort payxe,228,26,1
200 med center drive,fort payne,229,25,24
200 med center drive,fort payne,230,25,24
200 med center drive,fort payne,231,25,24
200 med center drive,fort payne,232,25,24
200 med center drive,fort payne,233,25,24
200 med center drive,fort payne,234,25,24
200 med center drive,fort payne,235,25,24
200 med center drive,fort payne,236,25,24
200 med center drive,fort payne,237,25,24
200 med center drive,fort payne,238,25,24
200 med center drive,fort payne,239,25,24
200 med center drive,fort payne,240,25,24
200 med center drive,fort payne,241,25,24
200 med center drive,fort payne,242,25,24
200 med center drive,fort payne,243,25,24
33700 highway 43,thomasville,244,27,23
33700 highway 43,thomasville,245,27,23
33700 highway 43,thomasville,246,27,23
33700 highway 43,thomasville,247,27,23
33700 highway 43,thomasville,248,27,23
33700 highway 43,thomasville,249,27,23
33700 highway 43,thomasville,250,27,23
33700 highway 43,thomasville,251,27,23
33700 highway 43,thomasville,252,27,23
33700 highway 43,thomasville,253,27,23
33700 highway 43,thomasville,254,27,23
33700 highway 43,thomasville,255,27,23
33700 highway 43,thomasville,256,27,23
33700 highway 43,thomasville,257,27,23
33700 highway 43,thomasville,258,27,23
33700 highway 43,thomasville,259,27,23
33700 hxghway 43,thomasville,260,28,1
33700 highway 43,thomasville,261,27,23
33700 highway 43,thomasville,262,27,23
33700 highway 43,thomasville,263,27,23
33700 highway x3,thomasville,264,29,1
33700 highway 43,thomasville,265,27,23
33700 highway 43,thomasville,266,27,23
33700 highway 43,thomasville,267,27,23
33700 highway 43,thomasville,268,27,23
1000 first street north,alabaster,269,30,24
1000 first street north,alabaster,270,30,24
1000 first street north,alabaster,271,30,24
1000 first street north,alabaster,272,30,24
1000 first street north,alabaster,273,30,24
1000 first street north,alabaster,274,30,24
1000 fixst stxeet noxth,alabaster,275,31,1
1000 first street north,alabaster,276,30,24
1000 first street north,alabaster,277,30,24
1000 first street north,alabaster,278,30,24
1000 first street north,alabaster,279,30,24
1000 first street north,alabaster,280,30,24
1000 first street north,alabaster,281,30,24
1000 first street north,alabaster,282,30,24
1000 first street north,alabaster,283,30,24
1000 first street north,alabaster,284,30,24
1000 first street north,alabaster,285,30,24
1000 first street north,alabaster,286,30,24
1000 first street north,alabaster,287,30,24
1000 first street north,alabaster,288,30,24
1000 first street north,alabaster,289,30,24
1000 first street north,alabaster,290,30,24
1000 first street north,alabaster,291,30,24
1000 first street north,alabaster,292,30,24
1000 first street north,alabaster,293,30,24
1720 university blvd,birmingham,294,0,22
1720 univxrsity blvd,birmingham,295,32,1
1720 university blvd,birmingham,296,0,22
1720 university blvd,birmingham,297,0,22
1720 university blvd,birmingham,298,0,22
1720 university blvd,birmingham,299,0,22
1720 university blvd,birmingham,300,0,22
1720 university blvd,birmingham,301,0,22
1720 university blvd,birmingham,302,0,22
1720 university blvd,birmingham,303,0,22
1720 university blvd,birmingham,304,0,22
1720 university blvd,birmingham,305,0,22
1720 university blvd,birmingham,306,0,22
1720 university blvd,birmingham,307,0,22
1720 university blvd,birmingham,308,0,22
1720 university blvd,birmingham,309,0,22
1720 university blvd,birmingham,310,0,22
301 east 18th st,axxistox,311,33,1
301 east 18th st,anniston,312,34,24
301 east 18th st,anniston,313,34,24
301 east 18th st,anniston,314,34,24
301 east 18th st,anniston,315,34,24
301xeastx18thxst,anniston,316,35,1
301 east 18th st,anniston,317,34,24
301 east 18th st,anniston,318,34,24
301 east 18th st,anniston,319,34,24
301 east 18th st,anniston,320,34,24
301 east 18th st,anniston,321,34,24
301 east 18th st,anniston,322,34,24
301 east 18th st,anniston,323,34,24
301 east 18th st,anniston,324,34,24
301 east 18th st,anniston,325,34,24
301 east 18th st,anniston,326,34,24
301 east 18th st,anniston,327,34,24
301 east 18th st,anniston,328,34,24
301 east 18th st,anniston,329,34,24
301 east 18th st,anniston,330,34,24
4370 west main street,dothan,331,36,16
4370 west main street,dothan,332,36,16
4370 west main street,dothan,333,36,16
4370xwestxmainxstreet,dothan,334,37,1
4370 west main street,dothan,335,36,16
4370 west main street,dothan,336,36,16
4370 west main street,dothan,337,36,16
4370 west main street,dothan,338,36,16
4370 west main street,dothan,339,36,16
4370 west main street,dothan,340,36,16
4370 west main street,dothan,341,36,16
4370 west main street,dothan,342,36,16
4370 west main street,dothan,343,36,16
4370 west main street,dothan,344,36,16
4370 west main street,dothan,345,36,16
4370 west main street,dothan,346,36,16
4370 west main street,dothan,347,36,16
810 st vincents drive,birmingham,348,38,4
810 st vincents drive,birmingham,349,38,4
810 st vxncents drxve,birmingham,350,39,1
810 st vincents drive,birmingham,351,38,4
810 st vincents drive,birmingham,352,38,4
1201 7th street se,decatur,353,40,1
1530 u s highway 43,winfield,354,41,23
1530 u s highway 43,winfield,355,41,23
1530 u s highway 43,winfield,356,41,23
1530 u s highway 43,winfield,357,41,23
1530 u s highway 43,winfield,358,41,23
1530 u s highway 43,winfield,359,41,23
1530 u s highway 43,winfield,360,41,23
1530 u s highway 43,winfield,361,41,23
1530 u s highway 43,winfield,362,41,23
1530xuxsxhighwayx43,winfield,363,42,1
1530 u s highway 43,winfield,364,41,23
1530 u s highway 43,winfield,365,41,23
1530 u s highway 43,winfield,366,41,23
1530 u s highway 43,winfielx,367,43,1
1530 u s highway 43,winfield,368,41,23
1530 u s highway 43,winfield,369,41,23
1530 u s highway 43,winfield,370,41,23
1530 u s highway 43,winfield,371,41,23
1530 u s highway 43,winfield,372,41,23
1530 u s highway 43,winfield,373,41,23
1530 u s highway 43,winfield,374,41,23
1530 u s highway 43,winfield,375,41,23
1530 u s highway 43,winfield,376,41,23
1530 u s highway 43,winfield,377,41,23
1530 u s highway 43,winfield,378,41,23
2451 fillingim street,mobile,379,44,13
2451 fillingim street,mobile,380,44,13
2451 fillingim street,mobile,381,44,13
2451 fillingim street,mobile,382,44,13
2451 fillingim street,mobile,383,44,13
2451 fillingim street,mobile,384,44,13
2451 fillingim street,mobile,385,44,13
2451 fillingim street,mobile,386,44,13
2451 fillingim street,mobile,387,44,13
2451 fillingim street,mobile,388,44,13
2451 fillingim street,mobile,389,44,13
2451 fillingim street,mobile,390,44,13
2451 fillingim street,mobile,391,44,13
124 s memorial dr,prattville,392,45,18
124xsxmemorialxdr,prattville,393,46,1
124 s memorial dr,prattville,394,45,18
124 s memorial dr,prattville,395,45,18
124 s memorial dr,prattville,396,45,18
124 s memorial dr,prattville,397,45,18
124 s memorial dr,prattville,398,45,18
124 s memorial dr,prattville,399,45,18
124 s memorial dr,prattville,400,45,18
124 s memorial dr,prattville,401,45,18
124 s memorial dr,prattville,402,45,18
124 s memorial dr,prattville,403,45,18
124 s memorial dr,prattville,404,45,18
124 s memorial dr,prattville,405,45,18
124 s memorial dr,prattville,406,45,18
124 s memorial dr,prattville,407,45,18
124 s memorial dr,prattville,408,45,18
124 s memorial dr,prattville,409,45,18
124 s memorial dr,prattville,410,45,18
124 s mxmorial dr,prattville,411,47,1
15155 highway 43,russellville,412,48,2
15155 highway 43,russellville,413,48,2
315 w hickory st,sylacauga,414,49,16
315 w hickxry st,sylacauga,415,50,1
315 w hickory st,sylacauga,416,49,16
315 w hickory st,sylacauga,417,49,16
315 w hickory st,sylacauga,418,49,16
315 w hickory st,sylacauga,419,49,16
315 w hickory st,sylacauga,420,49,16
315 w hickory st,sylacauga,421,49,16
315 w hickory st,sylacauga,422,49,16
315 w hickory st,sylacauga,423,49,16
315 w hickory st,sylacauga,424,49,16
315 w hickory st,sylacauga,425,49,16
315 w hickory st,sylacauga,426,49,16
315 w hickory st,sylacauga,427,49,16
315 w hickory st,sylacauga,428,49,16
315 w hickory st,sylacauga,429,49,16
315 w hickory st,sylacauga,430,49,16
315xwxhickoryxst,sylacauga,431,51,1
2801 debarr road,anchorage,432,52,17
2801 debarr road,anchorage,433,52,17
2801 debarr road,anchorage,434,52,17
2801 debarr road,anchorage,435,52,17
2801 debarr road,anchorage,436,52,17
2801 debarr road,anchoraxe,437,53,1
2801 debarr road,anchorage,438,52,17
2801 debarr road,anchorage,439,52,17
2801 debarr road,anchorage,440,52,17
2801 debarr road,anchorage,441,52,17
2801 debarr road,anchorage,442,52,17
2801 debarr road,anchorage,443,52,17
2801 debarr road,anchorage,444,52,17
2801 debarr road,anchorage,445,52,17
2801 debarr road,anchorage,446,52,17
2801 debarr road,anchorage,447,52,17
2801 debarr road,anchorage,448,52,17
2801 debarr road,anchorage,449,52,17
po box 287,bethel,450,54,1
poxboxx287,bethel,451,55,1
1300 south montgomery avenue,sheffield,452,3,24
1300 south montgomery avenue,sheffield,453,3,24
1300 south montgomery avenue,sheffield,454,3,24
1300 south montgomery avenue,sheffield,455,3,24
1300 south montgomery avenue,sheffield,456,3,24
1300 south montgomery avenue,sheffield,457,3,24
1300 south montgomery avenue,sheffield,458,3,24
1300 south montgomery avenue,sheffield,459,3,24
1300 south montgomery avenue,sheffield,460,3,24
1300 south montgomery avenue,sheffield,461,3,24
1300 south montgomery avenue,sheffield,462,3,24
1300 south montgomery avenue,sheffield,463,3,24
1300 south montgomery avenue,sheffield,464,3,24
1300 south montgomery avenue,sheffield,465,3,24
126 hospital ave,ozark,466,56,21
126 hospital ave,ozark,467,56,21
126 hospital ave,ozark,468,56,21
126 hospital ave,ozark,469,56,21
126 hospital ave,ozark,470,56,21
126 hospital ave,ozark,471,56,21
126xhospitalxave,ozark,472,57,1
126 hospital ave,ozark,473,56,21
126 hospital ave,ozarx,474,58,1
126 hospital ave,ozark,475,56,21
126 hospital ave,ozark,476,56,21
126 hospital ave,ozark,477,56,21
126 hospital ave,ozark,478,56,21
126 hospital ave,ozark,479,56,21
126 hospital ave,ozark,480,56,21
126 hospital ave,ozark,481,56,21
126 hospital ave,ozark,482,56,21
126 hospital ave,ozark,483,56,21
1x6 hospital ave,ozark,484,59,1
126 hospital ave,xzark,485,60,1
126 hospital ave,ozark,486,56,21
126 hospital ave,ozark,487,56,21
126 hospital ave,ozark,488,56,21
126 hospital ave,ozark,489,56,21
126 hospital ave,ozark,490,56,21
400 northwood dr,centre,491,61,25
400 northwood dr,centre,492,61,25
400 northwood dr,centre,493,61,25
400 northwood dr,centre,494,61,25
400 northwood dr,centre,495,61,25
400 northwood dr,centre,496,61,25
400 northwood dr,centre,497,61,25
400 northwood dr,centre,498,61,25
400 northwood dr,centre,499,61,25
400 northwood dr,centre,500,61,25
400 northwood dr,centre,501,61,25
400 northwood dr,centre,502,61,25
400 northwood dr,centre,503,61,25
400 northwood dr,centre,504,61,25
400 northwood dr,centre,505,61,25
400 northwood dr,centre,506,61,25
400 northwood dr,centre,507,61,25
400 northwood dr,centre,508,61,25
400 northwood dr,centre,509,61,25
400 northwood dr,centre,510,61,25
400 northwood dr,centre,511,61,25
400 northwood dr,centre,512,61,25
400 northwood dr,centre,513,61,25
400 northwood dr,centre,514,61,25
400 northwood dr,centre,515,61,25
2105 east south boulevard,montgomery,516,62,24
2105 east south boulevard,montxomery,517,63,1
2105 east south boulevard,montgomery,518,62,24
2105 east south boulevard,montgomery,519,62,24
2105 east south boulevard,montgomery,520,62,24
2105 east south boulevard,montgomery,521,62,24
2105 east south boulevard,montgomery,522,62,24
2105 east south boulevard,montgomery,523,62,24
2105 east south boulevard,montgomery,524,62,24
2105 east south boulevard,montgomery,525,62,24
2105 east south boulevard,montgomery,526,62,24
2105 east south boulevard,montgomery,527,62,24
2105 east south boulevard,montgomery,528,62,24
2105 east south boulevard,montgomery,529,62,24
2105 east south boulevard,montgomery,530,62,24
2105 east south boulevard,montgomery,531,62,24
2105 east south boulevard,montgomery,532,62,24
2105 east south boulevard,montgomery,533,62,24
2105 east south boulevard,montgomery,534,62,24
2105 east south boulevard,montgomery,535,62,24
2105 east south boulevard,montgomery,536,62,24
2105 east south boulevard,montgomery,537,62,24
2105 east south boulevard,montgomery,538,62,24
2105 east south boulevard,montgomery,539,62,24
2105 east south boulevard,montgomery,540,62,24
1725 pine street,montgomery,541,64,25
1725 pine street,montgomery,542,64,25
1725 pine street,montgomery,543,64,25
1725 pine street,montgomery,544,64,25
1725 pine street,montgomery,545,64,25
1725 pine street,montgomery,546,64,25
1725 pine street,montgomery,547,64,25
1725 pine street,montgomery,548,64,25
1725 pine street,montgomery,549,64,25
1725 pine street,montgomery,550,64,25
1725 pine street,montgomery,551,64,25
1725 pine street,montgomery,552,64,25
1725 pine street,montgomery,553,64,25
1725 pine street,montgomery,554,64,25
1725 pine street,montgomery,555,64,25
1725 pine street,montgomery,556,64,25
1725 pine street,montgomery,557,64,25
1725 pine street,montgomery,558,64,25
1725 pine street,montgomery,559,64,25
1725 pine street,montgomery,560,64,25
1725 pine street,montgomery,561,64,25
1725 pine street,montgomery,562,64,25
1725 pine street,montgomery,563,64,25
1725 pine street,montgomery,564,64,25
1725 pine street,montgomery,565,64,25
4800 48th st,valley,566,65,23
4800 48th st,valley,567,65,23
4800 48th st,valley,568,65,23
4800 48th st,valley,569,65,23
4800 48th st,valley,570,65,23
4800 48th st,valley,571,65,23
4800 48th st,valley,572,65,23
4800 48th st,valley,573,65,23
4800 48th st,valley,574,65,23
4800 48th st,valley,575,65,23
4800 48th st,valley,576,65,23
4800 48th st,valley,577,65,23
4800 48th st,vallex,578,66,1
4800 48th st,valley,579,65,23
4800 48th st,valley,580,65,23
4800 48th st,valley,581,65,23
4800 48th st,valley,582,65,23
4800 48th st,valley,583,65,23
4800 48th st,valley,584,65,23
4800 48th st,valley,585,65,23
4800 48th st,valley,586,65,23
4800 48th st,valley,587,65,23
4800 48th st,valley,588,65,23
4800 48th st,valley,589,65,23
4800 48th st,vxlley,590,67,1
987 drayton street,elba,591,68,24
987 drayton street,elba,592,68,24
987 drayton street,elba,593,68,24
987 drayton street,elba,594,68,24
987 drayton street,elba,595,68,24
987 drayton street,elba,596,68,24
987 drayton street,elba,597,68,24
987 drayton street,elba,598,68,24
987 drayton street,elba,599,68,24
987 drayton street,elba,600,68,24
987 drayton street,exba,601,69,1
987 drayton street,elba,602,68,24
987 drayton street,elba,603,68,24
987 drayton street,elba,604,68,24
987 drayton street,elba,605,68,24
987 drayton street,elba,606,68,24
987 drayton street,elba,607,68,24
987 drayton street,elba,608,68,24
987 drayton street,elba,609,68,24
987 drayton street,elba,610,68,24
987 drayton street,elba,611,68,24
987 drayton street,elba,612,68,24
987 drayton street,elba,613,68,24
987 drayton street,elba,614,68,24
987 drayton street,elba,615,68,24
2000 pepperell parkway,opelika,616,70,25
2000 pepperell parkway,opelika,617,70,25
2000 pepperell parkway,opelika,618,70,25
2000 pepperell parkway,opelika,619,70,25
2000 pepperell parkway,opelika,620,70,25
2000 pepperell parkway,opelika,621,70,25
2000 pepperell parkway,opelika,622,70,25
2000 pepperell parkway,opelika,623,70,25
2000 pepperell parkway,opelika,624,70,25
2000 pepperell parkway,opelika,625,70,25
2000 pepperell parkway,opelika,626,70,25
2000 pepperell parkway,opelika,627,70,25
2000 pepperell parkway,opelika,628,70,25
2000 pepperell parkway,opelika,629,70,25
2000 pepperell parkway,opelika,630,70,25
2000 pepperell parkway,opelika,631,70,25
2000 pepperell parkway,opelika,632,70,25
2000 pepperell parkway,opelika,633,70,25
2000 pepperell parkway,opelika,634,70,25
2000 pepperell parkway,opelika,635,70,25
2000 pepperell parkway,opelika,636,70,25
2000 pepperell parkway,opelika,637,70,25
2000 pepperell parkway,opelika,638,70,25
2000 pepperell parkway,opelika,639,70,25
2000 pepperell parkway,opelika,640,70,25
209 north main street,wedowee,641,71,23
209 north main street,wedowee,642,71,23
209 north main street,wedowee,643,71,23
209 north main street,wedowee,644,71,23
209 north main street,wedowee,645,71,23
209 north main street,wedowee,646,71,23
209 north main street,wedowee,647,71,23
209 north main street,wedowee,648,71,23
209 north main street,wedowee,649,71,23
209 north main street,wedowee,650,71,23
209 north main street,wedowee,651,71,23
209 xorth maix street,wedowee,652,72,1
209 north main street,wedowee,653,71,23
209 north main street,wxdowxx,654,73,1
209 north main street,wedowee,655,71,23
209 north main street,wedowee,656,71,23
209 north main street,wedowee,657,71,23
209 north main street,wedowee,658,71,23
209 north main street,wedowee,659,71,23
209 north main street,wedowee,660,71,23
209 north main street,wedowee,661,71,23
209 north main street,wedowee,662,71,23
209 north main street,wedowee,663,71,23
209 north main street,wedowee,664,71,23
209 north main street,wedowee,665,71,23
619 south 19th street,birmingham,666,74,24
619 south 19th street,birmingham,667,74,24
619 south 19th street,birmingham,668,74,24
619 south 19th street,birmingham,669,74,24
619 south 19th street,birmingham,670,74,24
619 south 19th street,birmingham,671,74,24
619 south 19th street,birmingham,672,74,24
619 south 19th street,birmingham,673,74,24
619 south 19th street,birmingham,674,74,24
619 south 19th street,birmingham,675,74,24
619 south 19th street,birmingham,676,74,24
619 south 19th street,birmingham,677,74,24
619 south 19th street,birmingham,678,74,24
619 south 19th street,birmingham,679,74,24
619 south 19th street,birmingham,680,74,24
619 south 19th street,birmingham,681,74,24
619 south 19th street,birmingham,682,74,24
619 south 19th street,birmingham,683,74,24
619 south 19th street,birmingham,684,74,24
619 south 19th street,birmingham,685,74,24
619 south 19th street,birmingham,686,74,24
619 south 19th street,birmingham,687,74,24
619 south 19th street,birmingham,688,74,24
619 south 19th street,birmingham,689,74,24
619 south 19th street,birminxham,690,75,1
805 friendship road,tallassee,691,76,24
805 friendship road,tallassee,692,76,24
805 friendship road,tallassee,693,76,24
805 friendship road,tallassee,694,76,24
805 friendship road,tallassee,695,76,24
805 friendship road,tallaxxee,696,77,1
805 friendship road,tallassee,697,76,24
805 friendship road,tallassee,698,76,24
805 friendship road,tallassee,699,76,24
805 friendship road,tallassee,700,76,24
805 friendship road,tallassee,701,76,24
805 friendship road,tallassee,702,76,24
805 friendship road,tallassee,703,76,24
805 friendship road,tallassee,704,76,24
805 friendship road,tallassee,705,76,24
805 friendship road,tallassee,706,76,24
805 friendship road,tallassee,707,76,24
805 friendship road,tallassee,708,76,24
805 friendship road,tallassee,709,76,24
805 friendship road,tallassee,710,76,24
805 friendship road,tallassee,711,76,24
805 friendship road,tallassee,712,76,24
805 friendship road,tallassee,713,76,24
805 friendship road,tallassee,714,76,24
805 friendship road,tallassee,715,76,24
1912 alabama highway 157,cullman,716,78,24
1912 alabama highway 157,cullman,717,78,24
1912 alabama highway 157,cullman,718,78,24
1912 alabama highway 157,cullman,719,78,24
1912 alabama highway 157,cullman,720,78,24
1912 alabama highway 157,cullman,721,78,24
1912 alabama highway 157,cullman,722,78,24
1912 alabama highway 157,cullman,723,78,24
1912 alabama highway 157,cullman,724,78,24
1912 alabama highway 157,cullman,725,78,24
1912 alabama highway 157,cullman,726,78,24
1912 alabama highway 157,cullman,727,78,24
1912 alabama highway 157,cullman,728,78,24
1912 alabama highway 157,cullman,729,78,24
1912 alabama highway 157,cullman,730,78,24
1912 alabama highway 157,cullman,731,78,24
1912 alabama highway 157,cullman,732,78,24
1912 alabama highway 157,cullman,733,78,24
1912 alabama highway 157,cullman,734,78,24
1912 alabama highway 157,cullman,735,78,24
