brewery-id,state,original_index,unique_index
517,CA,487,123
556,NY,488,124
556,NY,489,124
556,NY,490,124
556,NY,491,124
5,SC,492,125
5,SC,493,125
5,SC,494,125
5,SC,495,125
5,SC,496,125
5,SC,497,125
182,OK,498,126
182,OK,499,126
182,,500,127
182,OK,501,126
182,OK,502,126
182,OK,503,126
155,OR,504,128
155,OR,505,128
155,OR,506,128
155,OR,507,128
155,,508,129
155,OR,509,128
155,OR,510,128
155,OR,511,128
155,OR,512,128
155,OR,513,128
155,OR,514,128
155,OR,515,128
155,OR,516,128
155,OR,517,128
178,,518,130
178,MA,519,131
497,NC,520,132
497,NC,521,132
497,NC,522,132
497,NC,523,132
230,MA,524,133
230,MA,525,133
230,MA,526,133
230,MA,527,133
230,,528,134
267,MA,529,135
267,MA,530,135
192,WI,531,136
192,WI,532,136
192,WI,533,136
192,WI,534,136
192,WI,535,136
192,WI,536,136
192,WI,537,136
192,WI,538,136
192,WI,539,136
192,WI,540,136
192,WI,541,136
504,,542,137
504,,543,137
504,NC,544,138
179,NC,545,139
179,NC,546,139
179,NC,547,139
222,NJ,548,140
222,NJ,549,140
222,,550,141
222,NJ,551,140
404,OR,552,142
404,OR,553,142
331,NC,554,143
331,NC,555,143
331,NC,556,143
331,NC,557,143
331,NC,558,143
331,NC,559,143
331,NC,560,143
285,OH,561,144
285,OH,562,144
96,NC,563,145
96,NC,564,145
29,TX,565,146
29,TX,566,146
29,TX,567,146
29,TX,568,146
29,TX,569,146
29,TX,570,146
452,CO,571,147
452,,572,148
122,VA,573,149
122,VA,574,149
122,VA,575,149
122,VA,576,149
350,CA,577,150
350,,578,151
350,CA,579,150
350,CA,580,150
236,VA,581,152
236,VA,582,152
236,VA,583,152
236,,584,153
250,IN,585,154
250,IN,586,154
250,IN,587,154
250,,588,155
226,NY,589,156
226,NY,590,156
121,MI,591,157
121,MI,592,157
121,MI,593,157
99,OH,594,158
526,WA,595,159
425,WI,596,160
425,WI,597,160
141,FL,598,161
141,FL,599,161
141,FL,600,161
141,FL,601,161
141,FL,602,161
141,FL,603,161
141,FL,604,161
141,FL,605,161
141,FL,606,161
141,FL,607,161
141,FL,608,161
141,FL,609,161
141,FL,610,161
141,FL,611,161
141,FL,612,161
141,FL,613,161
141,FL,614,161
141,FL,615,161
141,FL,616,161
141,,617,162
141,FL,618,161
141,FL,619,161
141,FL,620,161
141,FL,621,161
141,FL,622,161
145,MA,623,163
145,MA,624,163
145,MA,625,163
145,MA,626,163
145,MA,627,163
145,MA,628,163
145,MA,629,163
320,CA,630,164
418,OR,631,165
418,OR,632,165
415,GA,633,166
415,GA,634,166
101,RI,635,167
101,RI,636,167
101,RI,637,167
101,RI,638,167
232,AZ,639,168
482,IA,640,169
482,IA,641,169
482,,642,170
139,AR,643,171
139,AR,644,171
139,AR,645,171
139,,646,172
512,CT,647,173
553,LA,648,174
515,CO,649,175
515,CO,650,175
515,CO,651,175
63,CO,652,176
63,CO,653,176
63,CO,654,176
63,CO,655,176
63,CO,656,176
63,CO,657,176
63,CO,658,176
63,CO,659,176
247,GA,660,177
247,GA,661,177
169,ID,662,178
169,ID,663,178
169,ID,664,178
212,SD,665,179
212,SD,666,179
212,SD,667,179
212,SD,668,179
212,SD,669,179
212,SD,670,179
212,SD,671,179
472,CO,672,180
472,CO,673,180
315,IN,674,181
315,IN,675,181
315,IN,676,181
315,IN,677,181
323,ME,678,182
323,ME,679,182
227,DC,680,183
227,DC,681,183
227,DC,682,183
227,DC,683,183
227,DC,684,183
227,DC,685,183
227,DC,686,183
227,DC,687,183
451,CO,688,184
451,CO,689,184
358,IN,690,185
554,WI,691,186
333,CA,692,187
333,CA,693,187
330,OK,694,188
127,TX,695,189
127,TX,696,189
127,TX,697,189
127,TX,698,189
127,TX,699,189
127,TX,700,189
127,TX,701,189
127,TX,702,189
127,TX,703,189
283,KS,704,190
283,KS,705,190
453,AK,706,191
453,AK,707,191
453,AK,708,191
453,AK,709,191
263,CO,710,192
263,CO,711,192
454,OR,712,193
57,IL,713,194
57,IL,714,194
57,,715,195
57,,716,195
57,IL,717,194
57,IL,718,194
57,IL,719,194
237,VA,720,196
237,VA,721,196
491,CA,722,197
491,,723,198
491,CA,724,197
491,CA,725,197
319,WA,726,199
311,WA,727,200
488,PA,728,201
531,CO,729,202
531,CO,730,202
531,CO,731,202
531,CO,732,202
531,CO,733,202
531,CO,734,202
446,MA,735,203
446,MA,736,203
496,CO,737,204
496,CO,738,204
496,CO,739,204
496,CO,740,204
340,FL,741,205
538,NY,742,206
369,CO,743,207
369,CO,744,207
369,CO,745,207
369,CO,746,207
369,CO,747,207
369,CO,748,207
369,CO,749,207
352,OH,750,208
516,WA,751,209
465,FL,752,210
473,WA,753,211
81,CO,754,212
81,CO,755,212
81,CO,756,212
81,CO,757,212
170,WA,758,213
170,WA,759,213
26,IN,760,214
26,IN,761,214
26,IN,762,214
26,IN,763,214
26,IN,764,214
26,IN,765,214
173,NY,766,215
173,NY,767,215
173,NY,768,215
173,NY,769,215
173,NY,770,215
335,ND,771,216
335,ND,772,216
335,ND,773,216
224,OH,774,217
224,OH,775,217
405,CO,776,218
405,CO,777,218
405,CO,778,218
405,,779,219
405,CO,780,218
201,OR,781,220
201,OR,782,220
201,OR,783,220
201,OR,784,220
201,OR,785,220
201,OR,786,220
172,VT,787,221
172,VT,788,221
172,VT,789,221
172,VT,790,221
36,CA,791,222
36,CA,792,222
36,,793,223
256,IL,794,224
256,IL,795,224
256,IL,796,224
256,IL,797,224
256,IL,798,224
256,IL,799,224
256,IL,800,224
256,IL,801,224
256,IL,802,224
256,IL,803,224
48,CA,804,225
48,,805,226
48,CA,806,225
48,CA,807,225
48,CA,808,225
16,IN,809,227
16,IN,810,227
16,IN,811,227
532,PA,812,228
54,IL,813,229
521,MD,814,230
521,MD,815,230
50,VA,816,231
50,VA,817,231
279,RI,818,232
279,RI,819,232
279,RI,820,232
279,RI,821,232
217,NJ,822,233
217,NJ,823,233
206,OR,824,234
206,OR,825,234
206,OR,826,234
206,OR,827,234
206,OR,828,234
206,OR,829,234
206,OR,830,234
206,OR,831,234
206,OR,832,234
206,OR,833,234
206,OR,834,234
206,OR,835,234
151,,836,235
4,CA,837,236
4,CA,838,236
4,CA,839,236
4,CA,840,236
15,MI,841,237
15,MI,842,237
15,MI,843,237
287,TX,844,238
287,TX,845,238
287,,846,239
22,IN,847,240
22,IN,848,240
22,IN,849,240
22,IN,850,240
348,IN,851,241
160,AZ,852,242
160,AZ,853,242
160,AZ,854,242
160,AZ,855,242
160,AZ,856,242
160,AZ,857,242
160,AZ,858,242
105,OH,859,243
105,OH,860,243
105,OH,861,243
105,OH,862,243
253,MI,863,244
253,,864,245
253,MI,865,244
66,TX,866,246
66,TX,867,246
66,TX,868,246
66,TX,869,246
66,TX,870,246
66,TX,871,246
66,TX,872,246
66,TX,873,246
460,WA,874,247
460,WA,875,247
460,WA,876,247
460,WA,877,247
460,WA,878,247
460,WA,879,247
460,WA,880,247
433,NC,881,248
433,NC,882,248
433,NC,883,248
180,NC,884,249
347,NC,885,250
228,,886,251
228,WI,887,252
228,WI,888,252
106,,889,253
240,,890,254
240,CA,891,255
240,CA,892,255
240,CA,893,255
240,CA,894,255
240,CA,895,255
240,CA,896,255
240,,897,254
240,CA,898,255
240,CA,899,255
240,CA,900,255
240,CA,901,255
240,CA,902,255
240,CA,903,255
240,CA,904,255
39,MI,905,256
464,OR,906,257
464,OR,907,257
478,AL,908,258
478,AL,909,258
478,AL,910,258
478,AL,911,258
478,AL,912,258
194,OR,913,259
196,IL,914,260
88,IL,915,261
88,IL,916,261
88,IL,917,261
88,,918,262
88,IL,919,261
420,CO,920,263
536,AZ,921,264
536,AZ,922,264
536,AZ,923,264
536,AZ,924,264
213,TX,925,265
213,TX,926,265
213,TX,927,265
165,IN,928,266
165,IN,929,266
165,IN,930,266
165,IN,931,266
165,IN,932,266
165,IN,933,266
165,IN,934,266
165,IN,935,266
165,IN,936,266
165,IN,937,266
165,IN,938,266
165,IN,939,266
165,,940,267
165,IN,941,266
165,IN,942,266
165,IN,943,266
165,IN,944,266
165,IN,945,266
165,IN,946,266
165,IN,947,266
6,CO,948,268
6,CO,949,268
6,CO,950,268
6,CO,951,268
6,,952,269
6,CO,953,268
6,CO,954,268
6,CO,955,268
6,CO,956,268
543,MT,957,270
543,MT,958,270
269,LA,959,271
269,LA,960,271
365,IA,961,272
365,IA,962,272
365,IA,963,272
365,IA,964,272
365,IA,965,272
365,IA,966,272
365,IA,967,272
365,IA,968,272
365,IA,969,272
365,IA,970,272
365,IA,971,272
365,IA,972,272
365,IA,973,272
365,IA,974,272
365,IA,975,272
365,IA,976,272
365,IA,977,272
365,IA,978,272
466,FL,979,273
156,WV,980,274
156,WV,981,274
86,RI,982,275
86,RI,983,275
379,RI,984,276
379,RI,985,276
379,RI,986,276
379,RI,987,276
379,RI,988,276
379,RI,989,276
379,RI,990,276
124,MI,991,277
124,MI,992,277
124,MI,993,277
124,MI,994,277
124,MI,995,277
124,MI,996,277
124,MI,997,277
124,MI,998,277
124,MI,999,277
144,CO,1000,278
290,WA,1001,279
290,WA,1002,279
327,IL,1003,280
327,IL,1004,280
327,IL,1005,280
327,IL,1006,280
327,IL,1007,280
327,IL,1008,280
327,IL,1009,280
327,IL,1010,280
248,CT,1011,281
248,CT,1012,281
476,CA,1013,282
476,CA,1014,282
343,VA,1015,283
343,VA,1016,283
343,VA,1017,283
234,MA,1018,284
234,MA,1019,284
234,MA,1020,284
234,MA,1021,284
234,MA,1022,284
234,MA,1023,284
234,MA,1024,284
234,MA,1025,284
234,MA,1026,284
234,MA,1027,284
234,,1028,285
234,MA,1029,284
535,MT,1030,286
535,MT,1031,286
204,HI,1032,287
204,HI,1033,287
204,HI,1034,287
204,HI,1035,287
204,HI,1036,287
280,CA,1037,288
280,CA,1038,288
280,,1039,289
479,MD,1040,290
479,MD,1041,290
479,MD,1042,290
423,CA,1043,291
423,CA,1044,291
423,CA,1045,291
168,CO,1046,292
168,CO,1047,292
500,KS,1048,293
500,KS,1049,293
500,KS,1050,293
362,WA,1051,294
362,WA,1052,294
362,WA,1053,294
362,WA,1054,294
362,WA,1055,294
349,WI,1056,295
297,PA,1057,296
297,PA,1058,296
297,,1059,297
198,OR,1060,298
198,OR,1061,298
198,OR,1062,298
198,OR,1063,298
198,OR,1064,298
198,OR,1065,298
198,OR,1066,298
198,OR,1067,298
395,TX,1068,299
395,TX,1069,299
395,TX,1070,299
395,TX,1071,299
136,TX,1072,300
80,OR,1073,301
80,OR,1074,301
80,,1075,302
80,OR,1076,301
80,,1077,302
80,OR,1078,301
80,OR,1079,301
80,OR,1080,301
80,OR,1081,301
80,OR,1082,301
80,OR,1083,301
80,OR,1084,301
80,OR,1085,301
80,OR,1086,301
80,OR,1087,301
80,,1088,302
80,OR,1089,301
80,OR,1090,301
80,OR,1091,301
80,OR,1092,301
80,OR,1093,301
80,OR,1094,301
80,OR,1095,301
120,WI,1096,303
120,WI,1097,303
120,WI,1098,303
445,NC,1099,304
445,NC,1100,304
277,MN,1101,305
277,MN,1102,305
277,MN,1103,305
277,MN,1104,305
277,MN,1105,305
277,MN,1106,305
140,TX,1107,306
140,TX,1108,306
140,TX,1109,306
23,IN,1110,307
242,TX,1111,308
242,TX,1112,308
527,FL,1113,309
527,FL,1114,309
527,FL,1115,309
123,MA,1116,310
316,DE,1117,311
2,MA,1118,312
2,MA,1119,312
2,,1120,313
2,MA,1121,312
2,MA,1122,312
416,PA,1123,314
416,PA,1124,314
312,TN,1125,315
92,OH,1126,316
92,OH,1127,316
92,OH,1128,316
92,OH,1129,316
92,OH,1130,316
114,MD,1131,317
32,WI,1132,318
32,WI,1133,318
32,WI,1134,318
32,WI,1135,318
32,WI,1136,318
32,,1137,319
233,NV,1138,320
233,NV,1139,320
233,NV,1140,320
233,NV,1141,320
208,IA,1142,321
208,IA,1143,321
125,TX,1144,322
125,TX,1145,322
125,TX,1146,322
125,TX,1147,322
125,,1148,323
125,TX,1149,322
125,TX,1150,322
125,TX,1151,322
125,TX,1152,322
125,TX,1153,322
342,NY,1154,324
342,NY,1155,324
342,,1156,325
458,AK,1157,326
458,,1158,327
458,AK,1159,326
458,AK,1160,326
510,MT,1161,328
510,MT,1162,328
510,MT,1163,328
510,MT,1164,328
510,MT,1165,328
510,MT,1166,328
84,MI,1167,329
84,MI,1168,329
84,MI,1169,329
84,MI,1170,329
84,MI,1171,329
84,MI,1172,329
84,MI,1173,329
102,AK,1174,330
102,AK,1175,330
102,AK,1176,330
102,AK,1177,330
102,AK,1178,330
87,MO,1179,331
87,MO,1180,331
439,HI,1181,332
439,HI,1182,332
439,HI,1183,332
439,HI,1184,332
505,OK,1185,333
354,WA,1186,334
332,,1187,335
332,NM,1188,336
545,PA,1189,337
545,PA,1190,337
59,MI,1191,338
59,MI,1192,338
59,MI,1193,338
59,MI,1194,338
218,ID,1195,339
218,ID,1196,339
218,ID,1197,339
345,PA,1198,340
345,PA,1199,340
406,WI,1200,341
537,MT,1201,342
537,MT,1202,342
537,,1203,343
537,MT,1204,342
537,MT,1205,342
244,MN,1206,344
244,MN,1207,344
298,PA,1208,345
298,PA,1209,345
298,PA,1210,345
298,,1211,346
104,CO,1212,347
149,NC,1213,348
149,NC,1214,348
149,NC,1215,348
149,NC,1216,348
149,NC,1217,348
268,VT,1218,349
268,VT,1219,349
268,VT,1220,349
268,VT,1221,349
268,VT,1222,349
41,VT,1223,350
41,VT,1224,350
41,VT,1225,350
41,VT,1226,350
430,VA,1227,351
430,VA,1228,351
377,WI,1229,352
456,WI,1230,353
456,WI,1231,353
456,WI,1232,353
245,MS,1233,354
245,MS,1234,354
158,AZ,1235,355
158,AZ,1236,355
158,AZ,1237,355
158,AZ,1238,355
485,,1239,356
485,OR,1240,357
400,GA,1241,358
400,GA,1242,358
91,OH,1243,359
91,OH,1244,359
91,OH,1245,359
91,,1246,360
91,OH,1247,359
91,OH,1248,359
91,OH,1249,359
91,OH,1250,359
91,OH,1251,359
303,VT,1252,361
303,VT,1253,361
303,VT,1254,361
534,CA,1255,362
534,CA,1256,362
534,CA,1257,362
534,CA,1258,362
356,PA,1259,363
356,PA,1260,363
356,PA,1261,363
356,PA,1262,363
356,PA,1263,363
356,PA,1264,363
356,PA,1265,363
356,PA,1266,363
356,PA,1267,363
346,CA,1268,364
346,CA,1269,364
346,CA,1270,364
346,CA,1271,364
346,CA,1272,364
443,NM,1273,365
443,NM,1274,365
317,ME,1275,366
317,ME,1276,366
317,ME,1277,366
317,ME,1278,366
317,ME,1279,366
161,TX,1280,367
161,TX,1281,367
161,TX,1282,367
161,TX,1283,367
161,,1284,368
161,TX,1285,367
161,TX,1286,367
161,,1287,368
299,,1288,369
299,NY,1289,370
299,NY,1290,370
299,NY,1291,370
299,NY,1292,370
299,NY,1293,370
299,,1294,369
299,NY,1295,370
299,NY,1296,370
299,NY,1297,370
299,NY,1298,370
299,NY,1299,370
299,NY,1300,370
375,HI,1301,371
375,HI,1302,371
375,HI,1303,371
375,HI,1304,371
375,HI,1305,371
375,HI,1306,371
375,HI,1307,371
375,HI,1308,371
375,HI,1309,371
375,HI,1310,371
375,HI,1311,371
375,HI,1312,371
448,CA,1313,372
448,CA,1314,372
448,CA,1315,372
254,MI,1316,373
254,MI,1317,373
254,MI,1318,373
203,HI,1319,374
203,HI,1320,374
203,HI,1321,374
203,HI,1322,374
203,HI,1323,374
203,HI,1324,374
393,FL,1325,375
393,FL,1326,375
393,FL,1327,375
393,FL,1328,375
552,IL,1329,376
223,AK,1330,377
223,AK,1331,377
223,AK,1332,377
223,AK,1333,377
223,AK,1334,377
3,CA,1335,378
3,CA,1336,378
3,CA,1337,378
3,CA,1338,378
3,CA,1339,378
3,CA,1340,378
65,IL,1341,379
65,,1342,380
65,IL,1343,379
65,IL,1344,379
65,IL,1345,379
65,IL,1346,379
65,IL,1347,379
65,IL,1348,379
363,PA,1349,381
363,PA,1350,381
440,MI,1351,382
440,MI,1352,382
440,MI,1353,382
284,WI,1354,383
284,WI,1355,383
284,WI,1356,383
284,WI,1357,383
284,WI,1358,383
284,WI,1359,383
284,WI,1360,383
134,WI,1361,384
134,WI,1362,384
134,WI,1363,384
134,WI,1364,384
134,WI,1365,384
134,WI,1366,384
134,,1367,385
134,WI,1368,384
134,WI,1369,384
134,WI,1370,384
134,WI,1371,384
134,WI,1372,384
134,WI,1373,384
98,,1374,386
98,CA,1375,387
98,,1376,386
98,CA,1377,387
399,UT,1378,388
399,UT,1379,388
399,UT,1380,388
399,UT,1381,388
547,NH,1382,389
547,NH,1383,389
189,NE,1384,390
209,CA,1385,391
209,CA,1386,391
209,CA,1387,391
209,CA,1388,391
209,CA,1389,391
209,CA,1390,391
209,CA,1391,391
209,CA,1392,391
549,AZ,1393,392
514,CA,1394,393
514,CA,1395,393
514,CA,1396,393
276,NY,1397,394
276,NY,1398,394
326,MO,1399,395
326,MO,1400,395
326,MO,1401,395
326,MO,1402,395
326,MO,1403,395
111,CA,1404,396
540,NC,1405,397
540,NC,1406,397
188,MO,1407,398
188,MO,1408,398
260,MI,1409,399
507,AZ,1410,400
507,AZ,1411,400
507,AZ,1412,400
507,AZ,1413,400
507,AZ,1414,400
366,OK,1415,401
366,OK,1416,401
366,OK,1417,401
366,OK,1418,401
366,OK,1419,401
143,RI,1420,402
143,RI,1421,402
143,RI,1422,402
143,RI,1423,402
143,RI,1424,402
143,RI,1425,402
143,RI,1426,402
143,RI,1427,402
143,RI,1428,402
143,RI,1429,402
387,,1430,403
387,OR,1431,404
387,OR,1432,404
387,OR,1433,404
387,OR,1434,404
387,OR,1435,404
337,NE,1436,405
337,NE,1437,405
337,NE,1438,405
337,NE,1439,405
337,NE,1440,405
325,PA,1441,406
325,PA,1442,406
82,CO,1443,407
82,CO,1444,407
82,CO,1445,407
82,CO,1446,407
82,CO,1447,407
82,CO,1448,407
82,CO,1449,407
82,CO,1450,407
82,CO,1451,407
82,CO,1452,407
82,CO,1453,407
82,CO,1454,407
82,CO,1455,407
82,CO,1456,407
82,CO,1457,407
82,CO,1458,407
82,CO,1459,407
410,CT,1460,408
410,CT,1461,408
410,CT,1462,408
410,CT,1463,408
410,CT,1464,408
410,CT,1465,408
410,CT,1466,408
410,CT,1467,408
410,CT,1468,408
410,CT,1469,408
410,CT,1470,408
174,LA,1471,409
174,LA,1472,409
174,LA,1473,409
174,LA,1474,409
174,LA,1475,409
174,LA,1476,409
241,TX,1477,410
241,TX,1478,410
241,TX,1479,410
518,,1480,411
518,SC,1481,412
238,NY,1482,413
495,MA,1483,414
495,MA,1484,414
495,MA,1485,414
305,MA,1486,415
359,NC,1487,416
359,NC,1488,416
431,PA,1489,417
431,PA,1490,417
431,PA,1491,417
431,PA,1492,417
0,MN,1493,418
0,MN,1494,418
0,MN,1495,418
0,MN,1496,418
0,MN,1497,418
0,MN,1498,418
293,MA,1499,419
450,WA,1500,420
450,WA,1501,420
529,WI,1502,421
529,WI,1503,421
271,MA,1504,422
271,MA,1505,422
442,MO,1506,423
442,MO,1507,423
