act_dep_time,sched_arr_time,original_index,unique_index
,7:55 p.m.,267,230
,7:03 p.m.,268,71
,3:50 p.m.,269,36
6:09 a.m.,9:20 a.m.,270,164
,4:57 p.m.,271,231
,10:20 a.m.,272,78
,10:54 a.m.,273,79
,2:20 p.m.,274,232
10:19 a.m.,12:10 p.m.,275,167
,8:00 a.m.,276,233
2:04 p.m.,2:35 p.m.,277,14
,5:35 a.m.,278,62
10:11 a.m.,12:35 p.m.,279,158
,2:00 p.m.,280,234
,1:45 p.m.,281,235
7:40 a.m.,11:10 a.m.,282,208
11:52 a.m.,2:25 p.m.,283,19
11:06 a.m.,2:45 p.m.,284,171
7:22 a.m.,10:35 a.m.,285,174
,11:35 a.m.,286,72
,9:10 p.m.,287,236
12:12 p.m.,3:15 p.m.,288,150
,12:21 a.m.,289,237
,7:53 p.m.,290,238
,12:18 p.m.,291,98
,7:30 a.m.,292,239
7:31 a.m.,9:35 a.m.,293,181
,6:23 p.m.,294,240
,7:35 p.m.,295,241
,9:45 p.m.,296,242
,6:44 p.m.,297,106
,10:31 a.m.,298,243
11:02 a.m.,2:59 p.m.,299,184
,4:31 p.m.,300,244
12:11 a.m.,5:50 a.m.,301,245
4:30 p.m.,12:29 a.m.,302,246
,12:15 a.m.,303,247
8:44 p.m.,11:50 p.m.,304,248
7:23 a.m.,10:34 a.m.,305,192
8:52 a.m.,11:50 a.m.,306,193
,6:15 p.m.,307,249
,9:24 a.m.,308,250
,3:50 p.m.,309,36
,4:48 p.m.,310,120
,9:43 a.m.,311,251
,8:27 a.m.,312,252
,1:40 p.m.,313,253
,9:20 p.m.,314,254
,4:53 p.m.,315,255
,7:03 p.m.,316,71
,4:05 p.m.,317,256
,5:55 p.m.,318,257
7:23 a.m.,11:35 a.m.,319,201
,5:00 p.m.,320,258
,2:15 p.m.,321,259
,11:05 a.m.,322,260
,11:53 a.m.,323,132
1:20 p.m.,2:35 p.m.,324,205
8:07 a.m.,1:39 p.m.,325,261
,10:40 a.m.,326,262
,6:30 p.m.,327,263
,6:40 p.m.,328,264
,4:49 p.m.,329,138
,6:17 p.m.,330,265
,12:55 p.m.,331,266
6:58 a.m.,7:45 a.m.,332,212
,7:05 p.m.,333,142
,6:40 a.m.,334,267
7:40 a.m.,10:45 a.m.,335,215
,3:30 p.m.,336,268
7:16 a.m.,,337,50
,10:15 p.m.,338,51
6:54 a.m.,,339,52
8:48 a.m.,,340,53
9:00 a.m.,,341,54
7:59 p.m.,,342,55
3:50 p.m.,,343,56
,2:50 p.m.,344,57
11:41 a.m.,,345,58
10:53 a.m.,,346,59
11:29 p.m.,,347,60
6:10 a.m.,,348,61
,5:35 a.m.,349,62
4:10 p.m.,,350,63
,9:21 a.m.,351,64
,1:16 p.m.,352,65
10:11 a.m.,,353,66
8:26 a.m.,,354,67
7:25 a.m.,,355,68
4:29 p.m.,,356,69
10:54 a.m.,,357,70
,7:03 p.m.,358,71
,11:35 a.m.,359,72
3:04 p.m.,,360,73
12:13 p.m.,,361,74
,1:17 p.m.,362,75
6:09 a.m.,,363,76
11:45 a.m.,,364,77
,10:20 a.m.,365,78
,10:54 a.m.,366,79
10:19 a.m.,,367,80
2:03 p.m.,,368,81
8:07 a.m.,,369,82
12:56 p.m.,,370,83
12:14 p.m.,,371,84
2:43 p.m.,,372,85
12:07 p.m.,,373,86
,8:22 p.m.,374,87
,8:56 p.m.,375,88
11:06 a.m.,,376,89
1:43 p.m.,,377,90
,4:00 p.m.,378,91
7:22 a.m.,,379,92
6:47 p.m.,,380,93
6:56 p.m.,,381,94
12:12 p.m.,,382,95
,12/2/11 12:21 a.m.,383,96
2:04 p.m.,,384,97
,12:18 p.m.,385,98
6:57 a.m.,,386,99
7:31 a.m.,,387,100
5:09 p.m.,,388,101
7:39 a.m.,,389,102
4:44 p.m.,,390,103
4:37 p.m.,,391,104
8:23 p.m.,,392,105
,6:44 p.m.,393,106
7:30 a.m.,,394,107
11:02 a.m.,,395,108
1:48 p.m.,,396,109
12:42 p.m.,,397,110
,4:17 p.m.,398,111
12:11 a.m.,,399,112
4:28 p.m.,,400,113
9:06 p.m.,,401,114
8:29 p.m.,,402,115
7:23 a.m.,,403,116
8:52 a.m.,,404,117
8:37 a.m.,,405,118
1:41 p.m.,,406,119
,4:48 p.m.,407,120
7:41 a.m.,,408,121
,12/2/11 5:11 a.m.,409,122
5:38 p.m.,,410,123
1:50 p.m. (+8:00),,411,124
11:47 a.m.,,412,125
8:40 p.m.,,413,126
3:04 p.m.,,414,73
,7:03 p.m.,415,71
,11:45 a.m.,416,127
2:44 p.m.,,417,128
3:28 p.m.,,418,129
7:22 a.m.,,419,92
12:11 p.m.,,420,130
8:04 a.m.,,421,131
,11:53 a.m.,422,132
1:20 p.m.,,423,133
8:55 a.m.,,424,134
3:38 p.m.,,425,135
8:04 a.m.,,426,131
4:12 p.m.,,427,136
11:52 a.m.,,428,137
,4:49 p.m.,429,138
11:55 a.m.,,430,139
10:55 a.m.,,431,140
6:58 a.m.,,432,141
,7:05 p.m.,433,142
6:11 a.m.,,434,143
7:40 a.m.,,435,144
7:32 a.m.,,436,145
7:16 a.m.,9:40 a.m.,437,0
7:42 p.m.,,438,146
6:54 a.m.,9:25 a.m.,439,3
8:49 a.m.,11:55 a.m.,440,147
9:01 a.m.,,441,148
7:59 p.m.,10:30 p.m.,442,149
12:12 p.m.,3:15 p.m.,443,150
3:50 p.m.,5:05 p.m.,444,151
12:37 p.m.,,445,152
10:53 a.m.,,446,59
,6:55 a.m. Dec 02,447,269
6:10 a.m.,,448,61
12:58 a.m.,,449,154
4:10 p.m.,6:46 p.m.,450,155
7:56 a.m.,,451,156
10:35 a.m.,,452,157
10:11 a.m.,12:35 p.m.,453,158
8:26 a.m.,,454,67
7:25 a.m.,9:55 a.m.,455,6
4:30 p.m.,7:55 p.m.,456,159
10:55 a.m.,,457,140
2:59 p.m.,,458,160
8:18 a.m.,,459,161
3:04 p.m.,,460,73
12:13 p.m.,3:50 p.m.,461,162
12:06 p.m.,,462,163
6:09 a.m.,9:20 a.m.,463,164
11:45 a.m.,4:57 p.m.,464,165
6:17 a.m.,,465,166
9:01 a.m.,,466,148
10:19 a.m.,12:10 p.m.,467,167
2:04 p.m.,2:35 p.m.,468,14
8:07 a.m.,,469,82
12:56 p.m.,,470,83
12:14 p.m.,,471,84
2:43 p.m.,6:15 p.m.,472,168
12:08 p.m.,1:45 p.m.,473,169
5:38 p.m.,,474,123
8:36 p.m.,,475,170
11:06 a.m.,2:45 p.m.,476,171
1:43 p.m.,,477,90
3:36 p.m.,,478,173
7:22 a.m.,10:35 a.m.,479,174
,7:25 p.m.,480,2
6:56 p.m.,9:10 p.m.,481,176
,12:21 a.m. Dec 02,482,270
2:38 p.m.,,483,178
9:58 a.m.,12:18 p.m.,484,179
6:57 a.m.,7:30 a.m.,485,180
7:31 a.m.,9:35 a.m.,486,181
5:09 p.m.,,487,101
4:46 p.m.,6:23 p.m.,488,182
4:37 p.m.,,489,104
8:23 p.m.,9:45 p.m.,490,28
10:37 a.m.,,491,183
7:31 a.m.,,492,100
11:02 a.m.,2:59 p.m.,493,184
1:48 p.m.,4:31 p.m.,494,185
12:42 p.m.,2:45 p.m.,495,186
2:01 p.m.,,496,187
,5:50 a.m. Dec 02,497,271
,12:29 a.m. Dec 02,498,272
,12:15 a.m. Dec 02,499,273
,11:50 p.m.,500,33
7:23 a.m.,10:34 a.m.,501,192
8:52 a.m.,11:50 a.m.,502,193
8:37 a.m.,,503,118
,3:50 p.m.,504,36
3:17 p.m.,,505,195
7:41 a.m.,,506,121
,5:11 a.m.Dec 02,507,196
,6:40 p.m.,508,264
1:45 p.m.,,509,274
11:47 a.m.,,510,125
8:40 p.m.,,511,126
3:04 p.m.,,512,73
2:59 p.m.,,513,160
9:43 a.m.,,514,199
2:44 p.m.,4:05 p.m.,515,38
3:28 p.m.,5:55 p.m.,516,200
7:23 a.m.,11:35 a.m.,517,201
12:11 p.m.,2:15 p.m.,518,202
8:05 a.m.,11:05 a.m.,519,203
9:05 a.m.,,520,204
1:20 p.m.,2:35 p.m.,521,205
8:56 a.m.,,522,206
3:38 p.m.,6:30 p.m.,523,207
8:04 a.m.,8:00 a.m.,524,13
11:41 a.m.,,525,58
4:12 p.m.,6:40 p.m.,526,46
11:52 a.m.,2:25 p.m.,527,19
7:40 a.m.,11:10 a.m.,528,208
4:02 p.m.,,529,209
11:55 a.m.,6:17 p.m.,530,210
10:55 a.m.,12:55 p.m.,531,211
6:58 a.m.,7:45 a.m.,532,212
4:15 p.m.,7:05 p.m.,533,213
6:11 a.m.,6:40 a.m.,534,214
7:40 a.m.,10:45 a.m.,535,215
7:32 a.m.,3:30 p.m.,536,216
7:16 a.m.,9:40 a.m.,537,0
7:14 p.m.,10:15 p.m.,538,275
6:54 a.m.,9:25 a.m.,539,3
8:29 a.m.,11:55 a.m.,540,276
8:42 a.m.,9:54 a.m.,541,277
7:58 p.m.,10:30 p.m.,542,1
12:13 p.m.,2:00 p.m.,543,16
6:47 p.m. (Estimated runway),7:25 p.m.,544,278
3:28 p.m.,5:05 p.m.,545,279
11:32 a.m.,2:50 p.m.,546,280
11:29 p.m. (Estimated runway),6:55 a.m.,547,281
5:56 a.m.,7:23 a.m.,548,282
12:41 a.m.,5:35 a.m.,549,283
3:58 p.m.,6:46 p.m.,550,284
7:29 a.m.,9:21 a.m.,551,285
10:19 a.m.,1:16 p.m.,552,286
7:25 a.m.,9:55 a.m.,553,6
8:12 a.m.,10:06 a.m.,554,287
4:29 p.m.,7:55 p.m.,555,7
10:10 a.m.,12:35 p.m.,556,15
2:48 p.m.,7:03 p.m.,557,288
5:22 p.m.,8:22 p.m.,558,289
12:12 p.m.,3:50 p.m.,559,8
11:56 a.m.,1:17 p.m.,560,290
6:08 a.m.,9:20 a.m.,561,9
11:30 a.m.,4:57 p.m.,562,291
6:02 a.m.,10:20 a.m.,563,292
8:40 a.m.,10:54 a.m.,564,293
8:04 a.m.,11:05 a.m.,565,11
10:18 a.m.,12:10 p.m.,566,12
8:04 a.m.,8:00 a.m.,567,13
2:04 p.m.,2:35 p.m.,568,14
6:57 a.m.,7:45 a.m.,569,18
12:41 p.m.,2:45 p.m.,570,4
12:35 p.m.,3:19 p.m.,571,294
11:51 a.m.,1:45 p.m.,572,295
8:25 p.m.,8:56 p.m.,573,296
11:52 a.m.,2:25 p.m.,574,19
11:05 a.m.,2:45 p.m.,575,20
1:32 p.m.,5:15 p.m.,576,297
3:36 p.m.,4:00 p.m.,577,21
7:21 a.m.,10:35 a.m.,578,22
8:00 a.m.,11:35 a.m.,579,298
6:55 p.m.,9:10 p.m.,580,23
12:11 p.m.,3:15 p.m.,581,24
7:15 p.m. (Estimated),12:21 a.m.,582,299
2:10 p.m.,7:53 p.m.,583,300
9:14 a.m.,12:18 p.m.,584,301
6:56 a.m.,7:30 a.m.,585,25
7:30 a.m.,9:35 a.m.,586,26
5:08 p.m.,8:05 p.m.,587,27
7:39 a.m.,11:10 a.m.,588,17
4:28 p.m.,6:23 p.m.,589,302
4:15 p.m.,7:35 p.m.,590,303
8:23 p.m.,9:45 p.m.,591,28
10:20 a.m.,6:44 p.m.,592,304
7:07 a.m.,10:31 a.m.,593,305
11:01 a.m.,2:59 p.m.,594,29
1:31 p.m.,4:31 p.m.,595,306
1:48 p.m.,4:17 p.m.,596,307
12:10 a.m. (Estimated runway),5:50 a.m.,597,308
4:28 p.m. (Estimated runway),12:29 a.m.,598,309
9:06 p.m. (Estimated runway),12:15 a.m.,599,310
8:29 p.m. (Estimated runway),11:50 p.m.,600,311
2:46 p.m.,5:00 p.m.,601,312
7:22 a.m.,10:34 a.m.,602,34
8:51 a.m.,11:50 a.m.,603,35
2:26 p.m.,6:15 p.m.,604,313
8:26 a.m.,9:24 a.m.,605,314
3:01 p.m.,4:48 p.m.,606,315
,5:11 a.m.,607,316
5:30 p.m. (Estimated),6:40 p.m.,608,317
11:15 a.m.,1:40 p.m.,609,318
8:39 p.m.,9:20 p.m.,610,37
2:52 p.m.,4:53 p.m.,611,319
2:48 p.m.,7:03 p.m.,612,288
2:44 p.m.,4:05 p.m.,613,38
3:27 p.m.,5:55 p.m.,614,39
7:22 a.m.,11:35 a.m.,615,40
12:10 p.m.,2:15 p.m.,616,41
1:19 p.m.,2:35 p.m.,617,42
7:49 a.m.,1:39 p.m.,618,320
8:56 a.m.,10:40 a.m.,619,43
3:36 p.m.,6:30 p.m.,620,44
4:12 p.m.,6:40 p.m.,621,46
7:31 a.m.,3:30 p.m.,622,47
3:31 p.m.,4:49 p.m.,623,321
11:43 a.m.,6:17 p.m.,624,322
10:54 a.m.,12:55 p.m.,625,30
3:58 p.m.,7:05 p.m.,626,323
6:10 a.m.,6:40 a.m.,627,48
7:39 a.m.,10:45 a.m.,628,49
7:16 a.m.,9:40 a.m.,629,0
7:42 p.m.,,630,146
6:54 a.m.,9:25 a.m.,631,3
8:49 a.m.,11:55 a.m.,632,147
9:01 a.m.,,633,148
7:59 p.m.,10:30 p.m.,634,149
12:12 p.m.,3:15 p.m.,635,150
3:50 p.m.,5:05 p.m.,636,151
12:37 p.m.,,637,152
10:53 a.m.,,638,59
,6:55 a.m. Dec 02,639,269
6:10 a.m.,,640,61
12:58 a.m.,,641,154
4:10 p.m.,6:46 p.m.,642,155
7:56 a.m.,,643,156
10:35 a.m.,,644,157
10:11 a.m.,12:35 p.m.,645,158
8:26 a.m.,,646,67
7:25 a.m.,9:55 a.m.,647,6
4:30 p.m.,7:55 p.m.,648,159
10:55 a.m.,,649,140
2:59 p.m.,,650,160
8:18 a.m.,,651,161
3:04 p.m.,,652,73
12:13 p.m.,3:50 p.m.,653,162
12:06 p.m.,,654,163
6:09 a.m.,9:20 a.m.,655,164
11:45 a.m.,4:57 p.m.,656,165
6:17 a.m.,,657,166
9:01 a.m.,,658,148
10:19 a.m.,12:10 p.m.,659,167
2:04 p.m.,2:35 p.m.,660,14
8:07 a.m.,,661,82
12:56 p.m.,,662,83
12:14 p.m.,,663,84
2:43 p.m.,6:15 p.m.,664,168
12:08 p.m.,1:45 p.m.,665,169
5:38 p.m.,,666,123
8:36 p.m.,,667,170
11:06 a.m.,2:45 p.m.,668,171
1:43 p.m.,,669,90
3:36 p.m.,,670,173
7:22 a.m.,10:35 a.m.,671,174
,7:25 p.m.,672,2
6:56 p.m.,9:10 p.m.,673,176
,12:21 a.m. Dec 02,674,270
2:38 p.m.,,675,178
9:58 a.m.,12:18 p.m.,676,179
6:57 a.m.,7:30 a.m.,677,180
7:31 a.m.,9:35 a.m.,678,181
5:09 p.m.,,679,101
4:46 p.m.,6:23 p.m.,680,182
4:37 p.m.,,681,104
8:23 p.m.,9:45 p.m.,682,28
10:37 a.m.,,683,183
7:31 a.m.,,684,100
11:02 a.m.,2:59 p.m.,685,184
1:48 p.m.,4:31 p.m.,686,185
12:42 p.m.,2:45 p.m.,687,186
2:01 p.m.,,688,187
,5:50 a.m. Dec 02,689,271
,12:29 a.m. Dec 02,690,272
,12:15 a.m. Dec 02,691,273
,11:50 p.m.,692,33
7:23 a.m.,10:34 a.m.,693,192
8:52 a.m.,11:50 a.m.,694,193
8:37 a.m.,,695,118
,3:50 p.m.,696,36
3:17 p.m.,,697,195
7:41 a.m.,,698,121
,5:11 a.m.Dec 02,699,196
,6:40 p.m.,700,264
1:45 p.m.,,701,274
11:47 a.m.,,702,125
8:40 p.m.,,703,126
3:04 p.m.,,704,73
2:59 p.m.,,705,160
9:43 a.m.,,706,199
2:44 p.m.,4:05 p.m.,707,38
3:28 p.m.,5:55 p.m.,708,200
7:23 a.m.,11:35 a.m.,709,201
12:11 p.m.,2:15 p.m.,710,202
8:05 a.m.,11:05 a.m.,711,203
9:05 a.m.,,712,204
1:20 p.m.,2:35 p.m.,713,205
8:56 a.m.,,714,206
3:38 p.m.,6:30 p.m.,715,207
8:04 a.m.,8:00 a.m.,716,13
11:41 a.m.,,717,58
4:12 p.m.,6:40 p.m.,718,46
11:52 a.m.,2:25 p.m.,719,19
7:40 a.m.,11:10 a.m.,720,208
4:02 p.m.,,721,209
11:55 a.m.,6:17 p.m.,722,210
10:55 a.m.,12:55 p.m.,723,211
6:58 a.m.,7:45 a.m.,724,212
4:15 p.m.,7:05 p.m.,725,213
6:11 a.m.,6:40 a.m.,726,214
7:40 a.m.,10:45 a.m.,727,215
7:32 a.m.,3:30 p.m.,728,216
7:16 a.m.,,729,50
7:59 p.m.,,730,55
7:41 p.m.,,731,324
8:47 a.m.,,732,325
9:01 a.m.,,733,148
,7:25 p.m.,734,2
11:41 a.m.,,735,58
10:53 a.m.,,736,59
,12/2/2011 6:55 a.m.,737,326
6:09 a.m.,,738,76
12:57 a.m.,,739,327
12:42 p.m.,,740,110
7:25 a.m.,,741,68
4:30 p.m.,,742,328
10:11 a.m.,,743,66
12:13 p.m.,,744,74
12:05 p.m.,,745,329
6:09 a.m.,,746,76
8:05 a.m.,,747,330
10:19 a.m.,,748,80
8:04 a.m.,,749,131
2:04 p.m.,,750,97
12:55 p.m.,,751,331
12:14 p.m.,,752,84
2:41 p.m.,,753,332
11:52 a.m.,,754,137
11:06 a.m.,,755,89
,4:52 p.m.,756,172
3:36 p.m.,,757,173
7:22 a.m.,,758,92
6:56 p.m.,,759,94
12:12 p.m.,,760,95
9:56 a.m.,,761,333
6:57 a.m.,,762,99
7:31 a.m.,,763,100
5:09 p.m.,,764,101
7:40 a.m.,,765,144
4:35 p.m.,,766,334
8:23 p.m.,,767,105
10:55 a.m.,,768,140
1:46 p.m.,,769,335
1:59 p.m.,,770,336
,12/2/2011 5:50 a.m.,771,337
,12/2/2011 12:15 a.m.,772,338
,11:50 p.m.,773,33
7:23 a.m.,,774,116
8:52 a.m.,,775,117
8:37 a.m.,,776,118
,3:50 p.m.,777,36
11/30/2011 11:34 p.m.,,778,339
,6:40 p.m.,779,264
8:17 a.m.,,780,340
2:44 p.m.,,781,128
7:23 a.m.,,782,116
,12/2/2011 12:29 a.m.,783,341
7:41 a.m.,,784,121
12:11 p.m.,,785,130
1:20 p.m.,,786,133
7:32 a.m.,,787,145
10:55 a.m.,,788,140
6:58 a.m.,,789,141
6:11 a.m.,,790,143
7:40 a.m.,,791,144
,2:45P 12-01-11,792,342
,10:34A 12-01-11,793,343
,7:55P 12-01-11,794,344
,9:20A 12-01-11,795,345
,11:10A 12-01-11,796,346
12:30,,797,347
,,798,348
,,799,348
,,800,348
,,801,348
,,802,348
,Thu  22:15,803,349
,Thu  17:55,804,350
,Thu  19:25,805,351
,Thu  7:45,806,352
