PhoneNumber,HospitalType,original_index,unique_index,count
3343353374,acute care hospitals,143,14,25
2567736511,acute care hospitals,144,15,25
2567736511,acute care hospitals,145,15,25
2567736511,acute care hospitals,146,15,25
2567736511,acute care hospitals,147,15,25
2567736511,acute care hospitals,148,15,25
2567736511,acute care hospitals,149,15,25
2567736511,acute care hospitals,150,15,25
2567736511,acute care hospitals,151,15,25
2567736511,acute care hospitals,152,15,25
2567736511,acute care hospitals,153,15,25
2567736511,acute care hospitals,154,15,25
2567736511,acute care hospitals,155,15,25
2567736511,acute care hospitals,156,15,25
2567736511,acute care hospitals,157,15,25
2567736511,acute care hospitals,158,15,25
2567736511,acute care hospitals,159,15,25
2567736511,acute care hospitals,160,15,25
2567736511,acute care hospitals,161,15,25
2567736511,acute care hospitals,162,15,25
2567736511,acute care hospitals,163,15,25
2567736511,acute care hospitals,164,15,25
2567736511,acute care hospitals,165,15,25
2567736511,acute care hospitals,166,15,25
2567736511,acute care hospitals,167,15,25
2567736511,acute care hospitals,168,15,25
2565718000,acute care hospitals,169,16,25
2565718000,acute care hospitals,170,16,25
2565718000,acute care hospitals,171,16,25
2565718000,acute care hospitals,172,16,25
2565718000,acute care hospitals,173,16,25
2565718000,acute care hospitals,174,16,25
2565718000,acute care hospitals,175,16,25
2565718000,acute care hospitals,176,16,25
2565718000,acute care hospitals,177,16,25
2565718000,acute care hospitals,178,16,25
2565718000,acute care hospitals,179,16,25
2565718000,acute care hospitals,180,16,25
2565718000,acute care hospitals,181,16,25
2565718000,acute care hospitals,182,16,25
2565718000,acute care hospitals,183,16,25
2565718000,acute care hospitals,184,16,25
2565718000,acute care hospitals,185,16,25
2565718000,acute care hospitals,186,16,25
2565718000,acute care hospitals,187,16,25
2565718000,acute care hospitals,188,16,25
2565718000,acute care hospitals,189,16,25
2565718000,acute care hospitals,190,16,25
2565718000,acute care hospitals,191,16,25
2565718000,acute care hospitals,192,16,25
2565718000,acute care hospitals,193,16,25
2058383122,acute care hospitals,194,17,22
2058383122,acute care hospitals,195,17,22
2058383122,acute care hospitals,196,17,22
2058383122,acute care hospitals,197,17,22
2058383122,acute care hospitals,198,17,22
2058383122,acute care hosxitals,199,18,1
2058383122,acute care hospitals,200,17,22
2058383122,acute care hospitals,201,17,22
2058383122,acute care hospitals,202,17,22
2058383122,acute care hospitals,203,17,22
2058383122,acute care hospitals,204,17,22
2058383122,acute care hospitals,205,17,22
2058383122,acute care hospitals,206,17,22
2058383122,acute care hospitals,207,17,22
2058383122,acute care hospitals,208,17,22
2058383122,acute care hospitals,209,17,22
2058383122,acute care hospitals,210,17,22
2058383122,acute care hospitals,211,17,22
2058383122,acute care hospitals,212,17,22
2058383122,acutx carx hospitals,213,19,1
2058383122,acute care hospitals,214,17,22
2058383122,acute care hospitals,215,17,22
2058383122,acute care hospitals,216,17,22
2058x8x122,acute care hospitals,217,20,1
2058383122,acute care hospitals,218,17,22
2568453150,acute care hospitals,219,21,24
2568453150,acute care hospitals,220,21,24
2568453150,acute care hospitals,221,21,24
2568453150,acute care hospitals,222,21,24
2568453150,acute care hospitals,223,21,24
2568453150,acute care hospitals,224,21,24
2568453150,acute care hospitals,225,21,24
2568453150,acute care hospitals,226,21,24
2568453150,acute care hospitals,227,21,24
2568453x50,acute care hospitals,228,22,1
2568453150,acute care hospitals,229,21,24
2568453150,acute care hospitals,230,21,24
2568453150,acute care hospitals,231,21,24
2568453150,acute care hospitals,232,21,24
2568453150,acute care hospitals,233,21,24
2568453150,acute care hospitals,234,21,24
2568453150,acute care hospitals,235,21,24
2568453150,acute care hospitals,236,21,24
2568453150,acute care hospitals,237,21,24
2568453150,acute care hospitals,238,21,24
2568453150,acute care hospitals,239,21,24
2568453150,acute care hospitals,240,21,24
2568453150,acute care hospitals,241,21,24
2568453150,acute care hospitals,242,21,24
2568453150,acute care hospitals,243,21,24
3346366221,acute care hospitals,244,23,22
3346366221,acute care hospitals,245,23,22
3346366221,acute care hospitals,246,23,22
xx46x66221,acute care hospitals,247,24,1
3346366221,acute care hospitals,248,23,22
3346366221,acute care hospitals,249,23,22
3346366221,acute care hospitals,250,23,22
3346366221,acute care hospitals,251,23,22
3346366221,acute care hospitals,252,23,22
3346366221,acute care hospitals,253,23,22
3346366221,acute care hospitals,254,23,22
3346366221,acute care hospitals,255,23,22
3346366221,acute care hospitals,256,23,22
3346366221,acute care hospitals,257,23,22
3346366221,acute care hospitals,258,23,22
3346366221,acute care hospitals,259,23,22
3346366221,acute care hospitals,260,23,22
334x3xx221,acute care hospitals,261,25,1
3346366221,acute care hospitals,262,23,22
3346366221,acute care hospitals,263,23,22
3346366221,acute care hospitals,264,23,22
3346366221,acute care hospitals,265,23,22
3346366221,acuxe care hospixals,266,26,1
3346366221,acute care hospitals,267,23,22
3346366221,acute care hospitals,268,23,22
2056208100,acute care hospitals,269,27,23
2056208100,acute care hospitals,270,27,23
2056208100,acute care hospitals,271,27,23
2056208100,acute care hospitals,272,27,23
2056208100,acute care hospitals,273,27,23
2056208100,acute care hospitals,274,27,23
2056208100,acute care hospitals,275,27,23
2056208100,acute care hospitals,276,27,23
2056208100,acute care hospitals,277,27,23
2056208100,acute care hospitals,278,27,23
2056208100,acute care hospitals,279,27,23
2056208100,acutexcarexhospitals,280,28,1
2056208100,acute care hospitals,281,27,23
2056208100,acute care hospitals,282,27,23
2056208100,acute care hospitals,283,27,23
2056208100,acute care hospitals,284,27,23
2056208100,acute care hospitals,285,27,23
2056208100,acute care hospitals,286,27,23
2056208100,acute care hospitals,287,27,23
2056208100,acute care hospitals,288,27,23
2056208100,acute care hospitals,289,27,23
2056208100,acute care hospitals,290,27,23
2056208100,acute care hospitals,291,27,23
2056208100,acute care hospitals,292,27,23
2056208100,acuxe care hospixals,293,29,1
2053258100,acute care hospitals,294,0,25
2053258100,acute care hospitals,295,0,25
2053258100,acute care hospitals,296,0,25
2053258100,acute care hospitals,297,0,25
2053258100,acute care hospitals,298,0,25
2053258100,acute care hospitals,299,0,25
2053258100,acute care hospitals,300,0,25
2053258100,acute care hospitals,301,0,25
2053258100,acute care hospitals,302,0,25
2053258100,acute care hospitals,303,0,25
2053258100,acute care hospitals,304,0,25
2053258100,acute care hospitals,305,0,25
2053258100,acute care hospitals,306,0,25
2053258100,acute care hospitals,307,0,25
2053258100,acute care hospitals,308,0,25
2053258100,acute care hospitals,309,0,25
2053258100,acute care hospitals,310,0,25
2562358900,acute care hospitals,311,30,27
2562358900,acute care hospitals,312,30,27
2562358900,acute care hospitals,313,30,27
2562358900,acute care hospitals,314,30,27
2562358900,acute care hospitals,315,30,27
2562358900,acute care hospitals,316,30,27
2562358900,acute care hospitals,317,30,27
2562358900,acute care hospitals,318,30,27
2562358900,acute care hospitals,319,30,27
2562358900,acute care hospitals,320,30,27
256235x900,acute care hospitals,321,31,1
2562358900,acute care hospitals,322,30,27
2562358900,acute care hospitals,323,30,27
2562358900,acute care hospitals,324,30,27
2562358900,acute care hospitals,325,30,27
2562358900,acute care hospitals,326,30,27
2562358900,acute care hospitals,327,30,27
2562358900,acute care hospitals,328,30,27
2562358900,acute care hospitals,329,30,27
2562358900,acute care hospitals,330,30,27
3347935000,acute care hospitals,331,32,16
3347935000,acute care hospitals,332,32,16
3347935000,acute care hospitals,333,32,16
3347935000,acute care hospitals,334,32,16
3347935000,acute care hospitals,335,32,16
3347935000,acute care hospitals,336,32,16
3347935000,acute care hospitals,337,32,16
3347935000,acute care hospitals,338,32,16
3347935000,acute care hospitals,339,32,16
3347935000,acute care hospitals,340,32,16
3347935000,acute care hospitals,341,32,16
xx479x5000,acute care hospitals,342,33,1
3347935000,acute care hospitals,343,32,16
3347935000,acute care hospitals,344,32,16
3347935000,acute care hospitals,345,32,16
3347935000,acute care hospitals,346,32,16
3347935000,acute care hospitals,347,32,16
2059397000,acute care hospitals,348,34,5
2059397000,acute care hospitals,349,34,5
2059397000,acute care hospitals,350,34,5
2059397000,acute care hospitals,351,34,5
2059397000,acute care hospitals,352,34,5
2563412000,acute care hospitals,353,35,1
2054877736,acute care hospitals,354,36,25
2054877736,acute care hospitals,355,36,25
2054877736,acute care hospitals,356,36,25
2054877736,acute care hospitals,357,36,25
2054877736,acute care hospitals,358,36,25
2054877736,acute care hospitals,359,36,25
2054877736,acute care hospitals,360,36,25
2054877736,acute care hospitals,361,36,25
2054877736,acute care hospitals,362,36,25
2054877736,acute care hospitals,363,36,25
2054877736,acute care hospitals,364,36,25
2054877736,acute care hospitals,365,36,25
2054877736,acute care hospitals,366,36,25
2054877736,acute care hospitals,367,36,25
2054877736,acute care hospitals,368,36,25
2054877736,acute care hospitals,369,36,25
2054877736,acute care hospitals,370,36,25
2054877736,acute care hospitals,371,36,25
2054877736,acute care hospitals,372,36,25
2054877736,acute care hospitals,373,36,25
2054877736,acute care hospitals,374,36,25
2054877736,acute care hospitals,375,36,25
2054877736,acute care hospitals,376,36,25
2054877736,acute care hospitals,377,36,25
2054877736,acute care hospitals,378,36,25
2514717110,acute care hospitals,379,37,10
2514717110,acute care hospitals,380,37,10
25x47x7xx0,acute care hospitals,381,38,3
2514717110,acute care hospitals,382,37,10
2514717110,acute care hospitals,383,37,10
25x47x7xx0,acute care hospitals,384,38,3
2514717110,acute care hospitals,385,37,10
25x47x7xx0,acute care hospitals,386,38,3
2514717110,acute care hospitals,387,37,10
2514717110,acute care hospitals,388,37,10
2514717110,acute care hospitals,389,37,10
2514717110,acute care hospitals,390,37,10
2514717110,acute care hospitals,391,37,10
3343614267,acute care hospitals,392,39,18
33x361x267,acute care hospitals,393,40,1
3343614267,acute care hospitals,394,39,18
3343614267,acute care hospitals,395,39,18
3343614267,acute care hospitals,396,39,18
3343614267,acute care hospitals,397,39,18
3343614267,acute care hospitals,398,39,18
3343614267,acute care hospitals,399,39,18
3343614267,acute care hospitals,400,39,18
3343614267,acute care hospitals,401,39,18
3343614267,acute care hospitals,402,39,18
3343614267,acute care hospitals,403,39,18
3343614267,acute care hospitals,404,39,18
3343614267,acute care hospitals,405,39,18
3343614267,acute care hospitals,406,39,18
3343614267,acute care hospitals,407,39,18
3343614267,acute care hospitals,408,39,18
3343614267,acute care hospitals,409,39,18
3343614267,acute care hospitals,410,39,18
3343614267,acute care hosxitals,411,41,1
2563321611,acute care hospitals,412,42,1
2563321611,acuxe care hospixals,413,43,1
2562495000,acute care hospitals,414,44,18
2562495000,acute care hospitals,415,44,18
2562495000,acute care hospitals,416,44,18
2562495000,acute care hospitals,417,44,18
2562495000,acute care hospitals,418,44,18
2562495000,acute care hospitals,419,44,18
2562495000,acute care hospitals,420,44,18
2562495000,acute care hospitals,421,44,18
2562495000,acute care hospitals,422,44,18
2562495000,acute care hospitals,423,44,18
2562495000,acute care hospitals,424,44,18
2562495000,acute care hospitals,425,44,18
2562495000,acute care hospitals,426,44,18
2562495000,acute care hospitals,427,44,18
2562495000,acute care hospitals,428,44,18
2562495000,acute care hospitals,429,44,18
2562495000,acute care hospitals,430,44,18
2562495000,acute care hospitals,431,44,18
9072761131,acute care hospitals,432,45,18
9072761131,acute care hospitals,433,45,18
9072761131,acute care hospitals,434,45,18
9072761131,acute care hospitals,435,45,18
9072761131,acute care hospitals,436,45,18
9072761131,acute care hospitals,437,45,18
9072761131,acute care hospitals,438,45,18
9072761131,acute care hospitals,439,45,18
9072761131,acute care hospitals,440,45,18
9072761131,acute care hospitals,441,45,18
9072761131,acute care hospitals,442,45,18
9072761131,acute care hospitals,443,45,18
9072761131,acute care hospitals,444,45,18
9072761131,acute care hospitals,445,45,18
9072761131,acute care hospitals,446,45,18
9072761131,acute care hospitals,447,45,18
9072761131,acute care hospitals,448,45,18
9072761131,acute care hospitals,449,45,18
9075436300,acute care hospitals,450,46,2
9075436300,acute care hospitals,451,46,2
2563864556,acute care hospitals,452,1,23
2563864556,acute care hospitaxs,453,47,1
2563864556,acute care hospitals,454,1,23
2563864556,acute care hospitals,455,1,23
2563864556,acute care hospitals,456,1,23
2563864556,acute care hospitals,457,1,23
2563864556,acute care hospitals,458,1,23
2563864556,acute care hospitals,459,1,23
2563864556,acute care hospitals,460,1,23
2563864556,acute care hospitals,461,1,23
2563864556,acute care hospitals,462,1,23
2563864556,acute care hospitals,463,1,23
2563864556,acute care hospitals,464,1,23
2563864556,acute care hospitals,465,1,23
3347742601,acute care hospitals,466,48,23
3347742601,acute care hospitals,467,48,23
3347742601,acute care hospitals,468,48,23
3347742601,acute care hospitals,469,48,23
3347742601,acute care hospitals,470,48,23
334774x601,acute care hospitals,471,49,1
3347742601,acute care hospitals,472,48,23
3347742601,acute care hospitals,473,48,23
3347742601,acute care hospitals,474,48,23
3347742601,acute care hospitals,475,48,23
3347742601,acute care hospitals,476,48,23
3347742601,acute care hospitals,477,48,23
3347742601,acute care hospitals,478,48,23
3347742601,acute care hospitals,479,48,23
3347742601,acute care hospitals,480,48,23
3347742601,acute care hospitals,481,48,23
3347742601,acute care hospitals,482,48,23
3347742601,acute care hospitals,483,48,23
3347742601,acute care hospitals,484,48,23
3347742601,acute care hospitals,485,48,23
3347742601,acute care hospitals,486,48,23
3347742601,acute care hospitals,487,48,23
3347742601,acute care hospitals,488,48,23
3347742601,acute care hospitals,489,48,23
3347742601,acute caxe hospitals,490,50,1
2569275531,acute care hospitals,491,51,22
2569275531,acute care hospitals,492,51,22
2569275531,acute care hxspitals,493,52,1
2569275531,acute care hospitals,494,51,22
2569275531,acute care hospitals,495,51,22
2569275531,acute care hospitals,496,51,22
2569275531,acutx carx hospitals,497,53,1
2569275531,acute care hospitals,498,51,22
2569275531,acute care hospitals,499,51,22
2569275531,acute care hospitals,500,51,22
2569275531,acute care hospitals,501,51,22
2569275531,acute care hospitals,502,51,22
2569275531,acute care hospitals,503,51,22
2569275531,acute care hospitals,504,51,22
2569275531,acute care hospitals,505,51,22
2569275531,acute care hospitals,506,51,22
2569275531,acute care hospitals,507,51,22
2569275531,acute care hospitals,508,51,22
2569275531,acute care hospitals,509,51,22
2569275531,acute care hospitals,510,51,22
2569275531,acuxe care hospixals,511,54,1
2569275531,acute care hospitals,512,51,22
2569275531,acute care hospitals,513,51,22
2569275531,acute care hospitals,514,51,22
2569275531,acute care hospitals,515,51,22
3342xx2100,acute care hospitals,516,55,1
3342882100,acute care hospitals,517,56,23
3342882100,acute care hospitals,518,56,23
3342882100,acute care hospitals,519,56,23
3342882100,acute care hospitals,520,56,23
3342882100,acute care hospitals,521,56,23
3342882100,acute care hospitals,522,56,23
3342882100,acute care hospitals,523,56,23
3342882100,acute care hospitals,524,56,23
3342882100,acute care hospitals,525,56,23
3342882100,acute care hospitals,526,56,23
3342882100,acute care hospitals,527,56,23
3342882100,acute care hospitals,528,56,23
3342882100,acute care hospitals,529,56,23
3342882100,acute care hospitals,530,56,23
3342882100,acute care hospitals,531,56,23
3342882100,acute care hosxitals,532,57,1
3342882100,acute care hospitals,533,56,23
3342882100,acute care hospitals,534,56,23
3342882100,acute care hospitals,535,56,23
3342882100,acute care hospitals,536,56,23
3342882100,acute care hospitals,537,56,23
3342882100,acute care hospitals,538,56,23
3342882100,acute care hospitals,539,56,23
3342882100,acute care hospitals,540,56,23
3342938000,acute care hospitals,541,58,22
3342938000,acute care hospitals,542,58,22
3342938000,acute care hospitals,543,58,22
3342938000,acute care hospitals,544,58,22
3342938000,acute care hospitals,545,58,22
3342938000,acute care hospitals,546,58,22
3342938000,acute care hospitals,547,58,22
3342938xxx,acute care hospitals,548,59,2
3342938000,acute care hospitals,549,58,22
3342938000,acute care hospitals,550,58,22
3342938000,acute care hospitals,551,58,22
3342938000,acute care hospitals,552,58,22
3342938000,acute care hospitals,553,58,22
3342938000,acute care hospitals,554,58,22
3342938000,acute care hospitals,555,58,22
3342938000,acute care hospitals,556,58,22
3342938000,acute care hospitals,557,58,22
3342938000,acute care hospitals,558,58,22
3342938000,acute care hospitals,559,58,22
3342938000,acute care hospitals,560,58,22
33x2938000,acute care hospitals,561,60,1
3342938xxx,acute care hospitals,562,59,2
3342938000,acute care hospitals,563,58,22
3342938000,acute care hospitals,564,58,22
3342938000,acute care hospitals,565,58,22
3347561400,acute care hospitals,566,61,23
3347561400,acute care hospitals,567,61,23
3347561400,acute care hospitals,568,61,23
3347561400,acute care hospitals,569,61,23
3347561400,acute care hospitals,570,61,23
3347561400,acute care hospitals,571,61,23
334x561400,acute care hospitals,572,62,1
3347561400,acute care hospitals,573,61,23
3347561400,acute care hospitals,574,61,23
3347561400,acute care hospitals,575,61,23
3347561400,acute care hospitals,576,61,23
3347561400,acute care hospitals,577,61,23
3347561400,acute care hospitals,578,61,23
3347561400,acute care hospitals,579,61,23
3347561400,acute care hospitals,580,61,23
3347561400,acute care hospitals,581,61,23
3347561400,acute care hospitals,582,61,23
3347561400,acute care hospitals,583,61,23
3347561400,acute care hospitals,584,61,23
3347561400,acute care hospitals,585,61,23
3347561400,acute care hospitals,586,61,23
3347561400,acute care hospitals,587,61,23
3347561400,acuxe care hospixals,588,63,1
3347561400,acute care hospitals,589,61,23
3347561400,acute care hospitals,590,61,23
3348972257,acute care hospitals,591,64,24
3348972257,acute care hospitals,592,64,24
33x8972257,acute care hospitals,593,65,1
3348972257,acute care hospitals,594,64,24
3348972257,acute care hospitals,595,64,24
3348972257,acute care hospitals,596,64,24
3348972257,acute care hospitals,597,64,24
3348972257,acute care hospitals,598,64,24
3348972257,acute care hospitals,599,64,24
3348972257,acute care hospitals,600,64,24
3348972257,acute care hospitals,601,64,24
3348972257,acute care hospitals,602,64,24
3348972257,acute care hospitals,603,64,24
3348972257,acute care hospitals,604,64,24
3348972257,acute care hospitals,605,64,24
3348972257,acute care hospitals,606,64,24
3348972257,acute care hospitals,607,64,24
3348972257,acute care hospitals,608,64,24
3348972257,acute care hospitals,609,64,24
3348972257,acute care hospitals,610,64,24
3348972257,acute care hospitals,611,64,24
3348972257,acute care hospitals,612,64,24
3348972257,acute care hospitals,613,64,24
3348972257,acute care hospitals,614,64,24
3348972257,acute care hospitals,615,64,24
3347493411,acute care hospitals,616,66,24
3347493411,acute care hospitals,617,66,24
3347493411,acute care hospitals,618,66,24
3347493411,acute care hospitals,619,66,24
3347493411,acute care hospitals,620,66,24
3347493411,acute care hospitals,621,66,24
3347493411,acute care hospitals,622,66,24
3347493411,acute care hospitals,623,66,24
3347493411,acute care hospitals,624,66,24
3347493411,acute care hospitals,625,66,24
3347493411,acute care hospitals,626,66,24
3347493411,acute care hospitals,627,66,24
3347493411,acute care hospitals,628,66,24
3347493411,acute care hospitals,629,66,24
3347493411,acute care hospitals,630,66,24
3347493411,acute care hospitals,631,66,24
3347493411,acute care hospitals,632,66,24
3347493411,acute care hospitals,633,66,24
3347493411,acuxe care hospixals,634,67,1
3347493411,acute care hospitals,635,66,24
3347493411,acute care hospitals,636,66,24
3347493411,acute care hospitals,637,66,24
3347493411,acute care hospitals,638,66,24
3347493411,acute care hospitals,639,66,24
3347493411,acute care hospitals,640,66,24
2563572111,acute care hospitals,641,68,25
2563572111,acute care hospitals,642,68,25
2563572111,acute care hospitals,643,68,25
2563572111,acute care hospitals,644,68,25
2563572111,acute care hospitals,645,68,25
2563572111,acute care hospitals,646,68,25
2563572111,acute care hospitals,647,68,25
2563572111,acute care hospitals,648,68,25
2563572111,acute care hospitals,649,68,25
2563572111,acute care hospitals,650,68,25
2563572111,acute care hospitals,651,68,25
2563572111,acute care hospitals,652,68,25
2563572111,acute care hospitals,653,68,25
2563572111,acute care hospitals,654,68,25
2563572111,acute care hospitals,655,68,25
2563572111,acute care hospitals,656,68,25
2563572111,acute care hospitals,657,68,25
2563572111,acute care hospitals,658,68,25
2563572111,acute care hospitals,659,68,25
2563572111,acute care hospitals,660,68,25
2563572111,acute care hospitals,661,68,25
2563572111,acute care hospitals,662,68,25
2563572111,acute care hospitals,663,68,25
2563572111,acute care hospitals,664,68,25
2563572111,acute care hospitals,665,68,25
20593xx011,acute care hospitals,666,69,1
2059344011,acute care hospitals,667,70,24
2059344011,acute care hospitals,668,70,24
2059344011,acute care hospitals,669,70,24
2059344011,acute care hospitals,670,70,24
2059344011,acute care hospitals,671,70,24
2059344011,acute care hospitals,672,70,24
2059344011,acute care hospitals,673,70,24
2059344011,acute care hospitals,674,70,24
2059344011,acute care hospitals,675,70,24
2059344011,acute care hospitals,676,70,24
2059344011,acute care hospitals,677,70,24
2059344011,acute care hospitals,678,70,24
2059344011,acute care hospitals,679,70,24
2059344011,acute care hospitals,680,70,24
2059344011,acute care hospitals,681,70,24
2059344011,acute care hospitals,682,70,24
2059344011,acute care hospitals,683,70,24
2059344011,acute care hospitals,684,70,24
2059344011,acute care hospitals,685,70,24
2059344011,acute care hospitals,686,70,24
2059344011,acute care hospitals,687,70,24
2059344011,acute care hospitals,688,70,24
2059344011,acute care hospitals,689,70,24
2059344011,acute care hospitals,690,70,24
3342836541,acute care hospitals,691,71,21
3342836541,acute care hospitals,692,71,21
3342836541,acute care hospitals,693,71,21
3342836541,acute care hospitals,694,71,21
3342836541,acute cxre hospitxls,695,72,1
3342836541,acute care hospitals,696,71,21
3342836541,acute care hospitals,697,71,21
3342836541,acute care hospitals,698,71,21
334x836541,acute care hospitals,699,73,1
3342836541,acute care hospitals,700,71,21
3342836541,acute care hospitals,701,71,21
3342836541,acute care hospitals,702,71,21
3342836541,acute care hospitals,703,71,21
3342836541,acute care hospitals,704,71,21
3342836541,acutexcarexhospitals,705,74,1
3342836541,acute care hospitals,706,71,21
3342836541,acute care hospitals,707,71,21
3342836541,acute care hospitals,708,71,21
3342836541,acute care hospitals,709,71,21
3342836541,acute care hospitals,710,71,21
3342836541,acute care hospitals,711,71,21
3342836541,acute care hospitals,712,71,21
33x28365x1,acute care hospitals,713,75,1
3342836541,acute care hospitals,714,71,21
3342836541,acute care hospitals,715,71,21
2567372000,acute care hospitals,716,76,24
2567372000,acute care hospitals,717,76,24
2567372000,acute care hospitals,718,76,24
2567372000,acute care hospitals,719,76,24
2567372000,acute care hospitals,720,76,24
2567372000,acute care hospitals,721,76,24
2567372000,acute care hospitals,722,76,24
2567372000,acute care hospitals,723,76,24
2567372000,acute care hospitals,724,76,24
2567372000,acute care hospitals,725,76,24
2567372000,acute care hospitals,726,76,24
2567372000,acute care hospitals,727,76,24
2567372000,acute care hospitals,728,76,24
