index,original_index,unique_index,count
179,178,178,1
180,179,179,1
181,180,180,1
182,181,181,1
183,182,182,1
184,183,183,1
185,184,184,1
186,185,185,1
187,186,186,1
188,187,187,1
189,188,188,1
190,189,189,1
191,190,190,1
192,191,191,1
193,192,192,1
194,193,193,1
195,194,194,1
196,195,195,1
197,196,196,1
198,197,197,1
199,198,198,1
200,199,199,1
201,200,200,1
202,201,201,1
203,202,202,1
204,203,203,1
205,204,204,1
206,205,205,1
207,206,206,1
208,207,207,1
209,208,208,1
210,209,209,1
211,210,210,1
212,211,211,1
213,212,212,1
214,213,213,1
215,214,214,1
216,215,215,1
217,216,216,1
218,217,217,1
219,218,218,1
220,219,219,1
221,220,220,1
222,221,221,1
223,222,222,1
224,223,223,1
225,224,224,1
226,225,225,1
227,226,226,1
228,227,227,1
229,228,228,1
230,229,229,1
231,230,230,1
232,231,231,1
233,232,232,1
234,233,233,1
235,234,234,1
236,235,235,1
237,236,236,1
238,237,237,1
239,238,238,1
240,239,239,1
241,240,240,1
242,241,241,1
243,242,242,1
244,243,243,1
245,244,244,1
246,245,245,1
247,246,246,1
248,247,247,1
249,248,248,1
250,249,249,1
251,250,250,1
252,251,251,1
253,252,252,1
254,253,253,1
255,254,254,1
256,255,255,1
257,256,256,1
258,257,257,1
259,258,258,1
260,259,259,1
261,260,260,1
262,261,261,1
263,262,262,1
264,263,263,1
265,264,264,1
266,265,265,1
267,266,266,1
268,267,267,1
269,268,268,1
270,269,269,1
271,270,270,1
272,271,271,1
273,272,272,1
274,273,273,1
275,274,274,1
276,275,275,1
277,276,276,1
278,277,277,1
279,278,278,1
280,279,279,1
281,280,280,1
282,281,281,1
283,282,282,1
284,283,283,1
285,284,284,1
286,285,285,1
287,286,286,1
288,287,287,1
289,288,288,1
290,289,289,1
291,290,290,1
292,291,291,1
293,292,292,1
294,293,293,1
295,294,294,1
296,295,295,1
297,296,296,1
298,297,297,1
299,298,298,1
300,299,299,1
301,300,300,1
302,301,301,1
303,302,302,1
304,303,303,1
305,304,304,1
306,305,305,1
307,306,306,1
308,307,307,1
309,308,308,1
310,309,309,1
311,310,310,1
312,311,311,1
313,312,312,1
314,313,313,1
315,314,314,1
316,315,315,1
317,316,316,1
318,317,317,1
319,318,318,1
320,319,319,1
321,320,320,1
322,321,321,1
323,322,322,1
324,323,323,1
325,324,324,1
326,325,325,1
327,326,326,1
328,327,327,1
329,328,328,1
330,329,329,1
331,330,330,1
332,331,331,1
333,332,332,1
334,333,333,1
335,334,334,1
336,335,335,1
337,336,336,1
338,337,337,1
339,338,338,1
340,339,339,1
341,340,340,1
342,341,341,1
343,342,342,1
344,343,343,1
345,344,344,1
346,345,345,1
347,346,346,1
348,347,347,1
349,348,348,1
350,349,349,1
351,350,350,1
352,351,351,1
353,352,352,1
354,353,353,1
355,354,354,1
356,355,355,1
357,356,356,1
358,357,357,1
359,358,358,1
360,359,359,1
361,360,360,1
362,361,361,1
363,362,362,1
364,363,363,1
365,364,364,1
366,365,365,1
367,366,366,1
368,367,367,1
369,368,368,1
370,369,369,1
371,370,370,1
372,371,371,1
373,372,372,1
374,373,373,1
375,374,374,1
376,375,375,1
377,376,376,1
378,377,377,1
379,378,378,1
380,379,379,1
381,380,380,1
382,381,381,1
383,382,382,1
384,383,383,1
385,384,384,1
386,385,385,1
387,386,386,1
388,387,387,1
389,388,388,1
390,389,389,1
391,390,390,1
392,391,391,1
393,392,392,1
394,393,393,1
395,394,394,1
396,395,395,1
397,396,396,1
398,397,397,1
399,398,398,1
400,399,399,1
401,400,400,1
402,401,401,1
403,402,402,1
404,403,403,1
405,404,404,1
406,405,405,1
407,406,406,1
408,407,407,1
409,408,408,1
410,409,409,1
411,410,410,1
412,411,411,1
413,412,412,1
414,413,413,1
415,414,414,1
416,415,415,1
417,416,416,1
418,417,417,1
419,418,418,1
420,419,419,1
421,420,420,1
422,421,421,1
423,422,422,1
424,423,423,1
425,424,424,1
426,425,425,1
427,426,426,1
428,427,427,1
429,428,428,1
430,429,429,1
431,430,430,1
432,431,431,1
433,432,432,1
434,433,433,1
435,434,434,1
436,435,435,1
437,436,436,1
438,437,437,1
439,438,438,1
440,439,439,1
441,440,440,1
442,441,441,1
443,442,442,1
444,443,443,1
445,444,444,1
446,445,445,1
447,446,446,1
448,447,447,1
449,448,448,1
450,449,449,1
451,450,450,1
452,451,451,1
453,452,452,1
454,453,453,1
455,454,454,1
456,455,455,1
457,456,456,1
458,457,457,1
459,458,458,1
460,459,459,1
461,460,460,1
462,461,461,1
463,462,462,1
464,463,463,1
465,464,464,1
466,465,465,1
467,466,466,1
468,467,467,1
469,468,468,1
470,469,469,1
471,470,470,1
472,471,471,1
473,472,472,1
474,473,473,1
475,474,474,1
476,475,475,1
477,476,476,1
478,477,477,1
479,478,478,1
480,479,479,1
481,480,480,1
482,481,481,1
483,482,482,1
484,483,483,1
485,484,484,1
486,485,485,1
487,486,486,1
488,487,487,1
489,488,488,1
490,489,489,1
491,490,490,1
492,491,491,1
493,492,492,1
494,493,493,1
495,494,494,1
496,495,495,1
497,496,496,1
498,497,497,1
499,498,498,1
500,499,499,1
501,500,500,1
502,501,501,1
503,502,502,1
504,503,503,1
505,504,504,1
506,505,505,1
507,506,506,1
508,507,507,1
509,508,508,1
510,509,509,1
511,510,510,1
512,511,511,1
513,512,512,1
514,513,513,1
515,514,514,1
516,515,515,1
517,516,516,1
518,517,517,1
519,518,518,1
520,519,519,1
521,520,520,1
522,521,521,1
523,522,522,1
524,523,523,1
525,524,524,1
526,525,525,1
527,526,526,1
528,527,527,1
529,528,528,1
530,529,529,1
531,530,530,1
532,531,531,1
533,532,532,1
534,533,533,1
535,534,534,1
536,535,535,1
537,536,536,1
538,537,537,1
539,538,538,1
540,539,539,1
541,540,540,1
542,541,541,1
543,542,542,1
544,543,543,1
545,544,544,1
546,545,545,1
547,546,546,1
548,547,547,1
549,548,548,1
550,549,549,1
551,550,550,1
552,551,551,1
553,552,552,1
554,553,553,1
555,554,554,1
556,555,555,1
557,556,556,1
558,557,557,1
559,558,558,1
560,559,559,1
561,560,560,1
562,561,561,1
563,562,562,1
564,563,563,1
565,564,564,1
566,565,565,1
567,566,566,1
568,567,567,1
569,568,568,1
570,569,569,1
571,570,570,1
572,571,571,1
573,572,572,1
574,573,573,1
575,574,574,1
576,575,575,1
577,576,576,1
578,577,577,1
579,578,578,1
580,579,579,1
581,580,580,1
582,581,581,1
583,582,582,1
584,583,583,1
585,584,584,1
586,585,585,1
587,586,586,1
588,587,587,1
589,588,588,1
590,589,589,1
591,590,590,1
592,591,591,1
593,592,592,1
594,593,593,1
595,594,594,1
596,595,595,1
597,596,596,1
598,597,597,1
599,598,598,1
600,599,599,1
601,600,600,1
602,601,601,1
603,602,602,1
604,603,603,1
605,604,604,1
606,605,605,1
607,606,606,1
608,607,607,1
609,608,608,1
610,609,609,1
611,610,610,1
612,611,611,1
613,612,612,1
614,613,613,1
615,614,614,1
616,615,615,1
617,616,616,1
618,617,617,1
619,618,618,1
620,619,619,1
621,620,620,1
622,621,621,1
623,622,622,1
624,623,623,1
625,624,624,1
626,625,625,1
627,626,626,1
628,627,627,1
629,628,628,1
630,629,629,1
631,630,630,1
632,631,631,1
633,632,632,1
634,633,633,1
635,634,634,1
636,635,635,1
637,636,636,1
638,637,637,1
639,638,638,1
640,639,639,1
641,640,640,1
642,641,641,1
643,642,642,1
644,643,643,1
645,644,644,1
646,645,645,1
647,646,646,1
648,647,647,1
649,648,648,1
650,649,649,1
651,650,650,1
652,651,651,1
653,652,652,1
654,653,653,1
655,654,654,1
656,655,655,1
657,656,656,1
658,657,657,1
659,658,658,1
660,659,659,1
661,660,660,1
662,661,661,1
663,662,662,1
664,663,663,1
665,664,664,1
666,665,665,1
667,666,666,1
668,667,667,1
669,668,668,1
670,669,669,1
671,670,670,1
672,671,671,1
673,672,672,1
674,673,673,1
675,674,674,1
676,675,675,1
677,676,676,1
678,677,677,1
679,678,678,1
680,679,679,1
681,680,680,1
682,681,681,1
683,682,682,1
684,683,683,1
685,684,684,1
686,685,685,1
687,686,686,1
688,687,687,1
689,688,688,1
690,689,689,1
691,690,690,1
692,691,691,1
693,692,692,1
694,693,693,1
695,694,694,1
696,695,695,1
697,696,696,1
698,697,697,1
699,698,698,1
700,699,699,1
701,700,700,1
702,701,701,1
703,702,702,1
704,703,703,1
705,704,704,1
706,705,705,1
707,706,706,1
708,707,707,1
709,708,708,1
710,709,709,1
711,710,710,1
712,711,711,1
713,712,712,1
714,713,713,1
715,714,714,1
716,715,715,1
717,716,716,1
718,717,717,1
719,718,718,1
720,719,719,1
721,720,720,1
722,721,721,1
723,722,722,1
724,723,723,1
725,724,724,1
726,725,725,1
727,726,726,1
728,727,727,1
729,728,728,1
730,729,729,1
731,730,730,1
732,731,731,1
733,732,732,1
734,733,733,1
735,734,734,1
736,735,735,1
737,736,736,1
738,737,737,1
739,738,738,1
740,739,739,1
741,740,740,1
742,741,741,1
743,742,742,1
744,743,743,1
745,744,744,1
746,745,745,1
747,746,746,1
748,747,747,1
749,748,748,1
750,749,749,1
751,750,750,1
752,751,751,1
753,752,752,1
754,753,753,1
755,754,754,1
756,755,755,1
757,756,756,1
758,757,757,1
759,758,758,1
760,759,759,1
761,760,760,1
762,761,761,1
763,762,762,1
764,763,763,1
765,764,764,1
766,765,765,1
767,766,766,1
768,767,767,1
769,768,768,1
770,769,769,1
771,770,770,1
772,771,771,1
773,772,772,1
774,773,773,1
775,774,774,1
776,775,775,1
777,776,776,1
778,777,777,1
779,778,778,1
780,779,779,1
781,780,780,1
782,781,781,1
783,782,782,1
784,783,783,1
785,784,784,1
786,785,785,1
787,786,786,1
788,787,787,1
789,788,788,1
790,789,789,1
791,790,790,1
792,791,791,1
793,792,792,1
794,793,793,1
795,794,794,1
796,795,795,1
797,796,796,1
798,797,797,1
799,798,798,1
800,799,799,1
801,800,800,1
802,801,801,1
803,802,802,1
804,803,803,1
805,804,804,1
806,805,805,1
807,806,806,1
808,807,807,1
809,808,808,1
810,809,809,1
811,810,810,1
812,811,811,1
813,812,812,1
814,813,813,1
815,814,814,1
816,815,815,1
817,816,816,1
818,817,817,1
819,818,818,1
820,819,819,1
821,820,820,1
822,821,821,1
823,822,822,1
824,823,823,1
825,824,824,1
826,825,825,1
827,826,826,1
828,827,827,1
829,828,828,1
830,829,829,1
831,830,830,1
832,831,831,1
833,832,832,1
834,833,833,1
835,834,834,1
836,835,835,1
837,836,836,1
838,837,837,1
839,838,838,1
840,839,839,1
841,840,840,1
842,841,841,1
843,842,842,1
844,843,843,1
845,844,844,1
846,845,845,1
847,846,846,1
848,847,847,1
849,848,848,1
850,849,849,1
851,850,850,1
852,851,851,1
853,852,852,1
854,853,853,1
855,854,854,1
856,855,855,1
857,856,856,1
858,857,857,1
859,858,858,1
860,859,859,1
861,860,860,1
862,861,861,1
863,862,862,1
864,863,863,1
865,864,864,1
866,865,865,1
867,866,866,1
868,867,867,1
869,868,868,1
870,869,869,1
871,870,870,1
872,871,871,1
873,872,872,1
874,873,873,1
875,874,874,1
876,875,875,1
877,876,876,1
878,877,877,1
879,878,878,1
880,879,879,1
881,880,880,1
882,881,881,1
883,882,882,1
884,883,883,1
885,884,884,1
886,885,885,1
887,886,886,1
888,887,887,1
889,888,888,1
890,889,889,1
891,890,890,1
892,891,891,1
893,892,892,1
894,893,893,1
895,894,894,1
896,895,895,1
897,896,896,1
898,897,897,1
899,898,898,1
900,899,899,1
901,900,900,1
902,901,901,1
903,902,902,1
904,903,903,1
905,904,904,1
906,905,905,1
907,906,906,1
908,907,907,1
909,908,908,1
910,909,909,1
911,910,910,1
912,911,911,1
913,912,912,1
914,913,913,1
915,914,914,1
916,915,915,1
917,916,916,1
918,917,917,1
919,918,918,1
920,919,919,1
921,920,920,1
922,921,921,1
923,922,922,1
924,923,923,1
925,924,924,1
926,925,925,1
927,926,926,1
928,927,927,1
929,928,928,1
930,929,929,1
931,930,930,1
932,931,931,1
933,932,932,1
934,933,933,1
935,934,934,1
936,935,935,1
937,936,936,1
938,937,937,1
939,938,938,1
940,939,939,1
941,940,940,1
942,941,941,1
943,942,942,1
944,943,943,1
945,944,944,1
946,945,945,1
947,946,946,1
948,947,947,1
949,948,948,1
950,949,949,1
951,950,950,1
952,951,951,1
953,952,952,1
954,953,953,1
955,954,954,1
956,955,955,1
957,956,956,1
958,957,957,1
959,958,958,1
960,959,959,1
961,960,960,1
962,961,961,1
963,962,962,1
964,963,963,1
965,964,964,1
966,965,965,1
967,966,966,1
968,967,967,1
969,968,968,1
970,969,969,1
971,970,970,1
972,971,971,1
973,972,972,1
974,973,973,1
975,974,974,1
976,975,975,1
977,976,976,1
978,977,977,1
979,978,978,1
980,979,979,1
981,980,980,1
982,981,981,1
983,982,982,1
984,983,983,1
985,984,984,1
986,985,985,1
987,986,986,1
988,987,987,1
989,988,988,1
990,989,989,1
991,990,990,1
992,991,991,1
993,992,992,1
994,993,993,1
995,994,994,1
996,995,995,1
997,996,996,1
998,997,997,1
999,998,998,1
1000,999,999,1
