Language,original_index,unique_index
"English,Italian,French,Danish",207,29
"English,Albanian,Spanish",208,30
English,209,0
English,210,0
"English,German,French,Russian",211,31
"English,Spanish",212,10
English,213,0
English,214,0
English,215,0
"English,Hebrew",216,32
English,217,0
English,218,0
"English,Spanish",219,10
English,220,0
English,221,0
English,222,0
English,223,0
"English,French,Italian,German",224,33
"English,French,Italian,Portuguese,Japanese",225,34
"English,German",226,17
"English,Italian,Spanish",227,35
English,228,0
"English,Apache languages",229,36
English,230,0
English,231,0
English,232,0
English,233,0
English,234,0
English,235,0
English,236,0
English,237,0
English,238,0
English,239,0
English,240,0
English,241,0
"English,Spanish",242,10
"English,Russian,Turkish,Ukrainian,Urdu",243,37
"English,Portuguese",244,15
English,245,0
English,246,0
"English,Italian",247,4
English,248,0
English,249,0
"English,Italian",250,4
"English,Italian,French",251,38
English,252,0
English,253,0
English,254,0
English,255,0
"English,German,Arabic,Urdu",256,39
"English,Burmese,Thai",257,40
English,258,0
English,259,0
"English,German,French",260,41
English,261,0
English,262,0
"English,Arabic",263,42
English,264,0
English,265,0
English,266,0
English,267,0
"English,Russian",268,11
English,269,0
English,270,0
"English,Swahili",271,25
English,272,0
English,273,0
English,274,0
English,275,0
English,276,0
English,277,0
"English,American Sign Language",278,43
English,279,0
"English,Tibetan,Mandarin",280,44
English,281,0
English,282,0
English,283,0
English,284,0
English,285,0
English,286,0
English,287,0
English,288,0
"English,Arabic",289,42
English,290,0
"English,Old English",291,45
"English,Italian",292,4
English,293,0
English,294,0
English,295,0
"English,Latin,Spanish",296,46
English,297,0
English,298,0
English,299,0
English,300,0
English,301,0
English,302,0
"English,Spanish,Russian,Italian",303,47
English,304,0
English,305,0
English,306,0
"English,German,Romanian",307,48
"English,Russian,Hindi",308,49
"English,French,Scottish Gaelic",309,20
"English,Spanish",310,10
"English,Persian,Urdu,Arabic,Hungarian",311,50
English,312,0
English,313,0
English,314,0
English,315,0
English,316,0
English,317,0
English,318,0
English,319,0
English,320,0
English,321,0
"Spanish,English,Italian",322,51
English,323,0
"English,Spanish",324,10
English,325,0
English,326,0
"English,Danish,Spanish",327,52
English,328,0
English,329,0
"English,Italian",330,4
English,331,0
English,332,0
English,333,0
English,334,0
English,335,0
"English,Spanish",336,10
English,337,0
English,338,0
English,339,0
English,340,0
English,341,0
English,342,0
"English,Italian",343,4
English,344,0
English,345,0
"English,Spanish",346,10
"English,Serbian",347,53
"English,Spanish",348,10
English,349,0
English,350,0
"English,Urdu,Arabic,Persian,French,Mandarin",351,54
English,352,0
English,353,0
"English,Mandarin,Cantonese",354,55
"English,French",355,2
"English,Afrikaans,Maori,Zulu,Xhosa,Southern Sotho",356,56
"English,Russian",357,11
English,358,0
"English,French",359,2
"English,American Sign Language,Estonian",360,57
English,361,0
English,362,0
English,363,0
"English,German,Russian",364,58
"English,Japanese",365,12
"English,German",366,17
English,367,0
"English,French",368,2
English,369,0
English,370,0
English,371,0
English,372,0
English,373,0
English,374,0
English,375,0
"English,Portuguese",376,15
English,377,0
"English,French",378,2
English,379,0
"English,Vietnamese,French",380,59
English,381,0
English,382,0
English,383,0
English,384,0
English,385,0
English,386,0
English,387,0
English,388,0
English,389,0
English,390,0
"English,Spanish",391,10
"Spanish,English",392,60
English,393,0
English,394,0
"English,Irish,Greek",395,61
English,396,0
English,397,0
English,398,0
English,399,0
English,400,0
English,401,0
English,402,0
English,403,0
English,404,0
English,405,0
English,406,0
English,407,0
English,408,0
"English,Klingon",409,62
"English,Mandarin",410,6
English,411,0
English,412,0
English,413,0
English,414,0
English,415,0
English,416,0
"English,French",417,2
English,418,0
English,419,0
"English,Spanish,German",420,63
English,421,0
English,422,0
"English,Japanese",423,12
"English,Apache languages",424,36
English,425,0
English,426,0
"English,Spanish",427,10
English,428,0
"English,French",429,2
English,430,0
English,431,0
English,432,0
English,433,0
English,434,0
English,435,0
English,436,0
English,437,0
English,438,0
English,439,0
English,440,0
English,441,0
English,442,0
"Spanish,English",443,60
English,444,0
English,445,0
English,446,0
English,447,0
English,448,0
English,449,0
"English,Spanish",450,10
"English,Portuguese",451,15
English,452,0
English,453,0
English,454,0
English,455,0
"English,Spanish",456,10
English,457,0
English,458,0
English,459,0
"English,French",460,2
English,461,0
English,462,0
English,463,0
English,464,0
English,465,0
"English,Spanish",466,10
English,467,0
English,468,0
"English,French",469,2
English,470,0
English,471,0
"English,German,Spanish",472,64
"English,German,Swedish,American Sign Language",473,65
English,474,0
English,475,0
English,476,0
English,477,0
English,478,0
English,479,0
English,480,0
"Mandarin,English,French",481,66
English,482,0
"English,Italian,Spanish",483,35
English,484,0
English,485,0
English,486,0
"English,German,Swedish,Norwegian",487,67
English,488,0
English,489,0
English,490,0
English,491,0
English,492,0
English,493,0
English,494,0
English,495,0
English,496,0
English,497,0
English,498,0
English,499,0
English,500,0
English,501,0
English,502,0
English,503,0
English,504,0
English,505,0
English,506,0
"English,Spanish",507,10
"English,Spanish",508,10
English,509,0
English,510,0
English,511,0
"English,Russian",512,11
"English,Spanish",513,10
English,514,0
English,515,0
English,516,0
English,517,0
English,518,0
English,519,0
"English,German",520,17
"English,French",521,2
English,522,0
English,523,0
English,524,0
English,525,0
English,526,0
English,527,0
English,528,0
English,529,0
English,530,0
English,531,0
English,532,0
English,533,0
English,534,0
English,535,0
English,536,0
"English,Spanish",537,10
"English,Serbo-Croatian",538,68
"English,Cantonese,Italian",539,69
"English,Norwegian",540,70
English,541,0
English,542,0
"English,Spanish",543,10
English,544,0
English,545,0
English,546,0
English,547,0
English,548,0
English,549,0
English,550,0
English,551,0
"English,French,Spanish",552,71
English,553,0
English,554,0
English,555,0
English,556,0
English,557,0
English,558,0
English,559,0
English,560,0
English,561,0
English,562,0
English,563,0
English,564,0
English,565,0
English,566,0
English,567,0
"English,Japanese",568,12
English,569,0
English,570,0
English,571,0
English,572,0
English,573,0
English,574,0
English,575,0
English,576,0
"English,Spanish",577,10
"English,Hungarian,Hebrew",578,72
"English,Arabic,Spanish",579,9
"English,French,Spanish",580,71
English,581,0
English,582,0
English,583,0
English,584,0
English,585,0
English,586,0
"English,Spanish",587,10
English,588,0
English,589,0
English,590,0
English,591,0
English,592,0
English,593,0
"English,North American Indian",594,73
"English,Afrikaans,Spanish",595,74
"English,Italian,Spanish",596,35
English,597,0
English,598,0
English,599,0
"English,Spanish",600,10
English,601,0
English,602,0
English,603,0
English,604,0
English,605,0
English,606,0
English,607,0
English,608,0
English,609,0
English,610,0
English,611,0
English,612,0
English,613,0
English,614,0
English,615,0
English,616,0
English,617,0
"English,Italian",618,4
English,619,0
English,620,0
English,621,0
English,622,0
"English,French",623,2
"English,Spanish",624,10
English,625,0
English,626,0
"English,German,Japanese,Latin,Spanish",627,75
English,628,0
English,629,0
English,630,0
"English,Arabic",631,42
English,632,0
English,633,0
English,634,0
English,635,0
English,636,0
English,637,0
English,638,0
"English,Korean",639,76
English,640,0
English,641,0
English,642,0
English,643,0
English,644,0
English,645,0
English,646,0
English,647,0
English,648,0
English,649,0
English,650,0
English,651,0
English,652,0
English,653,0
English,654,0
English,655,0
English,656,0
English,657,0
"English,French",658,2
"English,Hebrew",659,32
English,660,0
"English,French",661,2
English,662,0
"English,Spanish",663,10
English,664,0
English,665,0
English,666,0
"English,Mandarin,Sioux,Spanish",667,77
English,668,0
"English,French",669,2
English,670,0
English,671,0
English,672,0
English,673,0
English,674,0
English,675,0
English,676,0
English,677,0
English,678,0
English,679,0
English,680,0
English,681,0
"English,French",682,2
English,683,0
English,684,0
English,685,0
English,686,0
English,687,0
English,688,0
English,689,0
English,690,0
English,691,0
English,692,0
English,693,0
"English,Latin,Irish,Welsh,Scottish Gaelic",694,78
English,695,0
English,696,0
"English,Italian",697,4
"English,Spanish",698,10
"English,German,Greek",699,79
"English,French,German,Hebrew,Italian,Spanish",700,80
"English,Danish,German",701,81
"English,Vietnamese,French",702,59
English,703,0
English,704,0
English,705,0
English,706,0
English,707,0
English,708,0
English,709,0
English,710,0
English,711,0
English,712,0
English,713,0
English,714,0
English,715,0
English,716,0
English,717,0
English,718,0
English,719,0
English,720,0
English,721,0
English,722,0
English,723,0
English,724,0
English,725,0
English,726,0
English,727,0
"English,Korean",728,76
"English,French",729,2
English,730,0
"English,Italian,Japanese",731,82
English,732,0
English,733,0
English,734,0
English,735,0
English,736,0
English,737,0
English,738,0
English,739,0
English,740,0
English,741,0
English,742,0
English,743,0
English,744,0
English,745,0
English,746,0
English,747,0
English,748,0
English,749,0
English,750,0
English,751,0
English,752,0
English,753,0
English,754,0
English,755,0
English,756,0
English,757,0
English,758,0
English,759,0
English,760,0
English,761,0
"English,Spanish",762,10
English,763,0
"English,French",764,2
English,765,0
"English,Mandarin,Cantonese",766,55
English,767,0
English,768,0
English,769,0
English,770,0
English,771,0
English,772,0
English,773,0
"English,Italian",774,4
English,775,0
English,776,0
English,777,0
English,778,0
English,779,0
English,780,0
English,781,0
English,782,0
English,783,0
"English,French,Latin",784,83
English,785,0
English,786,0
English,787,0
"English,Spanish",788,10
English,789,0
"English,French",790,2
English,791,0
English,792,0
English,793,0
English,794,0
English,795,0
English,796,0
English,797,0
English,798,0
English,799,0
English,800,0
English,801,0
English,802,0
English,803,0
English,804,0
English,805,0
English,806,0
"English,Hebrew",807,32
English,808,0
"English,Greek",809,14
English,810,0
English,811,0
English,812,0
English,813,0
English,814,0
English,815,0
English,816,0
"English,Hawaiian,German,Japanese",817,84
English,818,0
English,819,0
English,820,0
English,821,0
English,822,0
English,823,0
"English,Portuguese",824,15
English,825,0
English,826,0
English,827,0
English,828,0
English,829,0
English,830,0
English,831,0
English,832,0
English,833,0
English,834,0
English,835,0
English,836,0
English,837,0
English,838,0
English,839,0
English,840,0
"English,French,Japanese",841,85
English,842,0
English,843,0
English,844,0
"English,Icelandic",845,86
English,846,0
English,847,0
English,848,0
English,849,0
"English,Swedish",850,87
English,851,0
English,852,0
"English,Spanish",853,10
English,854,0
English,855,0
English,856,0
English,857,0
English,858,0
English,859,0
"English,French,Korean",860,88
English,861,0
English,862,0
English,863,0
English,864,0
"English,French",865,2
English,866,0
English,867,0
English,868,0
English,869,0
English,870,0
English,871,0
English,872,0
English,873,0
English,874,0
English,875,0
English,876,0
English,877,0
English,878,0
English,879,0
English,880,0
English,881,0
English,882,0
English,883,0
"English,Portuguese",884,15
"English,Spanish",885,10
"Spanish,English",886,60
English,887,0
English,888,0
"English,Italian",889,4
English,890,0
English,891,0
English,892,0
English,893,0
English,894,0
"English,Portuguese,Spanish,German,French",895,89
English,896,0
English,897,0
English,898,0
English,899,0
English,900,0
English,901,0
"English,Greek,German",902,90
"English,Hawaiian",903,91
"English,German,Russian",904,58
English,905,0
English,906,0
English,907,0
English,908,0
English,909,0
"English,Croatian",910,92
English,911,0
English,912,0
"English,Japanese,Cantonese,Mandarin",913,93
"English,Spanish",914,10
"English,Nyanja,Afrikaans,Zulu,Xhosa,Southern Sotho",915,94
English,916,0
"English,French,Russian",917,24
"English,Sign Languages",918,95
"English,Klingon",919,62
English,920,0
"English,German,French,Spanish,Russian",921,96
"English,French",922,2
"English,French",923,2
"English,Japanese,Italian,French",924,97
"English,Spanish",925,10
"English,Italian,Japanese,Yiddish",926,98
English,927,0
English,928,0
English,929,0
English,930,0
"English,Japanese,Arabic,Persian",931,99
English,932,0
"English,Persian,Russian",933,100
"English,Spanish",934,10
"English,Spanish",935,10
English,936,0
English,937,0
English,938,0
"English,Spanish",939,10
"English,German,Italian,Mandarin,Spanish",940,101
"English,American Sign Language",941,43
"English,Spanish,Russian",942,102
"English,German",943,17
"English,Italian",944,4
"English,French,German",945,103
English,946,0
English,947,0
"English,French",948,2
English,949,0
English,950,0
"English,Italian,Hebrew",951,104
English,952,0
English,953,0
"English,German",954,17
English,955,0
English,956,0
"English,Japanese",957,12
English,958,0
"English,French",959,2
English,960,0
"English,French",961,2
English,962,0
"English,French",963,2
English,964,0
"English,Dutch",965,105
"English,French,Spanish,Japanese",966,106
"English,French",967,2
English,968,0
English,969,0
English,970,0
English,971,0
"English,Cantonese",972,107
English,973,0
"English,Yiddish",974,108
English,975,0
English,976,0
"English,German",977,17
"English,Cantonese",978,107
"English,French,Klingon,Korean,Arabic",979,109
English,980,0
English,981,0
"English,Thai,Spanish,Hebrew,French",982,110
"English,Romanian,Hebrew,Polish,Armenian",983,111
"English,Japanese,German,French",984,112
"English,Hungarian",985,113
English,986,0
English,987,0
"English,Yiddish",988,108
English,989,0
English,990,0
"English,French,Persian",991,114
"English,German",992,17
"English,Italian,Yiddish",993,115
English,994,0
English,995,0
English,996,0
"English,Russian,French",997,116
English,998,0
"English,Dutch,Italian",999,117
English,1000,0
English,1001,0
"English,American Sign Language",1002,43
English,1003,0
English,1004,0
English,1005,0
English,1006,0
"English,Icelandic,Italian",1007,118
"English,Spanish",1008,10
English,1009,0
English,1010,0
English,1011,0
"English,Korean",1012,76
English,1013,0
English,1014,0
"English,Spanish",1015,10
English,1016,0
"English,Algonquin",1017,119
English,1018,0
"English,Spanish",1019,10
English,1020,0
English,1021,0
"English,Hebrew",1022,32
English,1023,0
English,1024,0
"English,Spanish",1025,10
"English,Korean,Estonian",1026,120
English,1027,0
"English,Swedish,German",1028,121
"English,Spanish,Hebrew",1029,122
"English,German",1030,17
"English,German",1031,17
English,1032,0
English,1033,0
English,1034,0
English,1035,0
English,1036,0
English,1037,0
English,1038,0
English,1039,0
English,1040,0
English,1041,0
"English,German",1042,17
English,1043,0
English,1044,0
English,1045,0
English,1046,0
English,1047,0
English,1048,0
English,1049,0
English,1050,0
English,1051,0
English,1052,0
English,1053,0
English,1054,0
English,1055,0
English,1056,0
English,1057,0
English,1058,0
"English,Tibetan,German",1059,123
English,1060,0
English,1061,0
English,1062,0
English,1063,0
English,1064,0
English,1065,0
English,1066,0
English,1067,0
English,1068,0
English,1069,0
English,1070,0
English,1071,0
English,1072,0
English,1073,0
English,1074,0
English,1075,0
English,1076,0
"English,Czech",1077,124
English,1078,0
"English,Japanese",1079,12
"Russian,English",1080,125
English,1081,0
English,1082,0
English,1083,0
English,1084,0
"English,Spanish",1085,10
English,1086,0
English,1087,0
English,1088,0
English,1089,0
"English,Spanish",1090,10
English,1091,0
English,1092,0
English,1093,0
English,1094,0
English,1095,0
English,1096,0
English,1097,0
English,1098,0
English,1099,0
English,1100,0
English,1101,0
English,1102,0
"English,Spanish",1103,10
English,1104,0
English,1105,0
"English,Vietnamese",1106,126
"English,German,French,Italian",1107,127
"English,Spanish,French",1108,128
English,1109,0
English,1110,0
English,1111,0
English,1112,0
"English,Spanish",1113,10
"English,German,French,Russian",1114,31
English,1115,0
"English,German,Hebrew,Spanish,Arabic,Nepali",1116,129
English,1117,0
"English,Spanish",1118,10
English,1119,0
English,1120,0
English,1121,0
English,1122,0
English,1123,0
English,1124,0
English,1125,0
English,1126,0
English,1127,0
English,1128,0
"English,Maltese,French,Turkish",1129,130
English,1130,0
English,1131,0
English,1132,0
"English,Mandarin",1133,6
English,1134,0
"English,Spanish,Greek",1135,131
English,1136,0
English,1137,0
English,1138,0
"English,German,Italian",1139,132
English,1140,0
English,1141,0
English,1142,0
English,1143,0
"English,Latin",1144,133
English,1145,0
English,1146,0
English,1147,0
English,1148,0
"English,Arabic,French",1149,134
"English,German,French,Spanish,Latin",1150,135
"English,German,French",1151,41
"English,Japanese,Thai",1152,136
"English,German",1153,17
"English,French,German",1154,103
English,1155,0
"English,German,Dutch,Polish,Latin",1156,137
English,1157,0
English,1158,0
"English,German",1159,17
"English,Croatian",1160,92
"English,Japanese",1161,12
"English,Latin",1162,133
"English,French,Spanish",1163,71
English,1164,0
"English,Spanish",1165,10
"English,German",1166,17
"English,Spanish,Latin",1167,138
English,1168,0
English,1169,0
"English,French",1170,2
English,1171,0
English,1172,0
"English,German,Russian",1173,58
English,1174,0
"English,German",1175,17
English,1176,0
English,1177,0
"English,German,Italian",1178,132
"English,Arabic",1179,42
English,1180,0
"English,Russian",1181,11
"Spanish,English",1182,60
English,1183,0
English,1184,0
English,1185,0
English,1186,0
English,1187,0
"English,Norwegian,French",1188,139
"English,French",1189,2
"English,German,Italian,Spanish",1190,140
"English,Portuguese,Spanish",1191,141
"English,Spanish,French,Afrikaans",1192,142
"English,French",1193,2
"English,Spanish,Hebrew,Arabic",1194,143
"English,Japanese",1195,12
English,1196,0
English,1197,0
English,1198,0
"English,American Sign Language",1199,43
English,1200,0
English,1201,0
English,1202,0
English,1203,0
English,1204,0
English,1205,0
"English,Turkish,Greek,Mandarin,French",1206,144
"English,French,German,Swedish,Italian,Russian",1207,145
English,1208,0
"English,Japanese",1209,12
"English,French",1210,2
"English,Japanese",1211,12
English,1212,0
"English,Russian,Chinese",1213,146
English,1214,0
English,1215,0
"English,Spanish",1216,10
"English,Spanish",1217,10
English,1218,0
English,1219,0
English,1220,0
"English,Japanese",1221,12
"English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian",1222,147
"English,Russian,Indonesian",1223,148
"English,Japanese,French,Arabic,Spanish",1224,149
"English,French,Italian,Russian,Spanish",1225,150
English,1226,0
"English,Latin",1227,133
"English,Spanish",1228,10
English,1229,0
"English,French",1230,2
"English,Russian,Korean",1231,151
English,1232,0
English,1233,0
"English,Sindarin,Old English",1234,152
"English,Quenya,Old English,Sindarin",1235,153
"English,Sindarin",1236,154
English,1237,0
English,1238,0
English,1239,0
"English,Sinhalese",1240,155
"English,German,Polish,French",1241,156
"English,Chinese,Spanish",1242,157
English,1243,0
"English,Russian,German,Spanish",1244,158
"English,Basque",1245,159
"English,Latin",1246,133
English,1247,0
"English,German,Czech",1248,160
"English,Greek,French,Spanish",1249,161
"English,Mandarin",1250,6
"English,French",1251,2
English,1252,0
"English,French",1253,2
English,1254,0
English,1255,0
English,1256,0
English,1257,0
English,1258,0
"English,Spanish",1259,10
English,1260,0
English,1261,0
"English,Italian,Japanese",1262,82
"English,French",1263,2
"English,French,Mohawk",1264,162
"English,Arabic",1265,42
English,1266,0
English,1267,0
English,1268,0
"English,Spanish",1269,10
English,1270,0
English,1271,0
"English,Mandarin,Russian",1272,163
"English,Spanish,Korean",1273,164
"English,Spanish",1274,10
"English,Swahili",1275,25
English,1276,0
"English,Spanish,French",1277,128
English,1278,0
English,1279,0
English,1280,0
English,1281,0
English,1282,0
"English,Vietnamese",1283,126
"English,Navajo,Japanese",1284,165
"English,Sioux,Pawnee",1285,166
"English,Russian,Spanish,Romanian",1286,167
"English,Polish,Spanish",1287,168
English,1288,0
English,1289,0
"Japanese,English",1290,169
English,1291,0
English,1292,0
"English,Belarusian",1293,170
"English,French,Arabic",1294,171
English,1295,0
English,1296,0
English,1297,0
English,1298,0
English,1299,0
English,1300,0
English,1301,0
English,1302,0
"English,Spanish",1303,10
English,1304,0
English,1305,0
English,1306,0
English,1307,0
"English,French",1308,2
English,1309,0
English,1310,0
English,1311,0
English,1312,0
"English,Italian",1313,4
"English,Italian,French",1314,38
English,1315,0
"English,Cantonese,German",1316,172
English,1317,0
"English,French",1318,2
"English,French",1319,2
"English,Filipino,Tagalog",1320,173
"English,Latin",1321,133
English,1322,0
English,1323,0
English,1324,0
English,1325,0
"English,German",1326,17
"English,Spanish,Japanese",1327,174
English,1328,0
"English,Japanese",1329,12
"English,Vietnamese",1330,126
English,1331,0
"English,French",1332,2
English,1333,0
English,1334,0
"English,German",1335,17
"English,Welsh",1336,175
"English,Spanish,French",1337,128
"English,Russian",1338,11
English,1339,0
"English,Mandarin,Italian",1340,176
English,1341,0
English,1342,0
English,1343,0
English,1344,0
English,1345,0
English,1346,0
English,1347,0
English,1348,0
English,1349,0
English,1350,0
English,1351,0
English,1352,0
English,1353,0
English,1354,0
English,1355,0
"English,Italian",1356,4
English,1357,0
English,1358,0
English,1359,0
English,1360,0
English,1361,0
English,1362,0
"English,German",1363,17
English,1364,0
English,1365,0
English,1366,0
English,1367,0
English,1368,0
English,1369,0
English,1370,0
English,1371,0
English,1372,0
"English,Spanish",1373,10
"English,Hungarian",1374,113
English,1375,0
"English,French,Spanish,Russian",1376,177
"English,Czech,German,Dutch,Slovak,Japanese,Icelandic,Russian,Spanish",1377,178
English,1378,0
"English,Arabic",1379,42
English,1380,0
English,1381,0
English,1382,0
English,1383,0
English,1384,0
English,1385,0
English,1386,0
"English,Polish",1387,179
English,1388,0
English,1389,0
English,1390,0
English,1391,0
English,1392,0
English,1393,0
English,1394,0
"English,Spanish",1395,10
English,1396,0
English,1397,0
English,1398,0
"English,Italian,Russian",1399,180
"English,French,German,Greek, Ancient (to 1453)",1400,181
"English,French,Spanish",1401,71
English,1402,0
English,1403,0
"English,Arabic,French,German,Russian,Czech,Slovak,Dari,Pushto",1404,182
"English,German,Danish,Mandarin,Cantonese",1405,183
"English,Spanish",1406,10
English,1407,0
"Spanish,English",1408,60
"English,German",1409,17
"English,Japanese",1410,12
"English,French,Spanish",1411,71
English,1412,0
"English,French",1413,2
"English,Spanish",1414,10
English,1415,0
English,1416,0
"English,German",1417,17
"English,Chinese",1418,184
English,1419,0
English,1420,0
English,1421,0
"English,Hebrew",1422,32
English,1423,0
"English,French,Spanish",1424,71
English,1425,0
English,1426,0
English,1427,0
"English,Slovak,Italian,Czech",1428,185
English,1429,0
English,1430,0
English,1431,0
English,1432,0
"English,Icelandic,Russian,French",1433,186
English,1434,0
English,1435,0
"English,Japanese",1436,12
"English,Spanish,Cantonese,Italian",1437,187
English,1438,0
English,1439,0
English,1440,0
English,1441,0
"English,Hebrew",1442,32
English,1443,0
English,1444,0
"English,French",1445,2
English,1446,0
English,1447,0
"English,Klingon,German",1448,188
English,1449,0
English,1450,0
"English,Greek, Ancient (to 1453)",1451,189
English,1452,0
English,1453,0
English,1454,0
English,1455,0
English,1456,0
English,1457,0
English,1458,0
"English,Chinese",1459,184
"English,Italian",1460,4
English,1461,0
English,1462,0
"English,Spanish",1463,10
English,1464,0
English,1465,0
English,1466,0
"English,French,Arabic,German",1467,190
"English,Italian",1468,4
English,1469,0
"English,Spanish,Russian",1470,102
English,1471,0
English,1472,0
"Spanish,English",1473,60
"Mandarin,English",1474,191
English,1475,0
English,1476,0
English,1477,0
English,1478,0
"Hungarian,English",1479,192
English,1480,0
English,1481,0
"English,Russian",1482,11
English,1483,0
English,1484,0
English,1485,0
English,1486,0
English,1487,0
English,1488,0
English,1489,0
English,1490,0
"English,Cantonese",1491,107
"English,Italian",1492,4
English,1493,0
English,1494,0
English,1495,0
"English,Latin",1496,133
English,1497,0
English,1498,0
English,1499,0
"English,French,German,Italian",1500,13
English,1501,0
English,1502,0
English,1503,0
English,1504,0
English,1505,0
English,1506,0
English,1507,0
English,1508,0
English,1509,0
English,1510,0
English,1511,0
English,1512,0
English,1513,0
English,1514,0
English,1515,0
English,1516,0
English,1517,0
English,1518,0
English,1519,0
English,1520,0
English,1521,0
English,1522,0
English,1523,0
English,1524,0
"English,Icelandic",1525,86
English,1526,0
English,1527,0
English,1528,0
English,1529,0
English,1530,0
English,1531,0
English,1532,0
English,1533,0
English,1534,0
English,1535,0
English,1536,0
English,1537,0
English,1538,0
English,1539,0
English,1540,0
English,1541,0
"English,Korean",1542,76
English,1543,0
English,1544,0
English,1545,0
English,1546,0
English,1547,0
English,1548,0
English,1549,0
English,1550,0
English,1551,0
English,1552,0
English,1553,0
English,1554,0
English,1555,0
English,1556,0
English,1557,0
English,1558,0
English,1559,0
English,1560,0
English,1561,0
English,1562,0
English,1563,0
English,1564,0
English,1565,0
English,1566,0
English,1567,0
"English,French",1568,2
English,1569,0
English,1570,0
English,1571,0
English,1572,0
English,1573,0
English,1574,0
English,1575,0
"English,French",1576,2
English,1577,0
English,1578,0
"English,Russian",1579,11
"English,Russian,French",1580,116
English,1581,0
English,1582,0
English,1583,0
English,1584,0
English,1585,0
English,1586,0
English,1587,0
English,1588,0
English,1589,0
English,1590,0
English,1591,0
English,1592,0
English,1593,0
English,1594,0
English,1595,0
English,1596,0
"English,Thai,French",1597,193
English,1598,0
"Japanese,English",1599,169
English,1600,0
English,1601,0
English,1602,0
"English,Spanish",1603,10
English,1604,0
English,1605,0
English,1606,0
"English,Russian,Spanish",1607,194
English,1608,0
"English,Spanish",1609,10
English,1610,0
English,1611,0
English,1612,0
English,1613,0
"English,Vietnamese",1614,126
"English,French",1615,2
"English,Spanish",1616,10
English,1617,0
English,1618,0
English,1619,0
English,1620,0
English,1621,0
English,1622,0
English,1623,0
English,1624,0
English,1625,0
English,1626,0
"English,French",1627,2
English,1628,0
English,1629,0
English,1630,0
English,1631,0
English,1632,0
