Address3,State,original_index,unique_index,count
empty,al,211,0,954
empty,al,212,0,954
empty,al,213,0,954
empty,al,214,0,954
empty,al,215,0,954
empty,al,216,0,954
empty,al,217,0,954
empty,al,218,0,954
empty,al,219,0,954
empty,al,220,0,954
empty,al,221,0,954
empty,al,222,0,954
empty,al,223,0,954
empty,al,224,0,954
empty,al,225,0,954
empty,al,226,0,954
empty,al,227,0,954
empty,ax,228,2,10
empty,al,229,0,954
empty,al,230,0,954
empty,al,231,0,954
empty,al,232,0,954
empty,al,233,0,954
empty,al,234,0,954
empty,al,235,0,954
empty,al,236,0,954
empty,al,237,0,954
empty,al,238,0,954
empty,al,239,0,954
empty,al,240,0,954
empty,al,241,0,954
empty,al,242,0,954
empty,al,243,0,954
empty,al,244,0,954
empty,al,245,0,954
empty,al,246,0,954
empty,al,247,0,954
empty,al,248,0,954
empty,al,249,0,954
empty,al,250,0,954
empty,al,251,0,954
empty,al,252,0,954
empty,al,253,0,954
empty,al,254,0,954
empty,al,255,0,954
empty,al,256,0,954
empty,al,257,0,954
empty,al,258,0,954
empty,al,259,0,954
empty,al,260,0,954
empty,al,261,0,954
empty,al,262,0,954
empty,al,263,0,954
empty,al,264,0,954
empty,al,265,0,954
empty,al,266,0,954
empty,al,267,0,954
empty,al,268,0,954
empty,al,269,0,954
empty,al,270,0,954
empty,al,271,0,954
empty,al,272,0,954
empty,al,273,0,954
empty,al,274,0,954
empty,al,275,0,954
empty,al,276,0,954
empty,al,277,0,954
empty,xl,278,1,16
empty,al,279,0,954
empty,al,280,0,954
empty,al,281,0,954
empty,al,282,0,954
empty,al,283,0,954
empty,al,284,0,954
empty,al,285,0,954
empty,al,286,0,954
empty,al,287,0,954
empty,al,288,0,954
empty,al,289,0,954
empty,al,290,0,954
empty,al,291,0,954
empty,al,292,0,954
empty,al,293,0,954
empty,al,294,0,954
empty,al,295,0,954
empty,al,296,0,954
empty,al,297,0,954
empty,al,298,0,954
empty,al,299,0,954
empty,al,300,0,954
empty,al,301,0,954
empty,al,302,0,954
empty,al,303,0,954
empty,al,304,0,954
empty,al,305,0,954
empty,al,306,0,954
empty,al,307,0,954
empty,al,308,0,954
empty,al,309,0,954
empty,al,310,0,954
empty,al,311,0,954
empty,al,312,0,954
empty,al,313,0,954
empty,al,314,0,954
empty,al,315,0,954
empty,al,316,0,954
empty,al,317,0,954
empty,al,318,0,954
empty,al,319,0,954
empty,al,320,0,954
empty,al,321,0,954
empty,al,322,0,954
empty,al,323,0,954
empty,al,324,0,954
empty,al,325,0,954
empty,al,326,0,954
empty,al,327,0,954
empty,al,328,0,954
empty,al,329,0,954
empty,al,330,0,954
empty,al,331,0,954
empty,al,332,0,954
empty,al,333,0,954
empty,al,334,0,954
empty,al,335,0,954
empty,al,336,0,954
empty,al,337,0,954
empty,al,338,0,954
empty,al,339,0,954
empty,al,340,0,954
empty,al,341,0,954
empty,al,342,0,954
empty,al,343,0,954
empty,al,344,0,954
empty,al,345,0,954
empty,al,346,0,954
empty,al,347,0,954
empty,al,348,0,954
empty,al,349,0,954
empty,al,350,0,954
empty,al,351,0,954
empty,al,352,0,954
empty,al,353,0,954
empty,al,354,0,954
empty,al,355,0,954
empty,ax,356,2,10
empty,al,357,0,954
empty,al,358,0,954
empty,al,359,0,954
empty,al,360,0,954
empty,al,361,0,954
empty,al,362,0,954
empty,al,363,0,954
empty,al,364,0,954
empty,al,365,0,954
empty,al,366,0,954
empty,al,367,0,954
empty,al,368,0,954
empty,al,369,0,954
empty,al,370,0,954
empty,al,371,0,954
empty,al,372,0,954
empty,al,373,0,954
empty,al,374,0,954
empty,al,375,0,954
empty,al,376,0,954
empty,al,377,0,954
empty,al,378,0,954
empty,al,379,0,954
empty,al,380,0,954
empty,al,381,0,954
empty,al,382,0,954
empty,al,383,0,954
empty,al,384,0,954
empty,al,385,0,954
empty,xl,386,1,16
empty,al,387,0,954
empty,al,388,0,954
empty,al,389,0,954
empty,al,390,0,954
empty,al,391,0,954
empty,al,392,0,954
empty,al,393,0,954
empty,al,394,0,954
empty,al,395,0,954
empty,al,396,0,954
empty,al,397,0,954
empty,al,398,0,954
empty,al,399,0,954
empty,al,400,0,954
empty,al,401,0,954
empty,ax,402,2,10
empty,al,403,0,954
empty,al,404,0,954
empty,al,405,0,954
empty,al,406,0,954
empty,al,407,0,954
empty,al,408,0,954
empty,al,409,0,954
empty,al,410,0,954
empty,al,411,0,954
empty,al,412,0,954
empty,al,413,0,954
empty,al,414,0,954
empty,al,415,0,954
empty,al,416,0,954
empty,al,417,0,954
empty,al,418,0,954
empty,al,419,0,954
empty,al,420,0,954
empty,al,421,0,954
empty,al,422,0,954
empty,al,423,0,954
empty,al,424,0,954
empty,al,425,0,954
empty,al,426,0,954
empty,al,427,0,954
empty,al,428,0,954
empty,al,429,0,954
empty,al,430,0,954
empty,al,431,0,954
empty,ak,432,3,20
empty,ak,433,3,20
empty,ak,434,3,20
empty,ak,435,3,20
empty,ak,436,3,20
empty,ak,437,3,20
empty,ak,438,3,20
empty,ak,439,3,20
empty,ak,440,3,20
empty,ak,441,3,20
empty,ak,442,3,20
empty,ak,443,3,20
empty,ak,444,3,20
empty,ak,445,3,20
empty,ak,446,3,20
empty,ak,447,3,20
empty,ak,448,3,20
empty,ak,449,3,20
empty,ak,450,3,20
empty,ak,451,3,20
empty,al,452,0,954
empty,al,453,0,954
empty,al,454,0,954
empty,al,455,0,954
empty,al,456,0,954
empty,al,457,0,954
empty,al,458,0,954
empty,al,459,0,954
empty,al,460,0,954
empty,al,461,0,954
empty,al,462,0,954
empty,al,463,0,954
empty,al,464,0,954
empty,al,465,0,954
empty,al,466,0,954
empty,al,467,0,954
empty,al,468,0,954
empty,al,469,0,954
empty,al,470,0,954
empty,al,471,0,954
empty,al,472,0,954
empty,al,473,0,954
empty,al,474,0,954
empty,al,475,0,954
empty,al,476,0,954
empty,xl,477,1,16
empty,al,478,0,954
empty,al,479,0,954
empty,al,480,0,954
empty,al,481,0,954
empty,al,482,0,954
empty,xl,483,1,16
empty,al,484,0,954
empty,al,485,0,954
empty,al,486,0,954
empty,al,487,0,954
empty,al,488,0,954
empty,al,489,0,954
empty,al,490,0,954
empty,al,491,0,954
empty,al,492,0,954
empty,al,493,0,954
empty,al,494,0,954
empty,al,495,0,954
empty,al,496,0,954
empty,al,497,0,954
empty,al,498,0,954
empty,al,499,0,954
empty,al,500,0,954
empty,al,501,0,954
empty,al,502,0,954
empty,al,503,0,954
empty,ax,504,2,10
empty,al,505,0,954
empty,al,506,0,954
empty,al,507,0,954
empty,al,508,0,954
empty,al,509,0,954
empty,al,510,0,954
empty,al,511,0,954
empty,al,512,0,954
empty,al,513,0,954
empty,al,514,0,954
empty,al,515,0,954
empty,al,516,0,954
empty,al,517,0,954
empty,al,518,0,954
empty,al,519,0,954
empty,al,520,0,954
empty,al,521,0,954
empty,al,522,0,954
empty,al,523,0,954
empty,al,524,0,954
empty,al,525,0,954
empty,al,526,0,954
empty,al,527,0,954
empty,al,528,0,954
empty,al,529,0,954
empty,al,530,0,954
empty,al,531,0,954
empty,al,532,0,954
empty,al,533,0,954
empty,al,534,0,954
empty,al,535,0,954
empty,al,536,0,954
empty,al,537,0,954
empty,al,538,0,954
empty,al,539,0,954
empty,al,540,0,954
empty,al,541,0,954
empty,al,542,0,954
empty,al,543,0,954
empty,al,544,0,954
empty,al,545,0,954
empty,al,546,0,954
empty,al,547,0,954
empty,al,548,0,954
empty,al,549,0,954
empty,al,550,0,954
empty,al,551,0,954
empty,al,552,0,954
empty,al,553,0,954
empty,al,554,0,954
empty,al,555,0,954
empty,al,556,0,954
empty,al,557,0,954
empty,al,558,0,954
empty,xl,559,1,16
empty,al,560,0,954
empty,al,561,0,954
empty,al,562,0,954
empty,al,563,0,954
empty,al,564,0,954
empty,al,565,0,954
empty,al,566,0,954
empty,al,567,0,954
empty,al,568,0,954
empty,al,569,0,954
empty,al,570,0,954
empty,al,571,0,954
empty,ax,572,2,10
empty,al,573,0,954
empty,al,574,0,954
empty,al,575,0,954
empty,al,576,0,954
empty,al,577,0,954
empty,al,578,0,954
empty,al,579,0,954
empty,al,580,0,954
empty,al,581,0,954
empty,al,582,0,954
empty,al,583,0,954
empty,al,584,0,954
empty,al,585,0,954
empty,al,586,0,954
empty,al,587,0,954
empty,al,588,0,954
empty,al,589,0,954
empty,al,590,0,954
empty,al,591,0,954
empty,ax,592,2,10
empty,al,593,0,954
empty,al,594,0,954
empty,al,595,0,954
empty,al,596,0,954
empty,al,597,0,954
empty,al,598,0,954
empty,al,599,0,954
empty,al,600,0,954
empty,al,601,0,954
empty,al,602,0,954
empty,al,603,0,954
empty,al,604,0,954
empty,al,605,0,954
empty,al,606,0,954
empty,al,607,0,954
empty,al,608,0,954
empty,al,609,0,954
empty,al,610,0,954
empty,al,611,0,954
empty,al,612,0,954
empty,al,613,0,954
empty,al,614,0,954
empty,al,615,0,954
empty,al,616,0,954
empty,al,617,0,954
empty,al,618,0,954
empty,al,619,0,954
empty,al,620,0,954
empty,al,621,0,954
empty,al,622,0,954
empty,al,623,0,954
empty,al,624,0,954
empty,al,625,0,954
empty,al,626,0,954
empty,al,627,0,954
empty,al,628,0,954
empty,al,629,0,954
empty,al,630,0,954
empty,al,631,0,954
empty,al,632,0,954
empty,al,633,0,954
empty,al,634,0,954
empty,al,635,0,954
empty,al,636,0,954
empty,al,637,0,954
empty,al,638,0,954
empty,al,639,0,954
empty,al,640,0,954
empty,al,641,0,954
empty,al,642,0,954
empty,al,643,0,954
empty,al,644,0,954
empty,al,645,0,954
empty,al,646,0,954
empty,al,647,0,954
empty,al,648,0,954
empty,al,649,0,954
empty,al,650,0,954
empty,al,651,0,954
empty,al,652,0,954
empty,al,653,0,954
empty,al,654,0,954
empty,al,655,0,954
empty,al,656,0,954
empty,al,657,0,954
empty,al,658,0,954
empty,al,659,0,954
empty,al,660,0,954
empty,al,661,0,954
empty,al,662,0,954
empty,al,663,0,954
empty,al,664,0,954
empty,al,665,0,954
empty,al,666,0,954
empty,al,667,0,954
empty,al,668,0,954
empty,al,669,0,954
empty,al,670,0,954
empty,al,671,0,954
empty,al,672,0,954
empty,al,673,0,954
empty,al,674,0,954
empty,al,675,0,954
empty,al,676,0,954
empty,al,677,0,954
empty,al,678,0,954
empty,al,679,0,954
empty,al,680,0,954
empty,al,681,0,954
empty,al,682,0,954
empty,al,683,0,954
empty,al,684,0,954
empty,al,685,0,954
empty,al,686,0,954
empty,al,687,0,954
empty,al,688,0,954
empty,al,689,0,954
empty,al,690,0,954
empty,al,691,0,954
empty,al,692,0,954
empty,al,693,0,954
empty,al,694,0,954
empty,al,695,0,954
empty,al,696,0,954
empty,al,697,0,954
empty,al,698,0,954
empty,al,699,0,954
empty,al,700,0,954
empty,xl,701,1,16
empty,al,702,0,954
empty,al,703,0,954
empty,al,704,0,954
empty,al,705,0,954
empty,al,706,0,954
empty,al,707,0,954
empty,al,708,0,954
empty,al,709,0,954
empty,al,710,0,954
empty,al,711,0,954
empty,al,712,0,954
empty,al,713,0,954
empty,al,714,0,954
empty,al,715,0,954
empty,al,716,0,954
empty,al,717,0,954
empty,al,718,0,954
empty,al,719,0,954
empty,al,720,0,954
empty,al,721,0,954
empty,al,722,0,954
empty,al,723,0,954
empty,al,724,0,954
empty,al,725,0,954
empty,al,726,0,954
empty,al,727,0,954
empty,al,728,0,954
empty,al,729,0,954
empty,al,730,0,954
empty,al,731,0,954
empty,al,732,0,954
empty,al,733,0,954
empty,al,734,0,954
empty,al,735,0,954
empty,al,736,0,954
empty,al,737,0,954
empty,al,738,0,954
empty,al,739,0,954
empty,al,740,0,954
empty,al,741,0,954
empty,al,742,0,954
empty,al,743,0,954
empty,al,744,0,954
empty,al,745,0,954
empty,al,746,0,954
empty,al,747,0,954
empty,al,748,0,954
empty,al,749,0,954
empty,al,750,0,954
empty,al,751,0,954
empty,al,752,0,954
empty,al,753,0,954
empty,al,754,0,954
empty,al,755,0,954
empty,al,756,0,954
empty,al,757,0,954
empty,al,758,0,954
empty,al,759,0,954
empty,al,760,0,954
empty,al,761,0,954
empty,al,762,0,954
empty,al,763,0,954
empty,xl,764,1,16
empty,al,765,0,954
empty,al,766,0,954
empty,al,767,0,954
empty,al,768,0,954
empty,al,769,0,954
empty,al,770,0,954
empty,al,771,0,954
empty,al,772,0,954
empty,al,773,0,954
empty,al,774,0,954
empty,al,775,0,954
empty,al,776,0,954
empty,al,777,0,954
empty,al,778,0,954
empty,al,779,0,954
empty,al,780,0,954
empty,al,781,0,954
empty,al,782,0,954
empty,al,783,0,954
empty,al,784,0,954
empty,al,785,0,954
empty,al,786,0,954
empty,al,787,0,954
empty,al,788,0,954
empty,al,789,0,954
empty,al,790,0,954
empty,xl,791,1,16
empty,al,792,0,954
empty,al,793,0,954
empty,al,794,0,954
empty,al,795,0,954
empty,al,796,0,954
empty,al,797,0,954
empty,al,798,0,954
empty,al,799,0,954
empty,al,800,0,954
empty,al,801,0,954
empty,al,802,0,954
empty,al,803,0,954
empty,al,804,0,954
empty,al,805,0,954
empty,al,806,0,954
empty,al,807,0,954
empty,al,808,0,954
empty,al,809,0,954
empty,al,810,0,954
empty,al,811,0,954
empty,al,812,0,954
empty,al,813,0,954
empty,al,814,0,954
empty,al,815,0,954
empty,al,816,0,954
empty,al,817,0,954
empty,al,818,0,954
empty,al,819,0,954
empty,al,820,0,954
empty,al,821,0,954
empty,al,822,0,954
empty,al,823,0,954
empty,al,824,0,954
empty,al,825,0,954
empty,al,826,0,954
empty,al,827,0,954
empty,al,828,0,954
empty,al,829,0,954
empty,al,830,0,954
empty,al,831,0,954
empty,al,832,0,954
empty,al,833,0,954
empty,al,834,0,954
empty,al,835,0,954
empty,al,836,0,954
empty,al,837,0,954
empty,al,838,0,954
empty,al,839,0,954
empty,al,840,0,954
empty,al,841,0,954
empty,al,842,0,954
empty,al,843,0,954
empty,al,844,0,954
empty,al,845,0,954
empty,al,846,0,954
empty,al,847,0,954
empty,al,848,0,954
empty,al,849,0,954
empty,al,850,0,954
empty,al,851,0,954
empty,al,852,0,954
empty,al,853,0,954
empty,al,854,0,954
empty,al,855,0,954
empty,al,856,0,954
empty,al,857,0,954
empty,al,858,0,954
empty,al,859,0,954
empty,al,860,0,954
empty,al,861,0,954
empty,al,862,0,954
empty,al,863,0,954
empty,al,864,0,954
empty,al,865,0,954
empty,al,866,0,954
empty,al,867,0,954
empty,al,868,0,954
empty,al,869,0,954
empty,al,870,0,954
empty,al,871,0,954
empty,al,872,0,954
empty,al,873,0,954
empty,al,874,0,954
empty,al,875,0,954
empty,al,876,0,954
empty,al,877,0,954
empty,al,878,0,954
empty,al,879,0,954
empty,al,880,0,954
empty,al,881,0,954
empty,al,882,0,954
empty,al,883,0,954
empty,xl,884,1,16
empty,al,885,0,954
empty,xl,886,1,16
empty,al,887,0,954
empty,al,888,0,954
empty,al,889,0,954
empty,al,890,0,954
empty,al,891,0,954
empty,al,892,0,954
empty,al,893,0,954
empty,al,894,0,954
empty,al,895,0,954
empty,al,896,0,954
empty,al,897,0,954
empty,al,898,0,954
empty,al,899,0,954
empty,al,900,0,954
empty,al,901,0,954
empty,al,902,0,954
empty,al,903,0,954
empty,al,904,0,954
empty,al,905,0,954
empty,al,906,0,954
empty,al,907,0,954
empty,al,908,0,954
empty,al,909,0,954
empty,al,910,0,954
empty,al,911,0,954
empty,al,912,0,954
empty,al,913,0,954
empty,al,914,0,954
empty,al,915,0,954
empty,al,916,0,954
empty,al,917,0,954
empty,al,918,0,954
empty,al,919,0,954
empty,al,920,0,954
empty,al,921,0,954
empty,ax,922,2,10
empty,al,923,0,954
empty,al,924,0,954
empty,al,925,0,954
empty,al,926,0,954
empty,al,927,0,954
empty,al,928,0,954
empty,al,929,0,954
empty,al,930,0,954
empty,al,931,0,954
empty,al,932,0,954
empty,al,933,0,954
empty,al,934,0,954
empty,al,935,0,954
empty,al,936,0,954
empty,al,937,0,954
empty,al,938,0,954
empty,al,939,0,954
empty,al,940,0,954
empty,al,941,0,954
empty,al,942,0,954
empty,al,943,0,954
empty,al,944,0,954
empty,al,945,0,954
empty,al,946,0,954
empty,al,947,0,954
empty,al,948,0,954
empty,al,949,0,954
empty,al,950,0,954
empty,al,951,0,954
empty,al,952,0,954
empty,al,953,0,954
empty,al,954,0,954
empty,al,955,0,954
empty,al,956,0,954
empty,al,957,0,954
empty,al,958,0,954
empty,al,959,0,954
empty,al,960,0,954
empty,al,961,0,954
empty,al,962,0,954
empty,al,963,0,954
empty,al,964,0,954
empty,al,965,0,954
empty,al,966,0,954
empty,al,967,0,954
empty,al,968,0,954
empty,al,969,0,954
empty,al,970,0,954
empty,al,971,0,954
empty,al,972,0,954
empty,al,973,0,954
empty,al,974,0,954
empty,al,975,0,954
empty,al,976,0,954
empty,al,977,0,954
empty,al,978,0,954
empty,al,979,0,954
empty,al,980,0,954
empty,al,981,0,954
empty,al,982,0,954
empty,al,983,0,954
empty,al,984,0,954
empty,al,985,0,954
empty,al,986,0,954
empty,al,987,0,954
empty,al,988,0,954
empty,al,989,0,954
empty,al,990,0,954
empty,al,991,0,954
empty,al,992,0,954
empty,al,993,0,954
empty,al,994,0,954
empty,al,995,0,954
empty,al,996,0,954
empty,al,997,0,954
empty,al,998,0,954
empty,al,999,0,954
