src,act_dep_time,original_index,unique_index
helloflight,3:38 p.m.,138,106
helloflight,8:04 a.m.,139,103
helloflight,4:12 p.m.,140,107
helloflight,11:52 a.m.,141,108
helloflight,,142,42
helloflight,11:55 a.m.,143,109
helloflight,10:55 a.m.,144,110
helloflight,6:58 a.m.,145,111
helloflight,,146,42
helloflight,6:11 a.m.,147,112
helloflight,7:40 a.m.,148,113
helloflight,7:32 a.m.,149,114
boston,7:16 a.m.,150,115
boston,7:42 p.m.,151,116
boston,6:54 a.m.,152,117
boston,8:49 a.m.,153,118
boston,9:01 a.m.,154,119
boston,7:59 p.m.,155,120
boston,12:12 p.m.,156,121
boston,3:50 p.m.,157,122
boston,12:37 p.m.,158,123
boston,10:53 a.m.,159,124
boston,Not Available,160,125
boston,6:10 a.m.,161,126
boston,12:58 a.m.,162,127
boston,4:10 p.m.,163,128
boston,7:56 a.m.,164,129
boston,10:35 a.m.,165,130
boston,10:11 a.m.,166,131
boston,8:26 a.m.,167,132
boston,7:25 a.m.,168,133
boston,4:30 p.m.,169,134
boston,10:55 a.m.,170,135
boston,2:59 p.m.,171,136
boston,8:18 a.m.,172,137
boston,3:04 p.m.,173,138
boston,12:13 p.m.,174,139
boston,12:06 p.m.,175,140
boston,6:09 a.m.,176,141
boston,11:45 a.m.,177,142
boston,6:17 a.m.,178,143
boston,9:01 a.m.,179,119
boston,10:19 a.m.,180,144
boston,2:04 p.m.,181,145
boston,8:07 a.m.,182,146
boston,12:56 p.m.,183,147
boston,12:14 p.m.,184,148
boston,2:43 p.m.,185,149
boston,12:08 p.m.,186,150
boston,5:38 p.m.,187,151
boston,8:36 p.m.,188,152
boston,11:06 a.m.,189,153
boston,,190,154
boston,3:36 p.m.,191,155
boston,7:22 a.m.,192,156
boston,Not Available,193,125
boston,6:56 p.m.,194,157
boston,Not Available,195,125
boston,2:38 p.m.,196,158
boston,9:58 a.m.,197,159
boston,6:57 a.m.,198,160
boston,7:31 a.m.,199,161
boston,5:09 p.m.,200,162
boston,4:46 p.m.,201,163
boston,4:37 p.m.,202,164
boston,8:23 p.m.,203,165
boston,10:37 a.m.,204,166
boston,7:31 a.m.,205,161
boston,11:02 a.m.,206,167
boston,1:48 p.m.,207,168
boston,12:42 p.m.,208,169
boston,2:01 p.m.,209,170
boston,,210,154
boston,Not Available,211,125
boston,Not Available,212,125
boston,Not Available,213,125
boston,7:23 a.m.,214,171
boston,8:52 a.m.,215,172
boston,8:37 a.m.,216,173
boston,Not Available,217,125
boston,3:17 p.m.,218,174
boston,7:41 a.m.,219,175
boston,,220,154
boston,,221,154
boston,12:45 a.m.,222,176
boston,11:47 a.m.,223,177
boston,8:40 p.m.,224,178
boston,3:04 p.m.,225,138
boston,2:59 p.m.,226,136
boston,9:43 a.m.,227,179
boston,2:44 p.m.,228,180
boston,3:28 p.m.,229,181
boston,7:23 a.m.,230,171
boston,12:11 p.m.,231,182
boston,8:05 a.m.,232,183
boston,9:05 a.m.,233,184
boston,1:20 p.m.,234,185
boston,8:56 a.m.,235,186
boston,3:38 p.m.,236,187
boston,8:04 a.m.,237,188
boston,11:41 a.m.,238,189
boston,4:12 p.m.,239,190
boston,11:52 a.m.,240,191
boston,7:40 a.m.,241,192
boston,4:02 p.m.,242,193
boston,11:55 a.m.,243,194
boston,10:55 a.m.,244,135
boston,6:58 a.m.,245,195
boston,4:15 p.m.,246,196
boston,6:11 a.m.,247,197
boston,7:40 a.m.,248,192
boston,7:32 a.m.,249,198
weather,,250,199
weather,6:54 a.m.,251,200
weather,8:49 a.m.,252,201
weather,,253,199
weather,,254,199
weather,6:56 p.m.,255,202
weather,,256,199
weather,,257,199
weather,,258,199
weather,,259,199
weather,11:58 p.m.,260,203
weather,,261,199
weather,,262,199
weather,,263,199
weather,,264,199
weather,,265,199
weather,,266,199
weather,,267,199
weather,,268,199
weather,,269,199
weather,6:09 a.m.,270,204
weather,,271,199
weather,,272,199
weather,,273,199
weather,,274,199
weather,10:19 a.m.,275,205
weather,,276,199
weather,2:04 p.m.,277,206
weather,,278,199
weather,10:11 a.m.,279,207
weather,,280,199
weather,,281,199
weather,7:40 a.m.,282,208
weather,11:52 a.m.,283,209
weather,11:06 a.m.,284,210
weather,7:22 a.m.,285,211
weather,,286,199
weather,,287,199
weather,12:12 p.m.,288,212
weather,,289,199
weather,,290,199
weather,,291,199
weather,,292,199
weather,7:31 a.m.,293,213
weather,,294,199
weather,,295,199
weather,,296,199
weather,,297,199
weather,,298,199
weather,11:02 a.m.,299,214
weather,,300,199
weather,12:11 a.m.,301,215
weather,4:30 p.m.,302,216
weather,,303,199
weather,8:44 p.m.,304,217
weather,7:23 a.m.,305,218
weather,8:52 a.m.,306,219
weather,,307,199
weather,,308,199
weather,,309,199
weather,,310,199
weather,,311,199
weather,,312,199
weather,,313,199
weather,,314,199
weather,,315,199
weather,,316,199
weather,,317,199
weather,,318,199
weather,7:23 a.m.,319,218
weather,,320,199
weather,,321,199
weather,,322,199
weather,,323,199
weather,1:20 p.m.,324,220
weather,8:07 a.m.,325,221
weather,,326,199
weather,,327,199
weather,,328,199
weather,,329,199
weather,,330,199
weather,,331,199
weather,6:58 a.m.,332,222
weather,,333,199
weather,,334,199
weather,7:40 a.m.,335,208
weather,,336,199
airtravelcenter,7:16 a.m.,337,223
airtravelcenter,,338,224
airtravelcenter,6:54 a.m.,339,225
airtravelcenter,8:48 a.m.,340,226
airtravelcenter,9:00 a.m.,341,227
airtravelcenter,7:59 p.m.,342,228
airtravelcenter,3:50 p.m.,343,229
airtravelcenter,,344,224
airtravelcenter,11:41 a.m.,345,230
airtravelcenter,10:53 a.m.,346,231
airtravelcenter,11:29 p.m.,347,232
airtravelcenter,6:10 a.m.,348,233
airtravelcenter,,349,224
airtravelcenter,4:10 p.m.,350,234
airtravelcenter,,351,224
airtravelcenter,,352,224
airtravelcenter,10:11 a.m.,353,235
airtravelcenter,8:26 a.m.,354,236
airtravelcenter,7:25 a.m.,355,237
airtravelcenter,4:29 p.m.,356,238
airtravelcenter,10:54 a.m.,357,239
airtravelcenter,,358,224
airtravelcenter,,359,224
airtravelcenter,3:04 p.m.,360,240
airtravelcenter,12:13 p.m.,361,241
airtravelcenter,,362,224
airtravelcenter,6:09 a.m.,363,242
airtravelcenter,11:45 a.m.,364,243
airtravelcenter,,365,224
airtravelcenter,,366,224
airtravelcenter,10:19 a.m.,367,244
airtravelcenter,2:03 p.m.,368,245
airtravelcenter,8:07 a.m.,369,246
airtravelcenter,12:56 p.m.,370,247
airtravelcenter,12:14 p.m.,371,248
airtravelcenter,2:43 p.m.,372,249
airtravelcenter,12:07 p.m.,373,250
airtravelcenter,,374,224
airtravelcenter,,375,224
airtravelcenter,11:06 a.m.,376,251
airtravelcenter,1:43 p.m.,377,252
airtravelcenter,,378,224
airtravelcenter,7:22 a.m.,379,253
airtravelcenter,6:47 p.m.,380,254
airtravelcenter,6:56 p.m.,381,255
airtravelcenter,12:12 p.m.,382,256
airtravelcenter,,383,224
airtravelcenter,2:04 p.m.,384,257
airtravelcenter,,385,224
airtravelcenter,6:57 a.m.,386,258
airtravelcenter,7:31 a.m.,387,259
airtravelcenter,5:09 p.m.,388,260
airtravelcenter,7:39 a.m.,389,261
airtravelcenter,4:44 p.m.,390,262
airtravelcenter,4:37 p.m.,391,263
airtravelcenter,8:23 p.m.,392,264
airtravelcenter,,393,224
airtravelcenter,7:30 a.m.,394,265
airtravelcenter,11:02 a.m.,395,266
airtravelcenter,1:48 p.m.,396,267
airtravelcenter,12:42 p.m.,397,268
airtravelcenter,,398,224
airtravelcenter,12:11 a.m.,399,269
airtravelcenter,4:28 p.m.,400,270
airtravelcenter,9:06 p.m.,401,271
airtravelcenter,8:29 p.m.,402,272
airtravelcenter,7:23 a.m.,403,273
airtravelcenter,8:52 a.m.,404,274
airtravelcenter,8:37 a.m.,405,275
airtravelcenter,1:41 p.m.,406,276
airtravelcenter,,407,224
airtravelcenter,7:41 a.m.,408,277
airtravelcenter,,409,224
airtravelcenter,5:38 p.m.,410,278
airtravelcenter,1:50 p.m. (+8:00),411,279
airtravelcenter,11:47 a.m.,412,280
airtravelcenter,8:40 p.m.,413,281
airtravelcenter,3:04 p.m.,414,240
airtravelcenter,,415,224
airtravelcenter,,416,224
airtravelcenter,2:44 p.m.,417,282
airtravelcenter,3:28 p.m.,418,283
airtravelcenter,7:22 a.m.,419,253
airtravelcenter,12:11 p.m.,420,284
airtravelcenter,8:04 a.m.,421,285
airtravelcenter,,422,224
airtravelcenter,1:20 p.m.,423,286
airtravelcenter,8:55 a.m.,424,287
airtravelcenter,3:38 p.m.,425,288
airtravelcenter,8:04 a.m.,426,285
airtravelcenter,4:12 p.m.,427,289
airtravelcenter,11:52 a.m.,428,290
airtravelcenter,,429,224
airtravelcenter,11:55 a.m.,430,291
airtravelcenter,10:55 a.m.,431,292
airtravelcenter,6:58 a.m.,432,293
airtravelcenter,,433,224
airtravelcenter,6:11 a.m.,434,294
airtravelcenter,7:40 a.m.,435,295
airtravelcenter,7:32 a.m.,436,296
flightview,7:16 a.m.,437,297
flightview,7:42 p.m.,438,298
flightview,6:54 a.m.,439,299
flightview,8:49 a.m.,440,300
flightview,9:01 a.m.,441,301
flightview,7:59 p.m.,442,302
flightview,12:12 p.m.,443,303
flightview,3:50 p.m.,444,304
flightview,12:37 p.m.,445,305
flightview,10:53 a.m.,446,306
flightview,,447,307
flightview,6:10 a.m.,448,308
flightview,12:58 a.m.,449,309
flightview,4:10 p.m.,450,310
flightview,7:56 a.m.,451,311
flightview,10:35 a.m.,452,312
flightview,10:11 a.m.,453,313
flightview,8:26 a.m.,454,314
flightview,7:25 a.m.,455,315
flightview,4:30 p.m.,456,316
flightview,10:55 a.m.,457,317
flightview,2:59 p.m.,458,318
flightview,8:18 a.m.,459,319
flightview,3:04 p.m.,460,320
flightview,12:13 p.m.,461,321
flightview,12:06 p.m.,462,322
flightview,6:09 a.m.,463,323
flightview,11:45 a.m.,464,324
flightview,6:17 a.m.,465,325
flightview,9:01 a.m.,466,301
flightview,10:19 a.m.,467,326
flightview,2:04 p.m.,468,327
flightview,8:07 a.m.,469,328
flightview,12:56 p.m.,470,329
flightview,12:14 p.m.,471,330
flightview,2:43 p.m.,472,331
flightview,12:08 p.m.,473,332
flightview,5:38 p.m.,474,333
flightview,8:36 p.m.,475,334
flightview,11:06 a.m.,476,335
flightview,1:43 p.m.,477,336
flightview,3:36 p.m.,478,337
flightview,7:22 a.m.,479,338
flightview,,480,307
flightview,6:56 p.m.,481,339
flightview,,482,307
flightview,2:38 p.m.,483,340
flightview,9:58 a.m.,484,341
flightview,6:57 a.m.,485,342
flightview,7:31 a.m.,486,343
flightview,5:09 p.m.,487,344
flightview,4:46 p.m.,488,345
flightview,4:37 p.m.,489,346
flightview,8:23 p.m.,490,347
flightview,10:37 a.m.,491,348
flightview,7:31 a.m.,492,343
flightview,11:02 a.m.,493,349
flightview,1:48 p.m.,494,350
flightview,12:42 p.m.,495,351
flightview,2:01 p.m.,496,352
flightview,,497,307
flightview,,498,307
flightview,,499,307
flightview,,500,307
flightview,7:23 a.m.,501,353
flightview,8:52 a.m.,502,354
flightview,8:37 a.m.,503,355
flightview,,504,307
flightview,3:17 p.m.,505,356
flightview,7:41 a.m.,506,357
flightview,,507,307
flightview,,508,307
flightview,1:45 p.m.,509,358
flightview,11:47 a.m.,510,359
flightview,8:40 p.m.,511,360
flightview,3:04 p.m.,512,320
flightview,2:59 p.m.,513,318
flightview,9:43 a.m.,514,361
flightview,2:44 p.m.,515,362
flightview,3:28 p.m.,516,363
flightview,7:23 a.m.,517,353
flightview,12:11 p.m.,518,364
flightview,8:05 a.m.,519,365
flightview,9:05 a.m.,520,366
flightview,1:20 p.m.,521,367
flightview,8:56 a.m.,522,368
flightview,3:38 p.m.,523,369
flightview,8:04 a.m.,524,370
flightview,11:41 a.m.,525,371
flightview,4:12 p.m.,526,372
flightview,11:52 a.m.,527,373
flightview,7:40 a.m.,528,374
flightview,4:02 p.m.,529,375
flightview,11:55 a.m.,530,376
flightview,10:55 a.m.,531,317
flightview,6:58 a.m.,532,377
flightview,4:15 p.m.,533,378
flightview,6:11 a.m.,534,379
flightview,7:40 a.m.,535,374
flightview,7:32 a.m.,536,380
flightstats,7:16 a.m.,537,381
flightstats,7:14 p.m.,538,382
flightstats,6:54 a.m.,539,383
flightstats,8:29 a.m.,540,384
flightstats,8:42 a.m.,541,385
flightstats,7:58 p.m.,542,386
flightstats,12:13 p.m.,543,387
flightstats,6:47 p.m. (Estimated runway),544,388
flightstats,3:28 p.m.,545,389
flightstats,11:32 a.m.,546,390
flightstats,11:29 p.m. (Estimated runway),547,391
flightstats,5:56 a.m.,548,392
flightstats,12:41 a.m.,549,393
flightstats,3:58 p.m.,550,394
flightstats,7:29 a.m.,551,395
flightstats,10:19 a.m.,552,396
flightstats,7:25 a.m.,553,397
flightstats,8:12 a.m.,554,398
flightstats,4:29 p.m.,555,399
flightstats,10:10 a.m.,556,400
flightstats,2:48 p.m.,557,401
flightstats,5:22 p.m.,558,402
flightstats,12:12 p.m.,559,403
flightstats,11:56 a.m.,560,404
flightstats,6:08 a.m.,561,405
flightstats,11:30 a.m.,562,406
flightstats,6:02 a.m.,563,407
flightstats,8:40 a.m.,564,408
flightstats,8:04 a.m.,565,409
flightstats,10:18 a.m.,566,410
flightstats,8:04 a.m.,567,409
flightstats,2:04 p.m.,568,411
flightstats,6:57 a.m.,569,412
flightstats,12:41 p.m.,570,413
flightstats,12:35 p.m.,571,414
flightstats,11:51 a.m.,572,415
flightstats,8:25 p.m.,573,416
flightstats,11:52 a.m.,574,417
flightstats,11:05 a.m.,575,418
flightstats,1:32 p.m.,576,419
flightstats,3:36 p.m.,577,420
flightstats,7:21 a.m.,578,421
flightstats,8:00 a.m.,579,422
flightstats,6:55 p.m.,580,423
flightstats,12:11 p.m.,581,424
flightstats,7:15 p.m. (Estimated),582,425
flightstats,2:10 p.m.,583,426
flightstats,9:14 a.m.,584,427
flightstats,6:56 a.m.,585,428
flightstats,7:30 a.m.,586,429
flightstats,5:08 p.m.,587,430
flightstats,7:39 a.m.,588,431
flightstats,4:28 p.m.,589,432
flightstats,4:15 p.m.,590,433
flightstats,8:23 p.m.,591,434
flightstats,10:20 a.m.,592,435
flightstats,7:07 a.m.,593,436
flightstats,11:01 a.m.,594,437
flightstats,1:31 p.m.,595,438
flightstats,1:48 p.m.,596,439
flightstats,12:10 a.m. (Estimated runway),597,440
flightstats,4:28 p.m. (Estimated runway),598,441
flightstats,9:06 p.m. (Estimated runway),599,442
flightstats,8:29 p.m. (Estimated runway),600,443
flightstats,2:46 p.m.,601,444
flightstats,7:22 a.m.,602,445
flightstats,8:51 a.m.,603,446
flightstats,2:26 p.m.,604,447
flightstats,8:26 a.m.,605,448
flightstats,3:01 p.m.,606,449
flightstats,,607,450
flightstats,5:30 p.m. (Estimated),608,451
flightstats,11:15 a.m.,609,452
flightstats,8:39 p.m.,610,453
flightstats,2:52 p.m.,611,454
flightstats,2:48 p.m.,612,401
flightstats,2:44 p.m.,613,455
flightstats,3:27 p.m.,614,456
flightstats,7:22 a.m.,615,445
flightstats,12:10 p.m.,616,457
flightstats,1:19 p.m.,617,458
flightstats,7:49 a.m.,618,459
flightstats,8:56 a.m.,619,460
flightstats,3:36 p.m.,620,420
flightstats,4:12 p.m.,621,461
flightstats,7:31 a.m.,622,462
flightstats,3:31 p.m.,623,463
flightstats,11:43 a.m.,624,464
flightstats,10:54 a.m.,625,465
flightstats,3:58 p.m.,626,394
flightstats,6:10 a.m.,627,466
flightstats,7:39 a.m.,628,431
panynj,7:16 a.m.,629,467
panynj,7:42 p.m.,630,468
panynj,6:54 a.m.,631,469
panynj,8:49 a.m.,632,470
panynj,9:01 a.m.,633,471
panynj,7:59 p.m.,634,472
panynj,12:12 p.m.,635,473
panynj,3:50 p.m.,636,474
panynj,12:37 p.m.,637,475
panynj,10:53 a.m.,638,476
panynj,,639,477
panynj,6:10 a.m.,640,478
panynj,12:58 a.m.,641,479
panynj,4:10 p.m.,642,480
panynj,7:56 a.m.,643,481
panynj,10:35 a.m.,644,482
panynj,10:11 a.m.,645,483
panynj,8:26 a.m.,646,484
panynj,7:25 a.m.,647,485
panynj,4:30 p.m.,648,486
panynj,10:55 a.m.,649,487
panynj,2:59 p.m.,650,488
panynj,8:18 a.m.,651,489
panynj,3:04 p.m.,652,490
panynj,12:13 p.m.,653,491
panynj,12:06 p.m.,654,492
panynj,6:09 a.m.,655,493
panynj,11:45 a.m.,656,494
panynj,6:17 a.m.,657,495
panynj,9:01 a.m.,658,471
panynj,10:19 a.m.,659,496
panynj,2:04 p.m.,660,497
panynj,8:07 a.m.,661,498
panynj,12:56 p.m.,662,499
panynj,12:14 p.m.,663,500
panynj,2:43 p.m.,664,501
panynj,12:08 p.m.,665,502
panynj,5:38 p.m.,666,503
panynj,8:36 p.m.,667,504
panynj,11:06 a.m.,668,505
panynj,1:43 p.m.,669,506
panynj,3:36 p.m.,670,507
panynj,7:22 a.m.,671,508
panynj,,672,477
panynj,6:56 p.m.,673,509
panynj,,674,477
panynj,2:38 p.m.,675,510
panynj,9:58 a.m.,676,511
panynj,6:57 a.m.,677,512
panynj,7:31 a.m.,678,513
panynj,5:09 p.m.,679,514
panynj,4:46 p.m.,680,515
panynj,4:37 p.m.,681,516
panynj,8:23 p.m.,682,517
panynj,10:37 a.m.,683,518
panynj,7:31 a.m.,684,513
panynj,11:02 a.m.,685,519
panynj,1:48 p.m.,686,520
panynj,12:42 p.m.,687,521
panynj,2:01 p.m.,688,522
panynj,,689,477
panynj,,690,477
panynj,,691,477
panynj,,692,477
panynj,7:23 a.m.,693,523
panynj,8:52 a.m.,694,524
panynj,8:37 a.m.,695,525
panynj,,696,477
panynj,3:17 p.m.,697,526
panynj,7:41 a.m.,698,527
panynj,,699,477
panynj,,700,477
panynj,1:45 p.m.,701,528
panynj,11:47 a.m.,702,529
panynj,8:40 p.m.,703,530
panynj,3:04 p.m.,704,490
panynj,2:59 p.m.,705,488
panynj,9:43 a.m.,706,531
panynj,2:44 p.m.,707,532
panynj,3:28 p.m.,708,533
panynj,7:23 a.m.,709,523
panynj,12:11 p.m.,710,534
panynj,8:05 a.m.,711,535
panynj,9:05 a.m.,712,536
panynj,1:20 p.m.,713,537
panynj,8:56 a.m.,714,538
panynj,3:38 p.m.,715,539
panynj,8:04 a.m.,716,540
panynj,11:41 a.m.,717,541
panynj,4:12 p.m.,718,542
panynj,11:52 a.m.,719,543
panynj,7:40 a.m.,720,544
panynj,4:02 p.m.,721,545
panynj,11:55 a.m.,722,546
panynj,10:55 a.m.,723,487
panynj,6:58 a.m.,724,547
panynj,4:15 p.m.,725,548
panynj,6:11 a.m.,726,549
panynj,7:40 a.m.,727,544
panynj,7:32 a.m.,728,550
flightexplorer,7:16 a.m.,729,551
flightexplorer,7:59 p.m.,730,552
flightexplorer,7:41 p.m.,731,553
flightexplorer,8:47 a.m.,732,554
flightexplorer,9:01 a.m.,733,555
flightexplorer,,734,556
flightexplorer,11:41 a.m.,735,557
flightexplorer,10:53 a.m.,736,558
flightexplorer,,737,556
flightexplorer,6:09 a.m.,738,559
flightexplorer,12:57 a.m.,739,560
flightexplorer,12:42 p.m.,740,561
flightexplorer,7:25 a.m.,741,562
flightexplorer,4:30 p.m.,742,563
flightexplorer,10:11 a.m.,743,564
flightexplorer,12:13 p.m.,744,565
flightexplorer,12:05 p.m.,745,566
flightexplorer,6:09 a.m.,746,559
flightexplorer,8:05 a.m.,747,567
flightexplorer,10:19 a.m.,748,568
flightexplorer,8:04 a.m.,749,569
flightexplorer,2:04 p.m.,750,570
flightexplorer,12:55 p.m.,751,571
flightexplorer,12:14 p.m.,752,572
flightexplorer,2:41 p.m.,753,573
flightexplorer,11:52 a.m.,754,574
flightexplorer,11:06 a.m.,755,575
flightexplorer,,756,556
flightexplorer,3:36 p.m.,757,576
flightexplorer,7:22 a.m.,758,577
flightexplorer,6:56 p.m.,759,578
flightexplorer,12:12 p.m.,760,579
flightexplorer,9:56 a.m.,761,580
flightexplorer,6:57 a.m.,762,581
flightexplorer,7:31 a.m.,763,582
flightexplorer,5:09 p.m.,764,583
flightexplorer,7:40 a.m.,765,584
flightexplorer,4:35 p.m.,766,585
flightexplorer,8:23 p.m.,767,586
flightexplorer,10:55 a.m.,768,587
flightexplorer,1:46 p.m.,769,588
flightexplorer,1:59 p.m.,770,589
flightexplorer,,771,556
flightexplorer,,772,556
flightexplorer,,773,556
flightexplorer,7:23 a.m.,774,590
flightexplorer,8:52 a.m.,775,591
flightexplorer,8:37 a.m.,776,592
flightexplorer,,777,556
flightexplorer,11/30/2011 11:34 p.m.,778,593
flightexplorer,,779,556
flightexplorer,8:17 a.m.,780,594
flightexplorer,2:44 p.m.,781,595
flightexplorer,7:23 a.m.,782,590
flightexplorer,,783,556
flightexplorer,7:41 a.m.,784,596
flightexplorer,12:11 p.m.,785,597
flightexplorer,1:20 p.m.,786,598
flightexplorer,7:32 a.m.,787,599
flightexplorer,10:55 a.m.,788,587
flightexplorer,6:58 a.m.,789,600
flightexplorer,6:11 a.m.,790,601
flightexplorer,7:40 a.m.,791,584
mia,,792,602
mia,,793,602
mia,,794,602
mia,,795,602
mia,,796,602
iad,12:30,797,603
dfw,,798,604
dfw,,799,604
dfw,,800,604
dfw,,801,604
dfw,,802,604
mco,,803,605
mco,,804,605
mco,,805,605
mco,,806,605
mco,,807,605
mco,,808,605
mco,,809,605
mco,,810,605
flights,7:16 a.m.,811,606
flights,7:14 p.m.,812,607
flights,6:54 a.m.,813,608
flights,8:29 a.m.,814,609
flights,8:42 a.m.,815,610
flights,,816,611
flights,12:11 p.m.,817,612
flights,3:28 p.m.,818,613
flights,11:32 a.m.,819,614
flights,10:33 a.m.,820,615
flights,,821,611
flights,5:56 a.m.,822,616
flights,12:41 a.m.,823,617
flights,3:58 p.m.,824,618
flights,7:29 a.m.,825,619
flights,10:19 a.m.,826,620
flights,10:10 a.m.,827,621
flights,8:12 a.m.,828,622
flights,7:25 a.m.,829,623
flights,4:29 p.m.,830,624
flights,10:55 a.m.,831,625
flights,2:48 p.m.,832,626
flights,8:00 a.m.,833,627
flights,2:46 p.m.,834,628
flights,12:12 p.m.,835,629
flights,11:56 a.m.,836,630
flights,6:08 a.m.,837,631
flights,11:30 a.m.,838,632
flights,6:02 a.m.,839,633
flights,8:40 a.m.,840,634
flights,10:18 a.m.,841,635
flights,2:04 p.m.,842,636
flights,7:49 a.m.,843,637
flights,12:35 p.m.,844,638
flights,12:13 p.m.,845,639
flights,2:26 p.m.,846,640
flights,11:51 a.m.,847,641
flights,5:22 p.m.,848,642
flights,8:25 p.m.,849,643
flights,11:05 a.m.,850,644
flights,1:32 p.m.,851,645
flights,3:36 p.m.,852,646
flights,7:21 a.m.,853,647
flights,,854,611
flights,6:55 p.m.,855,648
flights,,856,611
flights,2:10 p.m.,857,649
flights,9:14 a.m.,858,650
flights,6:56 a.m.,859,651
flights,7:30 a.m.,860,652
flights,5:08 p.m.,861,653
flights,4:28 p.m.,862,654
flights,4:15 p.m.,863,655
flights,8:23 p.m.,864,656
flights,10:20 a.m.,865,657
flights,7:07 a.m.,866,658
flights,11:01 a.m.,867,659
flights,1:31 p.m.,868,660
flights,12:41 p.m.,869,661
flights,1:48 p.m.,870,662
flights,,871,611
flights,,872,611
flights,,873,611
