ZipCode,HospitalType,original_index,unique_index,count
35640,acute care hospitals,158,15,23
35640,acute care hospitals,159,15,23
35640,acute care hospitals,160,15,23
35640,acute care hospitals,161,15,23
35640,acute care hospitals,162,15,23
35640,acute care hospitals,163,15,23
35640,acute care hospitals,164,15,23
35640,acute care hospitals,165,15,23
35640,acute care hospitals,166,15,23
35640,acute care hospitals,167,15,23
35640,acute care hospitals,168,15,23
35976,acute care hospitals,169,17,25
35976,acute care hospitals,170,17,25
35976,acute care hospitals,171,17,25
35976,acute care hospitals,172,17,25
35976,acute care hospitals,173,17,25
35976,acute care hospitals,174,17,25
35976,acute care hospitals,175,17,25
35976,acute care hospitals,176,17,25
35976,acute care hospitals,177,17,25
35976,acute care hospitals,178,17,25
35976,acute care hospitals,179,17,25
35976,acute care hospitals,180,17,25
35976,acute care hospitals,181,17,25
35976,acute care hospitals,182,17,25
35976,acute care hospitals,183,17,25
35976,acute care hospitals,184,17,25
35976,acute care hospitals,185,17,25
35976,acute care hospitals,186,17,25
35976,acute care hospitals,187,17,25
35976,acute care hospitals,188,17,25
35976,acute care hospitals,189,17,25
35976,acute care hospitals,190,17,25
35976,acute care hospitals,191,17,25
35976,acute care hospitals,192,17,25
35976,acute care hospitals,193,17,25
35235,acute care hospitals,194,18,22
35235,acute care hospitals,195,18,22
3x23x,acute care hospitals,196,19,1
35235,acute care hospitals,197,18,22
35235,acute care hospitals,198,18,22
35235,acute care hosxitals,199,20,1
35235,acute care hospitals,200,18,22
35235,acute care hospitals,201,18,22
35235,acute care hospitals,202,18,22
35235,acute care hospitals,203,18,22
35235,acute care hospitals,204,18,22
35235,acute care hospitals,205,18,22
35235,acute care hospitals,206,18,22
35235,acute care hospitals,207,18,22
35235,acute care hospitals,208,18,22
35235,acute care hospitals,209,18,22
35235,acute care hospitals,210,18,22
35235,acute care hospitals,211,18,22
35235,acute care hospitals,212,18,22
35235,acutx carx hospitals,213,21,1
35235,acute care hospitals,214,18,22
35235,acute care hospitals,215,18,22
35235,acute care hospitals,216,18,22
35235,acute care hospitals,217,18,22
35235,acute care hospitals,218,18,22
35968,acute care hospitals,219,22,24
35968,acute care hospitals,220,22,24
35968,acute care hospitals,221,22,24
35968,acute care hospitals,222,22,24
35968,acute care hospitals,223,22,24
35968,acute care hospitals,224,22,24
35968,acute care hospitals,225,22,24
35968,acute care hospitals,226,22,24
35968,acute care hospitals,227,22,24
35968,acute care hospitals,228,22,24
35968,acute care hospitals,229,22,24
35968,acute care hospitals,230,22,24
35968,acute care hospitals,231,22,24
359x8,acute care hospitals,232,23,1
35968,acute care hospitals,233,22,24
35968,acute care hospitals,234,22,24
35968,acute care hospitals,235,22,24
35968,acute care hospitals,236,22,24
35968,acute care hospitals,237,22,24
35968,acute care hospitals,238,22,24
35968,acute care hospitals,239,22,24
35968,acute care hospitals,240,22,24
35968,acute care hospitals,241,22,24
35968,acute care hospitals,242,22,24
35968,acute care hospitals,243,22,24
36784,acute care hospitals,244,24,23
36784,acute care hospitals,245,24,23
36784,acute care hospitals,246,24,23
36784,acute care hospitals,247,24,23
36784,acute care hospitals,248,24,23
36784,acute care hospitals,249,24,23
36784,acute care hospitals,250,24,23
36784,acute care hospitals,251,24,23
36784,acute care hospitals,252,24,23
36784,acute care hospitals,253,24,23
36784,acute care hospitals,254,24,23
36784,acute care hospitals,255,24,23
36784,acute care hospitals,256,24,23
36784,acute care hospitals,257,24,23
36784,acute care hospitals,258,24,23
36784,acute care hospitals,259,24,23
36784,acute care hospitals,260,24,23
36784,acute care hospitals,261,24,23
36784,acute care hospitals,262,24,23
36784,acute care hospitals,263,24,23
36784,acute care hospitals,264,24,23
36784,acute care hospitals,265,24,23
36784,acuxe care hospixals,266,25,1
x6784,acute care hospitals,267,26,1
36784,acute care hospitals,268,24,23
35007,acute care hospitals,269,27,21
35007,acute care hospitals,270,27,21
35007,acute care hospitals,271,27,21
35007,acute care hospitals,272,27,21
35007,acute care hospitals,273,27,21
35007,acute care hospitals,274,27,21
35007,acute care hospitals,275,27,21
35007,acute care hospitals,276,27,21
35007,acute care hospitals,277,27,21
35007,acute care hospitals,278,27,21
35007,acute care hospitals,279,27,21
35007,acutexcarexhospitals,280,28,1
35007,acute care hospitals,281,27,21
35007,acute care hospitals,282,27,21
3x007,acute care hospitals,283,29,1
35007,acute care hospitals,284,27,21
35007,acute care hospitals,285,27,21
35007,acute care hospitals,286,27,21
35007,acute care hospitals,287,27,21
35007,acute care hospitals,288,27,21
35007,acute care hospitals,289,27,21
x5007,acute care hospitals,290,30,1
35007,acute care hospitals,291,27,21
35007,acute care hospitals,292,27,21
35007,acuxe care hospixals,293,31,1
35233,acute care hospitals,294,0,48
35233,acute care hospitals,295,0,48
35233,acute care hospitals,296,0,48
35233,acute care hospitals,297,0,48
35233,acute care hospitals,298,0,48
35233,acute care hospitals,299,0,48
35233,acute care hospitals,300,0,48
35233,acute care hospitals,301,0,48
35233,acute care hospitals,302,0,48
35233,acute care hospitals,303,0,48
35233,acute care hospitals,304,0,48
35233,acute care hospitals,305,0,48
35233,acute care hospitals,306,0,48
35233,acute care hospitals,307,0,48
35233,acute care hospitals,308,0,48
35233,acute care hospitals,309,0,48
35233,acute care hospitals,310,0,48
36201,acute care hospitals,311,32,27
36201,acute care hospitals,312,32,27
36201,acute care hospitals,313,32,27
36201,acute care hospitals,314,32,27
36201,acute care hospitals,315,32,27
36201,acute care hospitals,316,32,27
36201,acute care hospitals,317,32,27
36201,acute care hospitals,318,32,27
36201,acute care hospitals,319,32,27
36201,acute care hospitals,320,32,27
36201,acute care hospitals,321,32,27
36201,acute care hospitals,322,32,27
36201,acute care hospitals,323,32,27
36201,acute care hospitals,324,32,27
36x01,acute care hospitals,325,33,1
36201,acute care hospitals,326,32,27
36201,acute care hospitals,327,32,27
36201,acute care hospitals,328,32,27
36201,acute care hospitals,329,32,27
36201,acute care hospitals,330,32,27
36305,acute care hospitals,331,34,15
3x305,acute care hospitals,332,35,1
36305,acute care hospitals,333,34,15
36305,acute care hospitals,334,34,15
36305,acute care hospitals,335,34,15
36305,acute care hospitals,336,34,15
36305,acute care hospitals,337,34,15
36305,acute care hospitals,338,34,15
36305,acute care hospitals,339,34,15
x6x05,acute care hospitals,340,36,1
36305,acute care hospitals,341,34,15
36305,acute care hospitals,342,34,15
36305,acute care hospitals,343,34,15
36305,acute care hospitals,344,34,15
36305,acute care hospitals,345,34,15
36305,acute care hospitals,346,34,15
36305,acute care hospitals,347,34,15
35205,acute care hospitals,348,37,5
35205,acute care hospitals,349,37,5
35205,acute care hospitals,350,37,5
35205,acute care hospitals,351,37,5
35205,acute care hospitals,352,37,5
35609,acute care hospitals,353,38,1
35594,acute care hospitals,354,39,23
35594,acute care hospitals,355,39,23
35594,acute care hospitals,356,39,23
35594,acute care hospitals,357,39,23
35594,acute care hospitals,358,39,23
35594,acute care hospitals,359,39,23
35594,acute care hospitals,360,39,23
35594,acute care hospitals,361,39,23
35594,acute care hospitals,362,39,23
35594,acute care hospitals,363,39,23
35594,acute care hospitals,364,39,23
35594,acute care hospitals,365,39,23
3xx94,acute care hospitals,366,40,2
35594,acute care hospitals,367,39,23
35594,acute care hospitals,368,39,23
35594,acute care hospitals,369,39,23
35594,acute care hospitals,370,39,23
35594,acute care hospitals,371,39,23
35594,acute care hospitals,372,39,23
35594,acute care hospitals,373,39,23
35594,acute care hospitals,374,39,23
3xx94,acute care hospitals,375,40,2
35594,acute care hospitals,376,39,23
35594,acute care hospitals,377,39,23
35594,acute care hospitals,378,39,23
36617,acute care hospitals,379,41,13
36617,acute care hospitals,380,41,13
36617,acute care hospitals,381,41,13
36617,acute care hospitals,382,41,13
36617,acute care hospitals,383,41,13
36617,acute care hospitals,384,41,13
36617,acute care hospitals,385,41,13
36617,acute care hospitals,386,41,13
36617,acute care hospitals,387,41,13
36617,acute care hospitals,388,41,13
36617,acute care hospitals,389,41,13
36617,acute care hospitals,390,41,13
36617,acute care hospitals,391,41,13
36067,acute care hospitals,392,42,18
36067,acute care hospitals,393,42,18
36067,acute care hospitals,394,42,18
36067,acute care hospitals,395,42,18
36067,acute care hospitals,396,42,18
36067,acute care hospitals,397,42,18
36067,acute care hospitals,398,42,18
36067,acute care hospitals,399,42,18
36067,acute care hospitals,400,42,18
36067,acute care hospitals,401,42,18
36067,acute care hospitals,402,42,18
36067,acute care hospitals,403,42,18
36067,acute care hospitals,404,42,18
36067,acute care hospitals,405,42,18
3x0x7,acute care hospitals,406,43,1
36067,acute care hospitals,407,42,18
36067,acute care hospitals,408,42,18
36067,acute care hospitals,409,42,18
36067,acute care hospitals,410,42,18
36067,acute care hosxitals,411,44,1
35653,acute care hospitals,412,45,1
35653,acuxe care hospixals,413,46,1
35150,acute care hospitals,414,47,16
35150,acute care hospitals,415,47,16
35150,acute care hospitals,416,47,16
35150,acute care hospitals,417,47,16
35150,acute care hospitals,418,47,16
35150,acute care hospitals,419,47,16
x5150,acute care hospitals,420,48,1
35150,acute care hospitals,421,47,16
35150,acute care hospitals,422,47,16
35150,acute care hospitals,423,47,16
35150,acute care hospitals,424,47,16
35150,acute care hospitals,425,47,16
35150,acute care hospitals,426,47,16
35150,acute care hospitals,427,47,16
3x1x0,acute care hospitals,428,49,1
35150,acute care hospitals,429,47,16
35150,acute care hospitals,430,47,16
35150,acute care hospitals,431,47,16
99508,acute care hospitals,432,50,18
99508,acute care hospitals,433,50,18
99508,acute care hospitals,434,50,18
99508,acute care hospitals,435,50,18
99508,acute care hospitals,436,50,18
99508,acute care hospitals,437,50,18
99508,acute care hospitals,438,50,18
99508,acute care hospitals,439,50,18
99508,acute care hospitals,440,50,18
99508,acute care hospitals,441,50,18
99508,acute care hospitals,442,50,18
99508,acute care hospitals,443,50,18
99508,acute care hospitals,444,50,18
99508,acute care hospitals,445,50,18
99508,acute care hospitals,446,50,18
99508,acute care hospitals,447,50,18
99508,acute care hospitals,448,50,18
99508,acute care hospitals,449,50,18
99559,acute care hospitals,450,51,2
99559,acute care hospitals,451,51,2
35660,acute care hospitals,452,1,23
35660,acute care hospitaxs,453,52,1
35660,acute care hospitals,454,1,23
35660,acute care hospitals,455,1,23
35660,acute care hospitals,456,1,23
35660,acute care hospitals,457,1,23
35660,acute care hospitals,458,1,23
35660,acute care hospitals,459,1,23
35660,acute care hospitals,460,1,23
35660,acute care hospitals,461,1,23
35660,acute care hospitals,462,1,23
35660,acute care hospitals,463,1,23
35660,acute care hospitals,464,1,23
35660,acute care hospitals,465,1,23
36360,acute care hospitals,466,53,24
36360,acute care hospitals,467,53,24
36360,acute care hospitals,468,53,24
36360,acute care hospitals,469,53,24
36360,acute care hospitals,470,53,24
36360,acute care hospitals,471,53,24
36360,acute care hospitals,472,53,24
36360,acute care hospitals,473,53,24
36360,acute care hospitals,474,53,24
36360,acute care hospitals,475,53,24
36360,acute care hospitals,476,53,24
36360,acute care hospitals,477,53,24
36360,acute care hospitals,478,53,24
36360,acute care hospitals,479,53,24
36360,acute care hospitals,480,53,24
36360,acute care hospitals,481,53,24
36360,acute care hospitals,482,53,24
36360,acute care hospitals,483,53,24
36360,acute care hospitals,484,53,24
36360,acute care hospitals,485,53,24
36360,acute care hospitals,486,53,24
36360,acute care hospitals,487,53,24
36360,acute care hospitals,488,53,24
36360,acute care hospitals,489,53,24
x6x60,acute caxe hospitals,490,54,1
35960,acute care hospitals,491,55,21
35960,acute care hospitals,492,55,21
35960,acute care hxspitals,493,56,1
35960,acute care hospitals,494,55,21
35960,acute care hospitals,495,55,21
35960,acute care hospitals,496,55,21
35960,acutx carx hospitals,497,57,1
35960,acute care hospitals,498,55,21
x5960,acute care hospitals,499,58,1
35960,acute care hospitals,500,55,21
35960,acute care hospitals,501,55,21
35960,acute care hospitals,502,55,21
35960,acute care hospitals,503,55,21
35960,acute care hospitals,504,55,21
35960,acute care hospitals,505,55,21
35960,acute care hospitals,506,55,21
35960,acute care hospitals,507,55,21
35960,acute care hospitals,508,55,21
35960,acute care hospitals,509,55,21
35960,acute care hospitals,510,55,21
35960,acuxe care hospixals,511,59,1
35960,acute care hospitals,512,55,21
35960,acute care hospitals,513,55,21
35960,acute care hospitals,514,55,21
35960,acute care hospitals,515,55,21
36116,acute care hospitals,516,60,24
36116,acute care hospitals,517,60,24
36116,acute care hospitals,518,60,24
36116,acute care hospitals,519,60,24
36116,acute care hospitals,520,60,24
36116,acute care hospitals,521,60,24
36116,acute care hospitals,522,60,24
36116,acute care hospitals,523,60,24
36116,acute care hospitals,524,60,24
36116,acute care hospitals,525,60,24
36116,acute care hospitals,526,60,24
36116,acute care hospitals,527,60,24
36116,acute care hospitals,528,60,24
36116,acute care hospitals,529,60,24
36116,acute care hospitals,530,60,24
36116,acute care hospitals,531,60,24
36116,acute care hosxitals,532,61,1
36116,acute care hospitals,533,60,24
36116,acute care hospitals,534,60,24
36116,acute care hospitals,535,60,24
36116,acute care hospitals,536,60,24
36116,acute care hospitals,537,60,24
36116,acute care hospitals,538,60,24
36116,acute care hospitals,539,60,24
36116,acute care hospitals,540,60,24
36106,acute care hospitals,541,62,24
36106,acute care hospitals,542,62,24
36106,acute care hospitals,543,62,24
3x10x,acute care hospitals,544,63,1
36106,acute care hospitals,545,62,24
36106,acute care hospitals,546,62,24
36106,acute care hospitals,547,62,24
36106,acute care hospitals,548,62,24
36106,acute care hospitals,549,62,24
36106,acute care hospitals,550,62,24
36106,acute care hospitals,551,62,24
36106,acute care hospitals,552,62,24
36106,acute care hospitals,553,62,24
36106,acute care hospitals,554,62,24
36106,acute care hospitals,555,62,24
36106,acute care hospitals,556,62,24
36106,acute care hospitals,557,62,24
36106,acute care hospitals,558,62,24
36106,acute care hospitals,559,62,24
36106,acute care hospitals,560,62,24
36106,acute care hospitals,561,62,24
36106,acute care hospitals,562,62,24
36106,acute care hospitals,563,62,24
36106,acute care hospitals,564,62,24
36106,acute care hospitals,565,62,24
36854,acute care hospitals,566,64,24
36854,acute care hospitals,567,64,24
36854,acute care hospitals,568,64,24
36854,acute care hospitals,569,64,24
36854,acute care hospitals,570,64,24
36854,acute care hospitals,571,64,24
36854,acute care hospitals,572,64,24
36854,acute care hospitals,573,64,24
36854,acute care hospitals,574,64,24
36854,acute care hospitals,575,64,24
36854,acute care hospitals,576,64,24
36854,acute care hospitals,577,64,24
36854,acute care hospitals,578,64,24
36854,acute care hospitals,579,64,24
36854,acute care hospitals,580,64,24
36854,acute care hospitals,581,64,24
36854,acute care hospitals,582,64,24
36854,acute care hospitals,583,64,24
36854,acute care hospitals,584,64,24
36854,acute care hospitals,585,64,24
36854,acute care hospitals,586,64,24
36854,acute care hospitals,587,64,24
36854,acuxe care hospixals,588,65,1
36854,acute care hospitals,589,64,24
36854,acute care hospitals,590,64,24
36323,acute care hospitals,591,66,25
36323,acute care hospitals,592,66,25
36323,acute care hospitals,593,66,25
36323,acute care hospitals,594,66,25
36323,acute care hospitals,595,66,25
36323,acute care hospitals,596,66,25
36323,acute care hospitals,597,66,25
36323,acute care hospitals,598,66,25
36323,acute care hospitals,599,66,25
36323,acute care hospitals,600,66,25
36323,acute care hospitals,601,66,25
36323,acute care hospitals,602,66,25
36323,acute care hospitals,603,66,25
36323,acute care hospitals,604,66,25
36323,acute care hospitals,605,66,25
36323,acute care hospitals,606,66,25
36323,acute care hospitals,607,66,25
36323,acute care hospitals,608,66,25
36323,acute care hospitals,609,66,25
36323,acute care hospitals,610,66,25
36323,acute care hospitals,611,66,25
36323,acute care hospitals,612,66,25
36323,acute care hospitals,613,66,25
36323,acute care hospitals,614,66,25
36323,acute care hospitals,615,66,25
36801,acute care hospitals,616,67,24
36801,acute care hospitals,617,67,24
36801,acute care hospitals,618,67,24
36801,acute care hospitals,619,67,24
36801,acute care hospitals,620,67,24
36801,acute care hospitals,621,67,24
36801,acute care hospitals,622,67,24
36801,acute care hospitals,623,67,24
36801,acute care hospitals,624,67,24
36801,acute care hospitals,625,67,24
36801,acute care hospitals,626,67,24
36801,acute care hospitals,627,67,24
36801,acute care hospitals,628,67,24
36801,acute care hospitals,629,67,24
36801,acute care hospitals,630,67,24
36801,acute care hospitals,631,67,24
36801,acute care hospitals,632,67,24
36801,acute care hospitals,633,67,24
36801,acuxe care hospixals,634,68,1
36801,acute care hospitals,635,67,24
36801,acute care hospitals,636,67,24
36801,acute care hospitals,637,67,24
36801,acute care hospitals,638,67,24
36801,acute care hospitals,639,67,24
36801,acute care hospitals,640,67,24
36278,acute care hospitals,641,69,25
36278,acute care hospitals,642,69,25
36278,acute care hospitals,643,69,25
36278,acute care hospitals,644,69,25
36278,acute care hospitals,645,69,25
36278,acute care hospitals,646,69,25
36278,acute care hospitals,647,69,25
36278,acute care hospitals,648,69,25
36278,acute care hospitals,649,69,25
36278,acute care hospitals,650,69,25
36278,acute care hospitals,651,69,25
36278,acute care hospitals,652,69,25
36278,acute care hospitals,653,69,25
36278,acute care hospitals,654,69,25
36278,acute care hospitals,655,69,25
36278,acute care hospitals,656,69,25
36278,acute care hospitals,657,69,25
36278,acute care hospitals,658,69,25
36278,acute care hospitals,659,69,25
36278,acute care hospitals,660,69,25
36278,acute care hospitals,661,69,25
36278,acute care hospitals,662,69,25
36278,acute care hospitals,663,69,25
36278,acute care hospitals,664,69,25
36278,acute care hospitals,665,69,25
35233,acute care hospitals,666,0,48
35233,acute care hospitals,667,0,48
35233,acute care hospitals,668,0,48
35233,acute care hospitals,669,0,48
35233,acute care hospitals,670,0,48
35233,acute care hospitals,671,0,48
35233,acute care hospitals,672,0,48
35233,acute care hospitals,673,0,48
35233,acute care hospitals,674,0,48
35233,acute care hospitals,675,0,48
35233,acute care hospitals,676,0,48
35233,acute care hospitals,677,0,48
35233,acute care hospitals,678,0,48
3x233,acute care hospitals,679,70,1
35233,acute care hospitals,680,0,48
35233,acute care hospitals,681,0,48
35233,acute care hospitals,682,0,48
35233,acute care hospitals,683,0,48
35233,acute care hospitals,684,0,48
x52xx,acute care hospitals,685,71,1
35233,acute care hospitals,686,0,48
35233,acute care hospitals,687,0,48
35233,acute care hospitals,688,0,48
35233,acute care hospitals,689,0,48
35233,acute care hospitals,690,0,48
36078,acute care hospitals,691,72,22
36078,acute care hospitals,692,72,22
36078,acute care hospitals,693,72,22
36078,acute care hospitals,694,72,22
36078,acute cxre hospitxls,695,73,1
36078,acute care hospitals,696,72,22
36078,acute care hospitals,697,72,22
36078,acute care hospitals,698,72,22
36078,acute care hospitals,699,72,22
36078,acute care hospitals,700,72,22
36078,acute care hospitals,701,72,22
36078,acute care hospitals,702,72,22
36078,acute care hospitals,703,72,22
36078,acute care hospitals,704,72,22
36078,acutexcarexhospitals,705,74,1
36078,acute care hospitals,706,72,22
36078,acute care hospitals,707,72,22
36078,acute care hospitals,708,72,22
36078,acute care hospitals,709,72,22
36x78,acute care hospitals,710,75,1
36078,acute care hospitals,711,72,22
36078,acute care hospitals,712,72,22
36078,acute care hospitals,713,72,22
36078,acute care hospitals,714,72,22
36078,acute care hospitals,715,72,22
35058,acute care hospitals,716,76,24
35058,acute care hospitals,717,76,24
35058,acute care hospitals,718,76,24
35058,acute care hospitals,719,76,24
35058,acute care hospitals,720,76,24
35058,acute care hospitals,721,76,24
35058,acute care hospitals,722,76,24
35058,acute care hospitals,723,76,24
35058,acute care hospitals,724,76,24
35058,acute care hospitals,725,76,24
35058,acute care hospitals,726,76,24
35058,acute care hospitals,727,76,24
35058,acute care hospitals,728,76,24
35058,acutexcarexhospitals,729,77,1
35058,acute care hospitals,730,76,24
35058,acute care hospitals,731,76,24
35058,acute care hospitals,732,76,24
35058,acute care hospitals,733,76,24
35058,acute care hospitals,734,76,24
35058,acute care hospitals,735,76,24
35058,acute care hospitals,736,76,24
35058,acute care hospitals,737,76,24
35058,acute care hospitals,738,76,24
35058,acute care hospitals,739,76,24
35058,acute care hospitals,740,76,24
36420,acute care hospitals,741,78,24
36420,acute care hospitals,742,78,24
36420,acute care hospitals,743,78,24
36420,acute care hospitals,744,78,24
36420,acute care hospitals,745,78,24
36420,acute care hospitals,746,78,24
36420,acute care hospitals,747,78,24
36420,acute care hospitals,748,78,24
36420,acute care hospitals,749,78,24
3642x,acute care hospitals,750,79,1
36420,acute care hospitals,751,78,24
36420,acute care hospitals,752,78,24
36420,acute care hospitals,753,78,24
36420,acute care hospitals,754,78,24
36420,acute care hospitals,755,78,24
36420,acute care hospitals,756,78,24
36420,acute care hospitals,757,78,24
36420,acute care hospitals,758,78,24
36420,acute care hospitals,759,78,24
36420,acute care hospitals,760,78,24
36420,acute care hospitals,761,78,24
36420,acute care hospitals,762,78,24
36420,acute care hospitals,763,78,24
36420,acute care hospitals,764,78,24
36420,acute care hospitals,765,78,24
36201,acute care hospitals,766,32,27
36201,acute care hospitals,767,32,27
36201,acute care hospitals,768,32,27
36201,acute care hospitals,769,32,27
36201,acute care hospitals,770,32,27
36201,acute care hospitals,771,32,27
36201,acute care hospitals,772,32,27
36201,acute care hospitals,773,32,27
35801,acute care hospitals,774,80,26
35801,acute care hospitals,775,80,26
35801,acute care hospitals,776,80,26
35801,acute care hospitals,777,80,26
35801,acute care hospitals,778,80,26
35801,acutexcarexhospitals,779,81,1
35801,acute care hospitals,780,80,26
35801,acute care hospitals,781,80,26
35801,acute care hospitaxs,782,82,1
35801,acute care hospitals,783,80,26
35801,acute care hospitals,784,80,26
35801,acute care hospitals,785,80,26
35801,acute care hospitals,786,80,26
35801,acute care hospitals,787,80,26
35801,acute care hospitals,788,80,26
35801,acute care hospitals,789,80,26
35801,acute care hospitals,790,80,26
35801,acute care hospitals,791,80,26
35801,acute care hospitals,792,80,26
35801,acute care hospitals,793,80,26
35801,acute care hospitals,794,80,26
35801,acute care hospitals,795,80,26
35801,acute care hospitals,796,80,26
35801,acute care hospitals,797,80,26
35801,acute care hospitals,798,80,26
35801,acute care hospitals,799,80,26
35801,acute care hospitals,800,80,26
35801,acute care hospitals,801,80,26
35903,acute care hospitals,802,83,23
35903,acute care hospitals,803,83,23
35903,acute care hospitals,804,83,23
35903,acute care hospitals,805,83,23
35903,acute care hospitals,806,83,23
35903,acute care hospitals,807,83,23
35903,acute care hospitals,808,83,23
35903,acute care hospitals,809,83,23
35903,acute care hospitals,810,83,23
35903,acute care hospitals,811,83,23
35903,acute care hospitals,812,83,23
35903,acute care hospitals,813,83,23
35903,axute care hospitals,814,84,1
