City,PhoneNumber,original_index,unique_index,count
fort payne,2568453150,232,26,24
fort payne,2568453150,233,26,24
fort payne,2568453150,234,26,24
fort payne,2568453150,235,26,24
fort payne,2568453150,236,26,24
fort payne,2568453150,237,26,24
fort payne,2568453150,238,26,24
fort payne,2568453150,239,26,24
fort payne,2568453150,240,26,24
fort payne,2568453150,241,26,24
fort payne,2568453150,242,26,24
fort payne,2568453150,243,26,24
thomasville,3346366221,244,28,23
thomasville,3346366221,245,28,23
thomasville,3346366221,246,28,23
thomasville,xx46x66221,247,29,1
thomasville,3346366221,248,28,23
thomasville,3346366221,249,28,23
thomasville,3346366221,250,28,23
thomasville,3346366221,251,28,23
thomasville,3346366221,252,28,23
thomasville,3346366221,253,28,23
thomasville,3346366221,254,28,23
thomasville,3346366221,255,28,23
thomasville,3346366221,256,28,23
thomasville,3346366221,257,28,23
thomasville,3346366221,258,28,23
thomasville,3346366221,259,28,23
thomasville,3346366221,260,28,23
thomasville,334x3xx221,261,30,1
thomasville,3346366221,262,28,23
thomasville,3346366221,263,28,23
thomasville,3346366221,264,28,23
thomasville,3346366221,265,28,23
thomasville,3346366221,266,28,23
thomasville,3346366221,267,28,23
thomasville,3346366221,268,28,23
alabaster,2056208100,269,31,25
alabaster,2056208100,270,31,25
alabaster,2056208100,271,31,25
alabaster,2056208100,272,31,25
alabaster,2056208100,273,31,25
alabaster,2056208100,274,31,25
alabaster,2056208100,275,31,25
alabaster,2056208100,276,31,25
alabaster,2056208100,277,31,25
alabaster,2056208100,278,31,25
alabaster,2056208100,279,31,25
alabaster,2056208100,280,31,25
alabaster,2056208100,281,31,25
alabaster,2056208100,282,31,25
alabaster,2056208100,283,31,25
alabaster,2056208100,284,31,25
alabaster,2056208100,285,31,25
alabaster,2056208100,286,31,25
alabaster,2056208100,287,31,25
alabaster,2056208100,288,31,25
alabaster,2056208100,289,31,25
alabaster,2056208100,290,31,25
alabaster,2056208100,291,31,25
alabaster,2056208100,292,31,25
alabaster,2056208100,293,31,25
birmingham,2053258100,294,0,23
birmingham,2053258100,295,0,23
birmingham,2053258100,296,0,23
birmingham,2053258100,297,0,23
birmingham,2053258100,298,0,23
birmingham,2053258100,299,0,23
birmingham,2053258100,300,0,23
birmingham,2053258100,301,0,23
birmingham,2053258100,302,0,23
birmingham,2053258100,303,0,23
birmingham,2053258100,304,0,23
birmingham,2053258100,305,0,23
birmingham,2053258100,306,0,23
birmingham,2053258100,307,0,23
birmingham,2053258100,308,0,23
birmingham,2053258100,309,0,23
birmingham,2053258100,310,0,23
axxistox,2562358900,311,32,1
anniston,2562358900,312,33,25
anniston,2562358900,313,33,25
anniston,2562358900,314,33,25
anniston,2562358900,315,33,25
anniston,2562358900,316,33,25
anniston,2562358900,317,33,25
anniston,2562358900,318,33,25
anniston,2562358900,319,33,25
anniston,2562358900,320,33,25
anniston,256235x900,321,34,1
anniston,2562358900,322,33,25
anniston,2562358900,323,33,25
anniston,2562358900,324,33,25
anniston,2562358900,325,33,25
anniston,2562358900,326,33,25
anniston,2562358900,327,33,25
anniston,2562358900,328,33,25
anniston,2562358900,329,33,25
anniston,2562358900,330,33,25
dothan,3347935000,331,35,16
dothan,3347935000,332,35,16
dothan,3347935000,333,35,16
dothan,3347935000,334,35,16
dothan,3347935000,335,35,16
dothan,3347935000,336,35,16
dothan,3347935000,337,35,16
dothan,3347935000,338,35,16
dothan,3347935000,339,35,16
dothan,3347935000,340,35,16
dothan,3347935000,341,35,16
dothan,xx479x5000,342,36,1
dothan,3347935000,343,35,16
dothan,3347935000,344,35,16
dothan,3347935000,345,35,16
dothan,3347935000,346,35,16
dothan,3347935000,347,35,16
birmingham,2059397000,348,37,5
birmingham,2059397000,349,37,5
birmingham,2059397000,350,37,5
birmingham,2059397000,351,37,5
birmingham,2059397000,352,37,5
decatur,2563412000,353,38,1
winfield,2054877736,354,39,24
winfield,2054877736,355,39,24
winfield,2054877736,356,39,24
winfield,2054877736,357,39,24
winfield,2054877736,358,39,24
winfield,2054877736,359,39,24
winfield,2054877736,360,39,24
winfield,2054877736,361,39,24
winfield,2054877736,362,39,24
winfield,2054877736,363,39,24
winfield,2054877736,364,39,24
winfield,2054877736,365,39,24
winfield,2054877736,366,39,24
winfielx,2054877736,367,40,1
winfield,2054877736,368,39,24
winfield,2054877736,369,39,24
winfield,2054877736,370,39,24
winfield,2054877736,371,39,24
winfield,2054877736,372,39,24
winfield,2054877736,373,39,24
winfield,2054877736,374,39,24
winfield,2054877736,375,39,24
winfield,2054877736,376,39,24
winfield,2054877736,377,39,24
winfield,2054877736,378,39,24
mobile,2514717110,379,41,10
mobile,2514717110,380,41,10
mobile,25x47x7xx0,381,42,3
mobile,2514717110,382,41,10
mobile,2514717110,383,41,10
mobile,25x47x7xx0,384,42,3
mobile,2514717110,385,41,10
mobile,25x47x7xx0,386,42,3
mobile,2514717110,387,41,10
mobile,2514717110,388,41,10
mobile,2514717110,389,41,10
mobile,2514717110,390,41,10
mobile,2514717110,391,41,10
prattville,3343614267,392,43,19
prattville,33x361x267,393,44,1
prattville,3343614267,394,43,19
prattville,3343614267,395,43,19
prattville,3343614267,396,43,19
prattville,3343614267,397,43,19
prattville,3343614267,398,43,19
prattville,3343614267,399,43,19
prattville,3343614267,400,43,19
prattville,3343614267,401,43,19
prattville,3343614267,402,43,19
prattville,3343614267,403,43,19
prattville,3343614267,404,43,19
prattville,3343614267,405,43,19
prattville,3343614267,406,43,19
prattville,3343614267,407,43,19
prattville,3343614267,408,43,19
prattville,3343614267,409,43,19
prattville,3343614267,410,43,19
prattville,3343614267,411,43,19
russellville,2563321611,412,45,2
russellville,2563321611,413,45,2
sylacauga,2562495000,414,46,18
sylacauga,2562495000,415,46,18
sylacauga,2562495000,416,46,18
sylacauga,2562495000,417,46,18
sylacauga,2562495000,418,46,18
sylacauga,2562495000,419,46,18
sylacauga,2562495000,420,46,18
sylacauga,2562495000,421,46,18
sylacauga,2562495000,422,46,18
sylacauga,2562495000,423,46,18
sylacauga,2562495000,424,46,18
sylacauga,2562495000,425,46,18
sylacauga,2562495000,426,46,18
sylacauga,2562495000,427,46,18
sylacauga,2562495000,428,46,18
sylacauga,2562495000,429,46,18
sylacauga,2562495000,430,46,18
sylacauga,2562495000,431,46,18
anchorage,9072761131,432,47,17
anchorage,9072761131,433,47,17
anchorage,9072761131,434,47,17
anchorage,9072761131,435,47,17
anchorage,9072761131,436,47,17
anchoraxe,9072761131,437,48,1
anchorage,9072761131,438,47,17
anchorage,9072761131,439,47,17
anchorage,9072761131,440,47,17
anchorage,9072761131,441,47,17
anchorage,9072761131,442,47,17
anchorage,9072761131,443,47,17
anchorage,9072761131,444,47,17
anchorage,9072761131,445,47,17
anchorage,9072761131,446,47,17
anchorage,9072761131,447,47,17
anchorage,9072761131,448,47,17
anchorage,9072761131,449,47,17
bethel,9075436300,450,49,2
bethel,9075436300,451,49,2
sheffield,2563864556,452,3,24
sheffield,2563864556,453,3,24
sheffield,2563864556,454,3,24
sheffield,2563864556,455,3,24
sheffield,2563864556,456,3,24
sheffield,2563864556,457,3,24
sheffield,2563864556,458,3,24
sheffield,2563864556,459,3,24
sheffield,2563864556,460,3,24
sheffield,2563864556,461,3,24
sheffield,2563864556,462,3,24
sheffield,2563864556,463,3,24
sheffield,2563864556,464,3,24
sheffield,2563864556,465,3,24
ozark,3347742601,466,50,22
ozark,3347742601,467,50,22
ozark,3347742601,468,50,22
ozark,3347742601,469,50,22
ozark,3347742601,470,50,22
ozark,334774x601,471,51,1
ozark,3347742601,472,50,22
ozark,3347742601,473,50,22
ozarx,3347742601,474,52,1
ozark,3347742601,475,50,22
ozark,3347742601,476,50,22
ozark,3347742601,477,50,22
ozark,3347742601,478,50,22
ozark,3347742601,479,50,22
ozark,3347742601,480,50,22
ozark,3347742601,481,50,22
ozark,3347742601,482,50,22
ozark,3347742601,483,50,22
ozark,3347742601,484,50,22
xzark,3347742601,485,53,1
ozark,3347742601,486,50,22
ozark,3347742601,487,50,22
ozark,3347742601,488,50,22
ozark,3347742601,489,50,22
ozark,3347742601,490,50,22
centre,2569275531,491,54,25
centre,2569275531,492,54,25
centre,2569275531,493,54,25
centre,2569275531,494,54,25
centre,2569275531,495,54,25
centre,2569275531,496,54,25
centre,2569275531,497,54,25
centre,2569275531,498,54,25
centre,2569275531,499,54,25
centre,2569275531,500,54,25
centre,2569275531,501,54,25
centre,2569275531,502,54,25
centre,2569275531,503,54,25
centre,2569275531,504,54,25
centre,2569275531,505,54,25
centre,2569275531,506,54,25
centre,2569275531,507,54,25
centre,2569275531,508,54,25
centre,2569275531,509,54,25
centre,2569275531,510,54,25
centre,2569275531,511,54,25
centre,2569275531,512,54,25
centre,2569275531,513,54,25
centre,2569275531,514,54,25
centre,2569275531,515,54,25
montgomery,3342xx2100,516,55,1
montxomery,3342882100,517,56,1
montgomery,3342882100,518,57,23
montgomery,3342882100,519,57,23
montgomery,3342882100,520,57,23
montgomery,3342882100,521,57,23
montgomery,3342882100,522,57,23
montgomery,3342882100,523,57,23
montgomery,3342882100,524,57,23
montgomery,3342882100,525,57,23
montgomery,3342882100,526,57,23
montgomery,3342882100,527,57,23
montgomery,3342882100,528,57,23
montgomery,3342882100,529,57,23
montgomery,3342882100,530,57,23
montgomery,3342882100,531,57,23
montgomery,3342882100,532,57,23
montgomery,3342882100,533,57,23
montgomery,3342882100,534,57,23
montgomery,3342882100,535,57,23
montgomery,3342882100,536,57,23
montgomery,3342882100,537,57,23
montgomery,3342882100,538,57,23
montgomery,3342882100,539,57,23
montgomery,3342882100,540,57,23
montgomery,3342938000,541,58,22
montgomery,3342938000,542,58,22
montgomery,3342938000,543,58,22
montgomery,3342938000,544,58,22
montgomery,3342938000,545,58,22
montgomery,3342938000,546,58,22
montgomery,3342938000,547,58,22
montgomery,3342938xxx,548,59,2
montgomery,3342938000,549,58,22
montgomery,3342938000,550,58,22
montgomery,3342938000,551,58,22
montgomery,3342938000,552,58,22
montgomery,3342938000,553,58,22
montgomery,3342938000,554,58,22
montgomery,3342938000,555,58,22
montgomery,3342938000,556,58,22
montgomery,3342938000,557,58,22
montgomery,3342938000,558,58,22
montgomery,3342938000,559,58,22
montgomery,3342938000,560,58,22
montgomery,33x2938000,561,60,1
montgomery,3342938xxx,562,59,2
montgomery,3342938000,563,58,22
montgomery,3342938000,564,58,22
montgomery,3342938000,565,58,22
valley,3347561400,566,61,22
valley,3347561400,567,61,22
valley,3347561400,568,61,22
valley,3347561400,569,61,22
valley,3347561400,570,61,22
valley,3347561400,571,61,22
valley,334x561400,572,62,1
valley,3347561400,573,61,22
valley,3347561400,574,61,22
valley,3347561400,575,61,22
valley,3347561400,576,61,22
valley,3347561400,577,61,22
vallex,3347561400,578,63,1
valley,3347561400,579,61,22
valley,3347561400,580,61,22
valley,3347561400,581,61,22
valley,3347561400,582,61,22
valley,3347561400,583,61,22
valley,3347561400,584,61,22
valley,3347561400,585,61,22
valley,3347561400,586,61,22
valley,3347561400,587,61,22
valley,3347561400,588,61,22
valley,3347561400,589,61,22
vxlley,3347561400,590,64,1
elba,3348972257,591,65,23
elba,3348972257,592,65,23
elba,33x8972257,593,66,1
elba,3348972257,594,65,23
elba,3348972257,595,65,23
elba,3348972257,596,65,23
elba,3348972257,597,65,23
elba,3348972257,598,65,23
elba,3348972257,599,65,23
elba,3348972257,600,65,23
exba,3348972257,601,67,1
elba,3348972257,602,65,23
elba,3348972257,603,65,23
elba,3348972257,604,65,23
elba,3348972257,605,65,23
elba,3348972257,606,65,23
elba,3348972257,607,65,23
elba,3348972257,608,65,23
elba,3348972257,609,65,23
elba,3348972257,610,65,23
elba,3348972257,611,65,23
elba,3348972257,612,65,23
elba,3348972257,613,65,23
elba,3348972257,614,65,23
elba,3348972257,615,65,23
opelika,3347493411,616,68,25
opelika,3347493411,617,68,25
opelika,3347493411,618,68,25
opelika,3347493411,619,68,25
opelika,3347493411,620,68,25
opelika,3347493411,621,68,25
opelika,3347493411,622,68,25
opelika,3347493411,623,68,25
opelika,3347493411,624,68,25
opelika,3347493411,625,68,25
opelika,3347493411,626,68,25
opelika,3347493411,627,68,25
opelika,3347493411,628,68,25
opelika,3347493411,629,68,25
opelika,3347493411,630,68,25
opelika,3347493411,631,68,25
opelika,3347493411,632,68,25
opelika,3347493411,633,68,25
opelika,3347493411,634,68,25
opelika,3347493411,635,68,25
opelika,3347493411,636,68,25
opelika,3347493411,637,68,25
opelika,3347493411,638,68,25
opelika,3347493411,639,68,25
opelika,3347493411,640,68,25
wedowee,2563572111,641,69,24
wedowee,2563572111,642,69,24
wedowee,2563572111,643,69,24
wedowee,2563572111,644,69,24
wedowee,2563572111,645,69,24
wedowee,2563572111,646,69,24
wedowee,2563572111,647,69,24
wedowee,2563572111,648,69,24
wedowee,2563572111,649,69,24
wedowee,2563572111,650,69,24
wedowee,2563572111,651,69,24
wedowee,2563572111,652,69,24
wedowee,2563572111,653,69,24
wxdowxx,2563572111,654,70,1
wedowee,2563572111,655,69,24
wedowee,2563572111,656,69,24
wedowee,2563572111,657,69,24
wedowee,2563572111,658,69,24
wedowee,2563572111,659,69,24
wedowee,2563572111,660,69,24
wedowee,2563572111,661,69,24
wedowee,2563572111,662,69,24
wedowee,2563572111,663,69,24
wedowee,2563572111,664,69,24
wedowee,2563572111,665,69,24
birmingham,20593xx011,666,71,1
birmingham,2059344011,667,72,23
birmingham,2059344011,668,72,23
birmingham,2059344011,669,72,23
birmingham,2059344011,670,72,23
birmingham,2059344011,671,72,23
birmingham,2059344011,672,72,23
birmingham,2059344011,673,72,23
birmingham,2059344011,674,72,23
birmingham,2059344011,675,72,23
birmingham,2059344011,676,72,23
birmingham,2059344011,677,72,23
birmingham,2059344011,678,72,23
birmingham,2059344011,679,72,23
birmingham,2059344011,680,72,23
birmingham,2059344011,681,72,23
birmingham,2059344011,682,72,23
birmingham,2059344011,683,72,23
birmingham,2059344011,684,72,23
birmingham,2059344011,685,72,23
birmingham,2059344011,686,72,23
birmingham,2059344011,687,72,23
birmingham,2059344011,688,72,23
birmingham,2059344011,689,72,23
birminxham,2059344011,690,73,1
tallassee,3342836541,691,74,22
tallassee,3342836541,692,74,22
tallassee,3342836541,693,74,22
tallassee,3342836541,694,74,22
tallassee,3342836541,695,74,22
tallaxxee,3342836541,696,75,1
tallassee,3342836541,697,74,22
tallassee,3342836541,698,74,22
tallassee,334x836541,699,76,1
tallassee,3342836541,700,74,22
tallassee,3342836541,701,74,22
tallassee,3342836541,702,74,22
tallassee,3342836541,703,74,22
tallassee,3342836541,704,74,22
tallassee,3342836541,705,74,22
tallassee,3342836541,706,74,22
tallassee,3342836541,707,74,22
tallassee,3342836541,708,74,22
tallassee,3342836541,709,74,22
tallassee,3342836541,710,74,22
tallassee,3342836541,711,74,22
tallassee,3342836541,712,74,22
tallassee,33x28365x1,713,77,1
tallassee,3342836541,714,74,22
tallassee,3342836541,715,74,22
cullman,2567372000,716,78,24
cullman,2567372000,717,78,24
cullman,2567372000,718,78,24
cullman,2567372000,719,78,24
cullman,2567372000,720,78,24
cullman,2567372000,721,78,24
cullman,2567372000,722,78,24
cullman,2567372000,723,78,24
cullman,2567372000,724,78,24
cullman,2567372000,725,78,24
cullman,2567372000,726,78,24
cullman,2567372000,727,78,24
cullman,2567372000,728,78,24
cullman,2567372000,729,78,24
cullman,2567372000,730,78,24
cullman,2567372000,731,78,24
cullman,2567372000,732,78,24
cullman,2567372000,733,78,24
cullman,2567372000,734,78,24
cullman,2567372000,735,78,24
cuxxman,2567372000,736,79,1
cullman,2567372000,737,78,24
cullman,2567372000,738,78,24
cullman,2567372000,739,78,24
cullman,2567372000,740,78,24
andalusia,3342228466,741,80,22
andalusia,3342228466,742,80,22
andalusia,3342228466,743,80,22
andalusia,3342228466,744,80,22
andalusia,3342228466,745,80,22
andalusia,3342228466,746,80,22
andalusia,3342228466,747,80,22
andalusia,3342228466,748,80,22
andalusia,3342228466,749,80,22
andalusia,3342228466,750,80,22
andalusia,334xxx8466,751,81,1
andalusia,3342228466,752,80,22
andalusia,3342228466,753,80,22
andalusia,3342228466,754,80,22
andalusia,3342228466,755,80,22
andaluxia,3342228466,756,82,1
andalusia,3342228466,757,80,22
andalusia,3342228466,758,80,22
andalusia,3342228466,759,80,22
andalusia,3342228466,760,80,22
andalusia,3342228466,761,80,22
andalusia,3342228466,762,80,22
andalusia,33422284xx,763,83,1
andalusia,3342228466,764,80,22
andalusia,3342228466,765,80,22
anniston,2562358900,766,33,25
anniston,2562358900,767,33,25
anniston,2562358900,768,33,25
anniston,2562358900,769,33,25
anniston,2562358900,770,33,25
anniston,2562358900,771,33,25
annxston,2562358900,772,84,1
anniston,2562358900,773,33,25
huntsville,2562651000,774,85,28
huntsville,2562651000,775,85,28
huntsville,2562651000,776,85,28
huntsville,2562651000,777,85,28
huntsville,2562651000,778,85,28
huntsville,2562651000,779,85,28
huntsville,2562651000,780,85,28
huntsville,2562651000,781,85,28
huntsville,2562651000,782,85,28
huntsville,2562651000,783,85,28
huntsville,2562651000,784,85,28
huntsville,2562651000,785,85,28
huntsville,2562651000,786,85,28
huntsville,2562651000,787,85,28
huntsville,2562651000,788,85,28
huntsville,2562651000,789,85,28
huntsville,2562651000,790,85,28
huntsville,2562651000,791,85,28
huntsville,2562651000,792,85,28
huntsville,2562651000,793,85,28
huntsville,2562651000,794,85,28
huntsville,2562651000,795,85,28
huntsville,2562651000,796,85,28
huntsville,2562651000,797,85,28
huntsville,2562651000,798,85,28
huntsville,2562651000,799,85,28
huntsville,2562651000,800,85,28
huntsville,2562651000,801,85,28
gadsden,2564944000,802,86,23
gadsden,2564944000,803,86,23
gadsden,2564944000,804,86,23
gadsden,2564944000,805,86,23
gadsden,2564944000,806,86,23
gadsden,2564944000,807,86,23
gadsden,2564944000,808,86,23
gadsden,2564944000,809,86,23
gadsden,2564944000,810,86,23
gadsden,2564944000,811,86,23
gadsden,2564944000,812,86,23
gadsden,2564944000,813,86,23
gadsden,2564944000,814,86,23
gadsden,2564944000,815,86,23
gadsden,2564944000,816,86,23
gadsden,2564944000,817,86,23
gadsden,2564944000,818,86,23
gadsden,2564944000,819,86,23
gadsden,2564944000,820,86,23
gxdsden,2564944000,821,87,1
gadsden,2564944000,822,86,23
gadsden,2564944000,823,86,23
gadsden,2564944xxx,824,88,1
gadsden,2564944000,825,86,23
gadsden,2564944000,826,86,23
clanton,2057552500,827,89,25
clanton,2057552500,828,89,25
clanton,2057552500,829,89,25
clanton,2057552500,830,89,25
clanton,2057552500,831,89,25
clanton,2057552500,832,89,25
clanton,2057552500,833,89,25
clanton,2057552500,834,89,25
clanton,2057552500,835,89,25
clanton,2057552500,836,89,25
clanton,2057552500,837,89,25
clanton,2057552500,838,89,25
clanton,2057552500,839,89,25
clanton,2057552500,840,89,25
clanton,2057552500,841,89,25
clanton,2057552500,842,89,25
clanton,2057552500,843,89,25
clanton,2057552500,844,89,25
clanton,2057552500,845,89,25
clanton,2057552500,846,89,25
clanton,2057552500,847,89,25
clanton,2057552500,848,89,25
clanton,2057552500,849,89,25
clanton,2057552500,850,89,25
clanton,2057552500,851,89,25
hamilton,2059216200,852,90,23
hamilton,2059216200,853,90,23
hamilton,2059216200,854,90,23
hamilxon,x059x16x00,855,91,1
hamilton,2059216200,856,90,23
hamilton,2059216200,857,90,23
hamilton,2059216200,858,90,23
hamilton,2059216200,859,90,23
hamilton,2059216200,860,90,23
hamilton,2059216200,861,90,23
hamilton,2059216200,862,90,23
hamilton,2059216200,863,90,23
hamilton,2059216200,864,90,23
hamilton,20x9216200,865,92,1
hamilton,2059216200,866,90,23
hamilton,2059216200,867,90,23
hamilton,2059216200,868,90,23
hamilton,2059216200,869,90,23
hamilton,2059216200,870,90,23
hamilton,2059216200,871,90,23
hamilton,2059216200,872,90,23
hamilton,2059216200,873,90,23
hamilton,2059216200,874,90,23
hamilton,2059216200,875,90,23
hamilton,2059216200,876,90,23
fayette,2059325966,877,93,22
fayette,2059325966,878,93,22
fayette,2059325966,879,93,22
fayette,2059325966,880,93,22
fayette,x0593x5966,881,94,2
fayette,2059325966,882,93,22
fayette,x0593x5966,883,94,2
fayette,2059325966,884,93,22
fayette,2059325966,885,93,22
fayette,2059325966,886,93,22
fayette,2059325966,887,93,22
fayette,2059325966,888,93,22
fayette,2059325966,889,93,22
fayette,2059325966,890,93,22
fayette,2059325966,891,93,22
fayette,2059325966,892,93,22
fayette,2059325966,893,93,22
fayette,2059325966,894,93,22
faxette,2059325966,895,95,1
fayette,2059325966,896,93,22
fayette,2059325966,897,93,22
fayette,2059325966,898,93,22
fayette,2059325966,899,93,22
