CountyName,original_index,unique_index,count
jefferson,200,0,99
jefferson,201,0,99
jefferson,202,0,99
jefferson,203,0,99
jefferson,204,0,99
jefferson,205,0,99
jefferson,206,0,99
jefferson,207,0,99
jefferson,208,0,99
jefferson,209,0,99
jefferson,210,0,99
jefferson,211,0,99
jefferson,212,0,99
jefferson,213,0,99
jefferson,214,0,99
jefferson,215,0,99
jeffersxn,216,11,1
jefferson,217,0,99
jefferson,218,0,99
de kalb,219,12,21
de kalb,220,12,21
dx kalb,221,13,2
de kalb,222,12,21
xe kalb,223,14,2
de kalb,224,12,21
de kalb,225,12,21
de kalb,226,12,21
dx kalb,227,13,2
de kalb,228,12,21
de kalb,229,12,21
de kalb,230,12,21
de kalb,231,12,21
de kalb,232,12,21
de kalb,233,12,21
de kalb,234,12,21
de kalb,235,12,21
de kalb,236,12,21
de kalb,237,12,21
xe kalb,238,14,2
de kalb,239,12,21
de kalb,240,12,21
de kalb,241,12,21
de kalb,242,12,21
de kalb,243,12,21
clarke,244,15,24
clarke,245,15,24
clarke,246,15,24
clarke,247,15,24
clarke,248,15,24
clarke,249,15,24
clarke,250,15,24
clarke,251,15,24
xlarke,252,16,1
clarke,253,15,24
clarke,254,15,24
clarke,255,15,24
clarke,256,15,24
clarke,257,15,24
clarke,258,15,24
clarke,259,15,24
clarke,260,15,24
clarke,261,15,24
clarke,262,15,24
clarke,263,15,24
clarke,264,15,24
clarke,265,15,24
clarke,266,15,24
clarke,267,15,24
clarke,268,15,24
shelby,269,17,25
shelby,270,17,25
shelby,271,17,25
shelby,272,17,25
shelby,273,17,25
shelby,274,17,25
shelby,275,17,25
shelby,276,17,25
shelby,277,17,25
shelby,278,17,25
shelby,279,17,25
shelby,280,17,25
shelby,281,17,25
shelby,282,17,25
shelby,283,17,25
shelby,284,17,25
shelby,285,17,25
shelby,286,17,25
shelby,287,17,25
shelby,288,17,25
shelby,289,17,25
shelby,290,17,25
shelby,291,17,25
shelby,292,17,25
shelby,293,17,25
jefferson,294,0,99
jefferson,295,0,99
jefferson,296,0,99
jefferson,297,0,99
jefferson,298,0,99
jefferson,299,0,99
jefferson,300,0,99
jefferson,301,0,99
jefferson,302,0,99
jefferson,303,0,99
jefferson,304,0,99
jefferson,305,0,99
jefferson,306,0,99
jefferson,307,0,99
jefferson,308,0,99
jefferson,309,0,99
jefferson,310,0,99
calhoun,311,18,26
calhoxn,312,19,1
calhoun,313,18,26
calhoun,314,18,26
calhoun,315,18,26
calhoun,316,18,26
calhoun,317,18,26
calhoun,318,18,26
calhoun,319,18,26
calhoun,320,18,26
calhoun,321,18,26
calhoun,322,18,26
calhoun,323,18,26
caxhoun,324,20,1
calhoun,325,18,26
calhoun,326,18,26
calhoun,327,18,26
calhoun,328,18,26
calhoun,329,18,26
calhoun,330,18,26
houston,331,1,41
houston,332,1,41
houston,333,1,41
houston,334,1,41
houston,335,1,41
houston,336,1,41
houston,337,1,41
houston,338,1,41
houston,339,1,41
houston,340,1,41
houston,341,1,41
houston,342,1,41
houston,343,1,41
houston,344,1,41
houston,345,1,41
housxon,346,21,1
houston,347,1,41
jefferson,348,0,99
jefferson,349,0,99
jefferson,350,0,99
jefferson,351,0,99
jefferson,352,0,99
morgan,353,10,26
marion,354,22,50
marion,355,22,50
marion,356,22,50
marion,357,22,50
marion,358,22,50
marion,359,22,50
marion,360,22,50
marion,361,22,50
marion,362,22,50
marion,363,22,50
marion,364,22,50
marion,365,22,50
marion,366,22,50
marion,367,22,50
marion,368,22,50
marion,369,22,50
marion,370,22,50
marion,371,22,50
marion,372,22,50
marion,373,22,50
marion,374,22,50
marion,375,22,50
marion,376,22,50
marion,377,22,50
marion,378,22,50
mobile,379,23,13
mobile,380,23,13
mobile,381,23,13
mobile,382,23,13
mobile,383,23,13
mobile,384,23,13
mobile,385,23,13
mobile,386,23,13
mobile,387,23,13
mobile,388,23,13
mobile,389,23,13
mobile,390,23,13
mobile,391,23,13
autauga,392,24,20
autauga,393,24,20
autauga,394,24,20
autauga,395,24,20
autauga,396,24,20
autauga,397,24,20
autauga,398,24,20
autauga,399,24,20
autauga,400,24,20
autauga,401,24,20
autauga,402,24,20
autauga,403,24,20
autauga,404,24,20
autauga,405,24,20
autauga,406,24,20
autauga,407,24,20
autauga,408,24,20
autauga,409,24,20
autauga,410,24,20
autauga,411,24,20
franklin,412,25,2
franklin,413,25,2
talladega,414,26,17
tallaxega,415,27,1
talladega,416,26,17
talladega,417,26,17
talladega,418,26,17
talladega,419,26,17
talladega,420,26,17
talladega,421,26,17
talladega,422,26,17
talladega,423,26,17
talladega,424,26,17
talladega,425,26,17
talladega,426,26,17
talladega,427,26,17
talladega,428,26,17
talladega,429,26,17
talladega,430,26,17
talladega,431,26,17
anchorage,432,28,18
anchorage,433,28,18
anchorage,434,28,18
anchorage,435,28,18
anchorage,436,28,18
anchorage,437,28,18
anchorage,438,28,18
anchorage,439,28,18
anchorage,440,28,18
anchorage,441,28,18
anchorage,442,28,18
anchorage,443,28,18
anchorage,444,28,18
anchorage,445,28,18
anchorage,446,28,18
anchorage,447,28,18
anchorage,448,28,18
anchorage,449,28,18
bethel,450,29,2
bethel,451,29,2
jefferson,452,0,99
jefferson,453,0,99
jefferson,454,0,99
jefferson,455,0,99
jxffxrson,456,30,2
xefferson,457,31,1
jefferson,458,0,99
jefferson,459,0,99
jefferson,460,0,99
jefferson,461,0,99
jefferson,462,0,99
jefferson,463,0,99
jefferson,464,0,99
jexxerson,465,32,2
dale,466,33,25
dale,467,33,25
dale,468,33,25
dale,469,33,25
dale,470,33,25
dale,471,33,25
dale,472,33,25
dale,473,33,25
dale,474,33,25
dale,475,33,25
dale,476,33,25
dale,477,33,25
dale,478,33,25
dale,479,33,25
dale,480,33,25
dale,481,33,25
dale,482,33,25
dale,483,33,25
dale,484,33,25
dale,485,33,25
dale,486,33,25
dale,487,33,25
dale,488,33,25
dale,489,33,25
dale,490,33,25
cherokee,491,34,23
cherokee,492,34,23
cherokee,493,34,23
cherokee,494,34,23
cherokee,495,34,23
cherokee,496,34,23
cherokee,497,34,23
cherokee,498,34,23
cherokee,499,34,23
cherokee,500,34,23
cherokee,501,34,23
chxrokxx,502,35,2
cherokee,503,34,23
cherokee,504,34,23
cherokee,505,34,23
cherokee,506,34,23
cherokee,507,34,23
cherokee,508,34,23
cherokee,509,34,23
cherokee,510,34,23
cherokee,511,34,23
cherokee,512,34,23
chxrokxx,513,35,2
cherokee,514,34,23
cherokee,515,34,23
montgomery,516,36,47
montgomery,517,36,47
montgomery,518,36,47
montgomery,519,36,47
montgomery,520,36,47
montgomery,521,36,47
montgomery,522,36,47
montgomery,523,36,47
montgomery,524,36,47
montgomery,525,36,47
montgomery,526,36,47
monxgomery,527,37,2
montgomery,528,36,47
montgomery,529,36,47
montgomery,530,36,47
montgomery,531,36,47
montgomery,532,36,47
montgomery,533,36,47
montgomery,534,36,47
montgomery,535,36,47
montgomery,536,36,47
montgomery,537,36,47
montgomery,538,36,47
montgomery,539,36,47
montgomexy,540,38,1
montgomery,541,36,47
montgomery,542,36,47
montgomery,543,36,47
montgomery,544,36,47
montgomery,545,36,47
montgomery,546,36,47
montgomery,547,36,47
montgomery,548,36,47
montgomery,549,36,47
montgomery,550,36,47
monxgomery,551,37,2
montgomery,552,36,47
montgomery,553,36,47
montgomery,554,36,47
montgomery,555,36,47
montgomery,556,36,47
montgomery,557,36,47
montgomery,558,36,47
montgomery,559,36,47
montgomery,560,36,47
montgomery,561,36,47
montgomery,562,36,47
montgomery,563,36,47
montgomery,564,36,47
montgomery,565,36,47
chambers,566,39,23
chambers,567,39,23
chambers,568,39,23
chambers,569,39,23
chambers,570,39,23
chambers,571,39,23
chambers,572,39,23
chambers,573,39,23
chambers,574,39,23
chambers,575,39,23
chambers,576,39,23
chambers,577,39,23
xhambers,578,40,1
chambers,579,39,23
chambers,580,39,23
chambers,581,39,23
chambers,582,39,23
chambers,583,39,23
chambers,584,39,23
chambers,585,39,23
chambers,586,39,23
chambers,587,39,23
chambers,588,39,23
chambers,589,39,23
chaxbers,590,41,1
coffee,591,42,48
coffee,592,42,48
coffee,593,42,48
coffee,594,42,48
coffee,595,42,48
coffee,596,42,48
coffee,597,42,48
coffee,598,42,48
coffee,599,42,48
coffee,600,42,48
coffee,601,42,48
coffxx,602,43,1
coffee,603,42,48
coffee,604,42,48
coffee,605,42,48
coffee,606,42,48
coffee,607,42,48
coffee,608,42,48
coffee,609,42,48
coffee,610,42,48
coffee,611,42,48
coffee,612,42,48
coffee,613,42,48
coffee,614,42,48
coffee,615,42,48
lee,616,44,24
lee,617,44,24
lee,618,44,24
lee,619,44,24
lee,620,44,24
lee,621,44,24
lee,622,44,24
lee,623,44,24
lee,624,44,24
lee,625,44,24
lee,626,44,24
lee,627,44,24
lee,628,44,24
lee,629,44,24
lee,630,44,24
lee,631,44,24
lee,632,44,24
xee,633,45,1
lee,634,44,24
lee,635,44,24
lee,636,44,24
lee,637,44,24
lee,638,44,24
lee,639,44,24
lee,640,44,24
randolph,641,46,25
randolph,642,46,25
randolph,643,46,25
randolph,644,46,25
randolph,645,46,25
randolph,646,46,25
randolph,647,46,25
randolph,648,46,25
randolph,649,46,25
randolph,650,46,25
randolph,651,46,25
randolph,652,46,25
randolph,653,46,25
randolph,654,46,25
randolph,655,46,25
randolph,656,46,25
randolph,657,46,25
randolph,658,46,25
randolph,659,46,25
randolph,660,46,25
randolph,661,46,25
randolph,662,46,25
randolph,663,46,25
randolph,664,46,25
randolph,665,46,25
jefferson,666,0,99
jefferson,667,0,99
jefferson,668,0,99
jefferson,669,0,99
jefferson,670,0,99
jefferson,671,0,99
jxffxrson,672,30,2
jefferson,673,0,99
jefferson,674,0,99
jefferson,675,0,99
jefferson,676,0,99
jefferson,677,0,99
jefferson,678,0,99
jefferson,679,0,99
jefferson,680,0,99
jefferson,681,0,99
jefferson,682,0,99
jefferson,683,0,99
jefferson,684,0,99
jefferson,685,0,99
jefferson,686,0,99
jefferson,687,0,99
jefferson,688,0,99
jexxerson,689,32,2
jefferson,690,0,99
elmore,691,47,23
elmoxe,692,48,1
elmore,693,47,23
elmore,694,47,23
elmore,695,47,23
elmore,696,47,23
elmore,697,47,23
elxore,698,49,1
elmore,699,47,23
elmore,700,47,23
elmore,701,47,23
elmore,702,47,23
elmore,703,47,23
elmore,704,47,23
elmore,705,47,23
elmore,706,47,23
elmore,707,47,23
elmore,708,47,23
elmore,709,47,23
elmore,710,47,23
elmore,711,47,23
elmore,712,47,23
elmore,713,47,23
elmore,714,47,23
elmore,715,47,23
cullman,716,50,23
cullman,717,50,23
cullman,718,50,23
cullman,719,50,23
cullman,720,50,23
cullman,721,50,23
cxllman,722,51,2
cullman,723,50,23
cullman,724,50,23
cullman,725,50,23
cullman,726,50,23
cullman,727,50,23
cullman,728,50,23
cullman,729,50,23
cxllman,730,51,2
cullman,731,50,23
cullman,732,50,23
cullman,733,50,23
cullman,734,50,23
cullman,735,50,23
cullman,736,50,23
cullman,737,50,23
cullman,738,50,23
cullman,739,50,23
cullman,740,50,23
covington,741,7,49
covington,742,7,49
covington,743,7,49
covington,744,7,49
covington,745,7,49
covington,746,7,49
covington,747,7,49
covington,748,7,49
covington,749,7,49
covington,750,7,49
covington,751,7,49
coxington,752,52,1
covington,753,7,49
covington,754,7,49
covington,755,7,49
covington,756,7,49
covington,757,7,49
covington,758,7,49
covington,759,7,49
covington,760,7,49
covington,761,7,49
covington,762,7,49
covington,763,7,49
covington,764,7,49
covington,765,7,49
calhoun,766,18,26
calhoun,767,18,26
calhoun,768,18,26
calhoun,769,18,26
calhoun,770,18,26
calhoun,771,18,26
calhoun,772,18,26
calhoun,773,18,26
madison,774,53,26
madison,775,53,26
madison,776,53,26
madison,777,53,26
madison,778,53,26
madison,779,53,26
madison,780,53,26
madison,781,53,26
madison,782,53,26
madison,783,53,26
madison,784,53,26
madisxn,785,54,1
madison,786,53,26
madison,787,53,26
madison,788,53,26
madison,789,53,26
madison,790,53,26
madison,791,53,26
madison,792,53,26
madison,793,53,26
madison,794,53,26
madison,795,53,26
madison,796,53,26
madison,797,53,26
madisox,798,55,1
madison,799,53,26
madison,800,53,26
madison,801,53,26
etowah,802,56,52
etowah,803,56,52
etowah,804,56,52
etowah,805,56,52
etowah,806,56,52
etowah,807,56,52
etowah,808,56,52
etowah,809,56,52
etowah,810,56,52
etowah,811,56,52
etowah,812,56,52
etowah,813,56,52
etowah,814,56,52
etowah,815,56,52
etowah,816,56,52
etowah,817,56,52
etowah,818,56,52
etowah,819,56,52
etowah,820,56,52
etowah,821,56,52
etowah,822,56,52
etowah,823,56,52
etowah,824,56,52
etowah,825,56,52
etowah,826,56,52
chilton,827,57,25
chilton,828,57,25
chilton,829,57,25
chilton,830,57,25
chilton,831,57,25
chilton,832,57,25
chilton,833,57,25
chilton,834,57,25
chilton,835,57,25
chilton,836,57,25
chilton,837,57,25
chilton,838,57,25
chilton,839,57,25
chilton,840,57,25
chilton,841,57,25
chilton,842,57,25
chilton,843,57,25
chilton,844,57,25
chilton,845,57,25
chilton,846,57,25
chilton,847,57,25
chilton,848,57,25
chilton,849,57,25
chilton,850,57,25
chilton,851,57,25
marion,852,22,50
marion,853,22,50
marion,854,22,50
marion,855,22,50
marion,856,22,50
marion,857,22,50
marion,858,22,50
marion,859,22,50
marion,860,22,50
marion,861,22,50
marion,862,22,50
marion,863,22,50
marion,864,22,50
marion,865,22,50
marion,866,22,50
marion,867,22,50
marion,868,22,50
marion,869,22,50
marion,870,22,50
marion,871,22,50
marion,872,22,50
marion,873,22,50
marion,874,22,50
marion,875,22,50
marion,876,22,50
fayette,877,58,24
fayette,878,58,24
fayette,879,58,24
fayette,880,58,24
fayette,881,58,24
fayette,882,58,24
fayette,883,58,24
fayette,884,58,24
fayette,885,58,24
fayette,886,58,24
fayette,887,58,24
fayette,888,58,24
fayette,889,58,24
fayette,890,58,24
fayette,891,58,24
fayette,892,58,24
fayette,893,58,24
fayette,894,58,24
fayexxe,895,59,1
fayette,896,58,24
fayette,897,58,24
fayette,898,58,24
fayette,899,58,24
fayette,900,58,24
fayette,901,58,24
etowah,902,56,52
etowah,903,56,52
etowah,904,56,52
etowah,905,56,52
etowah,906,56,52
etowah,907,56,52
etowah,908,56,52
etowah,909,56,52
etowah,910,56,52
etowah,911,56,52
etowah,912,56,52
etowah,913,56,52
etowah,914,56,52
etowah,915,56,52
etowah,916,56,52
etowxh,917,60,1
etowah,918,56,52
etowah,919,56,52
etowah,920,56,52
etowah,921,56,52
etowah,922,56,52
etowah,923,56,52
etowah,924,56,52
etowah,925,56,52
etowah,926,56,52
etowah,927,56,52
etowah,928,56,52
etowah,929,56,52
butler,930,61,24
butler,931,61,24
butler,932,61,24
butler,933,61,24
butler,934,61,24
butler,935,61,24
butler,936,61,24
butler,937,61,24
butler,938,61,24
butler,939,61,24
butler,940,61,24
butler,941,61,24
butler,942,61,24
butxer,943,62,1
butler,944,61,24
butler,945,61,24
butler,946,61,24
butler,947,61,24
butler,948,61,24
butler,949,61,24
butler,950,61,24
butler,951,61,24
butler,952,61,24
butler,953,61,24
butler,954,61,24
coffee,955,42,48
coffee,956,42,48
coffee,957,42,48
coffee,958,42,48
coffee,959,42,48
coffee,960,42,48
coffee,961,42,48
coffee,962,42,48
coffee,963,42,48
coffee,964,42,48
coffee,965,42,48
cxffee,966,63,1
coffee,967,42,48
coffee,968,42,48
coffee,969,42,48
coffee,970,42,48
coffee,971,42,48
coffee,972,42,48
coffee,973,42,48
coffee,974,42,48
coffee,975,42,48
coffee,976,42,48
coffee,977,42,48
coffee,978,42,48
coffee,979,42,48
blount,980,64,20
blount,981,64,20
blount,982,64,20
blount,983,64,20
blount,984,64,20
blount,985,64,20
blount,986,64,20
blount,987,64,20
blount,988,64,20
blount,989,64,20
blount,990,64,20
blount,991,64,20
blount,992,64,20
blount,993,64,20
blount,994,64,20
blount,995,64,20
blount,996,64,20
blount,997,64,20
blount,998,64,20
blount,999,64,20
