ProviderNumber,Address3,original_index,unique_index
10008,empty,124,9
10008,empty,125,9
10008,empty,126,9
10008,empty,127,9
10008,empty,128,9
10008,empty,129,9
10008,empty,130,9
10008,empty,131,9
10008,empty,132,9
10008,empty,133,9
10008,empty,134,9
10008,empty,135,9
10008,empty,136,9
10008,empty,137,9
10008,empty,138,9
10008,empty,139,9
10008,empty,140,9
10008,empty,141,9
10008,empty,142,9
10008,empty,143,9
10009,empty,144,10
10009,empty,145,10
10009,empty,146,10
10009,empty,147,10
10009,empty,148,10
10009,empty,149,10
10009,empty,150,10
10009,empty,151,10
10009,empty,152,10
10009,empty,153,10
10009,empty,154,10
10009,empty,155,10
10009,empty,156,10
10009,empty,157,10
10009,empty,158,10
10009,empty,159,10
10009,empty,160,10
10009,empty,161,10
10009,empty,162,10
10009,empty,163,10
10009,empty,164,10
10009,empty,165,10
10009,empty,166,10
10009,empty,167,10
10009,empty,168,10
10010,empty,169,11
10010,empty,170,11
10010,empty,171,11
10010,empty,172,11
10010,empty,173,11
10010,empty,174,11
10010,empty,175,11
10010,empty,176,11
10010,empty,177,11
10010,empty,178,11
10010,empty,179,11
10010,empty,180,11
10010,empty,181,11
10010,empty,182,11
10010,empty,183,11
10010,empty,184,11
10010,empty,185,11
10010,empty,186,11
10010,empty,187,11
10010,empty,188,11
10010,empty,189,11
10010,empty,190,11
10010,empty,191,11
10010,empty,192,11
10010,empty,193,11
10011,empty,194,12
10011,empty,195,12
10011,empty,196,12
10011,empty,197,12
10011,empty,198,12
10011,empty,199,12
10011,empty,200,12
10011,empty,201,12
10011,empty,202,12
10011,empty,203,12
10011,empty,204,12
10011,empty,205,12
10011,empty,206,12
10011,empty,207,12
10011,empty,208,12
10011,empty,209,12
10011,empty,210,12
10011,empty,211,12
10011,empty,212,12
x00xx,empty,213,13
10011,empty,214,12
10011,empty,215,12
10011,empty,216,12
10011,empty,217,12
10011,empty,218,12
10012,empty,219,14
10012,empty,220,14
10012,empty,221,14
10012,empty,222,14
10012,empty,223,14
10012,empty,224,14
10012,empty,225,14
10012,empty,226,14
10012,empty,227,14
10012,empty,228,14
10012,empty,229,14
10012,empty,230,14
10012,empty,231,14
10012,empty,232,14
10012,empty,233,14
10012,empty,234,14
10012,empty,235,14
10012,empty,236,14
10012,empty,237,14
10012,empty,238,14
10012,empty,239,14
10012,empty,240,14
10012,empty,241,14
10012,empty,242,14
10012,empty,243,14
x00x5,empty,244,15
10015,empty,245,16
10015,empty,246,16
10015,empty,247,16
10015,empty,248,16
10015,empty,249,16
10015,empty,250,16
10015,empty,251,16
10015,empty,252,16
1xx15,empty,253,17
10015,empty,254,16
10015,empty,255,16
10015,empty,256,16
10015,empty,257,16
10015,empty,258,16
10015,empty,259,16
10015,empty,260,16
10015,empty,261,16
10015,empty,262,16
10015,empty,263,16
10015,empty,264,16
10015,empty,265,16
10015,empty,266,16
10015,empty,267,16
10015,empty,268,16
10016,empty,269,18
10016,empty,270,18
10016,empty,271,18
10016,empty,272,18
1xx16,empty,273,19
10016,empty,274,18
10016,empty,275,18
10016,empty,276,18
10016,empty,277,18
10016,empty,278,18
10016,empty,279,18
10016,empty,280,18
10016,empty,281,18
10016,empty,282,18
10016,empty,283,18
10016,empty,284,18
10016,empty,285,18
10016,empty,286,18
10016,empty,287,18
10016,empty,288,18
10016,empty,289,18
10016,empty,290,18
10016,empty,291,18
10016,empty,292,18
10016,empty,293,18
10018,empty,294,0
10018,empty,295,0
10018,empty,296,0
10018,empty,297,0
10018,empty,298,0
10018,empty,299,0
10018,empty,300,0
10018,empty,301,0
10018,empty,302,0
10018,empty,303,0
10018,empty,304,0
10018,empty,305,0
10018,empty,306,0
10018,empty,307,0
10018,empty,308,0
10018,empty,309,0
10018,empty,310,0
10038,empty,311,20
10038,empty,312,20
10038,empty,313,20
100x8,empty,314,21
10038,empty,315,20
10038,empty,316,20
10038,empty,317,20
10038,empty,318,20
10038,empty,319,20
10038,empty,320,20
10038,empty,321,20
10038,empty,322,20
10038,empty,323,20
10038,empty,324,20
10038,empty,325,20
10038,empty,326,20
10038,empty,327,20
10038,empty,328,20
10038,empty,329,20
10038,empty,330,20
10055,empty,331,22
10055,empty,332,22
10055,empty,333,22
10055,empty,334,22
10055,empty,335,22
10055,empty,336,22
10055,empty,337,22
10055,empty,338,22
10055,empty,339,22
10055,empty,340,22
10055,empty,341,22
10055,empty,342,22
10055,empty,343,22
10055,empty,344,22
10055,empty,345,22
10055,empty,346,22
10055,empty,347,22
10056,empty,348,23
10056,empty,349,23
10056,empty,350,23
10056,empty,351,23
10056,empty,352,23
10085,empty,353,24
10086,empty,354,25
10086,empty,355,25
10086,empty,356,25
10086,empty,357,25
10086,empty,358,25
10086,empty,359,25
100x6,empty,360,26
10086,empty,361,25
10086,empty,362,25
10086,empty,363,25
10086,empty,364,25
10086,empty,365,25
10086,empty,366,25
10086,empty,367,25
10086,empty,368,25
10086,empty,369,25
10086,empty,370,25
10086,empty,371,25
10086,empty,372,25
10086,empty,373,25
10086,empty,374,25
10086,empty,375,25
10086,empty,376,25
10086,empty,377,25
10086,empty,378,25
10087,empty,379,27
10087,empty,380,27
10087,empty,381,27
10087,empty,382,27
10087,empty,383,27
10087,empty,384,27
10087,empty,385,27
10087,empty,386,27
10087,empty,387,27
10087,empty,388,27
10087,empty,389,27
10087,empty,390,27
10087,empty,391,27
10108,empty,392,28
10108,empty,393,28
10108,empty,394,28
10108,empty,395,28
10108,empty,396,28
10108,empty,397,28
10108,empty,398,28
10108,empty,399,28
10108,empty,400,28
10108,empty,401,28
10108,empty,402,28
10108,empty,403,28
10108,empty,404,28
10108,empty,405,28
10108,empty,406,28
10108,empty,407,28
x0x08,empty,408,29
10108,empty,409,28
10108,empty,410,28
10108,empty,411,28
10158,empty,412,30
10158,empty,413,30
10164,empty,414,31
10164,empty,415,31
10164,empty,416,31
10164,empty,417,31
10164,empty,418,31
10164,empty,419,31
10164,empty,420,31
10164,empty,421,31
10164,empty,422,31
10164,empty,423,31
10164,empty,424,31
10164,empty,425,31
10164,empty,426,31
10164,empty,427,31
10164,empty,428,31
10164,empty,429,31
10164,empty,430,31
10164,empty,431,31
20017,empty,432,32
20017,empty,433,32
20017,empty,434,32
20017,empty,435,32
20017,empty,436,32
20017,empty,437,32
20017,empty,438,32
20017,empty,439,32
20017,empty,440,32
20017,empty,441,32
20017,empty,442,32
20017,empty,443,32
20017,empty,444,32
20017,empty,445,32
20017,empty,446,32
20017,empty,447,32
20017,empty,448,32
20017,empty,449,32
20018,empty,450,33
20018,empty,451,33
10019,empty,452,1
10019,empty,453,1
10019,empty,454,1
10019,empty,455,1
10019,empty,456,1
10019,empty,457,1
10019,empty,458,1
10019,empty,459,1
10019,empty,460,1
10019,empty,461,1
10019,empty,462,1
10019,empty,463,1
10019,empty,464,1
10019,empty,465,1
10021,empty,466,34
10021,empty,467,34
10021,empty,468,34
10021,empty,469,34
10021,empty,470,34
10021,empty,471,34
10021,empty,472,34
10021,empty,473,34
10021,empty,474,34
10021,empty,475,34
10021,empty,476,34
10021,empty,477,34
10021,empty,478,34
10021,empty,479,34
10021,empty,480,34
10021,empty,481,34
10021,empty,482,34
10021,empty,483,34
10021,empty,484,34
10021,empty,485,34
10021,empty,486,34
10021,empty,487,34
10021,empty,488,34
10021,empty,489,34
10021,empty,490,34
10022,empty,491,35
10022,empty,492,35
10022,empty,493,35
10022,empty,494,35
10022,empty,495,35
10022,empty,496,35
10022,empty,497,35
10022,empty,498,35
10022,empty,499,35
10022,empty,500,35
10022,empty,501,35
10022,empty,502,35
10022,empty,503,35
10022,empty,504,35
10022,empty,505,35
10022,empty,506,35
10022,empty,507,35
10022,empty,508,35
10022,empty,509,35
10022,empty,510,35
10022,empty,511,35
10022,empty,512,35
10022,empty,513,35
10022,empty,514,35
10022,empty,515,35
10023,empty,516,36
10023,empty,517,36
10023,empty,518,36
10023,empty,519,36
10023,empty,520,36
10023,empty,521,36
10023,empty,522,36
10023,empty,523,36
10023,empty,524,36
10023,empty,525,36
10023,empty,526,36
10023,empty,527,36
10023,empty,528,36
10023,empty,529,36
10023,empty,530,36
10023,empty,531,36
10023,empty,532,36
10023,empty,533,36
10023,empty,534,36
10023,empty,535,36
10023,empty,536,36
10023,empty,537,36
10023,empty,538,36
10023,empty,539,36
10023,empty,540,36
10024,empty,541,37
10024,empty,542,37
10024,empty,543,37
10024,empty,544,37
10024,empty,545,37
10024,empty,546,37
10024,empty,547,37
10024,empty,548,37
10024,empty,549,37
10024,empty,550,37
10024,empty,551,37
10024,empty,552,37
10024,empty,553,37
10024,empty,554,37
10024,empty,555,37
10024,empty,556,37
10024,empty,557,37
10024,empty,558,37
1xx24,empty,559,38
10024,empty,560,37
10024,empty,561,37
10024,empty,562,37
10024,empty,563,37
10024,empty,564,37
10024,empty,565,37
10025,empty,566,39
10025,empty,567,39
10025,empty,568,39
10025,empty,569,39
10025,empty,570,39
10025,empty,571,39
10025,empty,572,39
10025,empty,573,39
10025,empty,574,39
10025,empty,575,39
10025,empty,576,39
10025,empty,577,39
10025,empty,578,39
10025,empty,579,39
10025,empty,580,39
10025,empty,581,39
10025,empty,582,39
10025,empty,583,39
10025,empty,584,39
10025,empty,585,39
10025,empty,586,39
10025,empty,587,39
10025,empty,588,39
10025,empty,589,39
10025,empty,590,39
10027,empty,591,40
10027,empty,592,40
10027,empty,593,40
10027,empty,594,40
10027,empty,595,40
10027,empty,596,40
10027,empty,597,40
10027,empty,598,40
10027,empty,599,40
10027,empty,600,40
10027,empty,601,40
10027,empty,602,40
10027,empty,603,40
10027,empty,604,40
10027,empty,605,40
10027,empty,606,40
10027,empty,607,40
x0027,empty,608,41
10027,empty,609,40
10027,empty,610,40
10027,empty,611,40
10027,empty,612,40
10027,empty,613,40
10027,empty,614,40
10027,empty,615,40
10029,empty,616,42
10029,empty,617,42
10029,empty,618,42
10029,empty,619,42
10029,empty,620,42
10029,empty,621,42
10029,empty,622,42
10029,empty,623,42
10029,empty,624,42
10029,empty,625,42
10029,empty,626,42
x0029,empty,627,43
10029,empty,628,42
10029,empty,629,42
10029,empty,630,42
10029,empty,631,42
10029,empty,632,42
10029,empty,633,42
10029,empty,634,42
10029,empty,635,42
10029,empty,636,42
10029,empty,637,42
10029,empty,638,42
1xx29,empty,639,44
10029,empty,640,42
10032,empty,641,45
10032,empty,642,45
10032,empty,643,45
10032,empty,644,45
1xx32,empty,645,46
10032,empty,646,45
10032,empty,647,45
10032,empty,648,45
10032,empty,649,45
10032,empty,650,45
10032,empty,651,45
10032,empty,652,45
10032,empty,653,45
10032,empty,654,45
1xx32,empty,655,46
10032,empty,656,45
10032,empty,657,45
10032,empty,658,45
10032,empty,659,45
10032,empty,660,45
10032,empty,661,45
10032,empty,662,45
10032,empty,663,45
10032,empty,664,45
10032,empty,665,45
10033,empty,666,47
10033,empty,667,47
10033,empty,668,47
10033,empty,669,47
10033,empty,670,47
10033,empty,671,47
10033,empty,672,47
10033,empty,673,47
10033,empty,674,47
10033,empty,675,47
10033,empty,676,47
10033,empty,677,47
10033,empty,678,47
10033,empty,679,47
10033,empty,680,47
10033,empty,681,47
10033,empty,682,47
10033,empty,683,47
10033,empty,684,47
10033,empty,685,47
10033,empty,686,47
10033,empty,687,47
10033,empty,688,47
10033,empty,689,47
10033,empty,690,47
10034,empty,691,48
10034,empty,692,48
10034,empty,693,48
10034,empty,694,48
10034,empty,695,48
10034,empty,696,48
10034,empty,697,48
10034,empty,698,48
10034,empty,699,48
10034,empty,700,48
10034,empty,701,48
10034,empty,702,48
10034,empty,703,48
100x4,empty,704,49
10034,empty,705,48
10034,empty,706,48
10034,empty,707,48
10034,empty,708,48
10034,empty,709,48
10034,empty,710,48
10034,empty,711,48
10034,empty,712,48
10034,empty,713,48
10034,empty,714,48
10034,empty,715,48
10035,empty,716,50
10035,empty,717,50
10035,empty,718,50
10035,empty,719,50
10035,empty,720,50
100x5,empty,721,51
10035,empty,722,50
10035,empty,723,50
1xx35,empty,724,52
10035,empty,725,50
10035,empty,726,50
10035,empty,727,50
10035,empty,728,50
10035,empty,729,50
10035,empty,730,50
10035,empty,731,50
10035,empty,732,50
10035,empty,733,50
10035,empty,734,50
10035,empty,735,50
10035,empty,736,50
10035,empty,737,50
10035,empty,738,50
10035,empty,739,50
10035,empty,740,50
10036,empty,741,53
10036,empty,742,53
10036,empty,743,53
10036,empty,744,53
10036,empty,745,53
10036,empty,746,53
10036,empty,747,53
10036,empty,748,53
10036,empty,749,53
10036,empty,750,53
10036,empty,751,53
10036,empty,752,53
10036,empty,753,53
10036,empty,754,53
1xx36,empty,755,54
10036,empty,756,53
10036,empty,757,53
10036,empty,758,53
10036,empty,759,53
10036,empty,760,53
10036,empty,761,53
10036,empty,762,53
10036,empty,763,53
10036,empty,764,53
10036,empty,765,53
10038,empty,766,20
10038,empty,767,20
10038,empty,768,20
10038,empty,769,20
10038,empty,770,20
10038,empty,771,20
10038,empty,772,20
10038,empty,773,20
10039,empty,774,55
10039,empty,775,55
10039,empty,776,55
10039,empty,777,55
10039,empty,778,55
10039,empty,779,55
1003x,empty,780,56
10039,empty,781,55
10039,empty,782,55
10039,empty,783,55
10039,empty,784,55
10039,empty,785,55
10039,empty,786,55
10039,empty,787,55
10039,empty,788,55
1xx39,empty,789,57
10039,empty,790,55
10039,empty,791,55
10039,empty,792,55
100x9,empty,793,58
10039,empty,794,55
10039,empty,795,55
10039,empty,796,55
10039,empty,797,55
10039,empty,798,55
10039,empty,799,55
10039,empty,800,55
10039,empty,801,55
10040,empty,802,59
10040,empty,803,59
10040,empty,804,59
10040,empty,805,59
10040,empty,806,59
10040,empty,807,59
10040,empty,808,59
10040,empty,809,59
10040,empty,810,59
10040,empty,811,59
10040,empty,812,59
10040,empty,813,59
10040,empty,814,59
10040,empty,815,59
10040,empty,816,59
10040,empty,817,59
10040,empty,818,59
10040,empty,819,59
10040,empty,820,59
10040,empty,821,59
10040,empty,822,59
10040,empty,823,59
10040,empty,824,59
10040,empty,825,59
10040,empty,826,59
10043,empty,827,60
10043,empty,828,60
10043,empty,829,60
10043,empty,830,60
10043,empty,831,60
10043,empty,832,60
10043,empty,833,60
10043,empty,834,60
10043,empty,835,60
10043,empty,836,60
10043,empty,837,60
10043,empty,838,60
10043,empty,839,60
10043,empty,840,60
10043,empty,841,60
10043,empty,842,60
10043,empty,843,60
10043,empty,844,60
10043,empty,845,60
10043,empty,846,60
10043,empty,847,60
10043,empty,848,60
10043,empty,849,60
10043,empty,850,60
10043,empty,851,60
10044,empty,852,61
10044,empty,853,61
10044,empty,854,61
10044,empty,855,61
10044,empty,856,61
10044,empty,857,61
10044,empty,858,61
1xx44,empty,859,62
10044,empty,860,61
10044,empty,861,61
10044,empty,862,61
10044,empty,863,61
10044,empty,864,61
10044,empty,865,61
10044,empty,866,61
10044,empty,867,61
10044,empty,868,61
10044,empty,869,61
10044,empty,870,61
10044,empty,871,61
10044,empty,872,61
10044,empty,873,61
10044,empty,874,61
10044,empty,875,61
10044,empty,876,61
10045,empty,877,63
1xx45,empty,878,64
10045,empty,879,63
10045,empty,880,63
10045,empty,881,63
10045,empty,882,63
10045,empty,883,63
10045,empty,884,63
10045,empty,885,63
10045,empty,886,63
10045,empty,887,63
x0045,empty,888,65
10045,empty,889,63
10045,empty,890,63
10045,empty,891,63
10045,empty,892,63
10045,empty,893,63
10045,empty,894,63
10045,empty,895,63
10045,empty,896,63
10045,empty,897,63
10045,empty,898,63
10045,empty,899,63
10045,empty,900,63
10045,empty,901,63
10046,empty,902,66
10046,empty,903,66
10046,empty,904,66
10046,empty,905,66
10046,empty,906,66
10046,empty,907,66
10046,empty,908,66
10046,empty,909,66
10046,empty,910,66
10046,empty,911,66
10046,empty,912,66
10046,empty,913,66
10046,empty,914,66
10046,empty,915,66
10046,empty,916,66
10046,empty,917,66
10046,empty,918,66
10046,empty,919,66
10046,empty,920,66
10046,empty,921,66
10046,empty,922,66
10046,empty,923,66
10046,empty,924,66
10046,empty,925,66
10046,empty,926,66
10046,empty,927,66
10046,empty,928,66
10046,empty,929,66
10047,empty,930,67
10047,empty,931,67
10047,empty,932,67
1xx47,empty,933,68
10047,empty,934,67
10047,empty,935,67
10047,empty,936,67
10047,empty,937,67
10047,empty,938,67
10047,empty,939,67
10047,empty,940,67
10047,empty,941,67
10047,empty,942,67
10047,empty,943,67
10047,empty,944,67
10047,empty,945,67
10047,empty,946,67
10047,empty,947,67
10047,empty,948,67
10047,empty,949,67
10047,empty,950,67
10047,empty,951,67
10047,empty,952,67
10047,empty,953,67
10047,empty,954,67
1004x,empty,955,69
10049,empty,956,70
10049,empty,957,70
10049,empty,958,70
10049,empty,959,70
10049,empty,960,70
10049,empty,961,70
10049,empty,962,70
10049,empty,963,70
10049,empty,964,70
10049,empty,965,70
10049,empty,966,70
10049,empty,967,70
10049,empty,968,70
10049,empty,969,70
10049,empty,970,70
10049,empty,971,70
10049,empty,972,70
10049,empty,973,70
10049,empty,974,70
10049,empty,975,70
10049,empty,976,70
10049,empty,977,70
10049,empty,978,70
10049,empty,979,70
10050,empty,980,71
10050,empty,981,71
10050,empty,982,71
10050,empty,983,71
10050,empty,984,71
10050,empty,985,71
10050,empty,986,71
10050,empty,987,71
10050,empty,988,71
10050,empty,989,71
10050,empty,990,71
10050,empty,991,71
10050,empty,992,71
10050,empty,993,71
10050,empty,994,71
10050,empty,995,71
10050,empty,996,71
10050,empty,997,71
10050,empty,998,71
10050,empty,999,71
