ZipCode,Stateavg,original_index,unique_index
35631,al_pn-7,85,85
35631,al_scip-card-2,86,86
35631,al_scip-inf-1,87,87
35631,al_scip-inf-2,88,88
35631,al_scip-inf-3,89,89
35631,al_scip-inf-4,90,90
35631,al_scip-inf-6,91,91
35631,al_scip-vte-1,92,92
3563x,al_scip-vte-2,93,93
36467,al_ami-1,94,94
36467,al_ami-2,95,95
36467,al_ami-3,96,96
36467,al_ami-4,97,97
36467,al_ami-5,98,98
36467,al_ami-7a,99,99
36467,al_ami-8a,100,100
36467,al_hf-1,101,101
36467,al_hf-2,102,102
36467,al_hf-3,103,103
36467,al_hf-4,104,104
36467,al_pn-2,105,105
36467,al_pn-3b,106,106
36467,al_pn-4,107,107
36467,al_pn-5c,108,108
36467,al_pn-6,109,109
36467,al_pn-7,110,110
36467,al_scip-card-2,111,111
36467,al_scip-inf-1,112,112
36467,al_scip-inf-2,113,113
36467,al_scip-inf-3,114,114
36467,al_scip-inf-4,115,115
36467,al_scip-inf-6,116,116
36467,al_scip-vte-1,117,117
36467,al_scip-vte-2,118,118
36049,al_ami-1,119,119
36049,al_ami-2,120,120
36049,al_ami-3,121,121
36049,al_ami-4,122,122
36049,al_ami-5,123,123
36049,al_ami-7a,124,124
36049,al_ami-8a,125,125
36049,al_hf-1,126,126
36049,al_hf-2,127,127
36049,al_hf-3,128,128
36049,al_hf-4,129,129
36049,al_pn-2,130,130
36049,al_pn-3b,131,131
36049,al_pn-4,132,132
36049,al_pn-5c,133,133
36049,al_pn-6,134,134
36049,al_pn-7,135,135
36049,al_scip-card-2,136,136
36x49,al_scip-inf-1,137,137
36049,al_scip-inf-2,138,138
360x9,al_scip-inf-3,139,139
36049,al_scip-inf-4,140,140
36049,al_scip-inf-6,141,141
36049,al_scip-vte-1,142,142
36049,al_scip-vte-2,143,143
35640,al_ami-1,144,144
35640,al_ami-2,145,145
35640,al_ami-3,146,146
35640,al_ami-4,147,147
35640,al_ami-5,148,148
3x640,al_ami-7a,149,149
35640,al_ami-8a,150,150
35640,al_hf-1,151,151
35640,al_hf-2,152,152
35640,al_hf-3,153,153
35640,al_hf-4,154,154
35640,al_pn-2,155,155
35640,al_pn-3b,156,156
3x640,al_pn-4,157,157
35640,al_pn-5c,158,158
35640,al_pn-6,159,159
35640,al_pn-7,160,160
35640,al_scip-card-2,161,161
35640,al_scip-inf-1,162,162
35640,al_scip-inf-2,163,163
35640,al_scip-inf-3,164,164
35640,al_scip-inf-4,165,165
35640,al_scip-inf-6,166,166
35640,al_scip-vte-1,167,167
35640,al_scip-vte-2,168,168
35976,al_ami-1,169,169
35976,al_ami-2,170,170
35976,al_ami-3,171,171
35976,al_ami-4,172,172
35976,al_ami-5,173,173
35976,al_ami-7a,174,174
35976,al_ami-8a,175,175
35976,al_hf-1,176,176
35976,al_hf-2,177,177
35976,al_hf-3,178,178
35976,al_hf-4,179,179
35976,al_pn-2,180,180
35976,al_pn-3b,181,181
35976,al_pn-4,182,182
35976,al_pn-5c,183,183
35976,al_pn-6,184,184
35976,al_pn-7,185,185
35976,al_scip-card-2,186,186
35976,al_scip-inf-1,187,187
35976,al_scip-inf-2,188,188
35976,al_scip-inf-3,189,189
35976,al_scip-inf-4,190,190
35976,al_scip-inf-6,191,191
35976,al_scip-vte-1,192,192
35976,al_scix-vte-2,193,193
35235,al_ami-1,194,194
35235,al_ami-2,195,195
3x23x,al_ami-3,196,196
35235,al_ami-4,197,197
35235,al_ami-5,198,198
35235,al_ami-7a,199,199
35235,al_ami-8a,200,200
35235,al_hf-1,201,201
35235,al_hf-2,202,202
35235,al_hf-3,203,203
35235,al_hf-4,204,204
35235,al_pn-2,205,205
35235,al_pn-3b,206,206
35235,al_pn-4,207,207
35235,al_pn-5c,208,208
35235,al_pn-6,209,209
35235,al_pn-7,210,210
35235,al_scip-card-2,211,211
35235,al_scip-inf-1,212,212
35235,al_sxip-inf-2,213,213
35235,al_scip-inf-3,214,214
35235,al_scip-inf-4,215,215
35235,al_scip-inf-6,216,216
35235,al_scip-vte-1,217,217
35235,al_scip-vte-2,218,218
35968,al_ami-1,219,219
35968,al_ami-2,220,220
35968,al_ami-3,221,221
35968,al_ami-4,222,222
35968,al_ami-5,223,223
35968,al_ami-7a,224,224
35968,al_ami-8a,225,225
35968,al_hf-1,226,226
35968,al_hf-2,227,227
35968,al_hf-3,228,228
35968,al_hf-4,229,229
35968,al_pn-2,230,230
35968,al_pn-3b,231,231
359x8,al_pn-4,232,232
35968,al_pn-5c,233,233
35968,al_pn-6,234,234
35968,al_pn-7,235,235
35968,al_scip-card-2,236,236
35968,al_scip-inf-1,237,237
35968,al_scip-inf-2,238,238
35968,al_scip-inf-3,239,239
35968,al_scip-inf-4,240,240
35968,al_scip-inf-6,241,241
35968,al_scip-vte-1,242,242
35968,al_scip-vte-2,243,243
36784,ax_ami-1,244,244
36784,al_ami-2,245,245
36784,al_ami-3,246,246
36784,al_ami-4,247,247
36784,xl_xmi-5,248,248
36784,al_ami-7a,249,249
36784,al_ami-8a,250,250
36784,al_hf-1,251,251
36784,al_hf-2,252,252
36784,al_hf-3,253,253
36784,al_hf-4,254,254
36784,al_pn-2,255,255
36784,al_pn-3b,256,256
36784,al_pn-4,257,257
36784,al_pn-5c,258,258
36784,al_pn-6,259,259
36784,al_pn-7,260,260
36784,al_scip-card-2,261,261
36784,al_scip-inf-1,262,262
36784,al_scip-inf-2,263,263
36784,al_scip-inf-3,264,264
36784,al_scip-inf-4,265,265
36784,al_scip-inf-6,266,266
x6784,al_scip-vte-1,267,267
36784,al_scip-vte-2,268,268
35007,al_axi-1,269,269
35007,al_ami-2,270,270
35007,al_ami-3,271,271
35007,al_ami-4,272,272
35007,al_ami-5,273,273
35007,al_ami-7a,274,274
35007,al_ami-8a,275,275
35007,al_hf-1,276,276
35007,al_hf-2,277,277
35007,al_hf-3,278,278
35007,al_hf-4,279,279
35007,al_pn-2,280,280
35007,al_pn-3b,281,281
35007,al_pn-4,282,282
3x007,al_pn-5c,283,283
35007,al_pn-6,284,284
35007,al_pn-7,285,285
35007,al_scip-card-2,286,286
35007,al_scip-inf-1,287,287
35007,al_scip-inf-2,288,288
35007,al_scip-inf-3,289,289
x5007,al_scip-inf-4,290,290
35007,al_scip-inf-6,291,291
35007,al_scip-vte-1,292,292
35007,al_scip-vte-2,293,293
35233,al_ami-1,294,294
35233,al_ami-2,295,295
35233,al_ami-3,296,296
35233,al_ami-4,297,297
35233,al_ami-5,298,298
35233,al_ami-7a,299,299
35233,al_ami-8a,300,300
35233,al_hf-1,301,301
35233,al_hf-2,302,302
35233,al_hf-3,303,303
35233,al_hf-4,304,304
35233,al_pn-2,305,305
35233,al_pn-3b,306,306
35233,al_pn-4,307,307
35233,al_pn-5c,308,308
35233,al_pn-6,309,309
35233,al_pn-7,310,310
36201,al_cac-2,311,311
36201,al_cac-3,312,312
36201,al_ami-1,313,313
36201,al_ami-2,314,314
36201,al_ami-3,315,315
36201,al_ami-4,316,316
36201,al_ami-5,317,317
36201,al_ami-7a,318,318
36201,al_ami-8a,319,319
36201,al_hf-1,320,320
36201,al_hf-2,321,321
36201,al_hf-3,322,322
36201,al_hf-4,323,323
36201,al_pn-2,324,324
36x01,al_pn-3b,325,325
36201,al_pn-4,326,326
36201,al_pn-5c,327,327
36201,al_pn-6,328,328
36201,al_pn-7,329,329
36201,al_scip-card-2,330,330
36305,al_hf-2,331,331
3x305,al_hf-3,332,332
36305,al_hf-4,333,333
36305,al_pnx2,334,334
36305,al_pn-3b,335,335
36305,al_pn-4,336,336
36305,al_pn-5c,337,337
36305,al_pn-6,338,338
36305,al_pn-7,339,339
x6x05,al_scip-card-2,340,340
36305,al_scip-inf-1,341,341
36305,al_scip-inf-2,342,342
36305,al_scip-inf-3,343,343
36305,al_scip-inf-4,344,344
36305,al_scip-inf-6,345,345
36305,al_scip-vte-1,346,346
36305,al_scipxvtex2,347,347
35205,al_ami-1,348,348
35205,al_ami-2,349,349
35205,al_ami-3,350,350
35205,al_ami-4,351,351
35205,al_ami-5,352,352
35609,al_scip-vte-2,353,353
35594,al_ami-1,354,354
35594,al_ami-2,355,355
35594,al_ami-3,356,356
35594,al_ami-4,357,357
35594,al_ami-5,358,358
35594,al_ami-7a,359,359
35594,al_ami-8a,360,360
35594,al_hf-1,361,361
35594,al_hf-2,362,362
35594,al_hf-3,363,363
35594,al_hf-4,364,364
35594,al_pn-2,365,365
3xx94,al_pn-3b,366,366
35594,al_pn-4,367,367
35594,al_pn-5c,368,368
35594,al_pn-6,369,369
35594,alxpn-7,370,370
35594,al_scip-card-2,371,371
35594,al_scip-inf-1,372,372
35594,al_sxip-inf-2,373,373
35594,al_scip-inf-3,374,374
3xx94,al_scip-inf-4,375,375
35594,al_scip-inf-6,376,376
35594,al_scip-vte-1,377,377
35594,al_scip-vte-2,378,378
36617,al_ami-1,379,379
36617,al_ami-2,380,380
36617,al_ami-3,381,381
36617,al_ami-4,382,382
36617,al_ami-5,383,383
36617,al_ami-7a,384,384
36617,al_ami-8a,385,385
36617,al_hf-1,386,386
36617,al_hx-2,387,387
36617,al_hf-3,388,388
36617,al_hf-4,389,389
36617,al_pn-2,390,390
36617,al_pn-3b,391,391
36067,al_ami-2,392,392
36067,al_ami-3,393,393
36067,al_ami-4,394,394
36067,al_ami-5,395,395
36067,al_ami-7a,396,396
36067,al_ami-8a,397,397
36067,al_hf-1,398,398
36067,al_hf-2,399,399
36067,al_hf-3,400,400
36067,al_hf-4,401,401
36067,al_pn-2,402,402
36067,al_pn-3b,403,403
36067,al_pn-4,404,404
36067,al_pn-5c,405,405
3x0x7,al_pn-6,406,406
36067,al_pn-7,407,407
36067,al_scip-card-2,408,408
36067,al_scip-inf-1,409,409
36067,al_scip-inf-2,410,410
36067,al_scip-inf-3,411,411
35653,al_scip-vte-1,412,412
35653,al_scip-vte-2,413,413
35150,al_ami-1,414,414
35150,al_ami-2,415,415
35150,al_ami-3,416,416
35150,al_ami-4,417,417
35150,al_ami-5,418,418
35150,al_ami-7a,419,419
x5150,al_ami-8a,420,420
35150,al_hf-1,421,421
35150,al_hf-2,422,422
35150,al_hf-3,423,423
35150,al_hf-4,424,424
35150,al_pn-2,425,425
35150,al_pn-3b,426,426
35150,al_pn-4,427,427
3x1x0,al_pn-5c,428,428
35150,al_pn-6,429,429
35150,al_pn-7,430,430
35150,al_scip-card-2,431,431
99508,ak_hf-1,432,432
99508,ak_hf-2,433,433
99508,ak_hf-3,434,434
99508,ak_hf-4,435,435
99508,ak_pn-2,436,436
99508,ak_pn-3b,437,437
99508,ak_pn-4,438,438
99508,ak_pn-5c,439,439
99508,ak_pn-6,440,440
99508,ak_pn-7,441,441
99508,ak_scip-card-2,442,442
99508,ak_scip-inf-1,443,443
99508,ak_scip-inf-2,444,444
99508,ak_scip-inf-3,445,445
99508,ak_scip-inf-4,446,446
99508,ak_scip-inf-6,447,447
99508,ak_scip-vte-1,448,448
99508,ak_scip-vte-2,449,449
99559,ak_ami-1,450,450
99559,ak_ami-2,451,451
35660,al_pn-2,452,452
35660,al_pn-3b,453,453
35660,al_pn-4,454,454
35660,al_pn-5c,455,455
35660,al_pn-6,456,456
35660,al_pn-7,457,457
35660,al_scip-card-2,458,458
35660,al_scip-inf-1,459,459
35660,al_scip-inf-2,460,460
35660,al_scip-inf-3,461,461
35660,al_scip-inf-4,462,462
35660,al_scip-inf-6,463,463
35660,al_scip-vte-1,464,464
35660,al_scip-vte-2,465,465
36360,al_ami-1,466,466
36360,al_ami-2,467,467
36360,al_ami-3,468,468
36360,al_ami-4,469,469
36360,al_ami-5,470,470
36360,al_ami-7a,471,471
36360,al_ami-8a,472,472
36360,al_hf-1,473,473
36360,al_hf-2,474,474
36360,al_hf-3,475,475
36360,al_hf-4,476,476
36360,ax_pn-2,477,477
36360,al_pn-3b,478,478
36360,al_pn-4,479,479
36360,al_pn-5c,480,480
36360,al_pn-6,481,481
36360,al_pn-7,482,482
36360,al_scip-card-2,483,483
36360,al_scip-inf-1,484,484
36360,al_scip-inf-2,485,485
36360,al_scip-inf-3,486,486
36360,al_scip-inf-4,487,487
36360,al_scip-inf-6,488,488
36360,al_scip-vte-1,489,489
x6x60,al_scip-vte-2,490,490
35960,al_ami-1,491,491
35960,al_ami-2,492,492
35960,al_ami-3,493,493
35960,al_ami-4,494,494
35960,al_ami-5,495,495
35960,al_ami-7a,496,496
35960,al_ami-8a,497,497
35960,al_hf-1,498,498
x5960,al_hf-2,499,499
35960,al_hf-3,500,500
35960,al_hf-4,501,501
35960,al_pn-2,502,502
35960,al_pn-3b,503,503
35960,al_pn-4,504,504
35960,al_pn-5c,505,505
35960,al_pn-6,506,506
35960,al_pn-7,507,507
35960,al_scip-card-2,508,508
35960,al_scip-inf-1,509,509
35960,al_scip-inf-2,510,510
35960,al_scip-inf-3,511,511
35960,al_scip-inf-4,512,512
35960,al_scip-inf-6,513,513
35960,al_scip-vte-1,514,514
35960,al_scip-vte-2,515,515
36116,al_ami-1,516,516
36116,al_ami-2,517,517
36116,al_ami-3,518,518
36116,al_ami-4,519,519
36116,al_ami-5,520,520
36116,al_ami-7a,521,521
36116,al_ami-8a,522,522
36116,al_hf-1,523,523
36116,al_hf-2,524,524
36116,al_hf-3,525,525
36116,al_hf-4,526,526
36116,al_pn-2,527,527
36116,al_pn-3b,528,528
36116,al_pn-4,529,529
36116,al_pn-5c,530,530
36116,al_pn-6,531,531
36116,al_pn-7,532,532
36116,al_scip-card-2,533,533
36116,al_scip-inf-1,534,534
36116,al_scip-inf-2,535,535
36116,al_scip-inf-3,536,536
36116,al_scip-inf-4,537,537
36116,al_scip-inf-6,538,538
36116,al_scip-vte-1,539,539
36116,al_scip-vte-2,540,540
36106,al_ami-1,541,541
36106,al_ami-2,542,542
36106,al_ami-3,543,543
3x10x,al_ami-4,544,544
36106,al_ami-5,545,545
36106,al_ami-7a,546,546
36106,al_ami-8a,547,547
36106,al_hf-1,548,548
36106,al_hf-2,549,549
36106,al_hf-3,550,550
36106,al_hf-4,551,551
36106,al_pn-2,552,552
36106,al_pn-3b,553,553
36106,al_pn-4,554,554
36106,al_pn-5x,555,555
36106,al_pn-6,556,556
36106,al_pn-7,557,557
36106,al_scip-card-2,558,558
36106,al_scip-inf-1,559,559
36106,al_scip-inf-2,560,560
36106,al_scip-inf-3,561,561
36106,al_scip-inf-4,562,562
36106,al_scip-inf-6,563,563
36106,al_scipxvtex1,564,564
36106,al_scip-vte-2,565,565
36854,al_ami-1,566,566
36854,xl_xmi-2,567,567
36854,al_ami-3,568,568
36854,al_ami-4,569,569
36854,al_ami-5,570,570
36854,al_ami-7a,571,571
36854,al_ami-8a,572,572
36854,al_hf-1,573,573
36854,al_hf-2,574,574
36854,al_hf-3,575,575
36854,al_hf-4,576,576
36854,al_pn-2,577,577
36854,al_pn-3b,578,578
36854,al_pn-4,579,579
36854,al_pn-5c,580,580
36854,al_pn-6,581,581
36854,al_pn-7,582,582
36854,al_scip-card-2,583,583
36854,al_scip-inf-1,584,584
36854,al_scip-inf-2,585,585
36854,al_scip-inf-3,586,586
36854,al_scip-inf-4,587,587
36854,al_scip-inf-6,588,588
36854,al_scip-vte-1,589,589
36854,al_scip-vte-2,590,590
36323,al_ami-1,591,591
36323,al_ami-2,592,592
36323,al_ami-3,593,593
36323,al_ami-4,594,594
36323,al_ami-5,595,595
36323,al_ami-7a,596,596
36323,al_ami-8a,597,597
36323,al_hf-1,598,598
36323,al_hf-2,599,599
36323,al_hf-3,600,600
36323,al_hf-4,601,601
36323,al_pn-2,602,602
36323,al_pn-3b,603,603
36323,al_pn-4,604,604
36323,al_pn-5c,605,605
36323,al_pn-6,606,606
36323,al_pn-7,607,607
36323,al_scip-card-2,608,608
36323,al_scip-inf-1,609,609
36323,al_scip-inf-2,610,610
36323,al_scip-inf-3,611,611
36323,al_scip-inf-4,612,612
36323,al_scip-inf-6,613,613
36323,al_scip-vte-1,614,614
36323,al_scip-vte-2,615,615
36801,al_ami-1,616,616
36801,al_ami-2,617,617
36801,al_ami-3,618,618
36801,al_ami-4,619,619
36801,al_ami-5,620,620
36801,al_ami-7a,621,621
36801,al_amix8a,622,622
36801,al_hf-1,623,623
36801,al_hf-2,624,624
36801,al_hf-3,625,625
36801,al_hf-4,626,626
36801,al_pn-2,627,627
36801,al_pn-3b,628,628
36801,al_pn-4,629,629
36801,al_pn-5c,630,630
36801,al_pn-6,631,631
36801,al_pn-7,632,632
36801,al_scip-card-2,633,633
36801,al_scip-inf-1,634,634
36801,al_scip-inf-2,635,635
36801,al_scip-inf-3,636,636
36801,al_scip-inf-4,637,637
36801,al_scip-inf-6,638,638
36801,al_scip-vte-1,639,639
36801,al_scip-vte-2,640,640
36278,al_ami-1,641,641
36278,al_ami-2,642,642
36278,al_ami-3,643,643
36278,al_ami-4,644,644
36278,al_ami-5,645,645
36278,alxami-7a,646,646
36278,al_ami-8a,647,647
36278,al_hf-1,648,648
36278,al_hf-2,649,649
36278,al_hf-3,650,650
36278,al_hf-4,651,651
36278,al_pn-2,652,652
36278,al_pn-3b,653,653
36278,al_pn-4,654,654
36278,al_pn-5c,655,655
36278,al_pn-6,656,656
36278,al_pn-7,657,657
36278,al_scip-card-2,658,658
36278,al_scip-inf-1,659,659
36278,al_scip-inf-2,660,660
36278,al_scip-inf-3,661,661
36278,al_scip-inf-4,662,662
36278,al_scip-inf-6,663,663
36278,al_scip-vte-1,664,664
36278,al_scip-vte-2,665,665
35233,al_ami-1,666,294
35233,al_ami-2,667,295
35233,al_ami-3,668,296
35233,al_ami-4,669,297
35233,al_ami-5,670,298
35233,al_ami-7a,671,299
35233,al_ami-8a,672,300
35233,al_hf-1,673,301
35233,al_hf-2,674,302
35233,al_hf-3,675,303
35233,al_hf-4,676,304
35233,al_pn-2,677,305
35233,alxpn-3b,678,666
3x233,al_pn-4,679,667
35233,al_pn-5c,680,308
35233,al_pn-6,681,309
35233,al_pn-7,682,310
35233,al_scip-card-2,683,0
35233,al_scip-inf-1,684,1
x52xx,al_scip-inf-2,685,668
35233,al_scip-inf-3,686,3
35233,al_scip-inf-4,687,4
35233,al_scip-inf-6,688,5
35233,al_scip-vte-1,689,6
35233,al_scip-vte-2,690,7
36078,al_ami-1,691,669
36078,al_ami-2,692,670
36078,al_ami-3,693,671
36078,al_ami-4,694,672
36078,al_ami-5,695,673
36078,al_ami-7a,696,674
36078,al_ami-8a,697,675
36078,al_hf-1,698,676
36078,al_hf-2,699,677
36078,al_hf-3,700,678
36078,al_hf-4,701,679
36078,al_pn-2,702,680
36078,al_pn-3b,703,681
36078,al_pn-4,704,682
36078,al_pn-5c,705,683
36078,al_pn-6,706,684
36078,al_pn-7,707,685
36078,al_scip-card-2,708,686
36078,al_scip-inf-1,709,687
36x78,al_scip-inf-2,710,688
36078,al_scip-inf-3,711,689
36078,al_scip-inf-4,712,690
36078,al_scip-inf-6,713,691
36078,al_scip-vte-1,714,692
36078,al_scip-vte-2,715,693
35058,al_ami-1,716,694
35058,al_ami-2,717,695
35058,al_ami-3,718,696
35058,al_ami-4,719,697
35058,al_ami-5,720,698
35058,al_amx-7a,721,699
35058,al_ami-8a,722,700
35058,al_hf-1,723,701
35058,al_hf-2,724,702
35058,al_hf-3,725,703
35058,al_hf-4,726,704
35058,al_pn-2,727,705
35058,al_pn-3b,728,706
35058,al_pn-4,729,707
35058,al_pn-5c,730,708
35058,al_pn-6,731,709
35058,al_pn-7,732,710
35058,al_scip-card-2,733,711
35058,al_scip-inf-1,734,712
35058,al_scip-inf-2,735,713
35058,al_scip-inf-3,736,714
35058,al_scip-inf-4,737,715
35058,al_scip-inf-6,738,716
35058,al_scip-vte-1,739,717
35058,al_scip-vte-2,740,718
36420,al_ami-1,741,719
36420,al_ami-2,742,720
36420,al_ami-3,743,721
36420,al_ami-4,744,722
36420,al_ami-5,745,723
36420,al_ami-7a,746,724
36420,al_ami-8a,747,725
36420,al_hf-1,748,726
36420,al_hf-2,749,727
3642x,al_hf-3,750,728
36420,al_hf-4,751,729
36420,al_pn-2,752,730
36420,al_pn-3b,753,731
36420,al_pn-4,754,732
36420,al_pn-5c,755,733
36420,al_pn-6,756,734
36420,al_pn-7,757,735
36420,al_scip-card-2,758,736
36420,al_scip-inf-1,759,737
36420,al_scipxinfx2,760,738
36420,al_scip-inf-3,761,739
36420,al_scip-inf-4,762,740
36420,al_scip-inf-6,763,741
36420,al_scix-vte-1,764,742
36420,al_scip-vte-2,765,743
36201,al_cac-1,766,744
36201,al_scip-inf-1,767,745
36201,al_scip-inf-2,768,746
36201,al_scip-inf-3,769,747
36201,al_scip-inf-4,770,748
36201,al_scip-inf-6,771,749
36201,al_scip-vte-1,772,750
36201,al_scip-vte-2,773,751
35801,al_cac-1,774,752
35801,al_cac-2,775,753
35801,al_cac-3,776,754
35801,al_ami-1,777,755
35801,al_ami-2,778,756
35801,al_ami-3,779,757
35801,al_ami-4,780,758
35801,al_ami-5,781,759
35801,al_ami-7a,782,760
35801,al_ami-8a,783,761
35801,al_hf-1,784,762
35801,al_hf-2,785,763
35801,al_hf-3,786,764
35801,al_hf-x,787,765
35801,al_pn-2,788,766
35801,al_pn-3b,789,767
35801,al_pn-4,790,768
35801,al_pn-5c,791,769
35801,al_pn-6,792,770
35801,al_pn-7,793,771
35801,al_scip-card-2,794,772
35801,al_scip-inf-1,795,773
35801,xl_scip-inf-2,796,774
35801,al_scip-inf-3,797,775
35801,al_scip-inf-4,798,776
35801,al_scip-inf-6,799,777
35801,al_scip-vte-1,800,778
35801,al_scip-vte-2,801,779
35903,al_ami-1,802,780
35903,al_ami-2,803,781
35903,al_ami-3,804,782
35903,al_ami-4,805,783
35903,al_ami-5,806,784
35903,al_ami-7a,807,785
35903,al_ami-8a,808,786
35903,al_hf-1,809,787
35903,al_hf-2,810,788
35903,al_hf-3,811,789
35903,al_hf-4,812,790
35903,al_pn-2,813,791
35903,al_pn-3b,814,792
x590x,al_pn-4,815,793
35903,al_pn-5c,816,794
35903,al_pn-6,817,795
35903,al_pn-7,818,796
35903,al_scip-card-2,819,797
35903,al_scip-inf-1,820,798
35903,al_scip-inf-2,821,799
35903,al_scip-inf-3,822,800
35903,al_scip-inf-4,823,801
35903,al_scip-inf-6,824,802
35903,al_scip-vte-1,825,803
35903,al_scip-vte-2,826,804
35045,xl_xmi-1,827,805
35045,al_ami-2,828,806
35045,al_ami-3,829,807
35045,al_ami-4,830,808
35045,al_ami-5,831,809
35045,al_ami-7a,832,810
35045,al_ami-8a,833,811
35045,al_hf-1,834,812
35045,al_hf-2,835,813
35045,al_hf-3,836,814
35045,al_hf-4,837,815
35045,al_pn-2,838,816
35045,al_pn-3b,839,817
35045,al_pn-4,840,818
35045,al_pn-5c,841,819
35045,al_pnx6,842,820
35045,al_pn-7,843,821
35045,al_scip-card-2,844,822
35045,al_scip-inf-1,845,823
35045,al_scip-inf-2,846,824
35045,al_scip-inf-3,847,825
35045,al_scip-inf-4,848,826
35045,al_scip-inf-6,849,827
35045,al_scip-vte-1,850,828
35045,al_scip-vte-2,851,829
35570,al_ami-1,852,830
35570,al_ami-2,853,831
35570,al_ami-3,854,832
35570,al_ami-4,855,833
35570,al_ami-5,856,834
35570,al_ami-7a,857,835
35570,al_ami-8a,858,836
35570,al_hf-1,859,837
35570,al_hf-2,860,838
35570,al_hf-3,861,839
35570,al_hf-4,862,840
35570,al_pn-2,863,841
35570,al_pn-3b,864,842
35570,al_pn-4,865,843
35570,al_pn-5c,866,844
35570,al_pn-6,867,845
35570,al_pn-7,868,846
35570,al_scip-card-2,869,847
35570,al_scip-inf-1,870,848
35570,al_scip-inf-2,871,849
35570,al_scip-inf-3,872,850
35570,al_scip-inf-4,873,851
35570,al_scip-inf-6,874,852
35570,al_scip-vte-1,875,853
35570,al_scip-vte-2,876,854
35555,al_ami-1,877,855
35555,al_ami-2,878,856
35555,al_ami-3,879,857
35555,al_ami-4,880,858
35555,al_ami-5,881,859
35555,al_ami-7a,882,860
35555,al_ami-8a,883,861
35555,al_hf-1,884,862
35555,al_hf-2,885,863
35555,al_hf-3,886,864
35555,al_hf-4,887,865
35555,al_pn-2,888,866
35555,al_pn-3b,889,867
35555,al_pn-4,890,868
35555,al_pn-5c,891,869
35555,al_pn-6,892,870
35555,al_pn-7,893,871
35555,al_scip-card-2,894,872
35555,al_scip-inf-1,895,873
35555,al_scip-inf-2,896,874
35555,al_scip-inf-3,897,875
35555,al_scip-inf-4,898,876
35555,al_scip-inf-6,899,877
35555,al_scip-vte-1,900,878
35555,al_scip-vte-2,901,879
35901,al_cac-1,902,880
35901,al_cac-2,903,881
35901,al_cac-3,904,882
35901,al_ami-1,905,883
35901,al_ami-2,906,884
35901,al_ami-3,907,885
35901,al_ami-4,908,886
35901,al_ami-5,909,887
35901,al_ami-7a,910,888
35901,al_ami-8a,911,889
35901,al_hf-1,912,890
35901,al_hf-2,913,891
35901,al_hf-3,914,892
35901,al_hf-4,915,893
35901,al_pn-2,916,894
35901,al_pn-3b,917,895
35901,al_pn-4,918,896
35901,al_pn-5c,919,897
35901,alxpn-6,920,898
35901,al_pn-7,921,899
35901,al_scip-card-2,922,900
