brewery_name,state,original_index,unique_index,count
Anderson Valley Brewing Company,CA,107,22,18.0
Anderson Valley Brewing Company,CA,108,22,18.0
Anderson Valley Brewing Company,CA,109,22,18.0
Anderson Valley Brewing Company,CA,110,22,18.0
Anderson Valley Brewing Company,CA,111,22,18.0
Anderson Valley Brewing Company,CA,112,22,18.0
Anderson Valley Brewing Company,CA,113,22,18.0
Anderson Valley Brewing Company,CA,114,22,18.0
Anderson Valley Brewing Company,CA,115,22,18.0
Anderson Valley Brewing Company,CA,116,22,18.0
Anderson Valley Brewing Company,CA,117,22,18.0
Anderson Valley Brewing Company,CA,118,22,18.0
Angry Minnow,WI,119,23,1.0
Angry Minnow Brewing Company,WI,120,24,1.0
Angry Minnow Brewing Company,,121,25,
Angry Orchard Cider Company,OH,122,26,3.0
Angry Orchard Cider Company,OH,123,26,3.0
Angry Orchard Cider Company,OH,124,26,3.0
Anthem Brewing Company,OK,125,27,3.0
Anthem Brewing Company,OK,126,27,3.0
Anthem Brewing Company,OK,127,27,3.0
Appalachian Mountain Brewery,NC,128,28,3.0
Appalachian Mountain Brewery,NC,129,28,3.0
Appalachian Mountain Brewery,NC,130,28,3.0
Arcadia Brewing Company,MI,131,29,2.0
Arcadia Brewing Company,MI,132,29,2.0
Arctic Craft Brewery,CO,133,30,1.0
Armadillo Ale Works,,134,31,
Armadillo Ale Works,TX,135,32,1.0
Armstrong Brewing Company,CA,136,33,1.0
Asher Brewing Company,CO,137,34,1.0
Asheville Brewing Company,NC,138,35,2.0
Asheville Brewing Company,,139,36,
Asheville Brewing Company,NC,140,35,2.0
Aslan Brewing Company,WA,141,37,3.0
Aslan Brewing Company,WA,142,37,3.0
Aslan Brewing Company,WA,143,37,3.0
Aspen Brewing Company,CO,144,38,2.0
Aspen Brewing Company,CO,145,38,2.0
Astoria Brewing Company,OR,146,39,4.0
Astoria Brewing Company,OR,147,39,4.0
Astoria Brewing Company,OR,148,39,4.0
Astoria Brewing Company,OR,149,39,4.0
Atwater Brewery,MI,150,40,5.0
Atwater Brewery,MI,151,40,5.0
Atwater Brewery,MI,152,40,5.0
Atwater Brewery,MI,153,40,5.0
Atwater Brewery,MI,154,40,5.0
Atwater Brewery,,155,41,
Austin Beerworks,TX,156,42,5.0
Austin Beerworks,TX,157,42,5.0
Austin Beerworks,TX,158,42,5.0
Austin Beerworks,TX,159,42,5.0
Austin Beerworks,TX,160,42,5.0
Avery Brewing Company,CO,161,43,6.0
Avery Brewing Company,CO,162,43,6.0
Avery Brewing Company,CO,163,43,6.0
Avery Brewing Company,CO,164,43,6.0
Avery Brewing Company,CO,165,43,6.0
Avery Brewing Company,CO,166,43,6.0
Aviator Brewing Company,NC,167,44,6.0
Aviator Brewing Company,NC,168,44,6.0
Aviator Brewing Company,NC,169,44,6.0
Aviator Brewing Company,NC,170,44,6.0
Aviator Brewing Company,NC,171,44,6.0
Aviator Brewing Company,NC,172,44,6.0
Back East Brewing Company,CT,173,45,5.0
Back East Brewing Company,CT,174,45,5.0
Back East Brewing Company,CT,175,45,5.0
Back East Brewing Company,CT,176,45,5.0
Back East Brewing Company,CT,177,45,5.0
Back Forty Beer Company,AL,178,46,2.0
Back Forty Beer Company,AL,179,46,2.0
Bale Breaker Brewing Company,WA,180,47,2.0
Bale Breaker Brewing Company,WA,181,47,2.0
Ballast Point Brewing Company,CA,182,48,5.0
Ballast Point Brewing Company,,183,49,
Ballast Point Brewing Company,CA,184,48,5.0
Ballast Point Brewing Company,CA,185,48,5.0
Ballast Point Brewing Company,CA,186,48,5.0
Ballast Point Brewing Company,CA,187,48,5.0
Banner Beer Company,MA,188,50,3.0
Banner Beer Company,MA,189,50,3.0
Banner Beer Company,MA,190,50,3.0
Bare Hands Brewery,IN,191,51,1.0
Barrio Brewing Company,AZ,192,52,2.0
Barrio Brewing Company,AZ,193,52,2.0
Base Camp Brewing Co.,OR,194,53,5.0
Base Camp Brewing Co.,OR,195,53,5.0
Base Camp Brewing Co.,OR,196,53,5.0
Base Camp Brewing Co.,OR,197,53,5.0
Base Camp Brewing Co.,OR,198,53,5.0
Bauhaus Brew Labs,MN,199,54,4.0
Bauhaus Brew Labs,MN,200,54,4.0
Bauhaus Brew Labs,MN,201,54,4.0
Bauhaus Brew Labs,MN,202,54,4.0
Baxter Brewing Company,ME,203,55,9.0
Baxter Brewing Company,ME,204,55,9.0
Baxter Brewing Company,ME,205,55,9.0
Baxter Brewing Company,ME,206,55,9.0
Baxter Brewing Company,ME,207,55,9.0
Baxter Brewing Company,ME,208,55,9.0
Baxter Brewing Company,ME,209,55,9.0
Baxter Brewing Company,ME,210,55,9.0
Baxter Brewing Company,ME,211,55,9.0
Beach Brewing Company,VA,212,56,1.0
Beer Works Brewery,MA,213,57,4.0
Beer Works Brewery,MA,214,57,4.0
Beer Works Brewery,MA,215,57,4.0
Beer Works Brewery,MA,216,57,4.0
Bell's Brewery,MI,217,58,6.0
Bell's Brewery,MI,218,58,6.0
Bell's Brewery,MI,219,58,6.0
Bell's Brewery,MI,220,58,6.0
Bell's Brewery,MI,221,58,6.0
Bell's Brewery,MI,222,58,6.0
Bent Brewstillery,MN,223,59,3.0
Bent Brewstillery,MN,224,59,3.0
Bent Brewstillery,MN,225,59,3.0
Bent Paddle Brewing Company,MN,226,60,5.0
Bent Paddle Brewing Company,MN,227,60,5.0
Bent Paddle Brewing Company,MN,228,60,5.0
Bent Paddle Brewing Company,MN,229,60,5.0
Bent Paddle Brewing Company,,230,61,
Bent Paddle Brewing Company,MN,231,60,5.0
Berkshire Brewing Company,MA,232,62,2.0
Berkshire Brewing Company,MA,233,62,2.0
Big Bend Brewing Company,TX,234,63,5.0
Big Bend Brewing Company,TX,235,63,5.0
Big Bend Brewing Company,TX,236,63,5.0
Big Bend Brewing Company,TX,237,63,5.0
Big Bend Brewing Company,TX,238,63,5.0
Big Choice Brewing,CO,239,64,4.0
Big Choice Brewing,CO,240,64,4.0
Big Choice Brewing,CO,241,64,4.0
Big Choice Brewing,CO,242,64,4.0
Big Elm Brewing,MA,243,65,3.0
Big Elm Brewing,MA,244,65,3.0
Big Elm Brewing,MA,245,65,3.0
Big Lake Brewing,MI,246,66,2.0
Big Lake Brewing,MI,247,66,2.0
Big Muddy Brewing,IL,248,67,2.0
Big Muddy Brewing,IL,249,67,2.0
Big River Brewing Company,TN,250,68,2.0
Big River Brewing Company,TN,251,68,2.0
Big Sky Brewing Company,MT,252,69,12.0
Big Sky Brewing Company,MT,253,69,12.0
Big Sky Brewing Company,MT,254,69,12.0
Big Sky Brewing Company,MT,255,69,12.0
Big Sky Brewing Company,MT,256,69,12.0
Big Sky Brewing Company,MT,257,69,12.0
Big Sky Brewing Company,MT,258,69,12.0
Big Sky Brewing Company,MT,259,69,12.0
Big Sky Brewing Company,MT,260,69,12.0
Big Sky Brewing Company,MT,261,69,12.0
Big Sky Brewing Company,MT,262,69,12.0
Big Sky Brewing Company,MT,263,69,12.0
Big Storm Brewing Company,FL,264,70,2.0
Big Storm Brewing Company,FL,265,70,2.0
Big Wood Brewery,MN,266,71,5.0
Big Wood Brewery,MN,267,71,5.0
Big Wood Brewery,MN,268,71,5.0
Big Wood Brewery,MN,269,71,5.0
Big Wood Brewery,MN,270,71,5.0
Birdsong Brewing Company,NC,271,72,1.0
Bitter Root Brewing,MT,272,73,3.0
Bitter Root Brewing,MT,273,73,3.0
Bitter Root Brewing,MT,274,73,3.0
Black Acre Brewing Co.,IN,275,74,1.0
Black Market Brewing Company,CA,276,75,4.0
Black Market Brewing Company,CA,277,75,4.0
Black Market Brewing Company,CA,278,75,4.0
Black Market Brewing Company,CA,279,75,4.0
Black Shirt Brewing Company,CO,280,76,4.0
Black Shirt Brewing Company,CO,281,76,4.0
Black Shirt Brewing Company,CO,282,76,4.0
Black Shirt Brewing Company,CO,283,76,4.0
Black Tooth Brewing Company,WY,284,77,2.0
Black Tooth Brewing Company,WY,285,77,2.0
Blackrocks Brewery,MA,286,78,1.0
Blackrocks Brewery,MI,287,79,6.0
Blackrocks Brewery,MI,288,79,6.0
Blackrocks Brewery,MI,289,79,6.0
Blackrocks Brewery,MI,290,79,6.0
Blackrocks Brewery,MI,291,79,6.0
Blackrocks Brewery,MI,292,79,6.0
Blue Blood Brewing Company,NE,293,80,14.0
Blue Blood Brewing Company,NE,294,80,14.0
Blue Blood Brewing Company,NE,295,80,14.0
Blue Blood Brewing Company,NE,296,80,14.0
Blue Blood Brewing Company,NE,297,80,14.0
Blue Blood Brewing Company,NE,298,80,14.0
Blue Blood Brewing Company,NE,299,80,14.0
Blue Blood Brewing Company,NE,300,80,14.0
Blue Blood Brewing Company,NE,301,80,14.0
Blue Blood Brewing Company,NE,302,80,14.0
Blue Blood Brewing Company,NE,303,80,14.0
Blue Blood Brewing Company,NE,304,80,14.0
Blue Blood Brewing Company,NE,305,80,14.0
Blue Blood Brewing Company,NE,306,80,14.0
Blue Dog Mead,OR,307,81,2.0
Blue Dog Mead,OR,308,81,2.0
Blue Hills Brewery,,309,82,
Blue Mountain Brewery,,310,83,
Blue Mountain Brewery,VA,311,84,4.0
Blue Mountain Brewery,VA,312,84,4.0
Blue Mountain Brewery,VA,313,84,4.0
Blue Mountain Brewery,VA,314,84,4.0
Blue Owl Brewing,TX,315,85,4.0
Blue Owl Brewing,TX,316,85,4.0
Blue Owl Brewing,TX,317,85,4.0
Blue Owl Brewing,TX,318,85,4.0
Blue Point Brewing Company,NY,319,86,4.0
Blue Point Brewing Company,NY,320,86,4.0
Blue Point Brewing Company,NY,321,86,4.0
Blue Point Brewing Company,NY,322,86,4.0
Bohemian Brewery,UT,323,87,5.0
Bohemian Brewery,UT,324,87,5.0
Bohemian Brewery,UT,325,87,5.0
Bohemian Brewery,UT,326,87,5.0
Bohemian Brewery,UT,327,87,5.0
Bold City Brewery,FL,328,88,3.0
Bold City Brewery,FL,329,88,3.0
Bold City Brewery,FL,330,88,3.0
Bolero Snort Brewery,NJ,331,89,2.0
Bolero Snort Brewery,NJ,332,89,2.0
Bomb Beer Company,NY,333,90,2.0
Bomb Beer Company,NY,334,90,2.0
Bonfire Brewing Company,CO,335,91,18.0
Bonfire Brewing Company,CO,336,91,18.0
Bonfire Brewing Company,CO,337,91,18.0
Bonfire Brewing Company,CO,338,91,18.0
Bonfire Brewing Company,CO,339,91,18.0
Bonfire Brewing Company,CO,340,91,18.0
Bonfire Brewing Company,CO,341,91,18.0
Bonfire Brewing Company,CO,342,91,18.0
Bonfire Brewing Company,CO,343,91,18.0
Bonfire Brewing Company,CO,344,91,18.0
Bonfire Brewing Company,CO,345,91,18.0
Bonfire Brewing Company,CO,346,91,18.0
Bonfire Brewing Company,CO,347,91,18.0
Bonfire Brewing Company,CO,348,91,18.0
Bonfire Brewing Company,CO,349,91,18.0
Bonfire Brewing Company,CO,350,91,18.0
Bonfire Brewing Company,CO,351,91,18.0
Bonfire Brewing Company,,352,92,
Bonfire Brewing Company,CO,353,91,18.0
Borderlands Brewing Company,AZ,354,93,1.0
Boston Beer Company,MA,355,94,9.0
Boston Beer Company,MA,356,94,9.0
Boston Beer Company,MA,357,94,9.0
Boston Beer Company,MA,358,94,9.0
Boston Beer Company,MA,359,94,9.0
Boston Beer Company,MA,360,94,9.0
Boston Beer Company,MA,361,94,9.0
Boston Beer Company,MA,362,94,9.0
Boston Beer Company,MA,363,94,9.0
Boulder Beer Company,CO,364,95,3.0
Boulder Beer Company,CO,365,95,3.0
Boulder Beer Company,CO,366,95,3.0
Boulevard Brewing Company,MO,367,96,1.0
Boxcar Brewing Company,PA,368,97,3.0
Boxcar Brewing Company,PA,369,97,3.0
Boxcar Brewing Company,PA,370,97,3.0
Bozeman Brewing Company,MT,371,98,5.0
Bozeman Brewing Company,MT,372,98,5.0
Bozeman Brewing Company,MT,373,98,5.0
Bozeman Brewing Company,MT,374,98,5.0
Bozeman Brewing Company,MT,375,98,5.0
Branchline Brewing Company,TX,376,99,1.0
Breakside Brewery,OR,377,100,1.0
Breckenridge Brewery,CO,378,101,3.0
Breckenridge Brewery,CO,379,101,3.0
Breckenridge Brewery,CO,380,101,3.0
Breckenridge Brewery,,381,102,
Brew Bus Brewing,FL,382,103,4.0
Brew Bus Brewing,FL,383,103,4.0
Brew Bus Brewing,FL,384,103,4.0
Brew Bus Brewing,FL,385,103,4.0
Brew Link Brewing,,386,104,
Brewery Terra Firma,MI,387,105,1.0
Brewery Vivant,MI,388,106,61.0
Brewery Vivant,MI,389,106,61.0
Brewery Vivant,MI,390,106,61.0
Brewery Vivant,MI,391,106,61.0
Brewery Vivant,MI,392,106,61.0
Brewery Vivant,MI,393,106,61.0
Brewery Vivant,MI,394,106,61.0
Brewery Vivant,MI,395,106,61.0
Brewery Vivant,MI,396,106,61.0
Brewery Vivant,MI,397,106,61.0
Brewery Vivant,MI,398,106,61.0
Brewery Vivant,MI,399,106,61.0
Brewery Vivant,MI,400,106,61.0
Brewery Vivant,MI,401,106,61.0
Brewery Vivant,MI,402,106,61.0
Brewery Vivant,MI,403,106,61.0
Brewery Vivant,MI,404,106,61.0
Brewery Vivant,MI,405,106,61.0
Brewery Vivant,MI,406,106,61.0
Brewery Vivant,MI,407,106,61.0
Brewery Vivant,MI,408,106,61.0
Brewery Vivant,MI,409,106,61.0
Brewery Vivant,,410,107,
Brewery Vivant,MI,411,106,61.0
Brewery Vivant,MI,412,106,61.0
Brewery Vivant,MI,413,106,61.0
Brewery Vivant,MI,414,106,61.0
Brewery Vivant,MI,415,106,61.0
Brewery Vivant,MI,416,106,61.0
Brewery Vivant,MI,417,106,61.0
Brewery Vivant,MI,418,106,61.0
Brewery Vivant,MI,419,106,61.0
Brewery Vivant,MI,420,106,61.0
Brewery Vivant,MI,421,106,61.0
Brewery Vivant,MI,422,106,61.0
Brewery Vivant,MI,423,106,61.0
Brewery Vivant,MI,424,106,61.0
Brewery Vivant,MI,425,106,61.0
Brewery Vivant,MI,426,106,61.0
Brewery Vivant,MI,427,106,61.0
Brewery Vivant,MI,428,106,61.0
Brewery Vivant,MI,429,106,61.0
Brewery Vivant,MI,430,106,61.0
Brewery Vivant,MI,431,106,61.0
Brewery Vivant,MI,432,106,61.0
Brewery Vivant,MI,433,106,61.0
Brewery Vivant,MI,434,106,61.0
Brewery Vivant,MI,435,106,61.0
Brewery Vivant,MI,436,106,61.0
Brewery Vivant,MI,437,106,61.0
Brewery Vivant,MI,438,106,61.0
Brewery Vivant,MI,439,106,61.0
Brewery Vivant,MI,440,106,61.0
Brewery Vivant,MI,441,106,61.0
Brewery Vivant,MI,442,106,61.0
Brewery Vivant,MI,443,106,61.0
Brewery Vivant,MI,444,106,61.0
Brewery Vivant,MI,445,106,61.0
Brewery Vivant,MI,446,106,61.0
Brewery Vivant,MI,447,106,61.0
Brewery Vivant,MI,448,106,61.0
Brewery Vivant,MI,449,106,61.0
Brindle Dog Brewing Company,FL,450,108,1.0
Brindle Dog Brewing Company,,451,109,
Broad Brook Brewing LLC,CT,452,110,1.0
Broken Tooth Brewing Company,AK,453,111,4.0
Broken Tooth Brewing Company,AK,454,111,4.0
Broken Tooth Brewing Company,AK,455,111,4.0
Broken Tooth Brewing Company,AK,456,111,4.0
Brooklyn Brewery,NY,457,112,5.0
Brooklyn Brewery,NY,458,112,5.0
Brooklyn Brewery,NY,459,112,5.0
Brooklyn Brewery,NY,460,112,5.0
Brooklyn Brewery,,461,113,
Brooklyn Brewery,NY,462,112,5.0
Buckbean Brewing Company,NV,463,114,6.0
Buckbean Brewing Company,NV,464,114,6.0
Buckbean Brewing Company,NV,465,114,6.0
Buckbean Brewing Company,,466,115,
Buckbean Brewing Company,NV,467,114,6.0
Buckbean Brewing Company,NV,468,114,6.0
Buckbean Brewing Company,NV,469,114,6.0
Buckeye Brewing,OH,470,116,1.0
BuckleDown Brewing,IL,471,117,1.0
Buffalo Bayou Brewing Company,,472,118,
Buffalo Bayou Brewing Company,TX,473,119,2.0
Buffalo Bayou Brewing Company,TX,474,119,2.0
Burn 'Em Brewing,IN,475,120,11.0
Burn 'Em Brewing,IN,476,120,11.0
Burn 'Em Brewing,IN,477,120,11.0
Burn 'Em Brewing,IN,478,120,11.0
Burn 'Em Brewing,IN,479,120,11.0
Burn 'Em Brewing,IN,480,120,11.0
Burn 'Em Brewing,IN,481,120,11.0
Burn 'Em Brewing,IN,482,120,11.0
Burn 'Em Brewing,IN,483,120,11.0
Burn 'Em Brewing,IN,484,120,11.0
Burn 'Em Brewing,IN,485,120,11.0
Burnside Brewing Co.,OR,486,121,1.0
Butcher's Brewing,CA,487,122,1.0
Butternuts Beer and Ale,NY,488,123,4.0
Butternuts Beer and Ale,NY,489,123,4.0
Butternuts Beer and Ale,NY,490,123,4.0
Butternuts Beer and Ale,NY,491,123,4.0
COAST Brewing Company,SC,492,124,6.0
COAST Brewing Company,SC,493,124,6.0
COAST Brewing Company,SC,494,124,6.0
COAST Brewing Company,SC,495,124,6.0
COAST Brewing Company,SC,496,124,6.0
COAST Brewing Company,SC,497,124,6.0
COOP Ale Works,OK,498,125,5.0
COOP Ale Works,OK,499,125,5.0
COOP Ale Works,,500,126,
COOP Ale Works,OK,501,125,5.0
COOP Ale Works,OK,502,125,5.0
COOP Ale Works,OK,503,125,5.0
Caldera Brewing Company,OR,504,127,13.0
Caldera Brewing Company,OR,505,127,13.0
Caldera Brewing Company,OR,506,127,13.0
Caldera Brewing Company,OR,507,127,13.0
Caldera Brewing Company,,508,128,
Caldera Brewing Company,OR,509,127,13.0
Caldera Brewing Company,OR,510,127,13.0
Caldera Brewing Company,OR,511,127,13.0
Caldera Brewing Company,OR,512,127,13.0
Caldera Brewing Company,OR,513,127,13.0
Caldera Brewing Company,OR,514,127,13.0
Caldera Brewing Company,OR,515,127,13.0
Caldera Brewing Company,OR,516,127,13.0
Caldera Brewing Company,OR,517,127,13.0
Cambridge Brewing Company,,518,129,
Cambridge Brewing Company,MA,519,130,1.0
Cans Bar and Canteen,NC,520,131,4.0
Cans Bar and Canteen,NC,521,131,4.0
Cans Bar and Canteen,NC,522,131,4.0
Cans Bar and Canteen,NC,523,131,4.0
Cape Ann Brewing Company,MA,524,132,4.0
Cape Ann Brewing Company,MA,525,132,4.0
Cape Ann Brewing Company,MA,526,132,4.0
Cape Ann Brewing Company,MA,527,132,4.0
Cape Ann Brewing Company,,528,133,
Cape Cod Beer,MA,529,134,2.0
Cape Cod Beer,MA,530,134,2.0
Capital Brewery,WI,531,135,11.0
Capital Brewery,WI,532,135,11.0
Capital Brewery,WI,533,135,11.0
Capital Brewery,WI,534,135,11.0
Capital Brewery,WI,535,135,11.0
Capital Brewery,WI,536,135,11.0
Capital Brewery,WI,537,135,11.0
Capital Brewery,WI,538,135,11.0
Capital Brewery,WI,539,135,11.0
Capital Brewery,WI,540,135,11.0
Capital Brewery,WI,541,135,11.0
Carolina Beer & Beverage,,542,136,
Carolina Beer & Beverage,,543,136,
Carolina Beer & Beverage,NC,544,137,1.0
Carolina Brewery,NC,545,138,3.0
Carolina Brewery,NC,546,138,3.0
Carolina Brewery,NC,547,138,3.0
Carton Brewing Company,NJ,548,139,3.0
Carton Brewing Company,NJ,549,139,3.0
Carton Brewing Company,,550,140,
Carton Brewing Company,NJ,551,139,3.0
Cascadia Ciderworks United,OR,552,141,2.0
Cascadia Ciderworks United,OR,553,141,2.0
Catawba Brewing Company,NC,554,142,7.0
Catawba Brewing Company,NC,555,142,7.0
Catawba Brewing Company,NC,556,142,7.0
Catawba Brewing Company,NC,557,142,7.0
Catawba Brewing Company,NC,558,142,7.0
Catawba Brewing Company,NC,559,142,7.0
Catawba Brewing Company,NC,560,142,7.0
Catawba Island Brewing,OH,561,143,2.0
Catawba Island Brewing,OH,562,143,2.0
Catawba Valley Brewing Company,NC,563,144,2.0
Catawba Valley Brewing Company,NC,564,144,2.0
Cedar Creek Brewery,TX,565,145,6.0
Cedar Creek Brewery,TX,566,145,6.0
Cedar Creek Brewery,TX,567,145,6.0
Cedar Creek Brewery,TX,568,145,6.0
Cedar Creek Brewery,TX,569,145,6.0
Cedar Creek Brewery,TX,570,145,6.0
Centennial Beer Company,CO,571,146,1.0
Centennial Beer Company,,572,147,
Center of the Universe Brewing C...,VA,573,148,4.0
Center of the Universe Brewing C...,VA,574,148,4.0
Center of the Universe Brewing C...,VA,575,148,4.0
Center of the Universe Brewing C...,VA,576,148,4.0
Central Coast Brewing Company,CA,577,149,3.0
Central Coast Brewing Company,,578,150,
Central Coast Brewing Company,CA,579,149,3.0
Central Coast Brewing Company,CA,580,149,3.0
Champion Brewing Company,VA,581,151,3.0
Champion Brewing Company,VA,582,151,3.0
Champion Brewing Company,VA,583,151,3.0
Champion Brewing Company,,584,152,
Chapman's Brewing,IN,585,153,3.0
Chapman's Brewing,IN,586,153,3.0
Chapman's Brewing,IN,587,153,3.0
Chapman's Brewing,,588,154,
Chatham Brewing,NY,589,155,2.0
Chatham Brewing,NY,590,155,2.0
Cheboygan Brewing Company,MI,591,156,3.0
Cheboygan Brewing Company,MI,592,156,3.0
Cheboygan Brewing Company,MI,593,156,3.0
Christian Moerlein Brewing Company,OH,594,157,1.0
Churchkey Can Company,WA,595,158,1.0
Ciderboys,WI,596,159,2.0
Ciderboys,WI,597,159,2.0
Cigar City Brewing Company,FL,598,160,24.0
Cigar City Brewing Company,FL,599,160,24.0
Cigar City Brewing Company,FL,600,160,24.0
Cigar City Brewing Company,FL,601,160,24.0
Cigar City Brewing Company,FL,602,160,24.0
Cigar City Brewing Company,FL,603,160,24.0
Cigar City Brewing Company,FL,604,160,24.0
Cigar City Brewing Company,FL,605,160,24.0
Cigar City Brewing Company,FL,606,160,24.0
Cigar City Brewing Company,FL,607,160,24.0
Cigar City Brewing Company,FL,608,160,24.0
Cigar City Brewing Company,FL,609,160,24.0
Cigar City Brewing Company,FL,610,160,24.0
Cigar City Brewing Company,FL,611,160,24.0
Cigar City Brewing Company,FL,612,160,24.0
Cigar City Brewing Company,FL,613,160,24.0
Cigar City Brewing Company,FL,614,160,24.0
Cigar City Brewing Company,FL,615,160,24.0
Cigar City Brewing Company,FL,616,160,24.0
Cigar City Brewing Company,,617,161,
Cigar City Brewing Company,FL,618,160,24.0
Cigar City Brewing Company,FL,619,160,24.0
Cigar City Brewing Company,FL,620,160,24.0
Cigar City Brewing Company,FL,621,160,24.0
Cigar City Brewing Company,FL,622,160,24.0
Cisco Brewers,MA,623,162,7.0
Cisco Brewers,MA,624,162,7.0
Cisco Brewers,MA,625,162,7.0
Cisco Brewers,MA,626,162,7.0
Cisco Brewers,MA,627,162,7.0
Cisco Brewers,MA,628,162,7.0
Cisco Brewers,MA,629,162,7.0
Claremont Craft Ales,CA,630,163,1.0
Coalition Brewing Company,OR,631,164,2.0
Coalition Brewing Company,OR,632,164,2.0
Coastal Empire Beer Company,GA,633,165,2.0
Coastal Empire Beer Company,GA,634,165,2.0
Coastal Extreme Brewing Company,RI,635,166,4.0
Coastal Extreme Brewing Company,RI,636,166,4.0
Coastal Extreme Brewing Company,RI,637,166,4.0
Coastal Extreme Brewing Company,RI,638,166,4.0
