PhoneNumber,HospitalType,original_index,unique_index
2568453x50,acute care hospitals,228,22
2568453150,acute care hospitals,229,21
2568453150,acute care hospitals,230,21
2568453150,acute care hospitals,231,21
2568453150,acute care hospitals,232,21
2568453150,acute care hospitals,233,21
2568453150,acute care hospitals,234,21
2568453150,acute care hospitals,235,21
2568453150,acute care hospitals,236,21
2568453150,acute care hospitals,237,21
2568453150,acute care hospitals,238,21
2568453150,acute care hospitals,239,21
2568453150,acute care hospitals,240,21
2568453150,acute care hospitals,241,21
2568453150,acute care hospitals,242,21
2568453150,acute care hospitals,243,21
3346366221,acute care hospitals,244,23
3346366221,acute care hospitals,245,23
3346366221,acute care hospitals,246,23
xx46x66221,acute care hospitals,247,24
3346366221,acute care hospitals,248,23
3346366221,acute care hospitals,249,23
3346366221,acute care hospitals,250,23
3346366221,acute care hospitals,251,23
3346366221,acute care hospitals,252,23
3346366221,acute care hospitals,253,23
3346366221,acute care hospitals,254,23
3346366221,acute care hospitals,255,23
3346366221,acute care hospitals,256,23
3346366221,acute care hospitals,257,23
3346366221,acute care hospitals,258,23
3346366221,acute care hospitals,259,23
3346366221,acute care hospitals,260,23
334x3xx221,acute care hospitals,261,25
3346366221,acute care hospitals,262,23
3346366221,acute care hospitals,263,23
3346366221,acute care hospitals,264,23
3346366221,acute care hospitals,265,23
3346366221,acuxe care hospixals,266,26
3346366221,acute care hospitals,267,23
3346366221,acute care hospitals,268,23
2056208100,acute care hospitals,269,27
2056208100,acute care hospitals,270,27
2056208100,acute care hospitals,271,27
2056208100,acute care hospitals,272,27
2056208100,acute care hospitals,273,27
2056208100,acute care hospitals,274,27
2056208100,acute care hospitals,275,27
2056208100,acute care hospitals,276,27
2056208100,acute care hospitals,277,27
2056208100,acute care hospitals,278,27
2056208100,acute care hospitals,279,27
2056208100,acutexcarexhospitals,280,28
2056208100,acute care hospitals,281,27
2056208100,acute care hospitals,282,27
2056208100,acute care hospitals,283,27
2056208100,acute care hospitals,284,27
2056208100,acute care hospitals,285,27
2056208100,acute care hospitals,286,27
2056208100,acute care hospitals,287,27
2056208100,acute care hospitals,288,27
2056208100,acute care hospitals,289,27
2056208100,acute care hospitals,290,27
2056208100,acute care hospitals,291,27
2056208100,acute care hospitals,292,27
2056208100,acuxe care hospixals,293,29
2053258100,acute care hospitals,294,0
2053258100,acute care hospitals,295,0
2053258100,acute care hospitals,296,0
2053258100,acute care hospitals,297,0
2053258100,acute care hospitals,298,0
2053258100,acute care hospitals,299,0
2053258100,acute care hospitals,300,0
2053258100,acute care hospitals,301,0
2053258100,acute care hospitals,302,0
2053258100,acute care hospitals,303,0
2053258100,acute care hospitals,304,0
2053258100,acute care hospitals,305,0
2053258100,acute care hospitals,306,0
2053258100,acute care hospitals,307,0
2053258100,acute care hospitals,308,0
2053258100,acute care hospitals,309,0
2053258100,acute care hospitals,310,0
2562358900,acute care hospitals,311,30
2562358900,acute care hospitals,312,30
2562358900,acute care hospitals,313,30
2562358900,acute care hospitals,314,30
2562358900,acute care hospitals,315,30
2562358900,acute care hospitals,316,30
2562358900,acute care hospitals,317,30
2562358900,acute care hospitals,318,30
2562358900,acute care hospitals,319,30
2562358900,acute care hospitals,320,30
256235x900,acute care hospitals,321,31
2562358900,acute care hospitals,322,30
2562358900,acute care hospitals,323,30
2562358900,acute care hospitals,324,30
2562358900,acute care hospitals,325,30
2562358900,acute care hospitals,326,30
2562358900,acute care hospitals,327,30
2562358900,acute care hospitals,328,30
2562358900,acute care hospitals,329,30
2562358900,acute care hospitals,330,30
3347935000,acute care hospitals,331,32
3347935000,acute care hospitals,332,32
3347935000,acute care hospitals,333,32
3347935000,acute care hospitals,334,32
3347935000,acute care hospitals,335,32
3347935000,acute care hospitals,336,32
3347935000,acute care hospitals,337,32
3347935000,acute care hospitals,338,32
3347935000,acute care hospitals,339,32
3347935000,acute care hospitals,340,32
3347935000,acute care hospitals,341,32
xx479x5000,acute care hospitals,342,33
3347935000,acute care hospitals,343,32
3347935000,acute care hospitals,344,32
3347935000,acute care hospitals,345,32
3347935000,acute care hospitals,346,32
3347935000,acute care hospitals,347,32
2059397000,acute care hospitals,348,34
2059397000,acute care hospitals,349,34
2059397000,acute care hospitals,350,34
2059397000,acute care hospitals,351,34
2059397000,acute care hospitals,352,34
2563412000,acute care hospitals,353,35
2054877736,acute care hospitals,354,36
2054877736,acute care hospitals,355,36
2054877736,acute care hospitals,356,36
2054877736,acute care hospitals,357,36
2054877736,acute care hospitals,358,36
2054877736,acute care hospitals,359,36
2054877736,acute care hospitals,360,36
2054877736,acute care hospitals,361,36
2054877736,acute care hospitals,362,36
2054877736,acute care hospitals,363,36
2054877736,acute care hospitals,364,36
2054877736,acute care hospitals,365,36
2054877736,acute care hospitals,366,36
2054877736,acute care hospitals,367,36
2054877736,acute care hospitals,368,36
2054877736,acute care hospitals,369,36
2054877736,acute care hospitals,370,36
2054877736,acute care hospitals,371,36
2054877736,acute care hospitals,372,36
2054877736,acute care hospitals,373,36
2054877736,acute care hospitals,374,36
2054877736,acute care hospitals,375,36
2054877736,acute care hospitals,376,36
2054877736,acute care hospitals,377,36
2054877736,acute care hospitals,378,36
2514717110,acute care hospitals,379,37
2514717110,acute care hospitals,380,37
25x47x7xx0,acute care hospitals,381,38
2514717110,acute care hospitals,382,37
2514717110,acute care hospitals,383,37
25x47x7xx0,acute care hospitals,384,38
2514717110,acute care hospitals,385,37
25x47x7xx0,acute care hospitals,386,38
2514717110,acute care hospitals,387,37
2514717110,acute care hospitals,388,37
2514717110,acute care hospitals,389,37
2514717110,acute care hospitals,390,37
2514717110,acute care hospitals,391,37
3343614267,acute care hospitals,392,39
33x361x267,acute care hospitals,393,40
3343614267,acute care hospitals,394,39
3343614267,acute care hospitals,395,39
3343614267,acute care hospitals,396,39
3343614267,acute care hospitals,397,39
3343614267,acute care hospitals,398,39
3343614267,acute care hospitals,399,39
3343614267,acute care hospitals,400,39
3343614267,acute care hospitals,401,39
3343614267,acute care hospitals,402,39
3343614267,acute care hospitals,403,39
3343614267,acute care hospitals,404,39
3343614267,acute care hospitals,405,39
3343614267,acute care hospitals,406,39
3343614267,acute care hospitals,407,39
3343614267,acute care hospitals,408,39
3343614267,acute care hospitals,409,39
3343614267,acute care hospitals,410,39
3343614267,acute care hosxitals,411,41
2563321611,acute care hospitals,412,42
2563321611,acuxe care hospixals,413,43
2562495000,acute care hospitals,414,44
2562495000,acute care hospitals,415,44
2562495000,acute care hospitals,416,44
2562495000,acute care hospitals,417,44
2562495000,acute care hospitals,418,44
2562495000,acute care hospitals,419,44
2562495000,acute care hospitals,420,44
2562495000,acute care hospitals,421,44
2562495000,acute care hospitals,422,44
2562495000,acute care hospitals,423,44
2562495000,acute care hospitals,424,44
2562495000,acute care hospitals,425,44
2562495000,acute care hospitals,426,44
2562495000,acute care hospitals,427,44
2562495000,acute care hospitals,428,44
2562495000,acute care hospitals,429,44
2562495000,acute care hospitals,430,44
2562495000,acute care hospitals,431,44
9072761131,acute care hospitals,432,45
9072761131,acute care hospitals,433,45
9072761131,acute care hospitals,434,45
9072761131,acute care hospitals,435,45
9072761131,acute care hospitals,436,45
9072761131,acute care hospitals,437,45
9072761131,acute care hospitals,438,45
9072761131,acute care hospitals,439,45
9072761131,acute care hospitals,440,45
9072761131,acute care hospitals,441,45
9072761131,acute care hospitals,442,45
9072761131,acute care hospitals,443,45
9072761131,acute care hospitals,444,45
9072761131,acute care hospitals,445,45
9072761131,acute care hospitals,446,45
9072761131,acute care hospitals,447,45
9072761131,acute care hospitals,448,45
9072761131,acute care hospitals,449,45
9075436300,acute care hospitals,450,46
9075436300,acute care hospitals,451,46
2563864556,acute care hospitals,452,1
2563864556,acute care hospitaxs,453,47
2563864556,acute care hospitals,454,1
2563864556,acute care hospitals,455,1
2563864556,acute care hospitals,456,1
2563864556,acute care hospitals,457,1
2563864556,acute care hospitals,458,1
2563864556,acute care hospitals,459,1
2563864556,acute care hospitals,460,1
2563864556,acute care hospitals,461,1
2563864556,acute care hospitals,462,1
2563864556,acute care hospitals,463,1
2563864556,acute care hospitals,464,1
2563864556,acute care hospitals,465,1
3347742601,acute care hospitals,466,48
3347742601,acute care hospitals,467,48
3347742601,acute care hospitals,468,48
3347742601,acute care hospitals,469,48
3347742601,acute care hospitals,470,48
334774x601,acute care hospitals,471,49
3347742601,acute care hospitals,472,48
3347742601,acute care hospitals,473,48
3347742601,acute care hospitals,474,48
3347742601,acute care hospitals,475,48
3347742601,acute care hospitals,476,48
3347742601,acute care hospitals,477,48
3347742601,acute care hospitals,478,48
3347742601,acute care hospitals,479,48
3347742601,acute care hospitals,480,48
3347742601,acute care hospitals,481,48
3347742601,acute care hospitals,482,48
3347742601,acute care hospitals,483,48
3347742601,acute care hospitals,484,48
3347742601,acute care hospitals,485,48
3347742601,acute care hospitals,486,48
3347742601,acute care hospitals,487,48
3347742601,acute care hospitals,488,48
3347742601,acute care hospitals,489,48
3347742601,acute caxe hospitals,490,50
2569275531,acute care hospitals,491,51
2569275531,acute care hospitals,492,51
2569275531,acute care hxspitals,493,52
2569275531,acute care hospitals,494,51
2569275531,acute care hospitals,495,51
2569275531,acute care hospitals,496,51
2569275531,acutx carx hospitals,497,53
2569275531,acute care hospitals,498,51
2569275531,acute care hospitals,499,51
2569275531,acute care hospitals,500,51
2569275531,acute care hospitals,501,51
2569275531,acute care hospitals,502,51
2569275531,acute care hospitals,503,51
2569275531,acute care hospitals,504,51
2569275531,acute care hospitals,505,51
2569275531,acute care hospitals,506,51
2569275531,acute care hospitals,507,51
2569275531,acute care hospitals,508,51
2569275531,acute care hospitals,509,51
2569275531,acute care hospitals,510,51
2569275531,acuxe care hospixals,511,54
2569275531,acute care hospitals,512,51
2569275531,acute care hospitals,513,51
2569275531,acute care hospitals,514,51
2569275531,acute care hospitals,515,51
3342xx2100,acute care hospitals,516,55
3342882100,acute care hospitals,517,56
3342882100,acute care hospitals,518,56
3342882100,acute care hospitals,519,56
3342882100,acute care hospitals,520,56
3342882100,acute care hospitals,521,56
3342882100,acute care hospitals,522,56
3342882100,acute care hospitals,523,56
3342882100,acute care hospitals,524,56
3342882100,acute care hospitals,525,56
3342882100,acute care hospitals,526,56
3342882100,acute care hospitals,527,56
3342882100,acute care hospitals,528,56
3342882100,acute care hospitals,529,56
3342882100,acute care hospitals,530,56
3342882100,acute care hospitals,531,56
3342882100,acute care hosxitals,532,57
3342882100,acute care hospitals,533,56
3342882100,acute care hospitals,534,56
3342882100,acute care hospitals,535,56
3342882100,acute care hospitals,536,56
3342882100,acute care hospitals,537,56
3342882100,acute care hospitals,538,56
3342882100,acute care hospitals,539,56
3342882100,acute care hospitals,540,56
3342938000,acute care hospitals,541,58
3342938000,acute care hospitals,542,58
3342938000,acute care hospitals,543,58
3342938000,acute care hospitals,544,58
3342938000,acute care hospitals,545,58
3342938000,acute care hospitals,546,58
3342938000,acute care hospitals,547,58
3342938xxx,acute care hospitals,548,59
3342938000,acute care hospitals,549,58
3342938000,acute care hospitals,550,58
3342938000,acute care hospitals,551,58
3342938000,acute care hospitals,552,58
3342938000,acute care hospitals,553,58
3342938000,acute care hospitals,554,58
3342938000,acute care hospitals,555,58
3342938000,acute care hospitals,556,58
3342938000,acute care hospitals,557,58
3342938000,acute care hospitals,558,58
3342938000,acute care hospitals,559,58
3342938000,acute care hospitals,560,58
33x2938000,acute care hospitals,561,60
3342938xxx,acute care hospitals,562,59
3342938000,acute care hospitals,563,58
3342938000,acute care hospitals,564,58
3342938000,acute care hospitals,565,58
3347561400,acute care hospitals,566,61
3347561400,acute care hospitals,567,61
3347561400,acute care hospitals,568,61
3347561400,acute care hospitals,569,61
3347561400,acute care hospitals,570,61
3347561400,acute care hospitals,571,61
334x561400,acute care hospitals,572,62
3347561400,acute care hospitals,573,61
3347561400,acute care hospitals,574,61
3347561400,acute care hospitals,575,61
3347561400,acute care hospitals,576,61
3347561400,acute care hospitals,577,61
3347561400,acute care hospitals,578,61
3347561400,acute care hospitals,579,61
3347561400,acute care hospitals,580,61
3347561400,acute care hospitals,581,61
3347561400,acute care hospitals,582,61
3347561400,acute care hospitals,583,61
3347561400,acute care hospitals,584,61
3347561400,acute care hospitals,585,61
3347561400,acute care hospitals,586,61
3347561400,acute care hospitals,587,61
3347561400,acuxe care hospixals,588,63
3347561400,acute care hospitals,589,61
3347561400,acute care hospitals,590,61
3348972257,acute care hospitals,591,64
3348972257,acute care hospitals,592,64
33x8972257,acute care hospitals,593,65
3348972257,acute care hospitals,594,64
3348972257,acute care hospitals,595,64
3348972257,acute care hospitals,596,64
3348972257,acute care hospitals,597,64
3348972257,acute care hospitals,598,64
3348972257,acute care hospitals,599,64
3348972257,acute care hospitals,600,64
3348972257,acute care hospitals,601,64
3348972257,acute care hospitals,602,64
3348972257,acute care hospitals,603,64
3348972257,acute care hospitals,604,64
3348972257,acute care hospitals,605,64
3348972257,acute care hospitals,606,64
3348972257,acute care hospitals,607,64
3348972257,acute care hospitals,608,64
3348972257,acute care hospitals,609,64
3348972257,acute care hospitals,610,64
3348972257,acute care hospitals,611,64
3348972257,acute care hospitals,612,64
3348972257,acute care hospitals,613,64
3348972257,acute care hospitals,614,64
3348972257,acute care hospitals,615,64
3347493411,acute care hospitals,616,66
3347493411,acute care hospitals,617,66
3347493411,acute care hospitals,618,66
3347493411,acute care hospitals,619,66
3347493411,acute care hospitals,620,66
3347493411,acute care hospitals,621,66
3347493411,acute care hospitals,622,66
3347493411,acute care hospitals,623,66
3347493411,acute care hospitals,624,66
3347493411,acute care hospitals,625,66
3347493411,acute care hospitals,626,66
3347493411,acute care hospitals,627,66
3347493411,acute care hospitals,628,66
3347493411,acute care hospitals,629,66
3347493411,acute care hospitals,630,66
3347493411,acute care hospitals,631,66
3347493411,acute care hospitals,632,66
3347493411,acute care hospitals,633,66
3347493411,acuxe care hospixals,634,67
3347493411,acute care hospitals,635,66
3347493411,acute care hospitals,636,66
3347493411,acute care hospitals,637,66
3347493411,acute care hospitals,638,66
3347493411,acute care hospitals,639,66
3347493411,acute care hospitals,640,66
2563572111,acute care hospitals,641,68
2563572111,acute care hospitals,642,68
2563572111,acute care hospitals,643,68
2563572111,acute care hospitals,644,68
2563572111,acute care hospitals,645,68
2563572111,acute care hospitals,646,68
2563572111,acute care hospitals,647,68
2563572111,acute care hospitals,648,68
2563572111,acute care hospitals,649,68
2563572111,acute care hospitals,650,68
2563572111,acute care hospitals,651,68
2563572111,acute care hospitals,652,68
2563572111,acute care hospitals,653,68
2563572111,acute care hospitals,654,68
2563572111,acute care hospitals,655,68
2563572111,acute care hospitals,656,68
2563572111,acute care hospitals,657,68
2563572111,acute care hospitals,658,68
2563572111,acute care hospitals,659,68
2563572111,acute care hospitals,660,68
2563572111,acute care hospitals,661,68
2563572111,acute care hospitals,662,68
2563572111,acute care hospitals,663,68
2563572111,acute care hospitals,664,68
2563572111,acute care hospitals,665,68
20593xx011,acute care hospitals,666,69
2059344011,acute care hospitals,667,70
2059344011,acute care hospitals,668,70
2059344011,acute care hospitals,669,70
2059344011,acute care hospitals,670,70
2059344011,acute care hospitals,671,70
2059344011,acute care hospitals,672,70
2059344011,acute care hospitals,673,70
2059344011,acute care hospitals,674,70
2059344011,acute care hospitals,675,70
2059344011,acute care hospitals,676,70
2059344011,acute care hospitals,677,70
2059344011,acute care hospitals,678,70
2059344011,acute care hospitals,679,70
2059344011,acute care hospitals,680,70
2059344011,acute care hospitals,681,70
2059344011,acute care hospitals,682,70
2059344011,acute care hospitals,683,70
2059344011,acute care hospitals,684,70
2059344011,acute care hospitals,685,70
2059344011,acute care hospitals,686,70
2059344011,acute care hospitals,687,70
2059344011,acute care hospitals,688,70
2059344011,acute care hospitals,689,70
2059344011,acute care hospitals,690,70
3342836541,acute care hospitals,691,71
3342836541,acute care hospitals,692,71
3342836541,acute care hospitals,693,71
3342836541,acute care hospitals,694,71
3342836541,acute cxre hospitxls,695,72
3342836541,acute care hospitals,696,71
3342836541,acute care hospitals,697,71
3342836541,acute care hospitals,698,71
334x836541,acute care hospitals,699,73
3342836541,acute care hospitals,700,71
3342836541,acute care hospitals,701,71
3342836541,acute care hospitals,702,71
3342836541,acute care hospitals,703,71
3342836541,acute care hospitals,704,71
3342836541,acutexcarexhospitals,705,74
3342836541,acute care hospitals,706,71
3342836541,acute care hospitals,707,71
3342836541,acute care hospitals,708,71
3342836541,acute care hospitals,709,71
3342836541,acute care hospitals,710,71
3342836541,acute care hospitals,711,71
3342836541,acute care hospitals,712,71
33x28365x1,acute care hospitals,713,75
3342836541,acute care hospitals,714,71
3342836541,acute care hospitals,715,71
2567372000,acute care hospitals,716,76
2567372000,acute care hospitals,717,76
2567372000,acute care hospitals,718,76
2567372000,acute care hospitals,719,76
2567372000,acute care hospitals,720,76
2567372000,acute care hospitals,721,76
2567372000,acute care hospitals,722,76
2567372000,acute care hospitals,723,76
2567372000,acute care hospitals,724,76
2567372000,acute care hospitals,725,76
2567372000,acute care hospitals,726,76
2567372000,acute care hospitals,727,76
2567372000,acute care hospitals,728,76
2567372000,acutexcarexhospitals,729,77
2567372000,acute care hospitals,730,76
2567372000,acute care hospitals,731,76
2567372000,acute care hospitals,732,76
2567372000,acute care hospitals,733,76
2567372000,acute care hospitals,734,76
2567372000,acute care hospitals,735,76
2567372000,acute care hospitals,736,76
2567372000,acute care hospitals,737,76
2567372000,acute care hospitals,738,76
2567372000,acute care hospitals,739,76
2567372000,acute care hospitals,740,76
3342228466,acute care hospitals,741,78
3342228466,acute care hospitals,742,78
3342228466,acute care hospitals,743,78
3342228466,acute care hospitals,744,78
3342228466,acute care hospitals,745,78
3342228466,acute care hospitals,746,78
3342228466,acute care hospitals,747,78
3342228466,acute care hospitals,748,78
3342228466,acute care hospitals,749,78
3342228466,acute care hospitals,750,78
334xxx8466,acute care hospitals,751,79
3342228466,acute care hospitals,752,78
3342228466,acute care hospitals,753,78
3342228466,acute care hospitals,754,78
3342228466,acute care hospitals,755,78
3342228466,acute care hospitals,756,78
3342228466,acute care hospitals,757,78
3342228466,acute care hospitals,758,78
3342228466,acute care hospitals,759,78
3342228466,acute care hospitals,760,78
3342228466,acute care hospitals,761,78
3342228466,acute care hospitals,762,78
33422284xx,acute care hospitals,763,80
3342228466,acute care hospitals,764,78
3342228466,acute care hospitals,765,78
2562358900,acute care hospitals,766,30
2562358900,acute care hospitals,767,30
2562358900,acute care hospitals,768,30
2562358900,acute care hospitals,769,30
2562358900,acute care hospitals,770,30
2562358900,acute care hospitals,771,30
2562358900,acute care hospitals,772,30
2562358900,acute care hospitals,773,30
2562651000,acute care hospitals,774,81
2562651000,acute care hospitals,775,81
2562651000,acute care hospitals,776,81
2562651000,acute care hospitals,777,81
2562651000,acute care hospitals,778,81
2562651000,acutexcarexhospitals,779,82
2562651000,acute care hospitals,780,81
2562651000,acute care hospitals,781,81
2562651000,acute care hospitaxs,782,83
2562651000,acute care hospitals,783,81
2562651000,acute care hospitals,784,81
2562651000,acute care hospitals,785,81
2562651000,acute care hospitals,786,81
2562651000,acute care hospitals,787,81
2562651000,acute care hospitals,788,81
2562651000,acute care hospitals,789,81
2562651000,acute care hospitals,790,81
2562651000,acute care hospitals,791,81
2562651000,acute care hospitals,792,81
2562651000,acute care hospitals,793,81
2562651000,acute care hospitals,794,81
2562651000,acute care hospitals,795,81
2562651000,acute care hospitals,796,81
2562651000,acute care hospitals,797,81
2562651000,acute care hospitals,798,81
2562651000,acute care hospitals,799,81
2562651000,acute care hospitals,800,81
2562651000,acute care hospitals,801,81
2564944000,acute care hospitals,802,84
2564944000,acute care hospitals,803,84
2564944000,acute care hospitals,804,84
2564944000,acute care hospitals,805,84
2564944000,acute care hospitals,806,84
2564944000,acute care hospitals,807,84
2564944000,acute care hospitals,808,84
2564944000,acute care hospitals,809,84
2564944000,acute care hospitals,810,84
2564944000,acute care hospitals,811,84
2564944000,acute care hospitals,812,84
2564944000,acute care hospitals,813,84
2564944000,axute care hospitals,814,85
