ProviderNumber,CountyName,original_index,unique_index
10023,montgomery,530,52
10023,montgomery,531,52
10023,montgomery,532,52
10023,montgomery,533,52
10023,montgomery,534,52
10023,montgomery,535,52
10023,montgomery,536,52
10023,montgomery,537,52
10023,montgomery,538,52
10023,montgomery,539,52
10023,montgomexy,540,54
10024,montgomery,541,55
10024,montgomery,542,55
10024,montgomery,543,55
10024,montgomery,544,55
10024,montgomery,545,55
10024,montgomery,546,55
10024,montgomery,547,55
10024,montgomery,548,55
10024,montgomery,549,55
10024,montgomery,550,55
10024,monxgomery,551,56
10024,montgomery,552,55
10024,montgomery,553,55
10024,montgomery,554,55
10024,montgomery,555,55
10024,montgomery,556,55
10024,montgomery,557,55
10024,montgomery,558,55
1xx24,montgomery,559,57
10024,montgomery,560,55
10024,montgomery,561,55
10024,montgomery,562,55
10024,montgomery,563,55
10024,montgomery,564,55
10024,montgomery,565,55
10025,chambers,566,58
10025,chambers,567,58
10025,chambers,568,58
10025,chambers,569,58
10025,chambers,570,58
10025,chambers,571,58
10025,chambers,572,58
10025,chambers,573,58
10025,chambers,574,58
10025,chambers,575,58
10025,chambers,576,58
10025,chambers,577,58
10025,xhambers,578,59
10025,chambers,579,58
10025,chambers,580,58
10025,chambers,581,58
10025,chambers,582,58
10025,chambers,583,58
10025,chambers,584,58
10025,chambers,585,58
10025,chambers,586,58
10025,chambers,587,58
10025,chambers,588,58
10025,chambers,589,58
10025,chaxbers,590,60
10027,coffee,591,61
10027,coffee,592,61
10027,coffee,593,61
10027,coffee,594,61
10027,coffee,595,61
10027,coffee,596,61
10027,coffee,597,61
10027,coffee,598,61
10027,coffee,599,61
10027,coffee,600,61
10027,coffee,601,61
10027,coffxx,602,62
10027,coffee,603,61
10027,coffee,604,61
10027,coffee,605,61
10027,coffee,606,61
10027,coffee,607,61
x0027,coffee,608,63
10027,coffee,609,61
10027,coffee,610,61
10027,coffee,611,61
10027,coffee,612,61
10027,coffee,613,61
10027,coffee,614,61
10027,coffee,615,61
10029,lee,616,64
10029,lee,617,64
10029,lee,618,64
10029,lee,619,64
10029,lee,620,64
10029,lee,621,64
10029,lee,622,64
10029,lee,623,64
10029,lee,624,64
10029,lee,625,64
10029,lee,626,64
x0029,lee,627,65
10029,lee,628,64
10029,lee,629,64
10029,lee,630,64
10029,lee,631,64
10029,lee,632,64
10029,xee,633,66
10029,lee,634,64
10029,lee,635,64
10029,lee,636,64
10029,lee,637,64
10029,lee,638,64
1xx29,lee,639,67
10029,lee,640,64
10032,randolph,641,68
10032,randolph,642,68
10032,randolph,643,68
10032,randolph,644,68
1xx32,randolph,645,69
10032,randolph,646,68
10032,randolph,647,68
10032,randolph,648,68
10032,randolph,649,68
10032,randolph,650,68
10032,randolph,651,68
10032,randolph,652,68
10032,randolph,653,68
10032,randolph,654,68
1xx32,randolph,655,69
10032,randolph,656,68
10032,randolph,657,68
10032,randolph,658,68
10032,randolph,659,68
10032,randolph,660,68
10032,randolph,661,68
10032,randolph,662,68
10032,randolph,663,68
10032,randolph,664,68
10032,randolph,665,68
10033,jefferson,666,70
10033,jefferson,667,70
10033,jefferson,668,70
10033,jefferson,669,70
10033,jefferson,670,70
10033,jefferson,671,70
10033,jxffxrson,672,71
10033,jefferson,673,70
10033,jefferson,674,70
10033,jefferson,675,70
10033,jefferson,676,70
10033,jefferson,677,70
10033,jefferson,678,70
10033,jefferson,679,70
10033,jefferson,680,70
10033,jefferson,681,70
10033,jefferson,682,70
10033,jefferson,683,70
10033,jefferson,684,70
10033,jefferson,685,70
10033,jefferson,686,70
10033,jefferson,687,70
10033,jefferson,688,70
10033,jexxerson,689,72
10033,jefferson,690,70
10034,elmore,691,73
10034,elmoxe,692,74
10034,elmore,693,73
10034,elmore,694,73
10034,elmore,695,73
10034,elmore,696,73
10034,elmore,697,73
10034,elxore,698,75
10034,elmore,699,73
10034,elmore,700,73
10034,elmore,701,73
10034,elmore,702,73
10034,elmore,703,73
100x4,elmore,704,76
10034,elmore,705,73
10034,elmore,706,73
10034,elmore,707,73
10034,elmore,708,73
10034,elmore,709,73
10034,elmore,710,73
10034,elmore,711,73
10034,elmore,712,73
10034,elmore,713,73
10034,elmore,714,73
10034,elmore,715,73
10035,cullman,716,77
10035,cullman,717,77
10035,cullman,718,77
10035,cullman,719,77
10035,cullman,720,77
100x5,cullman,721,78
10035,cxllman,722,79
10035,cullman,723,77
1xx35,cullman,724,80
10035,cullman,725,77
10035,cullman,726,77
10035,cullman,727,77
10035,cullman,728,77
10035,cullman,729,77
10035,cxllman,730,79
10035,cullman,731,77
10035,cullman,732,77
10035,cullman,733,77
10035,cullman,734,77
10035,cullman,735,77
10035,cullman,736,77
10035,cullman,737,77
10035,cullman,738,77
10035,cullman,739,77
10035,cullman,740,77
10036,covington,741,81
10036,covington,742,81
10036,covington,743,81
10036,covington,744,81
10036,covington,745,81
10036,covington,746,81
10036,covington,747,81
10036,covington,748,81
10036,covington,749,81
10036,covington,750,81
10036,covington,751,81
10036,coxington,752,82
10036,covington,753,81
10036,covington,754,81
1xx36,covington,755,83
10036,covington,756,81
10036,covington,757,81
10036,covington,758,81
10036,covington,759,81
10036,covington,760,81
10036,covington,761,81
10036,covington,762,81
10036,covington,763,81
10036,covington,764,81
10036,covington,765,81
10038,calhoun,766,28
10038,calhoun,767,28
10038,calhoun,768,28
10038,calhoun,769,28
10038,calhoun,770,28
10038,calhoun,771,28
10038,calhoun,772,28
10038,calhoun,773,28
10039,madison,774,84
10039,madison,775,84
10039,madison,776,84
10039,madison,777,84
10039,madison,778,84
10039,madison,779,84
1003x,madison,780,85
10039,madison,781,84
10039,madison,782,84
10039,madison,783,84
10039,madison,784,84
10039,madisxn,785,86
10039,madison,786,84
10039,madison,787,84
10039,madison,788,84
1xx39,madison,789,87
10039,madison,790,84
10039,madison,791,84
10039,madison,792,84
100x9,madison,793,88
10039,madison,794,84
10039,madison,795,84
10039,madison,796,84
10039,madison,797,84
10039,madisox,798,89
10039,madison,799,84
10039,madison,800,84
10039,madison,801,84
10040,etowah,802,90
10040,etowah,803,90
10040,etowah,804,90
10040,etowah,805,90
10040,etowah,806,90
10040,etowah,807,90
10040,etowah,808,90
10040,etowah,809,90
10040,etowah,810,90
10040,etowah,811,90
10040,etowah,812,90
10040,etowah,813,90
10040,etowah,814,90
10040,etowah,815,90
10040,etowah,816,90
10040,etowah,817,90
10040,etowah,818,90
10040,etowah,819,90
10040,etowah,820,90
10040,etowah,821,90
10040,etowah,822,90
10040,etowah,823,90
10040,etowah,824,90
10040,etowah,825,90
10040,etowah,826,90
10043,chilton,827,91
10043,chilton,828,91
10043,chilton,829,91
10043,chilton,830,91
10043,chilton,831,91
10043,chilton,832,91
10043,chilton,833,91
10043,chilton,834,91
10043,chilton,835,91
10043,chilton,836,91
10043,chilton,837,91
10043,chilton,838,91
10043,chilton,839,91
10043,chilton,840,91
10043,chilton,841,91
10043,chilton,842,91
10043,chilton,843,91
10043,chilton,844,91
10043,chilton,845,91
10043,chilton,846,91
10043,chilton,847,91
10043,chilton,848,91
10043,chilton,849,91
10043,chilton,850,91
10043,chilton,851,91
10044,marion,852,92
10044,marion,853,92
10044,marion,854,92
10044,marion,855,92
10044,marion,856,92
10044,marion,857,92
10044,marion,858,92
1xx44,marion,859,93
10044,marion,860,92
10044,marion,861,92
10044,marion,862,92
10044,marion,863,92
10044,marion,864,92
10044,marion,865,92
10044,marion,866,92
10044,marion,867,92
10044,marion,868,92
10044,marion,869,92
10044,marion,870,92
10044,marion,871,92
10044,marion,872,92
10044,marion,873,92
10044,marion,874,92
10044,marion,875,92
10044,marion,876,92
10045,fayette,877,94
1xx45,fayette,878,95
10045,fayette,879,94
10045,fayette,880,94
10045,fayette,881,94
10045,fayette,882,94
10045,fayette,883,94
10045,fayette,884,94
10045,fayette,885,94
10045,fayette,886,94
10045,fayette,887,94
x0045,fayette,888,96
10045,fayette,889,94
10045,fayette,890,94
10045,fayette,891,94
10045,fayette,892,94
10045,fayette,893,94
10045,fayette,894,94
10045,fayexxe,895,97
10045,fayette,896,94
10045,fayette,897,94
10045,fayette,898,94
10045,fayette,899,94
10045,fayette,900,94
10045,fayette,901,94
10046,etowah,902,98
10046,etowah,903,98
10046,etowah,904,98
10046,etowah,905,98
10046,etowah,906,98
10046,etowah,907,98
10046,etowah,908,98
10046,etowah,909,98
10046,etowah,910,98
10046,etowah,911,98
10046,etowah,912,98
10046,etowah,913,98
10046,etowah,914,98
10046,etowah,915,98
10046,etowah,916,98
10046,etowxh,917,99
10046,etowah,918,98
10046,etowah,919,98
10046,etowah,920,98
10046,etowah,921,98
10046,etowah,922,98
10046,etowah,923,98
10046,etowah,924,98
10046,etowah,925,98
10046,etowah,926,98
10046,etowah,927,98
10046,etowah,928,98
10046,etowah,929,98
10047,butler,930,100
10047,butler,931,100
10047,butler,932,100
1xx47,butler,933,101
10047,butler,934,100
10047,butler,935,100
10047,butler,936,100
10047,butler,937,100
10047,butler,938,100
10047,butler,939,100
10047,butler,940,100
10047,butler,941,100
10047,butler,942,100
10047,butxer,943,102
10047,butler,944,100
10047,butler,945,100
10047,butler,946,100
10047,butler,947,100
10047,butler,948,100
10047,butler,949,100
10047,butler,950,100
10047,butler,951,100
10047,butler,952,100
10047,butler,953,100
10047,butler,954,100
1004x,coffee,955,103
10049,coffee,956,104
10049,coffee,957,104
10049,coffee,958,104
10049,coffee,959,104
10049,coffee,960,104
10049,coffee,961,104
10049,coffee,962,104
10049,coffee,963,104
10049,coffee,964,104
10049,coffee,965,104
10049,cxffee,966,105
10049,coffee,967,104
10049,coffee,968,104
10049,coffee,969,104
10049,coffee,970,104
10049,coffee,971,104
10049,coffee,972,104
10049,coffee,973,104
10049,coffee,974,104
10049,coffee,975,104
10049,coffee,976,104
10049,coffee,977,104
10049,coffee,978,104
10049,coffee,979,104
10050,blount,980,106
10050,blount,981,106
10050,blount,982,106
10050,blount,983,106
10050,blount,984,106
10050,blount,985,106
10050,blount,986,106
10050,blount,987,106
10050,blount,988,106
10050,blount,989,106
10050,blount,990,106
10050,blount,991,106
10050,blount,992,106
10050,blount,993,106
10050,blount,994,106
10050,blount,995,106
10050,blount,996,106
10050,blount,997,106
10050,blount,998,106
10050,blount,999,106
