act_arr_time,original_index,unique_index
,307,1
,308,1
,309,1
,310,1
,311,1
,312,1
,313,1
,314,1
,315,1
,316,1
,317,1
,318,1
11:04 a.m.,319,96
,320,1
,321,1
,322,1
,323,1
2:49 p.m.,324,99
1:23 p.m.,325,62
,326,1
,327,1
,328,1
,329,1
,330,1
,331,1
7:40 a.m.,332,16
,333,1
,334,1
10:49 a.m.,335,193
,336,1
9:22 a.m.,337,42
,338,1
9:14 a.m.,339,43
11:30 a.m.,340,44
9:29 a.m.,341,45
10:31 p.m.,342,46
5:14 p.m.,343,47
,344,1
4:54 p.m.,345,48
11:11 a.m.,346,49
12/2/11 6:35 a.m.,347,50
7:04 a.m.,348,51
,349,1
6:25 p.m.,350,52
,351,1
,352,1
1:11 p.m.,353,53
9:56 a.m.,354,54
9:29 a.m.,355,45
7:37 p.m.,356,55
1:36 p.m.,357,56
,358,1
,359,1
4:43 p.m.,360,57
4:08 p.m.,361,58
,362,1
8:50 a.m.,363,59
5:00 p.m.,364,60
,365,1
,366,1
11:50 a.m.,367,61
3:13 p.m.,368,34
1:23 p.m.,369,62
3:09 p.m.,370,63
1:55 p.m.,371,64
5:22 p.m.,372,65
1:11 p.m.,373,53
,374,1
,375,1
2:39 p.m.,376,66
5:24 p.m.,377,67
,378,1
10:34 a.m.,379,68
7:25 p.m.,380,69
8:38 p.m.,381,70
3:04 p.m.,382,27
,383,1
7:20 p.m.,384,71
,385,1
7:49 a.m.,386,72
9:26 a.m.,387,73
7:43 p.m.,388,74
10:43 a.m.,389,75
6:28 p.m.,390,76
7:23 p.m.,391,77
9:47 p.m.,392,78
,393,1
10:43 a.m.,394,75
2:58 p.m.,395,79
4:20 p.m.,396,80
2:50 p.m.,397,3
,398,1
5:52 a.m.,399,81
12/2/11 12:01 a.m.,400,82
11:49 p.m.,401,83
11:35 p.m.,402,84
9:45 a.m.,403,4
11:33 a.m.,404,85
9:13 a.m.,405,86
3:29 p.m.,406,87
,407,1
8:33 a.m.,408,88
,409,1
6:19 p.m.,410,89
7:50 a.m.,411,90
1:52 p.m.,412,91
9:12 p.m.,413,92
4:22 p.m.,414,93
,415,1
,416,1
3:36 p.m.,417,94
5:39 p.m.,418,95
11:04 a.m.,419,96
1:42 p.m.,420,97
10:58 a.m.,421,98
,422,1
2:49 p.m.,423,99
10:12 a.m.,424,100
6:30 p.m.,425,101
7:59 a.m.,426,102
6:11 p.m.,427,103
2:21 p.m.,428,104
,429,1
5:34 p.m.,430,105
12:37 p.m.,431,106
7:37 a.m.,432,107
,433,1
6:15 a.m.,434,108
10:52 a.m.,435,109
3:12 p.m.,436,110
9:22 a.m.,437,42
10:29 p.m.,438,194
9:28 a.m.,439,2
11:58 a.m.,440,195
9:43 a.m.,441,196
,442,1
3:16 p.m.,443,22
5:17 p.m.,444,117
3:31 p.m.,445,197
11:21 a.m.,446,198
,447,1
7:17 a.m.,448,199
5:26 a.m.,449,200
6:25 p.m.,450,52
9:09 a.m.,451,123
1:19 p.m.,452,201
1:18 p.m.,453,125
9:56 a.m.,454,54
9:45 a.m.,455,4
7:39 p.m.,456,5
1:40 p.m.,457,8
7:10 p.m.,458,202
11:32 a.m.,459,203
5:00 p.m.,460,60
4:09 p.m.,461,6
1:14 p.m.,462,142
9:05 a.m.,463,7
5:03 p.m.,464,135
10:27 a.m.,465,204
10:56 a.m.,466,205
11:50 a.m.,467,61
3:19 p.m.,468,138
1:30 p.m.,469,206
3:21 p.m.,470,207
2:01 p.m.,471,140
5:42 p.m.,472,208
1:14 p.m.,473,142
8:03 p.m.,474,209
9:38 p.m.,475,143
2:46 p.m.,476,18
5:34 p.m.,477,105
3:25 p.m.,478,118
10:29 a.m.,479,145
,480,1
8:43 p.m.,481,146
,482,1
7:58 p.m.,483,210
12:09 p.m.,484,211
7:51 a.m.,485,23
9:29 a.m.,486,45
7:53 p.m.,487,147
6:35 p.m.,488,212
7:36 p.m.,489,213
9:49 p.m.,490,151
6:34 p.m.,491,214
10:45 a.m.,492,153
3:04 p.m.,493,27
4:23 p.m.,494,215
2:52 p.m.,495,156
4:17 p.m.,496,216
,497,1
,498,1
,499,1
,500,1
10:04 a.m.,501,29
11:44 a.m.,502,30
9:13 a.m.,503,86
,504,1
4:59 p.m.,505,217
8:45 a.m.,506,218
,507,1
,508,1
8:02 a.m.,509,219
2:02 p.m.,510,164
9:11 p.m.,511,165
4:24 p.m.,512,166
7:10 p.m.,513,202
12:12 p.m.,514,220
3:36 p.m.,515,94
5:34 p.m.,516,105
11:07 a.m.,517,168
1:43 p.m.,518,33
11:00 a.m.,519,169
12:09 p.m.,520,211
3:01 p.m.,521,171
10:10 a.m.,522,172
6:43 p.m.,523,36
7:57 a.m.,524,173
4:56 p.m.,525,37
6:09 p.m.,526,175
2:27 p.m.,527,17
11:06 a.m.,528,15
5:26 p.m.,529,221
6:17 p.m.,530,222
12:48 p.m.,531,180
7:32 a.m.,532,181
6:36 p.m.,533,149
6:19 a.m.,534,40
11:12 a.m.,535,41
3:14 p.m.,536,39
9:32 a.m.,537,0
10:29 p.m.,538,194
9:28 a.m.,539,2
11:58 a.m.,540,195
9:43 a.m.,541,196
10:30 p.m. (Estimated),542,223
2:10 p.m.,543,14
7:25 p.m. (Estimated runway),544,224
5:17 p.m.,545,117
3:31 p.m.,546,197
6:35 a.m. (Estimated runway),547,225
7:17 a.m.,548,199
5:26 a.m.,549,200
6:28 p.m.,550,76
9:14 a.m.,551,43
1:19 p.m.,552,201
9:45 a.m.,553,4
9:56 a.m.,554,54
7:39 p.m.,555,5
1:27 p.m.,556,13
7:10 p.m.,557,202
8:03 p.m.,558,209
4:09 p.m.,559,6
1:14 p.m.,560,142
9:05 a.m.,561,7
5:05 p.m.,562,226
10:27 a.m.,563,204
10:56 a.m.,564,205
11:01 a.m.,565,9
11:56 a.m.,566,10
8:06 a.m.,567,11
3:20 p.m. (runway),568,227
7:40 a.m.,569,16
2:50 p.m.,570,3
3:21 p.m.,571,207
1:15 p.m.,572,228
9:52 p.m. (Estimated),573,229
2:27 p.m.,574,17
2:46 p.m.,575,18
5:34 p.m.,576,105
3:33 p.m.,577,19
10:36 a.m.,578,20
11:32 a.m.,579,203
8:53 p.m.,580,21
3:16 p.m.,581,22
12:21 a.m. (Estimated),582,230
7:58 p.m.,583,210
12:09 p.m.,584,211
7:51 a.m.,585,23
9:31 a.m.,586,24
7:55 p.m.,587,25
11:06 a.m.,588,15
6:38 p.m.,589,231
7:36 p.m.,590,213
9:53 p.m.,591,26
6:34 p.m.,592,214
10:47 a.m.,593,137
3:04 p.m.,594,27
4:23 p.m.,595,215
4:17 p.m.,596,216
5:42 a.m. (Estimated runway),597,232
12:01 a.m. (Estimated runway),598,233
11:49 p.m. (Estimated runway),599,234
11:35 p.m. (Estimated runway),600,235
4:47 p.m.,601,236
10:04 a.m.,602,29
11:44 a.m.,603,30
5:42 p.m.,604,208
9:13 a.m.,605,86
4:59 p.m.,606,217
,607,1
6:40 p.m. (Estimated),608,237
2:00 p.m.,609,238
9:19 p.m. (Estimated),610,239
4:44 p.m.,611,240
7:10 p.m.,612,202
3:43 p.m.,613,31
5:43 p.m.,614,32
11:06 a.m.,615,15
1:43 p.m.,616,33
3:13 p.m.,617,34
1:30 p.m.,618,206
10:16 a.m.,619,35
6:43 p.m.,620,36
6:15 p.m.,621,38
3:14 p.m.,622,39
5:26 p.m.,623,221
5:38 p.m.,624,241
12:50 p.m.,625,28
6:36 p.m.,626,149
6:19 a.m.,627,40
11:12 a.m.,628,41
9:22 a.m.,629,42
10:29 p.m.,630,194
9:28 a.m.,631,2
11:58 a.m.,632,195
9:43 a.m.,633,196
,634,1
3:16 p.m.,635,22
5:17 p.m.,636,117
3:31 p.m.,637,197
11:21 a.m.,638,198
,639,1
7:17 a.m.,640,199
5:26 a.m.,641,200
6:25 p.m.,642,52
9:09 a.m.,643,123
1:19 p.m.,644,201
1:18 p.m.,645,125
9:56 a.m.,646,54
9:45 a.m.,647,4
7:39 p.m.,648,5
1:40 p.m.,649,8
7:10 p.m.,650,202
11:32 a.m.,651,203
5:00 p.m.,652,60
4:09 p.m.,653,6
1:14 p.m.,654,142
9:05 a.m.,655,7
5:03 p.m.,656,135
10:27 a.m.,657,204
10:56 a.m.,658,205
11:50 a.m.,659,61
3:19 p.m.,660,138
1:30 p.m.,661,206
3:21 p.m.,662,207
2:01 p.m.,663,140
5:42 p.m.,664,208
1:14 p.m.,665,142
8:03 p.m.,666,209
9:38 p.m.,667,143
2:46 p.m.,668,18
5:34 p.m.,669,105
3:25 p.m.,670,118
10:29 a.m.,671,145
,672,1
8:43 p.m.,673,146
,674,1
7:58 p.m.,675,210
12:09 p.m.,676,211
7:51 a.m.,677,23
9:29 a.m.,678,45
7:53 p.m.,679,147
6:35 p.m.,680,212
7:36 p.m.,681,213
9:49 p.m.,682,151
6:34 p.m.,683,214
10:45 a.m.,684,153
3:04 p.m.,685,27
4:23 p.m.,686,215
2:52 p.m.,687,156
4:17 p.m.,688,216
,689,1
,690,1
,691,1
,692,1
10:04 a.m.,693,29
11:44 a.m.,694,30
9:13 a.m.,695,86
,696,1
4:59 p.m.,697,217
8:45 a.m.,698,218
,699,1
,700,1
8:02 a.m.,701,219
2:02 p.m.,702,164
9:11 p.m.,703,165
4:24 p.m.,704,166
7:10 p.m.,705,202
12:12 p.m.,706,220
3:36 p.m.,707,94
5:34 p.m.,708,105
11:07 a.m.,709,168
1:43 p.m.,710,33
11:00 a.m.,711,169
12:09 p.m.,712,211
3:01 p.m.,713,171
10:10 a.m.,714,172
6:43 p.m.,715,36
7:57 a.m.,716,173
4:56 p.m.,717,37
6:09 p.m.,718,175
2:27 p.m.,719,17
11:06 a.m.,720,15
5:26 p.m.,721,221
6:17 p.m.,722,222
12:48 p.m.,723,180
7:32 a.m.,724,181
6:36 p.m.,725,149
6:19 a.m.,726,40
11:12 a.m.,727,41
3:14 p.m.,728,39
9:22 a.m.,729,42
10:28 p.m.,730,242
10:22 p.m.,731,243
11:30 a.m.,732,44
9:39 a.m.,733,244
,734,1
4:54 p.m.,735,48
11:16 a.m.,736,245
,737,1
7:04 a.m.,738,51
5:25 a.m.,739,246
2:50 p.m.,740,3
9:29 a.m.,741,45
7:37 p.m.,742,55
1:19 p.m.,743,201
4:08 p.m.,744,58
1:06 p.m.,745,247
8:50 a.m.,746,59
10:58 a.m.,747,98
11:50 a.m.,748,61
7:59 a.m.,749,102
3:13 p.m.,750,34
3:07 p.m.,751,248
1:55 p.m.,752,64
5:22 p.m.,753,65
2:21 p.m.,754,104
2:39 p.m.,755,66
,756,1
3:26 p.m.,757,249
10:34 a.m.,758,68
8:38 p.m.,759,70
3:04 p.m.,760,27
12:02 p.m.,761,250
7:49 a.m.,762,72
9:26 a.m.,763,73
7:43 p.m.,764,74
10:43 a.m.,765,75
7:23 p.m.,766,77
9:47 p.m.,767,78
1:36 p.m.,768,56
4:20 p.m.,769,80
4:05 p.m.,770,251
,771,1
,772,1
,773,1
9:45 a.m.,774,4
11:33 a.m.,775,85
9:13 a.m.,776,86
,777,1
5:24 a.m.,778,252
,779,1
11:27 a.m.,780,253
3:36 p.m.,781,94
11:04 a.m.,782,96
,783,1
8:33 a.m.,784,88
1:42 p.m.,785,97
2:49 p.m.,786,99
3:12 p.m.,787,110
12:37 p.m.,788,106
7:37 a.m.,789,107
6:13 a.m.,790,254
10:52 a.m.,791,109
2:46P,792,255
10:08A,793,256
7:39P,794,257
9:04A,795,258
11:06A,796,259
,797,1
,798,1
,799,1
,800,1
,801,1
,802,1
Thu  22:25,803,260
Thu  17:40,804,261
Thu  19:33,805,262
Thu  7:31,806,263
Thu  6:50,807,264
,808,1
Thu  10:28,809,265
,810,1
9:32 a.m.,811,0
10:29 p.m.,812,194
9:28 a.m.,813,2
11:58 a.m.,814,195
9:43 a.m.,815,196
,816,1
3:16 p.m.,817,22
5:17 p.m.,818,117
3:31 p.m.,819,197
11:21 a.m.,820,198
,821,1
7:17 a.m.,822,199
5:26 a.m.,823,200
6:28 p.m.,824,76
9:14 a.m.,825,43
1:19 p.m.,826,201
1:27 p.m.,827,13
9:56 a.m.,828,54
9:45 a.m.,829,4
7:39 p.m.,830,5
1:40 p.m.,831,8
7:10 p.m.,832,202
11:32 a.m.,833,203
4:47 p.m.,834,236
4:09 p.m.,835,6
1:14 p.m.,836,142
9:05 a.m.,837,7
5:05 p.m.,838,226
10:27 a.m.,839,204
10:56 a.m.,840,205
11:56 a.m.,841,10
3:20 p.m. (Runway),842,266
1:30 p.m.,843,206
3:21 p.m.,844,207
2:10 p.m.,845,14
5:42 p.m.,846,208
1:15 p.m.,847,228
8:03 p.m.,848,209
8:56 p.m.,849,267
2:46 p.m.,850,18
5:34 p.m.,851,105
3:33 p.m.,852,19
10:36 a.m.,853,20
,854,1
8:53 p.m.,855,21
,856,1
7:58 p.m.,857,210
12:09 p.m.,858,211
7:51 a.m.,859,23
9:31 a.m.,860,24
7:55 p.m.,861,25
6:38 p.m.,862,231
7:36 p.m.,863,213
9:53 p.m.,864,26
6:34 p.m.,865,214
10:47 a.m.,866,137
3:04 p.m.,867,27
4:23 p.m.,868,215
2:50 p.m.,869,3
4:17 p.m.,870,216
,871,1
,872,1
,873,1
,874,1
10:04 a.m.,875,29
11:44 a.m.,876,30
9:13 a.m.,877,86
,878,1
4:59 p.m.,879,217
8:45 a.m.,880,218
,881,1
,882,1
8:02 a.m.,883,219
2:00 p.m.,884,238
9:20 p.m.,885,268
4:44 p.m.,886,240
7:10 p.m.,887,202
11:45 a.m.,888,269
3:43 p.m.,889,31
5:43 p.m.,890,32
11:06 a.m.,891,15
1:43 p.m.,892,33
11:01 a.m.,893,9
12:09 p.m.,894,211
3:13 p.m.,895,34
10:16 a.m.,896,35
6:43 p.m.,897,36
8:06 a.m.,898,11
4:56 p.m.,899,37
6:15 p.m.,900,38
2:27 p.m.,901,17
11:06 a.m.,902,15
5:26 p.m.,903,221
5:38 p.m.,904,241
12:50 p.m.,905,28
7:40 a.m.,906,16
6:36 p.m.,907,149
6:19 a.m.,908,40
11:12 a.m.,909,41
3:14 p.m.,910,39
9:22 a.m.,911,42
7:35 p.m.,912,128
,913,1
2:01 p.m.,914,140
,915,1
,916,1
9:09 a.m.,917,123
,918,1
,919,1
,920,1
9:00 a.m.,921,134
11:50 a.m.,922,61
3:19 p.m.,923,138
7:40 a.m.,924,16
3:20 p.m.,925,139
5:09 p.m.,926,178
1:11 p.m.,927,53
2:17 p.m.,928,186
2:36 p.m.,929,187
8:53 p.m.,930,21
3:10 p.m.,931,116
12:21 a.m. (Estimated),932,230
,933,1
6:36 p.m.,934,149
7:26 p.m.,935,150
,936,1
,937,1
10:45 a.m.,938,153
2:52 p.m.,939,156
4:18 p.m.,940,155
4:17 p.m.,941,216
12:01 a.m. (Estimated runway),942,233
11:35 p.m. (Estimated runway),943,235
11:40 a.m.,944,159
5:28 p.m.,945,141
,946,1
,947,1
,948,1
,949,1
2:02 p.m.,950,164
9:19 p.m. (Estimated),951,239
12:10 p.m.,952,167
11:26 a.m.,953,131
11:04 a.m.,954,96
,955,1
,956,1
1:40 p.m.,957,8
,958,1
,959,1
1:27 p.m.,960,13
6:36 p.m.,961,149
,962,1
,963,1
10:47 a.m.,964,137
12:48 p.m.,965,180
6:19 a.m.,966,40
11:00 a.m.,967,169
3:09 p.m.,968,63
9:22 a.m.,969,42
7:49 a.m.,970,72
9:26 a.m.,971,73
7:25 p.m.,972,69
10:43 a.m.,973,75
4:57 p.m.,974,270
9:44 a.m.,975,271
4:20 p.m.,976,80
2:49 p.m.,977,99
11:35 p.m.,978,84
12:02 a.m.,979,272
7:43 p.m.,980,74
6:11 p.m.,981,103
8:46 p.m.,982,273
10:29 a.m.,983,145
3:26 p.m.,984,249
6:09 a.m.,985,274
10:52 a.m.,986,109
8:38 p.m.,987,70
6:30 p.m.,988,101
9:32 a.m.,989,0
9:28 a.m.,990,2
11:58 a.m.,991,195
9:43 a.m.,992,196
10:30 p.m.*,993,275
Not Available,994,120
3:16 p.m.,995,22
Contact Airline,996,276
4:56 p.m.,997,37
Dec 02 Not Available,998,277
7:17 a.m.,999,199
2:50 p.m.,1000,3
Contact Airline,1001,276
9:45 a.m.,1002,4
9:56 a.m.,1003,54
7:39 p.m.,1004,5
7:10 p.m.,1005,202
4:09 p.m.,1006,6
9:05 a.m.,1007,7
Contact Airline,1008,276
10:27 a.m.,1009,204
10:56 a.m.,1010,205
1:40 p.m.,1011,8
11:01 a.m.,1012,9
11:56 a.m.,1013,10
8:06 a.m.,1014,11
3:30 p.m.,1015,12
1:27 p.m.,1016,13
2:10 p.m.,1017,14
Contact Airline,1018,276
11:06 a.m.,1019,15
2:27 p.m.,1020,17
2:46 p.m.,1021,18
10:36 a.m.,1022,20
11:32 a.m.,1023,203
8:53 p.m.,1024,21
Dec 02 Contact Airline,1025,278
7:58 p.m.,1026,210
12:09 p.m.,1027,211
7:51 a.m.,1028,23
9:31 a.m.,1029,24
Contact Airline,1030,276
9:53 p.m.,1031,26
Contact Airline,1032,276
3:04 p.m.,1033,27
4:23 p.m.,1034,215
Dec 02 Not Available,1035,277
Not Available,1036,120
Dec 02 Not Available,1037,277
Not Available,1038,120
10:04 a.m.,1039,29
11:44 a.m.,1040,30
5:42 p.m.,1041,208
9:13 a.m.,1042,86
Not Available,1043,120
4:59 p.m.,1044,217
8:45 a.m.,1045,218
8:02 a.m.,1046,219
Contact Airline,1047,276
9:19 p.m.*,1048,279
Contact Airline,1049,276
Contact Airline,1050,276
3:43 p.m.,1051,31
5:43 p.m.,1052,32
11:06 a.m.,1053,15
Contact Airline,1054,276
1:43 p.m.,1055,33
Contact Airline,1056,276
3:13 p.m.,1057,34
1:30 p.m.,1058,206
10:16 a.m.,1059,35
6:43 p.m.,1060,36
6:15 p.m.,1061,38
5:26 p.m.,1062,221
Contact Airline,1063,276
12:50 p.m.,1064,28
3:14 p.m.,1065,39
7:40 a.m.,1066,16
6:36 p.m.,1067,149
6:19 a.m.,1068,40
11:12 a.m.,1069,41
9:22 a.m.,1070,42
10:29 p.m.,1071,194
9:28 a.m.,1072,2
11:58 a.m.,1073,195
9:43 a.m.,1074,196
,1075,1
3:16 p.m.,1076,22
5:17 p.m.,1077,117
3:31 p.m.,1078,197
11:21 a.m.,1079,198
,1080,1
7:17 a.m.,1081,199
5:26 a.m.,1082,200
6:25 p.m.,1083,52
9:09 a.m.,1084,123
1:19 p.m.,1085,201
1:18 p.m.,1086,125
9:56 a.m.,1087,54
9:45 a.m.,1088,4
7:39 p.m.,1089,5
1:40 p.m.,1090,8
7:10 p.m.,1091,202
11:32 a.m.,1092,203
5:00 p.m.,1093,60
4:09 p.m.,1094,6
1:14 p.m.,1095,142
9:05 a.m.,1096,7
5:03 p.m.,1097,135
10:27 a.m.,1098,204
10:56 a.m.,1099,205
11:50 a.m.,1100,61
3:19 p.m.,1101,138
1:30 p.m.,1102,206
3:21 p.m.,1103,207
2:01 p.m.,1104,140
5:42 p.m.,1105,208
1:14 p.m.,1106,142
8:03 p.m.,1107,209
9:38 p.m.,1108,143
2:46 p.m.,1109,18
5:34 p.m.,1110,105
3:25 p.m.,1111,118
10:29 a.m.,1112,145
,1113,1
8:43 p.m.,1114,146
,1115,1
7:58 p.m.,1116,210
12:09 p.m.,1117,211
7:51 a.m.,1118,23
9:29 a.m.,1119,45
7:53 p.m.,1120,147
6:35 p.m.,1121,212
7:36 p.m.,1122,213
9:49 p.m.,1123,151
6:34 p.m.,1124,214
10:45 a.m.,1125,153
3:04 p.m.,1126,27
4:23 p.m.,1127,215
2:52 p.m.,1128,156
4:17 p.m.,1129,216
,1130,1
,1131,1
,1132,1
,1133,1
10:04 a.m.,1134,29
11:44 a.m.,1135,30
9:13 a.m.,1136,86
,1137,1
4:59 p.m.,1138,217
8:45 a.m.,1139,218
,1140,1
,1141,1
8:02 a.m.,1142,219
2:02 p.m.,1143,164
9:11 p.m.,1144,165
4:24 p.m.,1145,166
7:10 p.m.,1146,202
12:12 p.m.,1147,220
3:36 p.m.,1148,94
5:34 p.m.,1149,105
11:07 a.m.,1150,168
1:43 p.m.,1151,33
11:00 a.m.,1152,169
12:09 p.m.,1153,211
3:01 p.m.,1154,171
10:10 a.m.,1155,172
6:43 p.m.,1156,36
7:57 a.m.,1157,173
4:56 p.m.,1158,37
6:09 p.m.,1159,175
2:27 p.m.,1160,17
11:06 a.m.,1161,15
5:26 p.m.,1162,221
6:17 p.m.,1163,222
12:48 p.m.,1164,180
7:32 a.m.,1165,181
6:36 p.m.,1166,149
6:19 a.m.,1167,40
11:12 a.m.,1168,41
3:14 p.m.,1169,39
,1170,1
9:09 a.m.,1171,123
10:23 p.m.,1172,111
,1173,1
,1174,1
7:10 a.m.,1175,121
9:54 a.m.,1176,126
9:45 a.m.,1177,4
,1178,1
7:55 p.m.,1179,25
9:00 a.m.,1180,134
,1181,1
,1182,1
11:50 a.m.,1183,61
7:40 a.m.,1184,16
