Address1,ZipCode,original_index,unique_index,count
33700 highway 43,36784,261,24,22
33700 highway 43,36784,262,24,22
33700 highway 43,36784,263,24,22
33700 highway x3,36784,264,26,1
33700 highway 43,36784,265,24,22
33700 highway 43,36784,266,24,22
33700 highway 43,x6784,267,27,1
33700 highway 43,36784,268,24,22
1000 first street north,35007,269,28,22
1000 first street north,35007,270,28,22
1000 first street north,35007,271,28,22
1000 first street north,35007,272,28,22
1000 first street north,35007,273,28,22
1000 first street north,35007,274,28,22
1000 fixst stxeet noxth,35007,275,29,1
1000 first street north,35007,276,28,22
1000 first street north,35007,277,28,22
1000 first street north,35007,278,28,22
1000 first street north,35007,279,28,22
1000 first street north,35007,280,28,22
1000 first street north,35007,281,28,22
1000 first street north,35007,282,28,22
1000 first street north,3x007,283,30,1
1000 first street north,35007,284,28,22
1000 first street north,35007,285,28,22
1000 first street north,35007,286,28,22
1000 first street north,35007,287,28,22
1000 first street north,35007,288,28,22
1000 first street north,35007,289,28,22
1000 first street north,x5007,290,31,1
1000 first street north,35007,291,28,22
1000 first street north,35007,292,28,22
1000 first street north,35007,293,28,22
1720 university blvd,35233,294,0,24
1720 univxrsity blvd,35233,295,32,1
1720 university blvd,35233,296,0,24
1720 university blvd,35233,297,0,24
1720 university blvd,35233,298,0,24
1720 university blvd,35233,299,0,24
1720 university blvd,35233,300,0,24
1720 university blvd,35233,301,0,24
1720 university blvd,35233,302,0,24
1720 university blvd,35233,303,0,24
1720 university blvd,35233,304,0,24
1720 university blvd,35233,305,0,24
1720 university blvd,35233,306,0,24
1720 university blvd,35233,307,0,24
1720 university blvd,35233,308,0,24
1720 university blvd,35233,309,0,24
1720 university blvd,35233,310,0,24
301 east 18th st,36201,311,33,25
301 east 18th st,36201,312,33,25
301 east 18th st,36201,313,33,25
301 east 18th st,36201,314,33,25
301 east 18th st,36201,315,33,25
301xeastx18thxst,36201,316,34,1
301 east 18th st,36201,317,33,25
301 east 18th st,36201,318,33,25
301 east 18th st,36201,319,33,25
301 east 18th st,36201,320,33,25
301 east 18th st,36201,321,33,25
301 east 18th st,36201,322,33,25
301 east 18th st,36201,323,33,25
301 east 18th st,36201,324,33,25
301 east 18th st,36x01,325,35,1
301 east 18th st,36201,326,33,25
301 east 18th st,36201,327,33,25
301 east 18th st,36201,328,33,25
301 east 18th st,36201,329,33,25
301 east 18th st,36201,330,33,25
4370 west main street,36305,331,36,14
4370 west main street,3x305,332,37,1
4370 west main street,36305,333,36,14
4370xwestxmainxstreet,36305,334,38,1
4370 west main street,36305,335,36,14
4370 west main street,36305,336,36,14
4370 west main street,36305,337,36,14
4370 west main street,36305,338,36,14
4370 west main street,36305,339,36,14
4370 west main street,x6x05,340,39,1
4370 west main street,36305,341,36,14
4370 west main street,36305,342,36,14
4370 west main street,36305,343,36,14
4370 west main street,36305,344,36,14
4370 west main street,36305,345,36,14
4370 west main street,36305,346,36,14
4370 west main street,36305,347,36,14
810 st vincents drive,35205,348,40,4
810 st vincents drive,35205,349,40,4
810 st vxncents drxve,35205,350,41,1
810 st vincents drive,35205,351,40,4
810 st vincents drive,35205,352,40,4
1201 7th street se,35609,353,42,1
1530 u s highway 43,35594,354,43,22
1530 u s highway 43,35594,355,43,22
1530 u s highway 43,35594,356,43,22
1530 u s highway 43,35594,357,43,22
1530 u s highway 43,35594,358,43,22
1530 u s highway 43,35594,359,43,22
1530 u s highway 43,35594,360,43,22
1530 u s highway 43,35594,361,43,22
1530 u s highway 43,35594,362,43,22
1530xuxsxhighwayx43,35594,363,44,1
1530 u s highway 43,35594,364,43,22
1530 u s highway 43,35594,365,43,22
1530 u s highway 43,3xx94,366,45,2
1530 u s highway 43,35594,367,43,22
1530 u s highway 43,35594,368,43,22
1530 u s highway 43,35594,369,43,22
1530 u s highway 43,35594,370,43,22
1530 u s highway 43,35594,371,43,22
1530 u s highway 43,35594,372,43,22
1530 u s highway 43,35594,373,43,22
1530 u s highway 43,35594,374,43,22
1530 u s highway 43,3xx94,375,45,2
1530 u s highway 43,35594,376,43,22
1530 u s highway 43,35594,377,43,22
1530 u s highway 43,35594,378,43,22
2451 fillingim street,36617,379,46,13
2451 fillingim street,36617,380,46,13
2451 fillingim street,36617,381,46,13
2451 fillingim street,36617,382,46,13
2451 fillingim street,36617,383,46,13
2451 fillingim street,36617,384,46,13
2451 fillingim street,36617,385,46,13
2451 fillingim street,36617,386,46,13
2451 fillingim street,36617,387,46,13
2451 fillingim street,36617,388,46,13
2451 fillingim street,36617,389,46,13
2451 fillingim street,36617,390,46,13
2451 fillingim street,36617,391,46,13
124 s memorial dr,36067,392,47,17
124xsxmemorialxdr,36067,393,48,1
124 s memorial dr,36067,394,47,17
124 s memorial dr,36067,395,47,17
124 s memorial dr,36067,396,47,17
124 s memorial dr,36067,397,47,17
124 s memorial dr,36067,398,47,17
124 s memorial dr,36067,399,47,17
124 s memorial dr,36067,400,47,17
124 s memorial dr,36067,401,47,17
124 s memorial dr,36067,402,47,17
124 s memorial dr,36067,403,47,17
124 s memorial dr,36067,404,47,17
124 s memorial dr,36067,405,47,17
124 s memorial dr,3x0x7,406,49,1
124 s memorial dr,36067,407,47,17
124 s memorial dr,36067,408,47,17
124 s memorial dr,36067,409,47,17
124 s memorial dr,36067,410,47,17
124 s mxmorial dr,36067,411,50,1
15155 highway 43,35653,412,51,2
15155 highway 43,35653,413,51,2
315 w hickory st,35150,414,52,14
315 w hickxry st,35150,415,53,1
315 w hickory st,35150,416,52,14
315 w hickory st,35150,417,52,14
315 w hickory st,35150,418,52,14
315 w hickory st,35150,419,52,14
315 w hickory st,x5150,420,54,1
315 w hickory st,35150,421,52,14
315 w hickory st,35150,422,52,14
315 w hickory st,35150,423,52,14
315 w hickory st,35150,424,52,14
315 w hickory st,35150,425,52,14
315 w hickory st,35150,426,52,14
315 w hickory st,35150,427,52,14
315 w hickory st,3x1x0,428,55,1
315 w hickory st,35150,429,52,14
315 w hickory st,35150,430,52,14
315xwxhickoryxst,35150,431,56,1
2801 debarr road,99508,432,57,18
2801 debarr road,99508,433,57,18
2801 debarr road,99508,434,57,18
2801 debarr road,99508,435,57,18
2801 debarr road,99508,436,57,18
2801 debarr road,99508,437,57,18
2801 debarr road,99508,438,57,18
2801 debarr road,99508,439,57,18
2801 debarr road,99508,440,57,18
2801 debarr road,99508,441,57,18
2801 debarr road,99508,442,57,18
2801 debarr road,99508,443,57,18
2801 debarr road,99508,444,57,18
2801 debarr road,99508,445,57,18
2801 debarr road,99508,446,57,18
2801 debarr road,99508,447,57,18
2801 debarr road,99508,448,57,18
2801 debarr road,99508,449,57,18
po box 287,99559,450,58,1
poxboxx287,99559,451,59,1
1300 south montgomery avenue,35660,452,1,25
1300 south montgomery avenue,35660,453,1,25
1300 south montgomery avenue,35660,454,1,25
1300 south montgomery avenue,35660,455,1,25
1300 south montgomery avenue,35660,456,1,25
1300 south montgomery avenue,35660,457,1,25
1300 south montgomery avenue,35660,458,1,25
1300 south montgomery avenue,35660,459,1,25
1300 south montgomery avenue,35660,460,1,25
1300 south montgomery avenue,35660,461,1,25
1300 south montgomery avenue,35660,462,1,25
1300 south montgomery avenue,35660,463,1,25
1300 south montgomery avenue,35660,464,1,25
1300 south montgomery avenue,35660,465,1,25
126 hospital ave,36360,466,60,22
126 hospital ave,36360,467,60,22
126 hospital ave,36360,468,60,22
126 hospital ave,36360,469,60,22
126 hospital ave,36360,470,60,22
126 hospital ave,36360,471,60,22
126xhospitalxave,36360,472,61,1
126 hospital ave,36360,473,60,22
126 hospital ave,36360,474,60,22
126 hospital ave,36360,475,60,22
126 hospital ave,36360,476,60,22
126 hospital ave,36360,477,60,22
126 hospital ave,36360,478,60,22
126 hospital ave,36360,479,60,22
126 hospital ave,36360,480,60,22
126 hospital ave,36360,481,60,22
126 hospital ave,36360,482,60,22
126 hospital ave,36360,483,60,22
1x6 hospital ave,36360,484,62,1
126 hospital ave,36360,485,60,22
126 hospital ave,36360,486,60,22
126 hospital ave,36360,487,60,22
126 hospital ave,36360,488,60,22
126 hospital ave,36360,489,60,22
126 hospital ave,x6x60,490,63,1
400 northwood dr,35960,491,64,24
400 northwood dr,35960,492,64,24
400 northwood dr,35960,493,64,24
400 northwood dr,35960,494,64,24
400 northwood dr,35960,495,64,24
400 northwood dr,35960,496,64,24
400 northwood dr,35960,497,64,24
400 northwood dr,35960,498,64,24
400 northwood dr,x5960,499,65,1
400 northwood dr,35960,500,64,24
400 northwood dr,35960,501,64,24
400 northwood dr,35960,502,64,24
400 northwood dr,35960,503,64,24
400 northwood dr,35960,504,64,24
400 northwood dr,35960,505,64,24
400 northwood dr,35960,506,64,24
400 northwood dr,35960,507,64,24
400 northwood dr,35960,508,64,24
400 northwood dr,35960,509,64,24
400 northwood dr,35960,510,64,24
400 northwood dr,35960,511,64,24
400 northwood dr,35960,512,64,24
400 northwood dr,35960,513,64,24
400 northwood dr,35960,514,64,24
400 northwood dr,35960,515,64,24
2105 east south boulevard,36116,516,66,25
2105 east south boulevard,36116,517,66,25
2105 east south boulevard,36116,518,66,25
2105 east south boulevard,36116,519,66,25
2105 east south boulevard,36116,520,66,25
2105 east south boulevard,36116,521,66,25
2105 east south boulevard,36116,522,66,25
2105 east south boulevard,36116,523,66,25
2105 east south boulevard,36116,524,66,25
2105 east south boulevard,36116,525,66,25
2105 east south boulevard,36116,526,66,25
2105 east south boulevard,36116,527,66,25
2105 east south boulevard,36116,528,66,25
2105 east south boulevard,36116,529,66,25
2105 east south boulevard,36116,530,66,25
2105 east south boulevard,36116,531,66,25
2105 east south boulevard,36116,532,66,25
2105 east south boulevard,36116,533,66,25
2105 east south boulevard,36116,534,66,25
2105 east south boulevard,36116,535,66,25
2105 east south boulevard,36116,536,66,25
2105 east south boulevard,36116,537,66,25
2105 east south boulevard,36116,538,66,25
2105 east south boulevard,36116,539,66,25
2105 east south boulevard,36116,540,66,25
1725 pine street,36106,541,67,24
1725 pine street,36106,542,67,24
1725 pine street,36106,543,67,24
1725 pine street,3x10x,544,68,1
1725 pine street,36106,545,67,24
1725 pine street,36106,546,67,24
1725 pine street,36106,547,67,24
1725 pine street,36106,548,67,24
1725 pine street,36106,549,67,24
1725 pine street,36106,550,67,24
1725 pine street,36106,551,67,24
1725 pine street,36106,552,67,24
1725 pine street,36106,553,67,24
1725 pine street,36106,554,67,24
1725 pine street,36106,555,67,24
1725 pine street,36106,556,67,24
1725 pine street,36106,557,67,24
1725 pine street,36106,558,67,24
1725 pine street,36106,559,67,24
1725 pine street,36106,560,67,24
1725 pine street,36106,561,67,24
1725 pine street,36106,562,67,24
1725 pine street,36106,563,67,24
1725 pine street,36106,564,67,24
1725 pine street,36106,565,67,24
4800 48th st,36854,566,69,25
4800 48th st,36854,567,69,25
4800 48th st,36854,568,69,25
4800 48th st,36854,569,69,25
4800 48th st,36854,570,69,25
4800 48th st,36854,571,69,25
4800 48th st,36854,572,69,25
4800 48th st,36854,573,69,25
4800 48th st,36854,574,69,25
4800 48th st,36854,575,69,25
4800 48th st,36854,576,69,25
4800 48th st,36854,577,69,25
4800 48th st,36854,578,69,25
4800 48th st,36854,579,69,25
4800 48th st,36854,580,69,25
4800 48th st,36854,581,69,25
4800 48th st,36854,582,69,25
4800 48th st,36854,583,69,25
4800 48th st,36854,584,69,25
4800 48th st,36854,585,69,25
4800 48th st,36854,586,69,25
4800 48th st,36854,587,69,25
4800 48th st,36854,588,69,25
4800 48th st,36854,589,69,25
4800 48th st,36854,590,69,25
987 drayton street,36323,591,70,25
987 drayton street,36323,592,70,25
987 drayton street,36323,593,70,25
987 drayton street,36323,594,70,25
987 drayton street,36323,595,70,25
987 drayton street,36323,596,70,25
987 drayton street,36323,597,70,25
987 drayton street,36323,598,70,25
987 drayton street,36323,599,70,25
987 drayton street,36323,600,70,25
987 drayton street,36323,601,70,25
987 drayton street,36323,602,70,25
987 drayton street,36323,603,70,25
987 drayton street,36323,604,70,25
987 drayton street,36323,605,70,25
987 drayton street,36323,606,70,25
987 drayton street,36323,607,70,25
987 drayton street,36323,608,70,25
987 drayton street,36323,609,70,25
987 drayton street,36323,610,70,25
987 drayton street,36323,611,70,25
987 drayton street,36323,612,70,25
987 drayton street,36323,613,70,25
987 drayton street,36323,614,70,25
987 drayton street,36323,615,70,25
2000 pepperell parkway,36801,616,71,25
2000 pepperell parkway,36801,617,71,25
2000 pepperell parkway,36801,618,71,25
2000 pepperell parkway,36801,619,71,25
2000 pepperell parkway,36801,620,71,25
2000 pepperell parkway,36801,621,71,25
2000 pepperell parkway,36801,622,71,25
2000 pepperell parkway,36801,623,71,25
2000 pepperell parkway,36801,624,71,25
2000 pepperell parkway,36801,625,71,25
2000 pepperell parkway,36801,626,71,25
2000 pepperell parkway,36801,627,71,25
2000 pepperell parkway,36801,628,71,25
2000 pepperell parkway,36801,629,71,25
2000 pepperell parkway,36801,630,71,25
2000 pepperell parkway,36801,631,71,25
2000 pepperell parkway,36801,632,71,25
2000 pepperell parkway,36801,633,71,25
2000 pepperell parkway,36801,634,71,25
2000 pepperell parkway,36801,635,71,25
2000 pepperell parkway,36801,636,71,25
2000 pepperell parkway,36801,637,71,25
2000 pepperell parkway,36801,638,71,25
2000 pepperell parkway,36801,639,71,25
2000 pepperell parkway,36801,640,71,25
209 north main street,36278,641,72,24
209 north main street,36278,642,72,24
209 north main street,36278,643,72,24
209 north main street,36278,644,72,24
209 north main street,36278,645,72,24
209 north main street,36278,646,72,24
209 north main street,36278,647,72,24
209 north main street,36278,648,72,24
209 north main street,36278,649,72,24
209 north main street,36278,650,72,24
209 north main street,36278,651,72,24
209 xorth maix street,36278,652,73,1
209 north main street,36278,653,72,24
209 north main street,36278,654,72,24
209 north main street,36278,655,72,24
209 north main street,36278,656,72,24
209 north main street,36278,657,72,24
209 north main street,36278,658,72,24
209 north main street,36278,659,72,24
209 north main street,36278,660,72,24
209 north main street,36278,661,72,24
209 north main street,36278,662,72,24
209 north main street,36278,663,72,24
209 north main street,36278,664,72,24
209 north main street,36278,665,72,24
619 south 19th street,35233,666,74,23
619 south 19th street,35233,667,74,23
619 south 19th street,35233,668,74,23
619 south 19th street,35233,669,74,23
619 south 19th street,35233,670,74,23
619 south 19th street,35233,671,74,23
619 south 19th street,35233,672,74,23
619 south 19th street,35233,673,74,23
619 south 19th street,35233,674,74,23
619 south 19th street,35233,675,74,23
619 south 19th street,35233,676,74,23
619 south 19th street,35233,677,74,23
619 south 19th street,35233,678,74,23
619 south 19th street,3x233,679,75,1
619 south 19th street,35233,680,74,23
619 south 19th street,35233,681,74,23
619 south 19th street,35233,682,74,23
619 south 19th street,35233,683,74,23
619 south 19th street,35233,684,74,23
619 south 19th street,x52xx,685,76,1
619 south 19th street,35233,686,74,23
619 south 19th street,35233,687,74,23
619 south 19th street,35233,688,74,23
619 south 19th street,35233,689,74,23
619 south 19th street,35233,690,74,23
805 friendship road,36078,691,77,24
805 friendship road,36078,692,77,24
805 friendship road,36078,693,77,24
805 friendship road,36078,694,77,24
805 friendship road,36078,695,77,24
805 friendship road,36078,696,77,24
805 friendship road,36078,697,77,24
805 friendship road,36078,698,77,24
805 friendship road,36078,699,77,24
805 friendship road,36078,700,77,24
805 friendship road,36078,701,77,24
805 friendship road,36078,702,77,24
805 friendship road,36078,703,77,24
805 friendship road,36078,704,77,24
805 friendship road,36078,705,77,24
805 friendship road,36078,706,77,24
805 friendship road,36078,707,77,24
805 friendship road,36078,708,77,24
805 friendship road,36078,709,77,24
805 friendship road,36x78,710,78,1
805 friendship road,36078,711,77,24
805 friendship road,36078,712,77,24
805 friendship road,36078,713,77,24
805 friendship road,36078,714,77,24
805 friendship road,36078,715,77,24
1912 alabama highway 157,35058,716,79,24
1912 alabama highway 157,35058,717,79,24
1912 alabama highway 157,35058,718,79,24
1912 alabama highway 157,35058,719,79,24
1912 alabama highway 157,35058,720,79,24
1912 alabama highway 157,35058,721,79,24
1912 alabama highway 157,35058,722,79,24
1912 alabama highway 157,35058,723,79,24
1912 alabama highway 157,35058,724,79,24
1912 alabama highway 157,35058,725,79,24
1912 alabama highway 157,35058,726,79,24
1912 alabama highway 157,35058,727,79,24
1912 alabama highway 157,35058,728,79,24
1912 alabama highway 157,35058,729,79,24
1912 alabama highway 157,35058,730,79,24
1912 alabama highway 157,35058,731,79,24
1912 alabama highway 157,35058,732,79,24
1912 alabama highway 157,35058,733,79,24
1912 alabama highway 157,35058,734,79,24
1912 alabama highway 157,35058,735,79,24
1912xalabamaxhighwayx157,35058,736,80,1
1912 alabama highway 157,35058,737,79,24
1912 alabama highway 157,35058,738,79,24
1912 alabama highway 157,35058,739,79,24
1912 alabama highway 157,35058,740,79,24
849 south three notch street,36420,741,81,24
849 south three notch street,36420,742,81,24
849 south three notch street,36420,743,81,24
849 south three notch street,36420,744,81,24
849 south three notch street,36420,745,81,24
849 south three notch street,36420,746,81,24
849 south three notch street,36420,747,81,24
849 south three notch street,36420,748,81,24
849 south three notch street,36420,749,81,24
849 south three notch street,3642x,750,82,1
849 south three notch street,36420,751,81,24
849 south three notch street,36420,752,81,24
849 south three notch street,36420,753,81,24
849 south three notch street,36420,754,81,24
849 south three notch street,36420,755,81,24
849 south three notch street,36420,756,81,24
849 south three notch street,36420,757,81,24
849 south three notch street,36420,758,81,24
849 south three notch street,36420,759,81,24
849 south three notch street,36420,760,81,24
849 south three notch street,36420,761,81,24
849 south three notch street,36420,762,81,24
849 south three notch street,36420,763,81,24
849 south three notch street,36420,764,81,24
849 south three notch street,36420,765,81,24
301 east 18th st,36201,766,33,25
301 east 1xth st,36201,767,83,1
301 east 18th st,36201,768,33,25
301 east 18th st,36201,769,33,25
301 east 18th st,36201,770,33,25
301 east 18th st,36201,771,33,25
301 east 18th st,36201,772,33,25
301 east 18th st,36201,773,33,25
101 sivley rd,35801,774,84,28
101 sivley rd,35801,775,84,28
101 sivley rd,35801,776,84,28
101 sivley rd,35801,777,84,28
101 sivley rd,35801,778,84,28
101 sivley rd,35801,779,84,28
101 sivley rd,35801,780,84,28
101 sivley rd,35801,781,84,28
101 sivley rd,35801,782,84,28
101 sivley rd,35801,783,84,28
101 sivley rd,35801,784,84,28
101 sivley rd,35801,785,84,28
101 sivley rd,35801,786,84,28
101 sivley rd,35801,787,84,28
101 sivley rd,35801,788,84,28
101 sivley rd,35801,789,84,28
101 sivley rd,35801,790,84,28
101 sivley rd,35801,791,84,28
101 sivley rd,35801,792,84,28
