act_arr_time,original_index,unique_index,count
5:24 p.m.,90,67,4.0
,91,1,
10:34 a.m.,92,68,6.0
7:25 p.m.,93,69,7.0
8:38 p.m.,94,70,8.0
3:04 p.m.,95,27,21.0
,96,1,
7:20 p.m.,97,71,4.0
,98,1,
7:49 a.m.,99,72,8.0
9:26 a.m.,100,73,8.0
7:43 p.m.,101,74,10.0
10:43 a.m.,102,75,12.0
6:28 p.m.,103,76,13.0
7:23 p.m.,104,77,5.0
9:47 p.m.,105,78,7.0
,106,1,
10:43 a.m.,107,75,12.0
2:58 p.m.,108,79,6.0
4:20 p.m.,109,80,8.0
2:50 p.m.,110,3,15.0
,111,1,
5:52 a.m.,112,81,4.0
12/2/11 12:01 a.m.,113,82,4.0
11:49 p.m.,114,83,4.0
11:35 p.m.,115,84,7.0
9:45 a.m.,116,4,22.0
11:33 a.m.,117,85,7.0
9:13 a.m.,118,86,19.0
3:29 p.m.,119,87,4.0
,120,1,
8:33 a.m.,121,88,5.0
,122,1,
6:19 p.m.,123,89,4.0
7:50 a.m.,124,90,4.0
1:52 p.m.,125,91,4.0
9:12 p.m.,126,92,4.0
4:22 p.m.,127,93,4.0
,128,1,
,129,1,
3:36 p.m.,130,94,13.0
5:39 p.m.,131,95,6.0
11:04 a.m.,132,96,9.0
1:42 p.m.,133,97,7.0
10:58 a.m.,134,98,7.0
,135,1,
2:49 p.m.,136,99,9.0
10:12 a.m.,137,100,4.0
6:30 p.m.,138,101,7.0
7:59 a.m.,139,102,7.0
6:11 p.m.,140,103,7.0
2:21 p.m.,141,104,7.0
,142,1,
5:34 p.m.,143,105,24.0
12:37 p.m.,144,106,7.0
7:37 a.m.,145,107,5.0
,146,1,
6:15 a.m.,147,108,4.0
10:52 a.m.,148,109,9.0
3:12 p.m.,149,110,7.0
9:22 a.m.,150,42,15.0
10:23 p.m.,151,111,2.0
9:12 a.m.,152,112,1.0
11:35 a.m.,153,113,1.0
9:40 a.m.,154,114,1.0
10:39 p.m.&nbsp(Estimated),155,115,1.0
3:10 p.m.,156,116,2.0
5:17 p.m.,157,117,14.0
3:25 p.m.,158,118,7.0
11:18 a.m.,159,119,1.0
Not Available,160,120,14.0
7:10 a.m.,161,121,2.0
5:23 a.m.,162,122,1.0
6:25 p.m.,163,52,10.0
9:09 a.m.,164,123,9.0
1:09 p.m.,165,124,1.0
1:18 p.m.,166,125,6.0
9:54 a.m.,167,126,2.0
9:42 a.m.,168,127,1.0
7:35 p.m.,169,128,4.0
1:34 p.m.,170,129,1.0
6:59 p.m.,171,130,2.0
11:26 a.m.,172,131,2.0
4:45 p.m.,173,132,1.0
4:09 p.m.,174,6,16.0
1:12 p.m.,175,133,1.0
9:00 a.m.,176,134,3.0
5:03 p.m.,177,135,6.0
10:18 a.m.,178,136,1.0
10:47 a.m.,179,137,8.0
11:50 a.m.,180,61,16.0
3:19 p.m.,181,138,7.0
1:27 p.m.,182,13,13.0
3:20 p.m.,183,139,3.0
2:01 p.m.,184,140,7.0
5:28 p.m.,185,141,3.0
1:14 p.m.,186,142,20.0
7:55 p.m.,187,25,10.0
9:38 p.m.,188,143,6.0
2:37 p.m.,189,144,1.0
,190,1,
3:25 p.m.,191,118,7.0
10:29 a.m.,192,145,9.0
Not Available,193,120,14.0
8:43 p.m.,194,146,6.0
Not Available,195,120,14.0
7:53 p.m.,196,147,8.0
12:03 p.m.,197,148,1.0
7:51 a.m.,198,23,15.0
9:29 a.m.,199,45,17.0
7:53 p.m.,200,147,8.0
6:36 p.m.,201,149,19.0
7:26 p.m.,202,150,2.0
9:49 p.m.,203,151,7.0
6:13 p.m.,204,152,1.0
10:45 a.m.,205,153,7.0
2:56 p.m.,206,154,1.0
4:18 p.m.,207,155,2.0
2:52 p.m.,208,156,9.0
4:06 p.m.,209,157,3.0
,210,1,
Not Available,211,120,14.0
Not Available,212,120,14.0
Not Available,213,120,14.0
9:58 a.m.,214,158,1.0
11:40 a.m.,215,159,2.0
9:11 a.m.,216,160,1.0
Not Available,217,120,14.0
4:55 p.m.,218,161,2.0
8:41 a.m.,219,162,2.0
,220,1,
,221,1,
7:58 a.m.,222,163,1.0
2:02 p.m.,223,164,8.0
9:11 p.m.,224,165,8.0
4:24 p.m.,225,166,7.0
6:59 p.m.,226,130,2.0
12:10 p.m.,227,167,3.0
3:36 p.m.,228,94,13.0
5:34 p.m.,229,105,24.0
11:07 a.m.,230,168,7.0
1:40 p.m.,231,8,13.0
11:00 a.m.,232,169,8.0
12:00 p.m.,233,170,1.0
3:01 p.m.,234,171,6.0
10:10 a.m.,235,172,6.0
6:36 p.m.,236,149,19.0
7:57 a.m.,237,173,6.0
4:52 p.m.,238,174,1.0
6:09 p.m.,239,175,6.0
2:18 p.m.,240,176,1.0
10:53 a.m.,241,177,1.0
5:09 p.m.,242,178,2.0
5:35 p.m.,243,179,1.0
12:48 p.m.,244,180,7.0
7:32 a.m.,245,181,6.0
6:33 p.m.,246,182,3.0
6:07 a.m.,247,183,1.0
11:00 a.m.,248,169,8.0
3:09 p.m.,249,63,7.0
,250,1,
9:09 a.m.,251,123,9.0
11:34 a.m.,252,184,1.0
,253,1,
,254,1,
7:35 p.m.,255,128,4.0
,256,1,
,257,1,
,258,1,
,259,1,
7:02 a.m.,260,185,1.0
,261,1,
,262,1,
,263,1,
,264,1,
,265,1,
,266,1,
,267,1,
,268,1,
,269,1,
8:50 a.m.,270,59,8.0
,271,1,
,272,1,
,273,1,
,274,1,
11:50 a.m.,275,61,16.0
,276,1,
3:13 p.m.,277,34,19.0
,278,1,
1:11 p.m.,279,53,12.0
,280,1,
,281,1,
10:52 a.m.,282,109,9.0
2:17 p.m.,283,186,2.0
2:36 p.m.,284,187,3.0
10:34 a.m.,285,68,6.0
,286,1,
,287,1,
3:09 p.m.,288,63,7.0
,289,1,
,290,1,
,291,1,
,292,1,
9:23 a.m.,293,188,1.0
,294,1,
,295,1,
,296,1,
,297,1,
,298,1,
2:52 p.m.,299,156,9.0
,300,1,
5:49 a.m.,301,189,1.0
11:56 p.m.,302,190,1.0
,303,1,
11:54 p.m.,304,191,1.0
9:56 a.m.,305,54,17.0
11:39 a.m.,306,192,1.0
,307,1,
,308,1,
,309,1,
,310,1,
,311,1,
,312,1,
,313,1,
,314,1,
,315,1,
,316,1,
,317,1,
,318,1,
11:04 a.m.,319,96,9.0
,320,1,
,321,1,
,322,1,
,323,1,
2:49 p.m.,324,99,9.0
1:23 p.m.,325,62,5.0
,326,1,
,327,1,
,328,1,
,329,1,
,330,1,
,331,1,
7:40 a.m.,332,16,11.0
,333,1,
,334,1,
10:49 a.m.,335,193,2.0
,336,1,
9:22 a.m.,337,42,15.0
,338,1,
9:14 a.m.,339,43,12.0
11:30 a.m.,340,44,5.0
9:29 a.m.,341,45,17.0
10:31 p.m.,342,46,4.0
5:14 p.m.,343,47,4.0
,344,1,
4:54 p.m.,345,48,5.0
11:11 a.m.,346,49,4.0
12/2/11 6:35 a.m.,347,50,4.0
7:04 a.m.,348,51,5.0
,349,1,
6:25 p.m.,350,52,10.0
,351,1,
,352,1,
1:11 p.m.,353,53,12.0
9:56 a.m.,354,54,17.0
9:29 a.m.,355,45,17.0
7:37 p.m.,356,55,7.0
1:36 p.m.,357,56,5.0
,358,1,
,359,1,
4:43 p.m.,360,57,4.0
4:08 p.m.,361,58,5.0
,362,1,
8:50 a.m.,363,59,8.0
5:00 p.m.,364,60,9.0
,365,1,
,366,1,
11:50 a.m.,367,61,16.0
3:13 p.m.,368,34,19.0
1:23 p.m.,369,62,5.0
3:09 p.m.,370,63,7.0
1:55 p.m.,371,64,5.0
5:22 p.m.,372,65,5.0
1:11 p.m.,373,53,12.0
,374,1,
,375,1,
2:39 p.m.,376,66,7.0
5:24 p.m.,377,67,4.0
,378,1,
10:34 a.m.,379,68,6.0
7:25 p.m.,380,69,7.0
8:38 p.m.,381,70,8.0
3:04 p.m.,382,27,21.0
,383,1,
7:20 p.m.,384,71,4.0
,385,1,
7:49 a.m.,386,72,8.0
9:26 a.m.,387,73,8.0
7:43 p.m.,388,74,10.0
10:43 a.m.,389,75,12.0
6:28 p.m.,390,76,13.0
7:23 p.m.,391,77,5.0
9:47 p.m.,392,78,7.0
,393,1,
10:43 a.m.,394,75,12.0
2:58 p.m.,395,79,6.0
4:20 p.m.,396,80,8.0
2:50 p.m.,397,3,15.0
,398,1,
5:52 a.m.,399,81,4.0
12/2/11 12:01 a.m.,400,82,4.0
11:49 p.m.,401,83,4.0
11:35 p.m.,402,84,7.0
9:45 a.m.,403,4,22.0
11:33 a.m.,404,85,7.0
9:13 a.m.,405,86,19.0
3:29 p.m.,406,87,4.0
,407,1,
8:33 a.m.,408,88,5.0
,409,1,
6:19 p.m.,410,89,4.0
7:50 a.m.,411,90,4.0
1:52 p.m.,412,91,4.0
9:12 p.m.,413,92,4.0
4:22 p.m.,414,93,4.0
,415,1,
,416,1,
3:36 p.m.,417,94,13.0
5:39 p.m.,418,95,6.0
11:04 a.m.,419,96,9.0
1:42 p.m.,420,97,7.0
10:58 a.m.,421,98,7.0
,422,1,
2:49 p.m.,423,99,9.0
10:12 a.m.,424,100,4.0
6:30 p.m.,425,101,7.0
7:59 a.m.,426,102,7.0
6:11 p.m.,427,103,7.0
2:21 p.m.,428,104,7.0
,429,1,
5:34 p.m.,430,105,24.0
12:37 p.m.,431,106,7.0
7:37 a.m.,432,107,5.0
,433,1,
6:15 a.m.,434,108,4.0
10:52 a.m.,435,109,9.0
3:12 p.m.,436,110,7.0
9:22 a.m.,437,42,15.0
10:29 p.m.,438,194,11.0
9:28 a.m.,439,2,13.0
11:58 a.m.,440,195,13.0
9:43 a.m.,441,196,13.0
,442,1,
3:16 p.m.,443,22,15.0
5:17 p.m.,444,117,14.0
3:31 p.m.,445,197,13.0
11:21 a.m.,446,198,9.0
,447,1,
7:17 a.m.,448,199,12.0
5:26 a.m.,449,200,12.0
6:25 p.m.,450,52,10.0
9:09 a.m.,451,123,9.0
1:19 p.m.,452,201,15.0
1:18 p.m.,453,125,6.0
9:56 a.m.,454,54,17.0
9:45 a.m.,455,4,22.0
7:39 p.m.,456,5,14.0
1:40 p.m.,457,8,13.0
7:10 p.m.,458,202,27.0
11:32 a.m.,459,203,12.0
5:00 p.m.,460,60,9.0
4:09 p.m.,461,6,16.0
1:14 p.m.,462,142,20.0
9:05 a.m.,463,7,13.0
5:03 p.m.,464,135,6.0
10:27 a.m.,465,204,13.0
10:56 a.m.,466,205,12.0
11:50 a.m.,467,61,16.0
3:19 p.m.,468,138,7.0
1:30 p.m.,469,206,14.0
3:21 p.m.,470,207,11.0
2:01 p.m.,471,140,7.0
5:42 p.m.,472,208,15.0
1:14 p.m.,473,142,20.0
8:03 p.m.,474,209,12.0
9:38 p.m.,475,143,6.0
2:46 p.m.,476,18,15.0
5:34 p.m.,477,105,24.0
3:25 p.m.,478,118,7.0
10:29 a.m.,479,145,9.0
,480,1,
8:43 p.m.,481,146,6.0
,482,1,
7:58 p.m.,483,210,13.0
12:09 p.m.,484,211,26.0
7:51 a.m.,485,23,15.0
9:29 a.m.,486,45,17.0
7:53 p.m.,487,147,8.0
6:35 p.m.,488,212,5.0
7:36 p.m.,489,213,13.0
9:49 p.m.,490,151,7.0
6:34 p.m.,491,214,15.0
10:45 a.m.,492,153,7.0
3:04 p.m.,493,27,21.0
4:23 p.m.,494,215,15.0
2:52 p.m.,495,156,9.0
4:17 p.m.,496,216,13.0
,497,1,
,498,1,
,499,1,
,500,1,
10:04 a.m.,501,29,13.0
11:44 a.m.,502,30,14.0
9:13 a.m.,503,86,19.0
,504,1,
4:59 p.m.,505,217,15.0
8:45 a.m.,506,218,11.0
,507,1,
,508,1,
8:02 a.m.,509,219,10.0
2:02 p.m.,510,164,8.0
9:11 p.m.,511,165,8.0
4:24 p.m.,512,166,7.0
7:10 p.m.,513,202,27.0
12:12 p.m.,514,220,5.0
3:36 p.m.,515,94,13.0
5:34 p.m.,516,105,24.0
11:07 a.m.,517,168,7.0
1:43 p.m.,518,33,15.0
11:00 a.m.,519,169,8.0
12:09 p.m.,520,211,26.0
3:01 p.m.,521,171,6.0
10:10 a.m.,522,172,6.0
6:43 p.m.,523,36,14.0
7:57 a.m.,524,173,6.0
4:56 p.m.,525,37,12.0
6:09 p.m.,526,175,6.0
2:27 p.m.,527,17,15.0
11:06 a.m.,528,15,21.0
5:26 p.m.,529,221,14.0
6:17 p.m.,530,222,5.0
12:48 p.m.,531,180,7.0
7:32 a.m.,532,181,6.0
6:36 p.m.,533,149,19.0
6:19 a.m.,534,40,15.0
11:12 a.m.,535,41,14.0
3:14 p.m.,536,39,14.0
9:32 a.m.,537,0,8.0
10:29 p.m.,538,194,11.0
9:28 a.m.,539,2,13.0
11:58 a.m.,540,195,13.0
9:43 a.m.,541,196,13.0
10:30 p.m. (Estimated),542,223,4.0
2:10 p.m.,543,14,9.0
7:25 p.m. (Estimated runway),544,224,3.0
5:17 p.m.,545,117,14.0
3:31 p.m.,546,197,13.0
6:35 a.m. (Estimated runway),547,225,3.0
7:17 a.m.,548,199,12.0
5:26 a.m.,549,200,12.0
6:28 p.m.,550,76,13.0
9:14 a.m.,551,43,12.0
1:19 p.m.,552,201,15.0
9:45 a.m.,553,4,22.0
9:56 a.m.,554,54,17.0
7:39 p.m.,555,5,14.0
1:27 p.m.,556,13,13.0
7:10 p.m.,557,202,27.0
8:03 p.m.,558,209,12.0
4:09 p.m.,559,6,16.0
1:14 p.m.,560,142,20.0
9:05 a.m.,561,7,13.0
5:05 p.m.,562,226,9.0
10:27 a.m.,563,204,13.0
10:56 a.m.,564,205,12.0
11:01 a.m.,565,9,8.0
11:56 a.m.,566,10,10.0
8:06 a.m.,567,11,9.0
3:20 p.m. (runway),568,227,3.0
7:40 a.m.,569,16,11.0
2:50 p.m.,570,3,15.0
3:21 p.m.,571,207,11.0
1:15 p.m.,572,228,9.0
9:52 p.m. (Estimated),573,229,2.0
2:27 p.m.,574,17,15.0
2:46 p.m.,575,18,15.0
5:34 p.m.,576,105,24.0
3:33 p.m.,577,19,8.0
10:36 a.m.,578,20,9.0
11:32 a.m.,579,203,12.0
8:53 p.m.,580,21,11.0
3:16 p.m.,581,22,15.0
12:21 a.m. (Estimated),582,230,5.0
7:58 p.m.,583,210,13.0
12:09 p.m.,584,211,26.0
7:51 a.m.,585,23,15.0
9:31 a.m.,586,24,8.0
7:55 p.m.,587,25,10.0
11:06 a.m.,588,15,21.0
6:38 p.m.,589,231,9.0
7:36 p.m.,590,213,13.0
9:53 p.m.,591,26,10.0
6:34 p.m.,592,214,15.0
10:47 a.m.,593,137,8.0
3:04 p.m.,594,27,21.0
4:23 p.m.,595,215,15.0
4:17 p.m.,596,216,13.0
5:42 a.m. (Estimated runway),597,232,4.0
12:01 a.m. (Estimated runway),598,233,5.0
11:49 p.m. (Estimated runway),599,234,4.0
11:35 p.m. (Estimated runway),600,235,4.0
4:47 p.m.,601,236,8.0
10:04 a.m.,602,29,13.0
11:44 a.m.,603,30,14.0
5:42 p.m.,604,208,15.0
9:13 a.m.,605,86,19.0
4:59 p.m.,606,217,15.0
,607,1,
6:40 p.m. (Estimated),608,237,2.0
2:00 p.m.,609,238,7.0
9:19 p.m. (Estimated),610,239,4.0
4:44 p.m.,611,240,7.0
7:10 p.m.,612,202,27.0
3:43 p.m.,613,31,11.0
5:43 p.m.,614,32,11.0
11:06 a.m.,615,15,21.0
1:43 p.m.,616,33,15.0
3:13 p.m.,617,34,19.0
1:30 p.m.,618,206,14.0
10:16 a.m.,619,35,8.0
6:43 p.m.,620,36,14.0
6:15 p.m.,621,38,11.0
3:14 p.m.,622,39,14.0
5:26 p.m.,623,221,14.0
5:38 p.m.,624,241,9.0
12:50 p.m.,625,28,9.0
6:36 p.m.,626,149,19.0
6:19 a.m.,627,40,15.0
11:12 a.m.,628,41,14.0
9:22 a.m.,629,42,15.0
10:29 p.m.,630,194,11.0
9:28 a.m.,631,2,13.0
11:58 a.m.,632,195,13.0
9:43 a.m.,633,196,13.0
,634,1,
3:16 p.m.,635,22,15.0
5:17 p.m.,636,117,14.0
3:31 p.m.,637,197,13.0
11:21 a.m.,638,198,9.0
,639,1,
7:17 a.m.,640,199,12.0
5:26 a.m.,641,200,12.0
6:25 p.m.,642,52,10.0
9:09 a.m.,643,123,9.0
1:19 p.m.,644,201,15.0
1:18 p.m.,645,125,6.0
9:56 a.m.,646,54,17.0
9:45 a.m.,647,4,22.0
7:39 p.m.,648,5,14.0
1:40 p.m.,649,8,13.0
7:10 p.m.,650,202,27.0
11:32 a.m.,651,203,12.0
5:00 p.m.,652,60,9.0
4:09 p.m.,653,6,16.0
1:14 p.m.,654,142,20.0
9:05 a.m.,655,7,13.0
5:03 p.m.,656,135,6.0
10:27 a.m.,657,204,13.0
10:56 a.m.,658,205,12.0
11:50 a.m.,659,61,16.0
3:19 p.m.,660,138,7.0
1:30 p.m.,661,206,14.0
3:21 p.m.,662,207,11.0
2:01 p.m.,663,140,7.0
5:42 p.m.,664,208,15.0
1:14 p.m.,665,142,20.0
8:03 p.m.,666,209,12.0
9:38 p.m.,667,143,6.0
2:46 p.m.,668,18,15.0
5:34 p.m.,669,105,24.0
3:25 p.m.,670,118,7.0
10:29 a.m.,671,145,9.0
,672,1,
8:43 p.m.,673,146,6.0
,674,1,
7:58 p.m.,675,210,13.0
12:09 p.m.,676,211,26.0
7:51 a.m.,677,23,15.0
9:29 a.m.,678,45,17.0
7:53 p.m.,679,147,8.0
6:35 p.m.,680,212,5.0
7:36 p.m.,681,213,13.0
9:49 p.m.,682,151,7.0
6:34 p.m.,683,214,15.0
10:45 a.m.,684,153,7.0
3:04 p.m.,685,27,21.0
4:23 p.m.,686,215,15.0
2:52 p.m.,687,156,9.0
4:17 p.m.,688,216,13.0
,689,1,
,690,1,
,691,1,
,692,1,
10:04 a.m.,693,29,13.0
11:44 a.m.,694,30,14.0
9:13 a.m.,695,86,19.0
,696,1,
4:59 p.m.,697,217,15.0
8:45 a.m.,698,218,11.0
,699,1,
,700,1,
8:02 a.m.,701,219,10.0
2:02 p.m.,702,164,8.0
9:11 p.m.,703,165,8.0
4:24 p.m.,704,166,7.0
7:10 p.m.,705,202,27.0
12:12 p.m.,706,220,5.0
3:36 p.m.,707,94,13.0
5:34 p.m.,708,105,24.0
11:07 a.m.,709,168,7.0
1:43 p.m.,710,33,15.0
11:00 a.m.,711,169,8.0
12:09 p.m.,712,211,26.0
3:01 p.m.,713,171,6.0
10:10 a.m.,714,172,6.0
6:43 p.m.,715,36,14.0
7:57 a.m.,716,173,6.0
4:56 p.m.,717,37,12.0
6:09 p.m.,718,175,6.0
2:27 p.m.,719,17,15.0
11:06 a.m.,720,15,21.0
5:26 p.m.,721,221,14.0
6:17 p.m.,722,222,5.0
12:48 p.m.,723,180,7.0
7:32 a.m.,724,181,6.0
6:36 p.m.,725,149,19.0
6:19 a.m.,726,40,15.0
11:12 a.m.,727,41,14.0
3:14 p.m.,728,39,14.0
9:22 a.m.,729,42,15.0
10:28 p.m.,730,242,3.0
10:22 p.m.,731,243,1.0
11:30 a.m.,732,44,5.0
9:39 a.m.,733,244,1.0
,734,1,
4:54 p.m.,735,48,5.0
11:16 a.m.,736,245,1.0
,737,1,
7:04 a.m.,738,51,5.0
5:25 a.m.,739,246,1.0
2:50 p.m.,740,3,15.0
9:29 a.m.,741,45,17.0
7:37 p.m.,742,55,7.0
1:19 p.m.,743,201,15.0
4:08 p.m.,744,58,5.0
1:06 p.m.,745,247,1.0
8:50 a.m.,746,59,8.0
10:58 a.m.,747,98,7.0
11:50 a.m.,748,61,16.0
7:59 a.m.,749,102,7.0
3:13 p.m.,750,34,19.0
3:07 p.m.,751,248,3.0
1:55 p.m.,752,64,5.0
5:22 p.m.,753,65,5.0
2:21 p.m.,754,104,7.0
2:39 p.m.,755,66,7.0
,756,1,
3:26 p.m.,757,249,4.0
10:34 a.m.,758,68,6.0
8:38 p.m.,759,70,8.0
3:04 p.m.,760,27,21.0
12:02 p.m.,761,250,3.0
7:49 a.m.,762,72,8.0
9:26 a.m.,763,73,8.0
7:43 p.m.,764,74,10.0
10:43 a.m.,765,75,12.0
7:23 p.m.,766,77,5.0
9:47 p.m.,767,78,7.0
1:36 p.m.,768,56,5.0
4:20 p.m.,769,80,8.0
4:05 p.m.,770,251,1.0
,771,1,
,772,1,
,773,1,
9:45 a.m.,774,4,22.0
11:33 a.m.,775,85,7.0
9:13 a.m.,776,86,19.0
,777,1,
5:24 a.m.,778,252,1.0
,779,1,
11:27 a.m.,780,253,1.0
3:36 p.m.,781,94,13.0
11:04 a.m.,782,96,9.0
,783,1,
8:33 a.m.,784,88,5.0
1:42 p.m.,785,97,7.0
2:49 p.m.,786,99,9.0
3:12 p.m.,787,110,7.0
12:37 p.m.,788,106,7.0
7:37 a.m.,789,107,5.0
6:13 a.m.,790,254,1.0
10:52 a.m.,791,109,9.0
2:46P,792,255,1.0
10:08A,793,256,1.0
7:39P,794,257,1.0
9:04A,795,258,1.0
11:06A,796,259,1.0
,797,1,
,798,1,
,799,1,
,800,1,
,801,1,
,802,1,
Thu  22:25,803,260,1.0
Thu  17:40,804,261,1.0
Thu  19:33,805,262,1.0
Thu  7:31,806,263,1.0
Thu  6:50,807,264,1.0
,808,1,
Thu  10:28,809,265,1.0
,810,1,
9:32 a.m.,811,0,8.0
10:29 p.m.,812,194,11.0
9:28 a.m.,813,2,13.0
11:58 a.m.,814,195,13.0
9:43 a.m.,815,196,13.0
,816,1,
3:16 p.m.,817,22,15.0
5:17 p.m.,818,117,14.0
3:31 p.m.,819,197,13.0
11:21 a.m.,820,198,9.0
,821,1,
7:17 a.m.,822,199,12.0
5:26 a.m.,823,200,12.0
6:28 p.m.,824,76,13.0
9:14 a.m.,825,43,12.0
1:19 p.m.,826,201,15.0
1:27 p.m.,827,13,13.0
9:56 a.m.,828,54,17.0
9:45 a.m.,829,4,22.0
7:39 p.m.,830,5,14.0
1:40 p.m.,831,8,13.0
7:10 p.m.,832,202,27.0
11:32 a.m.,833,203,12.0
4:47 p.m.,834,236,8.0
4:09 p.m.,835,6,16.0
1:14 p.m.,836,142,20.0
9:05 a.m.,837,7,13.0
5:05 p.m.,838,226,9.0
10:27 a.m.,839,204,13.0
10:56 a.m.,840,205,12.0
11:56 a.m.,841,10,10.0
3:20 p.m. (Runway),842,266,3.0
1:30 p.m.,843,206,14.0
3:21 p.m.,844,207,11.0
2:10 p.m.,845,14,9.0
5:42 p.m.,846,208,15.0
1:15 p.m.,847,228,9.0
8:03 p.m.,848,209,12.0
8:56 p.m.,849,267,3.0
2:46 p.m.,850,18,15.0
5:34 p.m.,851,105,24.0
3:33 p.m.,852,19,8.0
10:36 a.m.,853,20,9.0
,854,1,
8:53 p.m.,855,21,11.0
,856,1,
7:58 p.m.,857,210,13.0
12:09 p.m.,858,211,26.0
7:51 a.m.,859,23,15.0
9:31 a.m.,860,24,8.0
7:55 p.m.,861,25,10.0
6:38 p.m.,862,231,9.0
7:36 p.m.,863,213,13.0
9:53 p.m.,864,26,10.0
6:34 p.m.,865,214,15.0
10:47 a.m.,866,137,8.0
3:04 p.m.,867,27,21.0
4:23 p.m.,868,215,15.0
2:50 p.m.,869,3,15.0
4:17 p.m.,870,216,13.0
,871,1,
,872,1,
,873,1,
,874,1,
10:04 a.m.,875,29,13.0
11:44 a.m.,876,30,14.0
9:13 a.m.,877,86,19.0
,878,1,
4:59 p.m.,879,217,15.0
8:45 a.m.,880,218,11.0
,881,1,
,882,1,
8:02 a.m.,883,219,10.0
2:00 p.m.,884,238,7.0
9:20 p.m.,885,268,3.0
4:44 p.m.,886,240,7.0
7:10 p.m.,887,202,27.0
11:45 a.m.,888,269,3.0
3:43 p.m.,889,31,11.0
5:43 p.m.,890,32,11.0
11:06 a.m.,891,15,21.0
1:43 p.m.,892,33,15.0
11:01 a.m.,893,9,8.0
12:09 p.m.,894,211,26.0
3:13 p.m.,895,34,19.0
10:16 a.m.,896,35,8.0
6:43 p.m.,897,36,14.0
8:06 a.m.,898,11,9.0
4:56 p.m.,899,37,12.0
6:15 p.m.,900,38,11.0
2:27 p.m.,901,17,15.0
11:06 a.m.,902,15,21.0
5:26 p.m.,903,221,14.0
5:38 p.m.,904,241,9.0
12:50 p.m.,905,28,9.0
7:40 a.m.,906,16,11.0
6:36 p.m.,907,149,19.0
6:19 a.m.,908,40,15.0
11:12 a.m.,909,41,14.0
3:14 p.m.,910,39,14.0
9:22 a.m.,911,42,15.0
7:35 p.m.,912,128,4.0
,913,1,
2:01 p.m.,914,140,7.0
,915,1,
,916,1,
9:09 a.m.,917,123,9.0
,918,1,
,919,1,
,920,1,
9:00 a.m.,921,134,3.0
11:50 a.m.,922,61,16.0
3:19 p.m.,923,138,7.0
7:40 a.m.,924,16,11.0
3:20 p.m.,925,139,3.0
5:09 p.m.,926,178,2.0
1:11 p.m.,927,53,12.0
2:17 p.m.,928,186,2.0
2:36 p.m.,929,187,3.0
8:53 p.m.,930,21,11.0
3:10 p.m.,931,116,2.0
12:21 a.m. (Estimated),932,230,5.0
,933,1,
