Address1,original_index,unique_index
702 n main st,118,7
101 hospital circle,119,9
101 hospital circle,120,9
101 hospital circle,121,9
101 hospital circle,122,9
101 hospital circle,123,9
101 hospital circle,124,9
101 hospital circle,125,9
101 hospital circle,126,9
101 hospital circle,127,9
101 hospital circle,128,9
101 hospital circle,129,9
101 hospital circle,130,9
101 hospital circle,131,9
101 hospital circle,132,9
101 hospital circle,133,9
101 hospital circle,134,9
101 hospital circle,135,9
101 hospital circle,136,9
101 hospital circle,137,9
101 hospital circle,138,9
101 hospital circle,139,9
101 hospital circle,140,9
101 hospital circle,141,9
101 hospital circle,142,9
101 hospital circle,143,9
201 pine street northwest,144,10
201 pine street northwest,145,10
201 pine street northwest,146,10
201 pine street northwest,147,10
201 pine street northwest,148,10
201 pine street northwest,149,10
201 pine street northwest,150,10
201 pine street northwest,151,10
201 pine street northwest,152,10
201 pine street northwest,153,10
201 pine street northwest,154,10
201 pine street northwest,155,10
201 pine street northwest,156,10
201 pine street northwest,157,10
201 pine street northwest,158,10
201 pine street northwest,159,10
201 pine street northwest,160,10
201 pine sxreex norxhwesx,161,11
201 pine street northwest,162,10
201 pine street northwest,163,10
201 pine street northwest,164,10
201 pine street northwest,165,10
201 pine street northwest,166,10
201 pine street northwest,167,10
201 pine street northwest,168,10
8000 alabama highway 69,169,12
8000 alabama highway 69,170,12
8000 alabama highway 69,171,12
8000 alabama highway 69,172,12
8000 alabama highway 69,173,12
8000 alabama highway 69,174,12
8000 alabama xigxway 69,175,13
8000 alabama highway 69,176,12
8000 alabama highway 69,177,12
8000 alabama highway 69,178,12
8000 alabama highway 69,179,12
8000 alabama highway 69,180,12
8000 alabama highway 69,181,12
8000 alabama highway 69,182,12
8000 alabama highway 69,183,12
8000 alabama highway 69,184,12
8000 alabama highway 69,185,12
8000 alabama highway 69,186,12
8000 alabama highway 69,187,12
8000 alabama highway 69,188,12
8000 alabama highway 69,189,12
8000 alabama highway 69,190,12
8000 alabama highway 69,191,12
8000 alabama highway 69,192,12
8000 alabama highway 69,193,12
50 medical park east drive,194,14
50 medical park east drive,195,14
50 medical park east drive,196,14
50 medical park east drive,197,14
50 medical park east drive,198,14
50 medical park east drive,199,14
50 medical park east drive,200,14
50 medical park east drive,201,14
50 medical park east drive,202,14
50 medical park east drive,203,14
50 medical park east drive,204,14
50 medical park east drive,205,14
50 medical park east drive,206,14
50 medical park east drive,207,14
50 medical park east drive,208,14
50 medical park east drive,209,14
50 medical park east drive,210,14
50 medical park east drive,211,14
50 medical park east drive,212,14
50 medical park east drive,213,14
50 medical park east drive,214,14
50 medical park east drive,215,14
50 medical park east drive,216,14
50 medical park east drive,217,14
50 medical park east drive,218,14
200 med center drive,219,15
200 med center drive,220,15
200 med center drive,221,15
200 med center drive,222,15
200 med center drive,223,15
200 med center drive,224,15
200 med center drive,225,15
200 med center drive,226,15
200 med center drive,227,15
200 med center drive,228,15
200 med center drive,229,15
200 med center drive,230,15
200 med center drive,231,15
200 med center drive,232,15
200 med center drive,233,15
200 med center drive,234,15
200 med center drive,235,15
200 med center drive,236,15
200 med center drive,237,15
200 med center drive,238,15
200 med center drive,239,15
200 med center drive,240,15
200 med center drive,241,15
200 med center drive,242,15
200 med center drive,243,15
33700 highway 43,244,16
33700 highway 43,245,16
33700 highway 43,246,16
33700 highway 43,247,16
33700 highway 43,248,16
33700 highway 43,249,16
33700 highway 43,250,16
33700 highway 43,251,16
33700 highway 43,252,16
33700 highway 43,253,16
33700 highway 43,254,16
33700 highway 43,255,16
33700 highway 43,256,16
33700 highway 43,257,16
33700 highway 43,258,16
33700 highway 43,259,16
33700 hxghway 43,260,17
33700 highway 43,261,16
33700 highway 43,262,16
33700 highway 43,263,16
33700 highway x3,264,18
33700 highway 43,265,16
33700 highway 43,266,16
33700 highway 43,267,16
33700 highway 43,268,16
1000 first street north,269,19
1000 first street north,270,19
1000 first street north,271,19
1000 first street north,272,19
1000 first street north,273,19
1000 first street north,274,19
1000 fixst stxeet noxth,275,20
1000 first street north,276,19
1000 first street north,277,19
1000 first street north,278,19
1000 first street north,279,19
1000 first street north,280,19
1000 first street north,281,19
1000 first street north,282,19
1000 first street north,283,19
1000 first street north,284,19
1000 first street north,285,19
1000 first street north,286,19
1000 first street north,287,19
1000 first street north,288,19
1000 first street north,289,19
1000 first street north,290,19
1000 first street north,291,19
1000 first street north,292,19
1000 first street north,293,19
1720 university blvd,294,0
1720 univxrsity blvd,295,21
1720 university blvd,296,0
1720 university blvd,297,0
1720 university blvd,298,0
1720 university blvd,299,0
1720 university blvd,300,0
1720 university blvd,301,0
1720 university blvd,302,0
1720 university blvd,303,0
1720 university blvd,304,0
1720 university blvd,305,0
1720 university blvd,306,0
1720 university blvd,307,0
1720 university blvd,308,0
1720 university blvd,309,0
1720 university blvd,310,0
301 east 18th st,311,22
301 east 18th st,312,22
301 east 18th st,313,22
301 east 18th st,314,22
301 east 18th st,315,22
301xeastx18thxst,316,23
301 east 18th st,317,22
301 east 18th st,318,22
301 east 18th st,319,22
301 east 18th st,320,22
301 east 18th st,321,22
301 east 18th st,322,22
301 east 18th st,323,22
301 east 18th st,324,22
301 east 18th st,325,22
301 east 18th st,326,22
301 east 18th st,327,22
301 east 18th st,328,22
301 east 18th st,329,22
301 east 18th st,330,22
4370 west main street,331,24
4370 west main street,332,24
4370 west main street,333,24
4370xwestxmainxstreet,334,25
4370 west main street,335,24
4370 west main street,336,24
4370 west main street,337,24
4370 west main street,338,24
4370 west main street,339,24
4370 west main street,340,24
4370 west main street,341,24
4370 west main street,342,24
4370 west main street,343,24
4370 west main street,344,24
4370 west main street,345,24
4370 west main street,346,24
4370 west main street,347,24
810 st vincents drive,348,26
810 st vincents drive,349,26
810 st vxncents drxve,350,27
810 st vincents drive,351,26
810 st vincents drive,352,26
1201 7th street se,353,28
1530 u s highway 43,354,29
1530 u s highway 43,355,29
1530 u s highway 43,356,29
1530 u s highway 43,357,29
1530 u s highway 43,358,29
1530 u s highway 43,359,29
1530 u s highway 43,360,29
1530 u s highway 43,361,29
1530 u s highway 43,362,29
1530xuxsxhighwayx43,363,30
1530 u s highway 43,364,29
1530 u s highway 43,365,29
1530 u s highway 43,366,29
1530 u s highway 43,367,29
1530 u s highway 43,368,29
1530 u s highway 43,369,29
1530 u s highway 43,370,29
1530 u s highway 43,371,29
1530 u s highway 43,372,29
1530 u s highway 43,373,29
1530 u s highway 43,374,29
1530 u s highway 43,375,29
1530 u s highway 43,376,29
1530 u s highway 43,377,29
1530 u s highway 43,378,29
2451 fillingim street,379,31
2451 fillingim street,380,31
2451 fillingim street,381,31
2451 fillingim street,382,31
2451 fillingim street,383,31
2451 fillingim street,384,31
2451 fillingim street,385,31
2451 fillingim street,386,31
2451 fillingim street,387,31
2451 fillingim street,388,31
2451 fillingim street,389,31
2451 fillingim street,390,31
2451 fillingim street,391,31
124 s memorial dr,392,32
124xsxmemorialxdr,393,33
124 s memorial dr,394,32
124 s memorial dr,395,32
124 s memorial dr,396,32
124 s memorial dr,397,32
124 s memorial dr,398,32
124 s memorial dr,399,32
124 s memorial dr,400,32
124 s memorial dr,401,32
124 s memorial dr,402,32
124 s memorial dr,403,32
124 s memorial dr,404,32
124 s memorial dr,405,32
124 s memorial dr,406,32
124 s memorial dr,407,32
124 s memorial dr,408,32
124 s memorial dr,409,32
124 s memorial dr,410,32
124 s mxmorial dr,411,34
15155 highway 43,412,35
15155 highway 43,413,35
315 w hickory st,414,36
315 w hickxry st,415,37
315 w hickory st,416,36
315 w hickory st,417,36
315 w hickory st,418,36
315 w hickory st,419,36
315 w hickory st,420,36
315 w hickory st,421,36
315 w hickory st,422,36
315 w hickory st,423,36
315 w hickory st,424,36
315 w hickory st,425,36
315 w hickory st,426,36
315 w hickory st,427,36
315 w hickory st,428,36
315 w hickory st,429,36
315 w hickory st,430,36
315xwxhickoryxst,431,38
2801 debarr road,432,39
2801 debarr road,433,39
2801 debarr road,434,39
2801 debarr road,435,39
2801 debarr road,436,39
2801 debarr road,437,39
2801 debarr road,438,39
2801 debarr road,439,39
2801 debarr road,440,39
2801 debarr road,441,39
2801 debarr road,442,39
2801 debarr road,443,39
2801 debarr road,444,39
2801 debarr road,445,39
2801 debarr road,446,39
2801 debarr road,447,39
2801 debarr road,448,39
2801 debarr road,449,39
po box 287,450,40
poxboxx287,451,41
1300 south montgomery avenue,452,1
1300 south montgomery avenue,453,1
1300 south montgomery avenue,454,1
1300 south montgomery avenue,455,1
1300 south montgomery avenue,456,1
1300 south montgomery avenue,457,1
1300 south montgomery avenue,458,1
1300 south montgomery avenue,459,1
1300 south montgomery avenue,460,1
1300 south montgomery avenue,461,1
1300 south montgomery avenue,462,1
1300 south montgomery avenue,463,1
1300 south montgomery avenue,464,1
1300 south montgomery avenue,465,1
126 hospital ave,466,42
126 hospital ave,467,42
126 hospital ave,468,42
126 hospital ave,469,42
126 hospital ave,470,42
126 hospital ave,471,42
126xhospitalxave,472,43
126 hospital ave,473,42
126 hospital ave,474,42
126 hospital ave,475,42
126 hospital ave,476,42
126 hospital ave,477,42
126 hospital ave,478,42
126 hospital ave,479,42
126 hospital ave,480,42
126 hospital ave,481,42
126 hospital ave,482,42
126 hospital ave,483,42
1x6 hospital ave,484,44
126 hospital ave,485,42
126 hospital ave,486,42
126 hospital ave,487,42
126 hospital ave,488,42
126 hospital ave,489,42
126 hospital ave,490,42
400 northwood dr,491,45
400 northwood dr,492,45
400 northwood dr,493,45
400 northwood dr,494,45
400 northwood dr,495,45
400 northwood dr,496,45
400 northwood dr,497,45
400 northwood dr,498,45
400 northwood dr,499,45
400 northwood dr,500,45
400 northwood dr,501,45
400 northwood dr,502,45
400 northwood dr,503,45
400 northwood dr,504,45
400 northwood dr,505,45
400 northwood dr,506,45
400 northwood dr,507,45
400 northwood dr,508,45
400 northwood dr,509,45
400 northwood dr,510,45
400 northwood dr,511,45
400 northwood dr,512,45
400 northwood dr,513,45
400 northwood dr,514,45
400 northwood dr,515,45
2105 east south boulevard,516,46
2105 east south boulevard,517,46
2105 east south boulevard,518,46
2105 east south boulevard,519,46
2105 east south boulevard,520,46
2105 east south boulevard,521,46
2105 east south boulevard,522,46
2105 east south boulevard,523,46
2105 east south boulevard,524,46
2105 east south boulevard,525,46
2105 east south boulevard,526,46
2105 east south boulevard,527,46
2105 east south boulevard,528,46
2105 east south boulevard,529,46
2105 east south boulevard,530,46
2105 east south boulevard,531,46
2105 east south boulevard,532,46
2105 east south boulevard,533,46
2105 east south boulevard,534,46
2105 east south boulevard,535,46
2105 east south boulevard,536,46
2105 east south boulevard,537,46
2105 east south boulevard,538,46
2105 east south boulevard,539,46
2105 east south boulevard,540,46
1725 pine street,541,47
1725 pine street,542,47
1725 pine street,543,47
1725 pine street,544,47
1725 pine street,545,47
1725 pine street,546,47
1725 pine street,547,47
1725 pine street,548,47
1725 pine street,549,47
1725 pine street,550,47
1725 pine street,551,47
1725 pine street,552,47
1725 pine street,553,47
1725 pine street,554,47
1725 pine street,555,47
1725 pine street,556,47
1725 pine street,557,47
1725 pine street,558,47
1725 pine street,559,47
1725 pine street,560,47
1725 pine street,561,47
1725 pine street,562,47
1725 pine street,563,47
1725 pine street,564,47
1725 pine street,565,47
4800 48th st,566,48
4800 48th st,567,48
4800 48th st,568,48
4800 48th st,569,48
4800 48th st,570,48
4800 48th st,571,48
4800 48th st,572,48
4800 48th st,573,48
4800 48th st,574,48
4800 48th st,575,48
4800 48th st,576,48
4800 48th st,577,48
4800 48th st,578,48
4800 48th st,579,48
4800 48th st,580,48
4800 48th st,581,48
4800 48th st,582,48
4800 48th st,583,48
4800 48th st,584,48
4800 48th st,585,48
4800 48th st,586,48
4800 48th st,587,48
4800 48th st,588,48
4800 48th st,589,48
4800 48th st,590,48
987 drayton street,591,49
987 drayton street,592,49
987 drayton street,593,49
987 drayton street,594,49
987 drayton street,595,49
987 drayton street,596,49
987 drayton street,597,49
987 drayton street,598,49
987 drayton street,599,49
987 drayton street,600,49
987 drayton street,601,49
987 drayton street,602,49
987 drayton street,603,49
987 drayton street,604,49
987 drayton street,605,49
987 drayton street,606,49
987 drayton street,607,49
987 drayton street,608,49
987 drayton street,609,49
987 drayton street,610,49
987 drayton street,611,49
987 drayton street,612,49
987 drayton street,613,49
987 drayton street,614,49
987 drayton street,615,49
2000 pepperell parkway,616,50
2000 pepperell parkway,617,50
2000 pepperell parkway,618,50
2000 pepperell parkway,619,50
2000 pepperell parkway,620,50
2000 pepperell parkway,621,50
2000 pepperell parkway,622,50
2000 pepperell parkway,623,50
2000 pepperell parkway,624,50
2000 pepperell parkway,625,50
2000 pepperell parkway,626,50
2000 pepperell parkway,627,50
2000 pepperell parkway,628,50
2000 pepperell parkway,629,50
2000 pepperell parkway,630,50
2000 pepperell parkway,631,50
2000 pepperell parkway,632,50
2000 pepperell parkway,633,50
2000 pepperell parkway,634,50
2000 pepperell parkway,635,50
2000 pepperell parkway,636,50
2000 pepperell parkway,637,50
2000 pepperell parkway,638,50
2000 pepperell parkway,639,50
2000 pepperell parkway,640,50
209 north main street,641,51
209 north main street,642,51
209 north main street,643,51
209 north main street,644,51
209 north main street,645,51
209 north main street,646,51
209 north main street,647,51
209 north main street,648,51
209 north main street,649,51
209 north main street,650,51
209 north main street,651,51
209 xorth maix street,652,52
209 north main street,653,51
209 north main street,654,51
209 north main street,655,51
209 north main street,656,51
209 north main street,657,51
209 north main street,658,51
209 north main street,659,51
209 north main street,660,51
209 north main street,661,51
209 north main street,662,51
209 north main street,663,51
209 north main street,664,51
209 north main street,665,51
619 south 19th street,666,53
619 south 19th street,667,53
619 south 19th street,668,53
619 south 19th street,669,53
619 south 19th street,670,53
619 south 19th street,671,53
619 south 19th street,672,53
619 south 19th street,673,53
619 south 19th street,674,53
619 south 19th street,675,53
619 south 19th street,676,53
619 south 19th street,677,53
619 south 19th street,678,53
619 south 19th street,679,53
619 south 19th street,680,53
619 south 19th street,681,53
619 south 19th street,682,53
619 south 19th street,683,53
619 south 19th street,684,53
619 south 19th street,685,53
619 south 19th street,686,53
619 south 19th street,687,53
619 south 19th street,688,53
619 south 19th street,689,53
619 south 19th street,690,53
805 friendship road,691,54
805 friendship road,692,54
805 friendship road,693,54
805 friendship road,694,54
805 friendship road,695,54
805 friendship road,696,54
805 friendship road,697,54
805 friendship road,698,54
805 friendship road,699,54
805 friendship road,700,54
805 friendship road,701,54
805 friendship road,702,54
805 friendship road,703,54
805 friendship road,704,54
805 friendship road,705,54
805 friendship road,706,54
805 friendship road,707,54
805 friendship road,708,54
805 friendship road,709,54
805 friendship road,710,54
805 friendship road,711,54
805 friendship road,712,54
805 friendship road,713,54
805 friendship road,714,54
805 friendship road,715,54
1912 alabama highway 157,716,55
1912 alabama highway 157,717,55
1912 alabama highway 157,718,55
1912 alabama highway 157,719,55
1912 alabama highway 157,720,55
1912 alabama highway 157,721,55
1912 alabama highway 157,722,55
1912 alabama highway 157,723,55
1912 alabama highway 157,724,55
1912 alabama highway 157,725,55
1912 alabama highway 157,726,55
1912 alabama highway 157,727,55
1912 alabama highway 157,728,55
1912 alabama highway 157,729,55
1912 alabama highway 157,730,55
1912 alabama highway 157,731,55
1912 alabama highway 157,732,55
1912 alabama highway 157,733,55
1912 alabama highway 157,734,55
1912 alabama highway 157,735,55
1912xalabamaxhighwayx157,736,56
1912 alabama highway 157,737,55
1912 alabama highway 157,738,55
1912 alabama highway 157,739,55
1912 alabama highway 157,740,55
849 south three notch street,741,57
849 south three notch street,742,57
849 south three notch street,743,57
849 south three notch street,744,57
849 south three notch street,745,57
849 south three notch street,746,57
849 south three notch street,747,57
849 south three notch street,748,57
849 south three notch street,749,57
849 south three notch street,750,57
849 south three notch street,751,57
849 south three notch street,752,57
849 south three notch street,753,57
849 south three notch street,754,57
849 south three notch street,755,57
849 south three notch street,756,57
849 south three notch street,757,57
849 south three notch street,758,57
849 south three notch street,759,57
849 south three notch street,760,57
849 south three notch street,761,57
849 south three notch street,762,57
849 south three notch street,763,57
849 south three notch street,764,57
849 south three notch street,765,57
301 east 18th st,766,22
301 east 1xth st,767,58
301 east 18th st,768,22
301 east 18th st,769,22
301 east 18th st,770,22
301 east 18th st,771,22
301 east 18th st,772,22
301 east 18th st,773,22
101 sivley rd,774,59
101 sivley rd,775,59
101 sivley rd,776,59
101 sivley rd,777,59
101 sivley rd,778,59
101 sivley rd,779,59
101 sivley rd,780,59
101 sivley rd,781,59
101 sivley rd,782,59
101 sivley rd,783,59
101 sivley rd,784,59
101 sivley rd,785,59
101 sivley rd,786,59
101 sivley rd,787,59
101 sivley rd,788,59
101 sivley rd,789,59
101 sivley rd,790,59
101 sivley rd,791,59
101 sivley rd,792,59
101 sivley rd,793,59
101 sivley rd,794,59
101 sivley rd,795,59
101 sivley rd,796,59
101 sivley rd,797,59
101 sivley rd,798,59
101 sivley rd,799,59
101 sivley rd,800,59
101 sivley rd,801,59
1007 goodyear avenue,802,60
1007 goodyear avenue,803,60
1007 goodyear avenue,804,60
1007 goodyear avenue,805,60
1007 goodyear avenue,806,60
1007 goodyear avenue,807,60
1007 goodyear avenue,808,60
1007 goodyear avenue,809,60
1007 goodyear avenue,810,60
1007 goodyear avenue,811,60
1007 goodyear avenue,812,60
1007 goodyear avenue,813,60
1007 goodyear avenue,814,60
1007 goodyear avenue,815,60
1007 goodyear avenue,816,60
1007 goodyear avenue,817,60
1007 goodyear avenue,818,60
1007 goodyear avenue,819,60
1007 goodyear avenue,820,60
1007 goodyear avenue,821,60
1007 goodyear avenue,822,60
1007 goodyear avenue,823,60
1007 goodyear avenue,824,60
1007 goodyear avenue,825,60
1007 goodyear avenue,826,60
1010 lay dam road,827,61
1010 lay dam road,828,61
1010 lay dam road,829,61
1010 lay dam road,830,61
1010 lay dam road,831,61
1010 lay dam road,832,61
1010 lay dam road,833,61
1010 lay dam road,834,61
1010 lay dam road,835,61
1010 lay dam road,836,61
1010 lay dam road,837,61
1010 lay dam road,838,61
1010 lay dam road,839,61
1010 lay dam road,840,61
1010 lay dam road,841,61
1010 lay dam road,842,61
1010 lay dam road,843,61
1010 lay dam road,844,61
1010 lay dam road,845,61
1010 lay dam road,846,61
1010 lay dam road,847,61
1010 lay dam road,848,61
x0x0 lay dam road,849,62
1010 lay dam road,850,61
1010 lay dam road,851,61
1256 military street south,852,63
1256 military street south,853,63
1256 military street south,854,63
1256 military street south,855,63
1256 military street south,856,63
1256 military street sxuth,857,64
1256 military street south,858,63
1256 military street south,859,63
1256 military street south,860,63
1256 military street south,861,63
1256 military street south,862,63
1256 military street south,863,63
1256 military street south,864,63
1256 military street south,865,63
1256 military street south,866,63
1256 military street south,867,63
1256 military street south,868,63
1256 military street south,869,63
1256 military street south,870,63
1256 military street south,871,63
1256 military street south,872,63
1256 military street south,873,63
1256 military street south,874,63
1256 military street south,875,63
1256 military street south,876,63
1653 temple avenue north,877,65
1653 temple avenue north,878,65
1653 temple avenue north,879,65
1653 temple avenue north,880,65
1653 temple avenue north,881,65
1653 temple avenue north,882,65
1653 temple avenue north,883,65
1653 temple avenue north,884,65
1653 temple avenue north,885,65
1653 temple avenue north,886,65
1653 temple avenue north,887,65
1653 temple avenue north,888,65
1653 temple avenue north,889,65
1653 temple avenue north,890,65
1653 temple avenue north,891,65
1653 temple avenue north,892,65
1653 temple avenue north,893,65
1653 temple avenue north,894,65
1653 temple avenue north,895,65
1653 temple avenue north,896,65
1653 temple avenue north,897,65
1653 temple avenue north,898,65
1653 temple avenue north,899,65
1653 temple avenue north,900,65
1653 temple avenue north,901,65
600 south third street,902,66
600 south third street,903,66
600 south third street,904,66
600 south third street,905,66
600 south third street,906,66
600 south third street,907,66
600 south third street,908,66
600 south third street,909,66
600 south third street,910,66
600 south third street,911,66
600 south third street,912,66
600 south third street,913,66
600 south third street,914,66
600 souxh xhird sxreex,915,67
600 south third street,916,66
600 south third street,917,66
600 south third street,918,66
600 south third street,919,66
600 south third street,920,66
600 south third street,921,66
600 south third street,922,66
600 south third street,923,66
600 south third street,924,66
600 south third street,925,66
600 south third street,926,66
600 south third street,927,66
600 south third street,928,66
600 south third street,929,66
515 miranda st,930,68
515 miranda st,931,68
515 miranda st,932,68
515 miranda st,933,68
515 miranda sx,934,69
515 miranxa st,935,70
515 miranda st,936,68
515 miranda st,937,68
515 miranda st,938,68
515 miranda st,939,68
515 miranda st,940,68
515 miranda st,941,68
515 miranda st,942,68
515 miranda st,943,68
515 miranda st,944,68
515 mirxndx st,945,71
515 miranda st,946,68
515 miranda st,947,68
515 miranda st,948,68
515 miranda st,949,68
515 miranda st,950,68
515 miranda st,951,68
515 miranda st,952,68
515 miranda st,953,68
515 miranda st,954,68
400 n edwards street,955,72
400xnxedwardsxstreet,956,73
400 n edwards street,957,72
400 n edwards street,958,72
400 n edwards street,959,72
400 n edwards street,960,72
400 n edwards street,961,72
400 n edwards street,962,72
400 n edwards street,963,72
400 n edwards street,964,72
400 n edwards street,965,72
400 n edwards street,966,72
400 n edwards street,967,72
400 n edwards street,968,72
400 n edwards street,969,72
400 n edwards street,970,72
400 n edwards street,971,72
400 n edwards street,972,72
400 n edwards street,973,72
400 n edwards street,974,72
400 n edwards street,975,72
400 n edwards street,976,72
400 n edwards street,977,72
400 n edwards street,978,72
400 n edwards street,979,72
150 gilbreath drive,980,74
150 gilbreath drive,981,74
150 gilbreath drive,982,74
150 gilbreath drive,983,74
150 gilbreath drive,984,74
150 gilbreath drive,985,74
150 gilxreath drive,986,75
150 gilbreath drive,987,74
150 gilbreath drive,988,74
150 gilbreath drive,989,74
150 gilbreath drive,990,74
150 gilbreath drive,991,74
150 gilbreath drive,992,74
150 gilbreath drive,993,74
150 gilbreath drive,994,74
150 gilbreath drive,995,74
150 gilbreath drive,996,74
150 gilbreath drive,997,74
150 gilbreath drive,998,74
150 gilbreath drive,999,74
