sched_dep_time,original_index,unique_index
,462,41
6:00 a.m.,463,9
11:05 a.m.,464,62
,465,41
,466,41
10:15 a.m.,467,12
1:00 p.m.,468,14
,469,41
,470,41
,471,41
2:30 p.m.,472,46
12:00 p.m.,473,24
,474,41
,475,41
10:40 a.m.,476,20
,477,41
,478,41
7:15 a.m.,479,22
6:30 p.m.,480,2
6:45 p.m.,481,23
7:15 p.m.,482,52
,483,41
9:15 a.m.,484,53
6:00 a.m.,485,9
7:10 a.m.,486,0
,487,41
3:50 p.m.,488,64
,489,41
8:00 p.m.,490,26
,491,41
,492,41
10:40 a.m.,493,20
1:33 p.m.,494,65
12:15 p.m.,495,4
,496,41
11:55 p.m.,497,27
4:25 p.m.,498,66
9:00 p.m.,499,28
8:25 p.m.,500,29
6:59 a.m.,501,30
8:35 a.m.,502,31
,503,41
1:30 p.m.,504,32
,505,41
,506,41
11:08 p.m.,507,57
5:30 p.m.,508,67
,509,41
,510,41
,511,41
,512,41
,513,41
,514,41
2:35 p.m.,515,34
2:55 p.m.,516,35
7:15 a.m.,517,22
12:10 p.m.,518,36
7:55 a.m.,519,11
,520,41
1:05 p.m.,521,37
,522,41
3:05 p.m.,523,38
7:30 a.m.,524,13
,525,41
4:00 p.m.,526,40
11:35 a.m.,527,19
7:25 a.m.,528,17
,529,41
11:55 a.m.,530,68
10:40 a.m.,531,20
6:45 a.m.,532,18
4:00 p.m.,533,40
6:00 a.m.,534,9
7:10 a.m.,535,0
7:10 a.m.,536,0
7:10 a.m.,537,0
7:00 p.m.,538,42
6:40 a.m.,539,3
8:00 a.m.,540,60
8:41 a.m.,541,69
7:45 p.m.,542,1
11:45 a.m.,543,16
6:30 p.m.,544,2
3:27 p.m.,545,61
11:25 a.m.,546,39
11:25 p.m.,547,5
6:00 a.m.,548,9
12:30 a.m.,549,43
4:00 p.m.,550,40
7:35 a.m.,551,44
9:45 a.m.,552,45
7:00 a.m.,553,6
8:15 a.m.,554,71
4:15 p.m.,555,7
9:05 a.m.,556,15
2:30 p.m.,557,46
5:25 p.m.,558,50
11:50 a.m.,559,8
11:40 a.m.,560,48
6:00 a.m.,561,9
11:05 a.m.,562,62
6:00 a.m.,563,9
8:40 a.m.,564,49
7:55 a.m.,565,11
10:15 a.m.,566,12
7:30 a.m.,567,13
1:00 p.m.,568,14
6:45 a.m.,569,18
12:15 p.m.,570,4
12:30 p.m.,571,79
12:00 p.m.,572,24
7:10 p.m.,573,51
11:35 a.m.,574,19
10:40 a.m.,575,20
12:57 p.m.,576,63
3:35 p.m.,577,21
7:15 a.m.,578,22
8:05 a.m.,579,47
6:45 p.m.,580,23
12:00 p.m.,581,24
7:15 p.m.,582,52
1:55 p.m.,583,72
9:15 a.m.,584,53
6:00 a.m.,585,9
7:10 a.m.,586,0
4:55 p.m.,587,25
7:25 a.m.,588,17
3:50 p.m.,589,64
4:16 p.m.,590,73
8:00 p.m.,591,26
10:25 a.m.,592,54
7:05 a.m.,593,74
10:40 a.m.,594,20
1:33 p.m.,595,65
1:29 p.m.,596,55
11:55 p.m.,597,27
4:25 p.m.,598,66
9:00 p.m.,599,28
8:25 p.m.,600,29
2:55 p.m.,601,35
6:59 a.m.,602,30
8:35 a.m.,603,31
2:30 p.m.,604,46
8:29 a.m.,605,75
2:53 p.m.,606,56
11:08 p.m.,607,57
5:30 p.m.,608,67
11:15 a.m.,609,77
8:20 p.m.,610,33
2:55 p.m.,611,35
2:30 p.m.,612,46
2:35 p.m.,613,34
2:55 p.m.,614,35
7:15 a.m.,615,22
12:10 p.m.,616,36
1:05 p.m.,617,37
7:53 a.m.,618,78
8:35 a.m.,619,31
3:05 p.m.,620,38
4:00 p.m.,621,40
7:10 a.m.,622,0
2:55 p.m.,623,35
11:55 a.m.,624,68
10:40 a.m.,625,20
4:00 p.m.,626,40
6:00 a.m.,627,9
7:10 a.m.,628,0
7:10 a.m.,629,0
,630,41
6:40 a.m.,631,3
8:00 a.m.,632,60
,633,41
7:45 p.m.,634,1
12:00 p.m.,635,24
3:27 p.m.,636,61
,637,41
,638,41
11:25 p.m.,639,5
,640,41
,641,41
4:00 p.m.,642,40
,643,41
,644,41
9:05 a.m.,645,15
,646,41
7:00 a.m.,647,6
4:15 p.m.,648,7
,649,41
,650,41
,651,41
,652,41
11:50 a.m.,653,8
,654,41
6:00 a.m.,655,9
11:05 a.m.,656,62
,657,41
,658,41
10:15 a.m.,659,12
1:00 p.m.,660,14
,661,41
,662,41
,663,41
2:30 p.m.,664,46
12:00 p.m.,665,24
,666,41
,667,41
10:40 a.m.,668,20
,669,41
,670,41
7:15 a.m.,671,22
6:30 p.m.,672,2
6:45 p.m.,673,23
7:15 p.m.,674,52
,675,41
9:15 a.m.,676,53
6:00 a.m.,677,9
7:10 a.m.,678,0
,679,41
3:50 p.m.,680,64
,681,41
8:00 p.m.,682,26
,683,41
,684,41
10:40 a.m.,685,20
1:33 p.m.,686,65
12:15 p.m.,687,4
,688,41
11:55 p.m.,689,27
4:25 p.m.,690,66
9:00 p.m.,691,28
8:25 p.m.,692,29
6:59 a.m.,693,30
8:35 a.m.,694,31
,695,41
1:30 p.m.,696,32
,697,41
,698,41
11:08 p.m.,699,57
5:30 p.m.,700,67
,701,41
,702,41
,703,41
,704,41
,705,41
,706,41
2:35 p.m.,707,34
2:55 p.m.,708,35
7:15 a.m.,709,22
12:10 p.m.,710,36
7:55 a.m.,711,11
,712,41
1:05 p.m.,713,37
,714,41
3:05 p.m.,715,38
7:30 a.m.,716,13
,717,41
4:00 p.m.,718,40
11:35 a.m.,719,19
7:25 a.m.,720,17
,721,41
11:55 a.m.,722,68
10:40 a.m.,723,20
6:45 a.m.,724,18
4:00 p.m.,725,40
6:00 a.m.,726,9
7:10 a.m.,727,0
7:10 a.m.,728,0
,729,41
,730,41
,731,41
,732,41
,733,41
6:30 p.m.,734,2
,735,41
,736,41
11:25 p.m.,737,5
,738,41
,739,41
,740,41
,741,41
,742,41
,743,41
,744,41
,745,41
,746,41
,747,41
,748,41
,749,41
,750,41
,751,41
,752,41
,753,41
,754,41
,755,41
1:09 p.m.,756,80
,757,41
,758,41
,759,41
,760,41
,761,41
,762,41
,763,41
,764,41
,765,41
,766,41
,767,41
,768,41
,769,41
,770,41
11:55 p.m.,771,27
9:00 p.m.,772,28
8:25 p.m.,773,29
,774,41
,775,41
,776,41
1:30 p.m.,777,32
,778,41
5:30 p.m.,779,67
,780,41
,781,41
,782,41
4:25 p.m.,783,66
,784,41
,785,41
,786,41
,787,41
,788,41
,789,41
,790,41
,791,41
,792,41
,793,41
,794,41
,795,41
,796,41
12:30,797,81
1:00 p.m.,798,14
8:25 p.m.,799,29
11:50 a.m.,800,8
10:40 a.m.,801,20
4:15 p.m.,802,7
,803,41
,804,41
,805,41
,806,41
,807,41
Thu  20:00,808,82
,809,41
,810,41
7:10 a.m.,811,0
,812,41
6:40 a.m.,813,3
8:00 a.m.,814,60
,815,41
7:45 p.m.,816,1
12:00 p.m.,817,24
3:27 p.m.,818,61
,819,41
,820,41
11:25 p.m.,821,5
,822,41
,823,41
4:00 p.m.,824,40
,825,41
,826,41
9:05 a.m.,827,15
,828,41
7:00 a.m.,829,6
4:15 p.m.,830,7
,831,41
,832,41
,833,41
,834,41
11:50 a.m.,835,8
,836,41
6:00 a.m.,837,9
11:05 a.m.,838,62
,839,41
,840,41
10:15 a.m.,841,12
1:00 p.m.,842,14
,843,41
,844,41
,845,41
2:30 p.m.,846,46
12:00 p.m.,847,24
,848,41
,849,41
10:40 a.m.,850,20
,851,41
,852,41
7:15 a.m.,853,22
6:30 p.m.,854,2
6:45 p.m.,855,23
7:15 p.m.,856,52
,857,41
9:15 a.m.,858,53
6:00 a.m.,859,9
7:10 a.m.,860,0
,861,41
3:50 p.m.,862,64
,863,41
8:00 p.m.,864,26
,865,41
,866,41
,867,41
1:33 p.m.,868,65
12:15 p.m.,869,4
,870,41
11:55 p.m.,871,27
4:25 p.m.,872,66
9:00 p.m.,873,28
8:25 p.m.,874,29
6:59 a.m.,875,30
8:35 a.m.,876,31
,877,41
1:30 p.m.,878,32
,879,41
,880,41
11:08 p.m.,881,57
5:30 p.m.,882,67
,883,41
,884,41
,885,41
,886,41
,887,41
,888,41
2:35 p.m.,889,34
2:55 p.m.,890,35
7:15 a.m.,891,22
12:10 p.m.,892,36
7:55 a.m.,893,11
,894,41
1:05 p.m.,895,37
,896,41
3:05 p.m.,897,38
7:30 a.m.,898,13
,899,41
4:00 p.m.,900,40
11:35 a.m.,901,19
7:25 a.m.,902,17
,903,41
11:55 a.m.,904,68
10:40 a.m.,905,20
6:45 a.m.,906,18
4:00 p.m.,907,40
6:00 a.m.,908,9
7:10 a.m.,909,0
7:10 a.m.,910,0
7:10 a.m.,911,0
6:30 p.m.,912,2
8:41 a.m.,913,69
,914,41
6:00 a.m.,915,9
12:30 a.m.,916,43
,917,41
9:45 a.m.,918,45
7:00 a.m.,919,6
2:30 p.m.,920,46
6:00 a.m.,921,9
10:15 a.m.,922,12
1:00 p.m.,923,14
6:45 a.m.,924,18
,925,41
,926,41
9:05 a.m.,927,15
11:35 a.m.,928,19
10:40 a.m.,929,20
6:45 p.m.,930,23
12:00 p.m.,931,24
7:15 p.m.,932,52
9:15 a.m.,933,53
3:50 p.m.,934,64
,935,41
8:00 p.m.,936,26
10:25 a.m.,937,54
,938,41
10:40 a.m.,939,20
1:33 p.m.,940,65
1:29 p.m.,941,55
4:25 p.m.,942,66
8:25 p.m.,943,29
8:35 a.m.,944,31
2:30 p.m.,945,46
8:29 a.m.,946,75
11:08 p.m.,947,57
5:30 p.m.,948,67
1:45 p.m.,949,76
,950,41
8:20 p.m.,951,33
,952,41
,953,41
7:15 a.m.,954,22
2:55 p.m.,955,35
7:35 a.m.,956,44
12:10 p.m.,957,36
7:55 a.m.,958,11
9:05 a.m.,959,15
,960,41
3:05 p.m.,961,38
11:25 a.m.,962,39
4:00 p.m.,963,40
,964,41
10:40 a.m.,965,20
6:00 a.m.,966,9
7:10 a.m.,967,0
7:10 a.m.,968,0
7:10 a.m.,969,0
6:00 a.m.,970,9
7:10 a.m.,971,0
6:30 p.m.,972,2
7:25 a.m.,973,17
11:05 a.m.,974,62
8:41 a.m.,975,69
1:33 p.m.,976,65
1:05 p.m.,977,37
8:25 p.m.,978,29
7:15 p.m.,979,52
5:25 p.m.,980,50
4:00 p.m.,981,40
7:27 p.m.,982,83
7:15 a.m.,983,22
3:35 p.m.,984,21
6:00 a.m.,985,9
7:10 a.m.,986,0
6:45 p.m.,987,23
3:05 p.m.,988,38
7:10 a.m.,989,0
6:40 a.m.,990,3
Not Available,991,84
Not Available,992,84
7:45 p.m.,993,1
6:30 p.m.,994,2
12:00noon,995,85
3:27 p.m.,996,61
11:25 a.m.,997,39
11:25 p.m.,998,5
Not Available,999,84
12:15 p.m.,1000,4
4:00 p.m.,1001,40
7:00 a.m.,1002,6
Not Available,1003,84
4:15 p.m.,1004,7
2:30 p.m.,1005,46
11:50 a.m.,1006,8
6:00 a.m.,1007,9
11:05 a.m.,1008,62
6:00 a.m.,1009,9
8:40 a.m.,1010,49
10:45 a.m.,1011,10
7:55 a.m.,1012,11
10:15 a.m.,1013,12
7:30 a.m.,1014,13
1:00 p.m.,1015,14
9:05 a.m.,1016,15
11:45 a.m.,1017,16
12:00noon,1018,85
7:25 a.m.,1019,17
11:35 a.m.,1020,19
10:40 a.m.,1021,20
7:15 a.m.,1022,22
8:05 a.m.,1023,47
6:45 p.m.,1024,23
7:15 p.m.,1025,52
Not Available,1026,84
9:15 a.m.,1027,53
6:00 a.m.,1028,9
7:10 a.m.,1029,0
3:50 p.m.,1030,64
8:00 p.m.,1031,26
7:05 a.m.,1032,74
10:40 a.m.,1033,20
Not Available,1034,84
11:55 p.m.,1035,27
4:25 p.m.,1036,66
9:00 p.m.,1037,28
8:25 p.m.,1038,29
6:59 a.m.,1039,30
8:35 a.m.,1040,31
Not Available,1041,84
Not Available,1042,84
1:30 p.m.,1043,32
2:53 p.m.,1044,56
Not Available,1045,84
Not Available,1046,84
11:15 a.m.,1047,77
8:20 p.m.,1048,33
2:55 p.m.,1049,35
2:30 p.m.,1050,46
2:35 p.m.,1051,34
2:55 p.m.,1052,35
7:15 a.m.,1053,22
2:55 p.m.,1054,35
12:10 p.m.,1055,36
9:05 a.m.,1056,15
1:05 p.m.,1057,37
Not Available,1058,84
8:35 a.m.,1059,31
3:05 p.m.,1060,38
4:00 p.m.,1061,40
2:55 p.m.,1062,35
11:55 a.m.,1063,68
10:40 a.m.,1064,20
7:10 a.m.,1065,0
6:45 a.m.,1066,18
4:00 p.m.,1067,40
6:00 a.m.,1068,9
7:10 a.m.,1069,0
7:10 a.m.,1070,0
,1071,41
6:40 a.m.,1072,3
8:00 a.m.,1073,60
,1074,41
7:45 p.m.,1075,1
12:00 p.m.,1076,24
3:27 p.m.,1077,61
,1078,41
,1079,41
11:25 p.m.,1080,5
,1081,41
,1082,41
4:00 p.m.,1083,40
,1084,41
,1085,41
9:05 a.m.,1086,15
,1087,41
7:00 a.m.,1088,6
4:15 p.m.,1089,7
,1090,41
,1091,41
,1092,41
,1093,41
11:50 a.m.,1094,8
,1095,41
6:00 a.m.,1096,9
11:05 a.m.,1097,62
,1098,41
,1099,41
10:15 a.m.,1100,12
1:00 p.m.,1101,14
,1102,41
,1103,41
,1104,41
2:30 p.m.,1105,46
12:00 p.m.,1106,24
,1107,41
,1108,41
10:40 a.m.,1109,20
,1110,41
,1111,41
7:15 a.m.,1112,22
6:30 p.m.,1113,2
6:45 p.m.,1114,23
7:15 p.m.,1115,52
,1116,41
9:15 a.m.,1117,53
6:00 a.m.,1118,9
7:10 a.m.,1119,0
,1120,41
3:50 p.m.,1121,64
,1122,41
8:00 p.m.,1123,26
,1124,41
,1125,41
10:40 a.m.,1126,20
1:33 p.m.,1127,65
12:15 p.m.,1128,4
,1129,41
11:55 p.m.,1130,27
4:25 p.m.,1131,66
9:00 p.m.,1132,28
8:25 p.m.,1133,29
6:59 a.m.,1134,30
8:35 a.m.,1135,31
,1136,41
1:30 p.m.,1137,32
,1138,41
,1139,41
11:08 p.m.,1140,57
5:30 p.m.,1141,67
,1142,41
,1143,41
,1144,41
,1145,41
,1146,41
,1147,41
2:35 p.m.,1148,34
2:55 p.m.,1149,35
7:15 a.m.,1150,22
12:10 p.m.,1151,36
7:55 a.m.,1152,11
,1153,41
1:05 p.m.,1154,37
,1155,41
3:05 p.m.,1156,38
7:30 a.m.,1157,13
,1158,41
4:00 p.m.,1159,40
11:35 a.m.,1160,19
7:25 a.m.,1161,17
,1162,41
11:55 a.m.,1163,68
10:40 a.m.,1164,20
6:45 a.m.,1165,18
4:00 p.m.,1166,40
6:00 a.m.,1167,9
7:10 a.m.,1168,0
7:10 a.m.,1169,0
7:10 a.m.,1170,0
6:40 a.m.,1171,3
,1172,41
8:41 a.m.,1173,69
7:45 p.m.,1174,1
,1175,41
,1176,41
7:00 a.m.,1177,6
4:15 p.m.,1178,7
,1179,41
6:00 a.m.,1180,9
11:05 a.m.,1181,62
10:45 a.m.,1182,10
10:15 a.m.,1183,12
6:45 a.m.,1184,18
12:15 p.m.,1185,4
,1186,41
12:00 p.m.,1187,24
10:40 a.m.,1188,20
12:57 p.m.,1189,63
3:35 p.m.,1190,21
6:45 p.m.,1191,23
7:15 p.m.,1192,52
,1193,41
9:15 a.m.,1194,53
8:00 p.m.,1195,26
10:25 a.m.,1196,54
10:40 a.m.,1197,20
1:33 p.m.,1198,65
11:55 p.m.,1199,27
2:30 p.m.,1200,46
8:29 a.m.,1201,75
,1202,41
,1203,41
11:08 p.m.,1204,57
5:30 p.m.,1205,67
,1206,41
,1207,41
,1208,41
2:35 p.m.,1209,34
7:15 a.m.,1210,22
4:25 p.m.,1211,66
12:10 p.m.,1212,36
7:55 a.m.,1213,11
9:05 a.m.,1214,15
1:05 p.m.,1215,37
7:53 a.m.,1216,78
3:05 p.m.,1217,38
6:30 p.m.,1218,2
11:25 a.m.,1219,39
4:00 p.m.,1220,40
6:00 a.m.,1221,9
7:10 a.m.,1222,0
,1223,41
7:00 p.m.,1224,42
,1225,41
,1226,41
,1227,41
,1228,41
,1229,41
11:25 a.m.,1230,39
,1231,41
,1232,41
,1233,41
,1234,41
12:30 a.m.,1235,43
,1236,41
7:35 a.m.,1237,44
9:45 a.m.,1238,45
,1239,41
,1240,41
,1241,41
,1242,41
,1243,41
2:30 p.m.,1244,46
8:05 a.m.,1245,47
,1246,41
,1247,41
11:40 a.m.,1248,48
,1249,41
,1250,41
6:00 a.m.,1251,9
8:40 a.m.,1252,49
,1253,41
,1254,41
,1255,41
,1256,41
,1257,41
,1258,41
,1259,41
5:25 p.m.,1260,50
7:10 p.m.,1261,51
,1262,41
,1263,41
3:35 p.m.,1264,21
,1265,41
,1266,41
,1267,41
,1268,41
7:15 p.m.,1269,52
,1270,41
9:15 a.m.,1271,53
,1272,41
,1273,41
,1274,41
,1275,41
,1276,41
,1277,41
,1278,41
10:25 a.m.,1279,54
,1280,41
,1281,41
,1282,41
,1283,41
1:29 p.m.,1284,55
,1285,41
,1286,41
,1287,41
,1288,41
,1289,41
,1290,41
,1291,41
,1292,41
2:53 p.m.,1293,56
,1294,41
11:08 p.m.,1295,57
,1296,41
,1297,41
,1298,41
,1299,41
,1300,41
2:30 p.m.,1301,46
8:55 a.m.,1302,58
,1303,41
,1304,41
,1305,41
,1306,41
,1307,41
9:05 a.m. (-00:00),1308,59
,1309,41
,1310,41
,1311,41
,1312,41
,1313,41
,1314,41
2:55 p.m.,1315,35
,1316,41
,1317,41
,1318,41
4:00 p.m.,1319,40
,1320,41
,1321,41
,1322,41
7:10aDec 1,1323,86
7:00 p.m.,1324,42
6:40aDec 1,1325,87
8:19aDec 1,1326,88
8:41aDec 1,1327,89
7:45 p.m.,1328,1
12:00 p.m.,1329,24
3:27 p.m.,1330,61
11:25aDec 1,1331,90
10:39aDec 1,1332,91
11:25 p.m.,1333,5
6:14aDec 1,1334,92
12:30aDec 1,1335,93
4:00 p.m.,1336,40
7:35aDec 1,1337,94
9:45aDec 1,1338,95
10:00aDec 1,1339,96
8:15aDec 1,1340,97
7:00aDec 1,1341,98
4:15 p.m.,1342,7
10:45aDec 1,1343,99
2:30 p.m.,1344,46
8:05aDec 1,1345,100
2:55 p.m.,1346,35
11:50aDec 1,1347,101
11:40aDec 1,1348,102
6:00aDec 1,1349,103
11:05aDec 1,1350,104
6:00aDec 1,1351,103
8:40aDec 1,1352,105
10:15aDec 1,1353,106
1:00 p.m.,1354,14
7:53aDec 1,1355,107
12:30 p.m.,1356,79
11:45aDec 1,1357,108
2:46 p.m.,1358,109
12:00 p.m.,1359,24
5:25 p.m.,1360,50
7:10 p.m.,1361,51
10:40aDec 1,1362,110
12:57 p.m.,1363,63
3:35 p.m.,1364,21
7:15aDec 1,1365,111
6:30 p.m.,1366,2
6:45 p.m.,1367,23
7:15 p.m.,1368,52
2:22 p.m.,1369,112
9:15aDec 1,1370,113
6:00aDec 1,1371,103
